date,송정_정점명,송정_정점코드,송정_유속(cm/s),송정_유향(deg),송정_수온(℃),송정_염분(PSU),송정_유의파고(m),송정_유의파주기(sec),송정_최대파고(m),송정_최대파주기(sec),송정_풍속(m/s),송정_풍향(deg),송정_기온(℃),송정_기압(hPa),송정_시정(m)
2020-01-11,,,22.930434782608696,155.7608695652174,15.299999999999999,29.593478260869563,0.6,,1.0,,6.0,206.08695652173913,7.178260869565217,1017.195652173913,
2020-01-12,,,24.700000000000003,174.0212765957447,15.236170212765957,29.20851063829787,0.4,,0.7,,9.3,248.36170212765958,6.497872340425531,1014.4659574468085,
2020-01-13,,,24.05,178.97916666666666,15.022916666666667,29.318749999999998,0.6,,1.0,,10.3,275.9166666666667,4.920833333333333,1019.81875,
2020-01-14,,,22.634090909090908,148.1590909090909,14.765909090909092,30.056818181818183,0.4,,0.7,,7.3,223.0222222222222,4.295555555555556,1023.1644444444445,
2020-01-15,,,20.651063829787233,156.53191489361703,14.591489361702127,30.387234042553192,1.1,,1.6,,6.6,276.531914893617,4.002127659574468,1025.4914893617022,
2020-01-16,,,17.508695652173913,158.47826086956522,14.467391304347826,30.619565217391305,0.8,,1.2,,6.6,275.7608695652174,4.589130434782609,1024.295652173913,
2020-01-17,,,14.082608695652173,168.7173913043478,14.378260869565217,30.48913043478261,0.5,,0.8,,5.7,216.56521739130434,7.406521739130435,1020.1565217391304,
2020-01-18,,,12.319148936170214,166.27659574468086,14.25744680851064,30.746808510638296,1.7,,2.8,,9.7,162.17021276595744,6.770212765957447,1017.9510638297871,
2020-01-19,,,12.26304347826087,136.2391304347826,14.13695652173913,30.72391304347826,0.8,,1.2,,7.1,286.9782608695652,6.478260869565218,1017.8086956521738,
2020-01-20,,,12.806666666666665,130.9777777777778,14.024444444444445,30.322222222222223,0.7,,0.9,,6.4,277.75555555555553,6.655555555555556,1020.6,
2020-01-21,,,14.95909090909091,102.75,13.8,30.602272727272727,0.5,,0.8,,6.6,226.8695652173913,5.189130434782609,1028.2217391304348,
2020-01-22,,,21.09565217391304,104.58695652173913,13.860869565217392,30.654347826086955,0.6,,0.9,,7.1,313.0217391304348,8.284782608695652,1024.454347826087,
2020-01-23,,,23.99318181818182,101.20454545454545,14.506818181818181,30.650000000000002,1.1,,1.7,,7.1,260.52272727272725,9.393181818181818,1021.0681818181819,
2020-01-24,,,19.702272727272728,173.25,14.443181818181818,30.686363636363637,1.4,,1.9,,10.0,150.8409090909091,10.295454545454545,1027.4750000000001,
2020-01-25,,,20.695652173913043,167.8913043478261,14.347826086956522,30.52608695652174,1.9,,2.8,,10.1,80.73913043478261,10.304347826086957,1028.682608695652,
2020-01-26,,,23.056818181818183,179.22727272727272,14.456818181818182,30.520454545454548,2.0,,2.8,,13.6,63.54545454545455,10.261363636363637,1025.3,
2020-01-27,,,31.372727272727275,233.4090909090909,14.493181818181819,30.481818181818184,4.8,,7.0,,17.7,56.0,9.48409090909091,1015.3659090909091,
2020-01-28,,,22.204545454545453,193.88636363636363,14.320454545454545,30.163636363636364,4.9,,6.8,,11.8,74.02272727272727,9.206818181818182,1014.5636363636364,
2020-01-29,,,19.174358974358974,185.25641025641025,14.307692307692308,30.11794871794872,1.6,,2.7,,9.4,72.35897435897436,8.95897435897436,1014.0564102564102,
2020-01-30,,,16.11904761904762,191.5,14.342857142857142,30.12857142857143,1.6,,2.3,,9.4,84.5952380952381,7.352380952380953,1013.2761904761904,
2020-01-31,,,,,,,,,,,,,,,
2020-02-01,,,10.68108108108108,168.97297297297297,14.381081081081081,30.056756756756755,1.1,,1.7,,9.1,269.5945945945946,6.951351351351351,1022.5054054054053,
2020-02-02,,,14.65,131.5,14.35,30.055,1.0,,1.3,,8.7,257.05,7.9275,1023.25,
2020-02-03,,,8.029411764705882,132.94117647058823,14.602941176470589,30.058823529411764,0.6,,1.0,,5.9,314.79411764705884,6.847058823529412,1023.6058823529411,
2020-02-04,,,8.607692307692307,147.35897435897436,14.205128205128204,30.171794871794873,0.6,,0.8,,6.6,245.87179487179486,5.851282051282051,1024.1948717948717,
2020-02-05,,,8.728947368421052,162.1315789473684,14.039473684210526,30.089473684210528,0.6,,0.8,,8.3,162.94736842105263,2.9631578947368418,1025.9526315789474,
2020-02-06,,,19.141025641025642,89.61538461538461,14.471794871794872,30.16153846153846,1.1,,1.8,,8.3,225.74358974358975,3.1487179487179486,1030.823076923077,
2020-02-07,,,18.62,134.31428571428572,14.657142857142857,30.185714285714287,1.0,,1.4,,7.3,254.54285714285714,6.742857142857143,1025.9257142857143,
2020-02-08,,,22.316666666666666,152.11111111111111,14.516666666666667,30.105555555555554,0.6,,0.9,,7.4,254.19444444444446,5.808333333333334,1023.4527777777779,
2020-02-09,,,27.9972972972973,87.45945945945945,14.27027027027027,30.0027027027027,1.5,,2.2,,7.6,251.59459459459458,5.621621621621622,1023.118918918919,
2020-02-10,,,25.271428571428572,147.62857142857143,14.151428571428571,29.859999999999996,0.6,,0.9,,7.3,254.88571428571427,7.517142857142858,1022.5400000000001,
2020-02-11,,,27.797435897435896,150.71794871794873,13.98205128205128,29.72051282051282,0.7,,1.2,,6.8,226.84615384615384,10.107692307692307,1027.8,
2020-02-12,,,30.475,171.125,13.9575,29.7075,2.3,,3.7,,9.1,234.925,12.6775,1017.2149999999999,
