date,송정_정점명,송정_정점코드,송정_유속(cm/s),송정_유향(deg),송정_수온(℃),송정_염분(PSU),송정_유의파고(m),송정_유의파주기(sec),송정_최대파고(m),송정_최대파주기(sec),송정_풍속(m/s),송정_풍향(deg),송정_기온(℃),송정_기압(hPa),송정_시정(m)
2021-09-11,,,62.4,55.0,24.3,,0.2,,0.3,,5.7,248.0,23.8,1013.6,
2021-09-12,,,36.196875000000006,91.25,23.782638888888886,,0.8,,1.3,,7.2,108.13888888888889,23.799999999999997,1012.7791666666667,
2021-09-13,,,30.853658536585368,132.794425087108,24.070383275261324,,2.7,,3.4,,9.9,45.98257839721254,24.085365853658537,1017.0358885017421,
2021-09-14,,,41.68815331010453,109.3170731707317,24.517770034843206,,3.1,,4.2,,14.9,43.197916666666664,22.583680555555556,1014.7868055555555,
2021-09-15,,,32.83741258741259,147.30769230769232,24.35909090909091,,3.4,,4.9,,15.4,53.57839721254356,23.70348432055749,1014.9783972125435,
2021-09-16,,,33.201388888888886,129.81944444444446,24.234375,,2.6,,3.7,,12.0,53.71180555555556,23.803472222222222,1012.5552083333334,
2021-09-17,,,32.146153846153844,147.3986013986014,24.057342657342655,,3.5,,5.0,,18.6,29.67132867132867,21.478321678321677,1006.7506993006994,
2021-09-18,,,28.336111111111112,129.03819444444446,23.89027777777778,,2.9,,4.0,,10.9,57.541666666666664,22.864583333333332,1013.4333333333333,
2021-09-19,,,33.307317073170736,139.89547038327527,23.818815331010452,,1.7,,2.8,,10.3,32.63414634146341,22.73623693379791,1015.8905923344947,
2021-09-20,,,38.76864111498258,148.4006968641115,23.777351916376308,,1.6,,2.4,,8.6,80.59722222222223,23.05902777777778,1013.4177083333333,
2021-09-21,,,47.38286713286713,108.4895104895105,23.60909090909091,,2.0,,2.9,,11.1,227.93728222996515,23.749825783972124,1007.7679442508712,
2021-09-22,,,54.560763888888886,48.65277777777778,23.47152777777778,,1.0,,1.6,,12.3,229.43402777777777,23.398263888888888,1009.0895833333333,
2021-09-23,,,54.843402777777776,46.09375,23.456249999999997,,0.8,,1.2,,7.9,281.02777777777777,23.534374999999997,1015.5427083333333,
2021-09-24,,,32.44444444444444,60.46180555555556,23.20798611111111,,1.3,,2.0,,10.2,131.44097222222223,21.88888888888889,1021.6614583333334,
2021-09-25,,,33.81428571428572,106.8362369337979,23.451219512195124,,2.6,,4.1,,10.7,57.03819444444444,23.055902777777778,1021.7430555555555,
2021-09-26,,,36.73368421052632,119.74385964912281,23.40982456140351,,2.4,,3.4,,11.5,43.4808362369338,22.489547038327526,1019.8240418118467,
2021-09-27,,,30.247552447552444,133.83216783216784,23.39965034965035,,2.0,,3.1,,9.6,31.634146341463413,21.85853658536585,1015.9839721254356,
2021-09-28,,,35.476491228070174,109.27368421052631,23.548070175438596,,1.1,,1.8,,7.6,27.72473867595819,22.454703832752614,1013.4031358885018,
2021-09-29,,,42.71468531468531,106.92657342657343,23.663636363636364,,0.9,,1.6,,8.1,202.993006993007,23.596503496503498,1009.1314685314685,
2021-09-30,,,41.28541666666667,126.48958333333333,23.535069444444442,,1.2,,1.6,,10.4,82.92708333333333,22.484722222222224,1007.7197916666667,
2021-10-01,,,27.936013986013986,116.36013986013987,23.701748251748253,,0.8,,1.3,,5.6,217.8885017421603,22.181184668989548,1008.3682926829268,
2021-10-02,,,46.58292682926829,107.50174216027875,23.730877192982458,,0.7,,1.3,,7.0,265.8397212543554,22.499651567944248,1013.351567944251,
2021-10-03,,,36.89119718309859,105.4225352112676,23.925088339222615,,0.7,,1.0,,3.9,265.7412587412587,23.08041958041958,1020.5825174825173,
2021-10-04,,,55.494773519163765,51.714285714285715,23.850174216027874,,1.2,,1.9,,9.1,232.3588850174216,24.386411149825783,1021.7376306620209,
2021-10-05,,,67.49290780141844,49.819148936170215,23.940860215053764,,0.7,,1.2,,8.9,194.92280701754385,24.017192982456137,1021.0245614035088,
2021-10-06,,,58.00985915492957,61.559859154929576,24.070422535211268,,2.1,,2.4,,7.2,83.29824561403508,22.885964912280702,1019.6136842105263,
2021-10-07,,,53.519512195121955,66.10104529616724,23.843205574912893,,1.9,,2.5,,7.4,255.93055555555554,23.038541666666667,1016.7885416666666,
2021-10-08,,,48.684615384615384,90.06643356643356,23.693356643356644,,1.0,,1.5,,8.3,61.55244755244755,22.78006993006993,1019.7716783216783,
2021-10-09,,,50.73784722222222,116.26388888888889,24.071527777777778,,1.4,,2.4,,7.3,47.00347222222222,23.923958333333335,1021.8479166666667,
2021-10-10,,,64.34877192982457,87.82456140350877,24.06561403508772,,1.5,,2.4,,7.1,259.9614035087719,23.84140350877193,1018.4877192982456,
2021-10-11,,,47.05191637630662,133.41463414634146,23.514285714285716,,1.8,,3.0,,13.5,89.3205574912892,21.356794425087106,1018.4226480836237,
2021-10-12,,,11.6,241.0,22.9,,1.9,,2.5,,12.3,55.0,19.7,1021.1,
2021-10-13,,,33.771328671328675,123.83566433566433,23.404195804195805,,2.2,,3.4,,10.9,24.68402777777778,20.213541666666668,1023.6152777777778,
2021-10-14,,,41.51149825783972,120.99303135888502,23.52229965156794,,2.0,,2.7,,7.0,220.04513888888889,21.60590277777778,1019.2440972222222,
2021-10-15,,,26.047916666666666,120.34375,23.58090277777778,,1.1,,1.7,,8.9,144.03472222222223,21.39548611111111,1016.3798611111112,
2021-10-16,,,20.860069444444445,123.58333333333333,23.44375,,1.5,,2.9,,9.0,252.76736111111111,17.279861111111114,1017.5958333333333,
2021-10-17,,,26.335540069686413,160.05923344947735,23.096874999999997,,1.9,,3.2,,9.2,235.27083333333334,12.284722222222221,1023.3062500000001,
2021-10-18,,,36.50972222222222,145.77777777777777,22.780902777777776,,1.3,,2.0,,5.7,269.7395833333333,14.082638888888889,1022.6961805555555,
2021-10-19,,,39.206944444444446,135.9375,22.34494773519164,,0.6,,1.0,,6.8,284.78472222222223,16.12777777777778,1017.7239583333334,
2021-10-20,,,37.250522648083624,124.68989547038328,21.961324041811846,,1.5,,2.4,,7.2,172.54006968641116,14.340069686411152,1019.7783972125436,
2021-10-21,,,33.13776223776224,142.55594405594405,21.88006993006993,,1.9,,3.0,,7.9,129.3846153846154,14.015734265734265,1018.3713286713287,
2021-10-22,,,32.64878048780488,100.98257839721255,21.67132867132867,,2.6,,3.5,,9.7,268.74564459930315,14.973170731707318,1019.0543554006967,
2021-10-23,,,32.99268292682927,117.90592334494774,21.819512195121952,,2.4,,3.8,,8.5,175.60627177700349,16.05261324041812,1026.6191637630664,
2021-10-24,,,39.953658536585365,111.14982578397212,21.425524475524476,,1.3,,1.8,,5.2,254.79790940766551,16.49233449477352,1025.5728222996518,
2021-10-25,,,44.477003484320555,109.74216027874564,21.786062717770037,,0.7,,1.2,,4.8,245.11498257839722,17.404878048780485,1021.2766550522649,
2021-10-26,,,51.99791666666667,94.32638888888889,21.46423611111111,,0.6,,1.0,,5.0,224.07986111111111,16.627430555555556,1019.1565972222221,
2021-10-27,,,48.27013888888889,108.86805555555556,21.17909407665505,,0.4,,0.7,,5.4,277.40625,17.974652777777777,1017.779861111111,
2021-10-28,,,43.76770833333333,107.1875,21.04006968641115,,1.7,,2.7,,11.9,107.61458333333333,17.732291666666665,1021.1159722222224,
2021-10-29,,,32.541463414634144,112.88153310104529,21.14355400696864,,1.8,,2.9,,11.7,63.285714285714285,17.582229965156795,1024.337282229965,
2021-10-30,,,30.762020905923347,91.60627177700349,20.73170731707317,,1.5,,2.4,,6.2,204.86111111111111,17.240625,1023.3378472222222,
2021-10-31,,,34.99014084507043,101.78169014084507,20.408070175438596,,0.9,,1.4,,4.8,225.84912280701755,17.08561403508772,1023.2526315789473,
2021-11-01,,,28.723693379790944,93.01393728222996,20.88780487804878,,0.5,,0.8,,6.6,308.9024390243902,17.78432055749129,1021.9494773519164,
2021-11-02,,,32.044755244755244,119.72727272727273,21.041958041958043,,0.6,,1.1,,6.1,231.2822299651568,15.671080139372824,1020.0257839721255,
2021-11-03,,,33.67964285714285,124.27857142857142,20.456603773584906,,1.7,,2.5,,7.9,238.69964664310953,15.806007067137811,1017.6830388692579,
2021-11-04,,,40.23135888501742,142.1184668989547,,,1.3,,1.9,,5.0,229.6875,16.48923611111111,1018.7010416666667,
2021-11-05,,,39.566319444444446,128.99652777777777,,,1.1,,1.6,,7.3,133.00347222222223,17.430902777777778,1020.5256944444445,
2021-11-06,,,43.13832752613241,121.21951219512195,,,1.8,,2.7,,11.0,37.181184668989545,17.948083623693382,1019.7560975609756,
2021-11-07,,,36.67979094076655,140.3588850174216,,,2.2,,3.6,,11.1,71.93379790940766,19.142857142857142,1019.890243902439,
2021-11-08,,,37.50833333333333,116.57638888888889,,,2.6,,3.8,,15.4,230.99652777777777,16.64340277777778,1011.6586805555556,
2021-11-09,,,48.3602787456446,115.25087108013938,,,1.3,,2.2,,11.1,265.03484320557493,11.282578397212543,1011.5271777003484,
2021-11-10,,,39.155944055944055,113.03846153846153,,,1.7,,2.5,,8.5,271.0383275261324,11.009059233449477,1007.6937282229965,
2021-11-11,,,39.88715277777778,121.41666666666667,,,1.3,,1.8,,8.7,276.27430555555554,11.586805555555555,1010.6927083333334,
2021-11-12,,,9.8,178.0,,,0.6,,0.9,,3.1,256.0,9.8,1012.8,
2021-11-13,,,22.447916666666668,117.69097222222223,,,0.6,,1.0,,7.5,263.18055555555554,11.347222222222221,1018.8902777777779,
2021-11-14,,,23.734027777777776,116.36805555555556,,,0.7,,1.1,,7.1,264.3333333333333,13.855555555555556,1018.8319444444444,
2021-11-15,,,34.76619718309859,128.2887323943662,16.399253731343283,,0.5,,0.9,,4.2,251.78947368421052,13.821052631578947,1020.7831578947369,
2021-11-16,,,42.04216027874565,110.43554006968641,16.37177700348432,,0.6,,1.0,,4.5,253.89930555555554,13.768055555555556,1022.4902777777778,
2021-11-17,,,43.256249999999994,110.28472222222223,16.183333333333334,,0.6,,1.0,,6.7,254.96527777777777,13.127083333333333,1022.6975694444445,
2021-11-18,,,47.82140350877193,97.94385964912281,16.245263157894737,,0.6,,1.0,,8.3,239.89473684210526,13.821052631578947,1019.1049122807018,
2021-11-19,,,40.84861111111111,112.72916666666667,15.98263888888889,,0.4,,0.6,,7.2,291.1666666666667,14.226388888888888,1017.7239583333334,
2021-11-20,,,50.43087719298245,110.87017543859649,16.50526315789474,,0.9,,1.5,,4.0,217.66433566433565,14.963286713286713,1019.7255244755245,
2021-11-21,,,43.235540069686415,120.42508710801394,16.202439024390245,,1.0,,1.4,,6.9,214.47916666666666,15.57986111111111,1017.0222222222224,
2021-11-22,,,38.267361111111114,115.50694444444444,15.761111111111111,,1.0,,1.6,,11.0,296.14930555555554,11.848958333333334,1012.0489583333333,
2021-11-23,,,34.09791666666667,120.77430555555556,15.125,,1.4,,1.8,,11.1,281.28472222222223,6.990277777777778,1016.5399305555555,
2021-11-24,,,39.48666666666667,118.40701754385965,14.781754385964913,,1.4,,2.2,,9.1,262.11538461538464,10.18916083916084,1017.6573426573426,
2021-11-25,,,27.41083916083916,138.25874125874125,14.698951048951047,,1.4,,2.3,,9.7,260.79442508710804,13.221254355400697,1017.2526132404181,
2021-11-26,,,21.073076923076922,132.2902097902098,14.518181818181818,,1.0,,1.3,,8.5,254.30662020905925,10.556445993031359,1024.1198606271778,
2021-11-27,,,29.97087719298246,107.43157894736842,14.739649122807018,,1.1,,1.7,,6.5,217.70034843205576,9.175261324041813,1032.4038327526134,
2021-11-28,,,26.6397212543554,129.03135888501743,15.378397212543556,,0.9,,1.5,,4.7,274.8815331010453,10.993031358885018,1033.4491289198606,
2021-11-29,,,19.090940766550524,149.02090592334494,14.96759581881533,,0.8,,1.2,,7.9,265.87108013937285,12.410801393728223,1026.851219512195,
2021-11-30,,,32.985314685314684,96.56293706293707,15.118881118881118,,2.8,,4.0,,15.3,253.01048951048952,13.144405594405596,1012.1639860139861,
2021-12-01,,,28.933449477351914,146.42857142857142,14.494773519163763,,1.6,,2.4,,10.3,305.2369337979094,5.477700348432055,1017.6756097560976,
2021-12-02,,,37.610489510489515,133.55944055944056,14.243706293706293,,1.4,,1.8,,8.1,274.3379790940767,5.3602787456445995,1019.8331010452961,
2021-12-03,,,39.73951048951049,155.58391608391608,14.087412587412587,,1.1,,1.8,,9.0,278.0699300699301,9.229020979020978,1016.8195804195805,
2021-12-04,,,40.876041666666666,151.16319444444446,13.850694444444445,,0.9,,1.3,,13.9,287.2673611111111,6.667708333333334,1024.4711805555555,
2021-12-05,,,55.412543554006966,138.39372822299651,14.241463414634147,,1.2,,1.6,,4.4,226.65505226480838,9.058885017421604,1028.1885017421603,
2021-12-06,,,42.88784722222223,153.31944444444446,14.749652777777776,,0.9,,1.2,,4.3,241.97916666666666,11.498958333333333,1025.6666666666667,
2021-12-07,,,40.1609756097561,145.801393728223,15.300696864111499,,2.1,,3.4,,11.1,54.361111111111114,12.460763888888888,1025.7430555555557,
2021-12-08,,,40.66445993031359,139.0766550522648,15.368641114982578,,2.4,,3.7,,9.8,37.23693379790941,11.59198606271777,1030.6620209059233,
2021-12-09,,,32.49860627177701,142.4006968641115,15.4801393728223,,1.6,,2.2,,7.9,82.59581881533101,12.795470383275262,1028.9602787456445,
2021-12-10,,,23.43263888888889,151.78472222222223,15.389930555555557,,1.0,,1.6,,6.6,270.72222222222223,13.20138888888889,1024.2416666666666,
2021-12-11,,,19.747916666666665,120.80555555555556,15.480555555555554,,0.6,,1.0,,5.7,245.64930555555554,12.65486111111111,1023.9430555555555,
2021-12-12,,,14.797569444444443,127.875,14.984722222222224,,0.9,,1.3,,8.7,296.05555555555554,10.844791666666667,1020.8979166666666,
2021-12-13,,,5.9,258.0,14.8,,0.9,,1.2,,4.5,332.0,4.7,1023.1,
2021-12-14,,,27.71149825783972,87.09059233449477,14.386411149825783,,1.0,,1.7,,7.4,276.59581881533103,6.397909407665505,1021.865156794425,
2021-12-15,,,28.376678445229683,91.56183745583039,14.310992907801419,,0.7,,1.0,,8.8,250.32631578947368,10.730526315789474,1021.4536842105263,
2021-12-16,,,35.45104166666667,116.75694444444444,14.6198606271777,,0.5,,0.9,,6.0,251.88541666666666,10.633333333333333,1017.7420138888889,
2021-12-17,,,29.46748251748252,110.41958041958041,16.28951048951049,,2.0,,2.8,,13.7,301.90909090909093,5.572377622377623,1017.5486013986015,
2021-12-18,,,30.184375000000003,147.6875,14.988194444444446,,1.8,,2.7,,8.9,276.74305555555554,2.6104166666666666,1024.8947916666666,
2021-12-19,,,35.67122807017544,127.20350877192982,14.356842105263157,,1.0,,1.6,,9.7,285.3017543859649,5.477894736842106,1021.4670175438596,
2021-12-20,,,34.28146853146853,129.04195804195805,14.0006993006993,,1.2,,1.8,,12.0,257.36013986013984,9.207692307692309,1019.356993006993,
2021-12-21,,,31.225783972125434,140.65505226480838,14.021254355400696,,1.0,,1.7,,6.2,269.03125,11.57986111111111,1016.2027777777779,
2021-12-22,,,31.52638888888889,141.26041666666666,14.403819444444444,,1.3,,1.8,,7.5,190.10069444444446,10.004166666666666,1020.4458333333334,
2021-12-23,,,29.715034965034967,144.1013986013986,14.461754385964914,,1.5,,2.3,,5.0,285.43706293706293,9.759090909090908,1022.7769230769231,
2021-12-24,,,28.438111888111887,145.62937062937064,14.638947368421054,,1.2,,1.8,,5.6,251.15034965034965,9.963286713286713,1019.2888111888111,
2021-12-25,,,24.802439024390246,147.93728222996515,14.579442508710802,,2.0,,2.8,,10.2,275.6411149825784,2.4648083623693378,1024.2111498257839,
2021-12-26,,,21.066433566433567,148.67832167832168,14.06958041958042,,1.6,,2.4,,11.2,290.4634146341463,3.2121951219512193,1030.1233449477352,
2021-12-27,,,34.10520833333333,102.36458333333333,14.019444444444444,,1.9,,3.0,,9.3,280.2395833333333,2.9204861111111113,1028.9677083333333,
2021-12-28,,,23.77673611111111,101.30208333333333,15.652430555555554,,1.5,,2.4,,7.0,252.38541666666666,5.600347222222222,1026.9996527777778,
2022-01-01,,,43.90418118466899,111.88153310104529,14.333101045296168,,1.7,,2.4,,4.9,220.46689895470382,3.0787456445993033,1028.6731707317074,
2022-01-02,,,38.699305555555554,160.12152777777777,14.252083333333335,,1.3,,1.8,,6.6,284.30902777777777,6.854166666666667,1024.865625,
2022-01-03,,,41.451567944250876,163.74564459930315,14.14703832752613,,1.0,,1.6,,9.5,261.2439024390244,6.908362369337979,1023.7111498257839,
2022-01-04,,,43.96302816901409,162.42605633802816,14.145422535211269,,0.7,,1.1,,7.3,257.9859649122807,6.087719298245614,1025.037894736842,
2022-01-05,,,40.03937282229965,152.55052264808361,14.190940766550524,,1.4,,2.2,,9.6,113.88153310104529,6.657491289198607,1025.5487804878048,
2022-01-06,,,43.158928571428575,139.34375,14.318303571428572,,1.1,,1.8,,6.5,234.33928571428572,7.977232142857143,1024.0008928571428,
2022-01-07,,,32.73031358885017,150.46341463414635,14.211149825783972,,1.3,,2.2,,6.0,276.63194444444446,7.298611111111111,1027.568402777778,
2022-01-08,,,27.47142857142857,144.390243902439,13.962369337979094,,1.1,,1.5,,7.2,287.34027777777777,7.591319444444445,1022.6399305555556,
2022-01-09,,,8.637142857142857,136.71428571428572,13.82,,0.6,,0.9,,6.5,320.4,6.348571428571428,1021.2514285714286,
2022-01-10,,,,,,,,,,,,,,,
2022-01-11,,,11.405714285714286,188.71428571428572,13.141558441558441,,0.9,,1.5,,9.7,305.27272727272725,2.71038961038961,1016.2948051948051,
2022-01-12,,,23.075971731448764,113.45936395759718,12.926148409893992,,1.4,,2.1,,8.1,271.37455830388694,1.9946996466431095,1019.03074204947,
2022-01-13,,,8.1,359.0,13.8,,1.0,,1.2,,2.5,261.0,1.4,1017.6,
2022-01-14,,,24.389399293286218,134.36749116607774,14.412720848056537,,2.0,,3.1,,6.6,241.18021201413427,3.0579505300353356,1023.2102473498234,
2022-01-15,,,27.804347826086957,210.44565217391303,13.917391304347827,,1.6,,2.2,,5.4,292.18279569892474,4.640860215053763,1022.7075268817205,
2022-01-16,,,,,,,,,,,,,,,
2022-01-17,,,39.49363636363636,120.97309417040358,13.259641255605382,,1.2,,1.7,,8.5,278.8161434977578,2.951121076233184,1024.267264573991,
2022-01-18,,,37.29960784313725,122.05098039215686,13.550588235294118,,1.6,,2.6,,7.8,263.5686274509804,1.9062745098039218,1025.7956862745098,
2022-01-19,,,32.67179487179487,150.24747474747474,14.228140703517589,,1.7,,2.2,,6.6,252.06565656565655,4.265151515151516,1022.279797979798,
2022-01-20,,,29.87117117117117,156.19730941704037,13.886160714285714,,3.0,,4.3,,11.3,141.07174887892376,3.412556053811659,1025.6201793721973,
2022-01-21,,,34.429770992366414,148.04562737642587,13.952471482889734,,2.0,,2.6,,5.1,239.47148288973384,4.7965779467680605,1029.270342205323,
2022-01-22,,,31.501015228426397,124.6497461928934,13.925757575757578,,1.6,,2.3,,5.1,217.497461928934,7.811675126903554,1026.2390862944162,
2022-01-23,,,,,,,,,,,,,,,
2022-01-24,,,28.186666666666667,162.14084507042253,13.738028169014084,,2.8,,4.5,,13.3,25.328638497652584,7.400938967136151,1021.1295774647888,
2022-01-25,,,18.485937500000002,164.11917098445596,13.718461538461538,,1.5,,1.9,,5.3,240.3419689119171,7.944559585492228,1020.7941176470588,
2022-01-26,,,17.726119402985077,150.17537313432837,13.67313432835821,,0.6,,1.0,,8.3,258.07835820895525,7.664925373134328,1021.988432835821,
2022-01-27,,,19.86223175965665,134.343347639485,13.456652360515022,,0.6,,1.0,,4.6,229.23456790123456,7.203292181069959,1021.6374485596707,
2022-01-28,,,26.678947368421053,121.33333333333333,13.263859649122807,,0.8,,1.6,,7.1,248.6421052631579,6.2449122807017545,1020.7947368421053,
2022-01-29,,,26.87709090909091,153.25454545454545,13.11490909090909,,0.9,,1.3,,7.9,220.13090909090909,5.322181818181818,1018.302909090909,
2022-01-30,,,34.14710144927536,146.84420289855072,13.027173913043478,,1.1,,1.7,,7.8,224.81159420289856,4.732608695652174,1018.4873188405797,
2022-01-31,,,41.05703971119134,149.985559566787,12.76317689530686,,0.9,,1.4,,8.4,235.56989247311827,5.050179211469534,1022.2229390681003,
2022-02-01,,,43.90216606498195,148.5595667870036,12.625270758122744,,0.9,,1.6,,9.8,279.09747292418774,4.774368231046932,1023.0350180505416,
2022-02-02,,,43.64542253521127,157.45422535211267,12.600352112676056,,0.8,,1.0,,7.2,279.6619718309859,3.6556338028169018,1025.3161971830984,
2022-02-03,,,45.135689045936395,154.13427561837455,12.526148409893993,,0.9,,1.5,,8.6,290.30742049469967,3.6604240282685514,1024.1233215547704,
2022-02-04,,,43.10669014084507,148.99295774647888,12.373591549295774,,0.7,,1.3,,10.4,287.0633802816901,2.99330985915493,1021.8338028169013,
2022-02-05,,,37.995759717314485,147.62897526501766,12.075618374558305,,0.6,,1.1,,9.5,286.095406360424,1.2487632508833921,1023.1540636042402,
2022-02-06,,,32.211191335740075,156.26714801444044,11.867148014440435,,0.8,,1.2,,8.5,289.1696750902527,2.576173285198556,1026.1888086642598,
2022-02-07,,,23.86057347670251,143.8494623655914,11.825089605734766,,0.9,,1.3,,5.4,270.1899641577061,3.0949820788530467,1025.9874551971327,
2022-02-08,,,20.42652329749104,146.2688172043011,11.86272401433692,,0.7,,1.2,,5.4,221.831541218638,4.770609318996415,1025.236200716846,
2022-02-09,,,12.647482014388489,226.0251798561151,12.16546762589928,,0.8,,1.3,,5.9,182.0071942446043,6.632374100719424,1024.319784172662,
2022-02-10,,,13.849295774647887,171.93309859154928,12.476408450704225,,0.8,,1.4,,6.3,225.2112676056338,8.286267605633803,1020.5249999999999,
2022-02-11,,,18.604255319148933,198.39716312056737,12.597872340425532,,0.9,,1.4,,5.7,211.59929078014184,7.2287234042553195,1024.3560283687943,
2022-02-12,,,20.53942652329749,182.95340501792114,12.563440860215053,,1.0,,1.7,,9.5,151.93189964157705,8.710394265232974,1023.9548387096775,
2022-02-13,,,26.6,225.0,12.4,,0.9,,1.2,,6.5,21.0,8.6,1022.6,
2022-02-14,,,30.405673758865248,141.9468085106383,12.701423487544483,,2.1,,2.9,,7.8,116.17021276595744,9.35177304964539,1018.7932624113475,
2022-02-15,,,30.190322580645162,149.63799283154123,12.475985663082438,,1.0,,1.4,,10.0,284.5448028673835,4.418279569892474,1017.3724014336918,
2022-02-16,,,38.37169811320755,154.96698113207546,12.221698113207546,,1.0,,1.7,,10.1,279.0377358490566,1.694811320754717,1020.1443396226415,
2022-02-17,,,37.32740213523132,151.41637010676158,11.981138790035587,,2.1,,2.9,,8.2,243.65836298932385,2.2252669039145907,1025.5081850533807,
2022-02-18,,,37.12077464788732,158.63732394366198,11.954577464788732,,2.4,,3.3,,7.2,121.03873239436619,4.145070422535212,1028.8693661971831,
2022-02-19,,,40.351985559566785,152.1768953068592,11.956317689530687,,1.6,,2.1,,9.5,258.7184115523466,6.788086642599278,1020.7162454873647,
2022-02-20,,,40.90571428571429,149.7107142857143,11.809285714285714,,0.7,,1.4,,13.7,302.875,1.7457142857142858,1022.0892857142857,
2022-02-21,,,36.206338028169014,153.06338028169014,11.86338028169014,,1.1,,1.6,,10.5,264.7676056338028,2.715845070422535,1027.425704225352,
2022-02-22,,,32.506737588652484,153.6950354609929,12.043416370106762,,1.2,,1.9,,9.0,293.69718309859155,2.5468309859154927,1028.9848591549296,
2022-02-23,,,25.516140350877194,149.13684210526316,12.060701754385965,,1.3,,2.0,,9.6,254.43508771929825,1.7210526315789474,1029.3294736842106,
2022-02-24,,,21.576678445229682,135.85512367491165,11.735335689045936,,1.1,,1.6,,8.1,280.1696113074205,3.6780918727915197,1028.0233215547703,
2022-02-25,,,23.02753623188406,122.93115942028986,11.573913043478262,,1.0,,1.6,,9.8,287.60869565217394,6.491304347826087,1025.8398550724637,
2022-02-26,,,25.998901098901097,97.1025641025641,12.275457875457874,,2.1,,3.3,,13.2,249.1058394160584,8.477007299270072,1020.0160583941607,
2022-02-27,,,26.544244604316546,141.0791366906475,11.823021582733812,,1.8,,2.6,,12.0,256.33812949640287,8.021223021582735,1019.7309352517987,
2022-02-28,,,34.84306049822064,140.19217081850533,12.272953736654804,,0.8,,1.4,,9.4,232.12455516014234,9.887544483985765,1021.4750889679715,
2022-03-01,,,36.612949640287766,149.1726618705036,12.214440433212996,,1.0,,1.5,,10.4,246.95373665480426,11.672953736654804,1013.0010676156584,
2022-03-02,,,41.840989399293285,146.68197879858658,12.123674911660778,,1.1,,1.8,,9.7,235.81625441696113,8.346289752650177,1015.1402826855124,
2022-03-03,,,42.44064748201439,146.49640287769785,11.996402877697841,,1.0,,1.6,,9.7,255.34408602150538,8.76415770609319,1017.5935483870967,
2022-03-04,,,42.677580071174376,137.23843416370107,11.883985765124555,,1.8,,2.5,,12.7,252.34751773049646,10.542198581560283,1014.6475177304964,
2022-03-05,,,40.81872791519435,148.23321554770317,11.6773851590106,,1.7,,2.7,,12.8,277.3851590106007,9.879505300353356,1011.4321554770318,
2022-03-06,,,35.74404332129964,149.84837545126354,11.452346570397113,,1.0,,1.6,,8.3,244.1263537906137,5.295667870036102,1019.3335740072202,
2022-03-07,,,33.25265017667844,145.0565371024735,11.501413427561838,,1.0,,1.5,,6.0,200.65371024734984,7.480212014134276,1019.8812720848057,
2022-03-08,,,27.306338028169016,143.25704225352112,11.447535211267605,,1.3,,1.9,,8.9,258.63380281690144,9.563028169014085,1017.9904929577465,
2022-03-09,,,25.05978647686833,119.94306049822065,12.244483985765125,,0.9,,1.5,,6.8,192.97517730496455,9.954255319148936,1021.0897163120567,
2022-03-10,,,18.05693950177936,91.0355871886121,12.42099644128114,,1.0,,1.6,,9.7,259.19217081850536,11.180782918149466,1021.2370106761565,
2022-03-11,,,16.703928571428573,110.05,12.203214285714287,,0.6,,1.0,,7.3,227.90714285714284,13.030000000000001,1018.2814285714285,
2022-03-12,,,17.118439716312057,117.06028368794327,12.251063829787235,,0.8,,1.3,,10.5,183.58510638297872,13.808156028368794,1017.2354609929079,
2022-03-13,,,17.48525179856115,106.56474820143885,12.167266187050359,,1.8,,2.5,,10.8,194.7921146953405,13.62437275985663,1012.7286738351254,
2022-03-14,,,25.437142857142856,142.89285714285714,12.339285714285714,,1.9,,3.1,,11.5,118.05,11.293928571428571,1012.6678571428571,
2022-03-15,,,26.009285714285717,148.81785714285715,12.22607142857143,,1.0,,1.5,,6.3,208.81138790035587,11.577580071174378,1013.2519572953736,
2022-03-16,,,19.6,30.0,12.3,,0.5,,0.6,,3.0,257.0,12.0,1013.2,
2022-03-17,,,31.03584229390681,170.5627240143369,12.134172661870505,,2.6,,4.2,,14.6,48.17921146953405,10.930824372759856,1019.4544802867383,
2022-03-18,,,40.12517730496454,190.20567375886526,12.320212765957448,,4.2,,6.6,,16.7,37.687943262411345,8.417375886524821,1010.1265957446809,
2022-03-19,,,43.74787234042553,158.67730496453902,12.235106382978724,,2.4,,3.7,,10.1,163.06737588652481,7.023758865248227,1008.7432624113475,
2022-03-20,,,42.63060498220641,154.80782918149467,12.233807829181494,,1.7,,2.4,,6.2,213.2836879432624,8.023404255319148,1017.995744680851,
2022-03-21,,,40.723214285714285,151.96785714285716,12.2725,,1.2,,1.6,,7.2,122.87142857142857,9.020357142857142,1022.5267857142857,
2022-03-22,,,40.828368794326245,153.12056737588654,12.806382978723404,,2.2,,3.2,,13.9,132.42198581560282,9.568794326241136,1020.5368794326242,
2022-03-23,,,30.914748201438847,142.26978417266187,13.221223021582734,,1.2,,2.0,,7.7,250.52158273381295,9.576618705035973,1017.5352517985611,
2022-03-24,,,28.26142857142857,129.175,13.084642857142857,,0.8,,1.2,,9.9,252.88214285714287,11.0,1019.8585714285715,
2022-03-25,,,24.310000000000002,119.95,13.201785714285714,,1.2,,2.1,,7.0,219.01071428571427,13.131071428571428,1019.2199999999999,
