date,dongbu_discharge_m3_day,haeundae_sewage_discharge_m3_day
2020-12-01,,33501
2020-12-02,,33875
2020-12-03,,33485
2020-12-04,,33618
2020-12-05,,34301
2020-12-06,,34928
2020-12-07,,33401
2020-12-08,,33120
2020-12-09,,34293
2020-12-10,,32849
2020-12-11,,33658
2020-12-12,,34704
2020-12-13,,34754
2020-12-14,,34109
2020-12-15,,32968
2020-12-16,,31597
2020-12-17,,32065
2020-12-18,,33211
2020-12-19,,33825
2020-12-20,,34510
2020-12-21,,33755
2020-12-22,,33403
2020-12-23,,33000
2020-12-24,,33137
2020-12-25,,33821
2020-12-26,,34697
2020-12-27,,34489
2020-12-28,,34935
2020-12-29,,33847
2020-12-30,,34974
2020-12-31,,33829
2021-01-01,,34663
2021-01-02,,34902
2021-01-03,,34899
2021-01-04,,33592
2021-01-05,,32914
2021-01-06,,33742
2021-01-07,,33613
2021-01-08,,32688
2021-01-09,,34520
2021-01-10,,35943
2021-01-11,,35620
2021-01-12,,35596
2021-01-13,,35330
2021-01-14,,35566
2021-01-15,,35386
2021-01-16,,35211
2021-01-17,,35316
2021-01-18,,34216
2021-01-19,,33927
2021-01-20,,33977
2021-01-21,,34130
2021-01-22,,33613
2021-01-23,,36316
2021-01-24,,35529
2021-01-25,,34880
2021-01-26,,39753
2021-01-27,,35592
2021-01-28,,34627
2021-01-29,,33341
2021-01-30,,34921
2021-01-31,,36009
2021-02-01,,44859
2021-02-02,,35235
2021-02-03,,34715
2021-02-04,,34839
2021-02-05,,34216
2021-02-06,,35574
2021-02-07,,36411
2021-02-08,,35116
2021-02-09,,34521
2021-02-10,,35696
2021-02-11,,37349
2021-02-12,,33834
2021-02-13,,35106
2021-02-14,,37346
2021-02-15,,37521
2021-02-16,,34125
2021-02-17,,33516
2021-02-18,,32261
2021-02-19,,32042
2021-02-20,,33523
2021-02-21,,33962
2021-02-22,,32806
2021-02-23,,31870
2021-02-24,,31594
2021-02-25,,32135
2021-02-26,,35144
2021-02-27,,33535
2021-02-28,,34318
2021-03-01,,40909
2021-03-02,,48487
2021-03-03,,36146
2021-03-04,,36423
2021-03-05,,38077
2021-03-06,,35336
2021-03-07,,35718
2021-03-08,,35420
2021-03-09,,34181
2021-03-10,,34330
2021-03-11,,34135
2021-03-12,,46337
2021-03-13,,38204
2021-03-14,,37314
2021-03-15,,35898
2021-03-16,,36333
2021-03-17,,34914
2021-03-18,,35105
2021-03-19,,34248
2021-03-20,,36923
2021-03-21,,37019
2021-03-22,,35077
2021-03-23,,34315
2021-03-24,,33558
2021-03-25,,34538
2021-03-26,,34312
2021-03-27,,38052
2021-03-28,,47662
2021-03-29,,37506
2021-03-30,,35778
2021-03-31,,35756
2021-04-01,,35559
2021-04-02,,34762
2021-04-03,,39693
2021-04-04,,54245
2021-04-05,,40733
2021-04-06,,38659
2021-04-07,,34722
2021-04-08,,36358
2021-04-09,,34748
2021-04-10,,34954
2021-04-11,,35770
2021-04-12,,36877
2021-04-13,,50906
2021-04-14,,36780
2021-04-15,,35180
2021-04-16,,34602
2021-04-17,,35499
2021-04-18,,35803
2021-04-19,,36272
2021-04-20,,31711
2021-04-21,,33283
2021-04-22,,32536
2021-04-23,,33291
2021-04-24,,34688
2021-04-25,,34992
2021-04-26,,34062
2021-04-27,,33158
2021-04-28,,33950
2021-04-29,,33647
2021-04-30,,33719
2021-05-01,,38781
2021-05-02,,34894
2021-05-03,,34613
2021-05-04,,36497
2021-05-05,,39548
2021-05-06,,34368
2021-05-07,,33947
2021-05-08,,35009
2021-05-09,,36072
2021-05-10,,34296
2021-05-11,,32977
2021-05-12,,33624
2021-05-13,,34473
2021-05-14,,34416
2021-05-15,,39409
2021-05-16,,46484
2021-05-17,,39157
2021-05-18,,34983
2021-05-19,,37293
2021-05-20,,42012
2021-05-21,,39070
2021-05-22,,36870
2021-05-23,,36945
2021-05-24,,35354
2021-05-25,,36874
2021-05-26,,32086
2021-05-27,,34573
2021-05-28,,36442
2021-05-29,,36235
2021-05-30,,36516
2021-05-31,,36486
2021-06-01,,32958
2021-06-02,,34986
2021-06-03,,42383
2021-06-04,,40599
2021-06-05,,37993
2021-06-06,,38313
2021-06-07,,36510
2021-06-08,,35694
2021-06-09,,35281
2021-06-10,,35292
2021-06-11,,44659
2021-06-12,,53304
2021-06-13,,50499
2021-06-14,,42604
2021-06-15,,42653
2021-06-16,,55227
2021-06-17,,45038
2021-06-18,,42457
2021-06-19,,41133
2021-06-20,,39906
2021-06-21,,39158
2021-06-22,,36922
2021-06-23,,36485
2021-06-24,,36786
2021-06-25,,36879
2021-06-26,,36822
2021-06-27,,38781
2021-06-28,,36517
2021-06-29,,35634
2021-06-30,,35930
2021-07-01,,35402
2021-07-02,,35718
2021-07-03,,42132
2021-07-04,,54493
2021-07-05,,47354
2021-07-06,,54130
2021-07-07,,55717
2021-07-08,,56321
2021-07-09,,49685
2021-07-10,,44470
2021-07-11,,41912
2021-07-12,,35180
2021-07-13,,34474
2021-07-14,,32911
2021-07-15,,33646
2021-07-16,,33225
2021-07-17,,37112
2021-07-18,,34782
2021-07-19,,33872
2021-07-20,,34476
2021-07-21,,35104
2021-07-22,,34987
2021-07-23,,32785
2021-07-24,,34870
2021-07-25,,34421
2021-07-26,,32447
2021-07-27,,31773
2021-07-28,,32637
2021-07-29,,31741
2021-07-30,,31374
2021-07-31,,32981
2021-08-01,,32545
2021-08-02,,31525
2021-08-03,,31857
2021-08-04,,33505
2021-08-05,,32834
2021-08-06,,33324
2021-08-07,,33725
2021-08-08,,36333
2021-08-09,,34246
2021-08-10,,32132
2021-08-11,,32510
2021-08-12,,32479
2021-08-13,,32237
2021-08-14,,41897
2021-08-15,,34986
2021-08-16,,32755
2021-08-17,,41774
2021-08-18,,39301
2021-08-19,,35511
2021-08-20,,34079
2021-08-21,,44327
2021-08-22,,39726
2021-08-23,,39982
2021-08-24,,55654
2021-08-25,,46937
2021-08-26,,51378
2021-08-27,,44741
2021-08-28,,43977
2021-08-29,,40294
2021-08-30,,40173
2021-08-31,,34728
2021-09-01,,39406
2021-09-02,,42551
2021-09-03,,38264
2021-09-04,,37877
2021-09-05,,35749
2021-09-06,,35728
2021-09-07,,35876
2021-09-08,,38601
2021-09-09,,36182
2021-09-10,,31852
2021-09-11,,36115
2021-09-12,,37589
2021-09-13,,34328
2021-09-14,,39548
2021-09-15,,36857
2021-09-16,,30909
2021-09-17,,48414
2021-09-18,,41336
2021-09-19,,38810
2021-09-20,,38553
2021-09-21,,42711
2021-09-22,,38931
2021-09-23,,37523
2021-09-24,,35077
2021-09-25,,35427
2021-09-26,,35604
2021-09-27,,34612
2021-09-28,,33848
2021-09-29,,37920
2021-09-30,,43207
2021-10-01,,35975
2021-10-02,,35639
2021-10-03,,35184
2021-10-04,,35806
2021-10-05,,34200
2021-10-06,,34746
2021-10-07,,34300
2021-10-08,,33766
2021-10-09,,35043
2021-10-10,,33961
2021-10-11,,35695
2021-10-12,,33709
2021-10-13,,32938
2021-10-14,,33897
2021-10-15,,33292
2021-10-16,,34675
2021-10-17,,34209
2021-10-18,,33677
2021-10-19,,32621
2021-10-20,,33275
2021-10-21,,35924
2021-10-22,,34800
2021-10-23,,33652
2021-10-24,,32448
2021-10-25,,33125
2021-10-26,,32085
2021-10-27,,32072
2021-10-28,,31844
2021-10-29,,31349
2021-10-30,,32589
2021-10-31,,32872
2021-11-01,,30907
2021-11-02,,31678
2021-11-03,,31946
2021-11-04,,32108
2021-11-05,,31794
2021-11-06,,32496
2021-11-07,,33739
2021-11-08,,38704
2021-11-09,,31696
2021-11-10,,31963
2021-11-11,,32302
2021-11-12,,31914
2021-11-13,,32596
2021-11-14,,33704
2021-11-15,,32653
2021-11-16,,32060
2021-11-17,,33037
2021-11-18,,32508
2021-11-19,,32540
2021-11-20,,33497
2021-11-21,,33447
2021-11-22,,32581
2021-11-23,,31986
2021-11-24,,31975
2021-11-25,,32350
2021-11-26,,32084
2021-11-27,,33423
2021-11-28,,33098
2021-11-29,,31853
2021-11-30,,39413
2021-12-01,,33613
2021-12-02,,32727
2021-12-03,,32890
2021-12-04,,40509
2021-12-05,,42190
2021-12-06,,39568
2021-12-07,,40124
2021-12-08,,41131
2021-12-09,,40873
2021-12-10,,41026
2021-12-11,,41778
2021-12-12,,41994
2021-12-13,,40842
2021-12-14,,39538
2021-12-15,,40274
2021-12-16,,40540
2021-12-17,,40646
2021-12-18,,40429
2021-12-19,,41489
2021-12-20,,40903
2021-12-21,,39610
2021-12-22,,40274
2021-12-23,,40166
2021-12-24,,40512
2021-12-25,,41587
2021-12-26,,40175
2021-12-27,,41607
2021-12-28,,39369
2021-12-29,,39647
2021-12-30,,39948
2021-12-31,0.0,40305
2022-01-01,63150.0,40590
2022-01-02,63250.0,41305
2022-01-03,61310.0,39933
2022-01-04,63090.0,38832
2022-01-05,64590.0,38511
2022-01-06,64560.0,39404
2022-01-07,58700.0,39121
2022-01-08,54490.0,39313
2022-01-09,59900.0,40427
2022-01-10,57040.0,39878
2022-01-11,58930.0,38896
2022-01-12,59490.0,38670
2022-01-13,59390.0,38878
2022-01-14,64080.0,38710
2022-01-15,59300.0,39825
2022-01-16,62900.0,40583
2022-01-17,58390.0,39223
2022-01-18,57870.0,38428
2022-01-19,57390.0,36538
2022-01-20,56640.0,38183
2022-01-21,57330.0,37942
2022-01-22,59610.0,38317
2022-01-23,57610.0,37079
2022-01-24,58110.0,38068
2022-01-25,56800.0,38396
2022-01-26,60370.0,39396
2022-01-27,56240.0,38917
2022-01-28,57000.0,40322
2022-01-29,61080.0,41200
2022-01-30,59790.0,40900
2022-01-31,58400.0,42210
2022-02-01,53900.0,37531
2022-02-02,54120.0,40018
2022-02-03,57780.0,39949
2022-02-04,57640.0,38165
2022-02-05,56640.0,38995
2022-02-06,56220.0,40055
2022-02-07,56190.0,39009
2022-02-08,57910.0,38470
2022-02-09,57430.0,38156
2022-02-10,57910.0,38322
2022-02-11,57730.0,38658
2022-02-12,58040.0,39412
2022-02-13,58270.0,40147
2022-02-14,58820.0,39477
2022-02-15,58520.0,37942
2022-02-16,57500.0,38056
2022-02-17,61120.0,37996
2022-02-18,61970.0,38625
2022-02-19,58620.0,39289
2022-02-20,58470.0,39827
2022-02-21,60850.0,39159
2022-02-22,60870.0,37962
2022-02-23,58870.0,38210
2022-02-24,59670.0,38390
2022-02-25,61450.0,38522
2022-02-26,62070.0,39905
2022-02-27,59010.0,40626
2022-02-28,62930.0,39058
2022-03-01,62920.0,38965
2022-03-02,63260.0,38817
2022-03-03,61060.0,38765
2022-03-04,62620.0,37893
2022-03-05,62700.0,39364
2022-03-06,61970.0,40280
2022-03-07,61210.0,39091
2022-03-08,58310.0,37870
2022-03-09,61630.0,38512
2022-03-10,60350.0,39094
2022-03-11,59340.0,37811
2022-03-12,61320.0,39991
2022-03-13,60480.0,40050
2022-03-14,61680.0,38555
2022-03-15,62710.0,39368
2022-03-16,62920.0,38605
2022-03-17,66180.0,37676
2022-03-18,88780.0,45769
2022-03-19,74830.0,41284
2022-03-20,68660.0,39615
2022-03-21,65310.0,38353
2022-03-22,65550.0,36730
2022-03-23,63640.0,35491
2022-03-24,62560.0,35562
2022-03-25,62570.0,35767
2022-03-26,82900.0,53614
2022-03-27,65510.0,43922
2022-03-28,68100.0,37361
2022-03-29,67030.0,37889
2022-03-30,63290.0,36607
2022-03-31,66150.0,36010
2022-04-01,66590.0,35886
2022-04-02,65500.0,37225
2022-04-03,64680.0,37814
2022-04-04,65320.0,37191
2022-04-05,64100.0,35747
2022-04-06,63970.0,36176
2022-04-07,63780.0,36094
2022-04-08,66220.0,36251
2022-04-09,67030.0,37791
2022-04-10,62610.0,38430
2022-04-11,62090.0,36572
2022-04-12,66220.0,36844
2022-04-13,63290.0,35229
2022-04-14,61910.0,34468
2022-04-15,63230.0,36211
2022-04-16,65160.0,37237
2022-04-17,65120.0,38306
2022-04-18,65490.0,36661
2022-04-19,65470.0,36528
2022-04-20,64470.0,36672
2022-04-21,64980.0,36147
2022-04-22,63350.0,35048
2022-04-23,64120.0,37195
2022-04-24,64410.0,39273
2022-04-25,65130.0,36828
2022-04-26,81910.0,58726
2022-04-27,73470.0,41998
2022-04-28,75900.0,38384
2022-04-29,84950.0,42550
2022-04-30,79240.0,38640
2022-05-01,78740.0,39770
2022-05-02,80850.0,38885
2022-05-03,78450.0,38497
2022-05-04,72690.0,35498
2022-05-05,70040.0,38289
2022-05-06,68820.0,38566
2022-05-07,72310.0,38361
2022-05-08,70170.0,37614
2022-05-09,69520.0,36722
2022-05-10,65520.0,35957
2022-05-11,64710.0,36482
2022-05-12,67260.0,36156
2022-05-13,68530.0,36109
2022-05-14,70040.0,37864
2022-05-15,70650.0,38434
2022-05-16,67740.0,37340
2022-05-17,66790.0,36876
2022-05-18,66810.0,36653
2022-05-19,66200.0,36396
2022-05-20,65370.0,37074
2022-05-21,68280.0,38988
2022-05-22,68620.0,39625
2022-05-23,65380.0,38404
2022-05-24,64920.0,37520
2022-05-25,63880.0,38049
2022-05-26,65620.0,37529
2022-05-27,67600.0,36869
2022-05-28,66870.0,37931
2022-05-29,69710.0,39309
2022-05-30,67560.0,36953
2022-05-31,62530.0,37323
2022-06-01,65700.0,37980
2022-06-02,66120.0,38065
2022-06-03,66990.0,38381
2022-06-04,67900.0,38111
2022-06-05,74390.0,43710
2022-06-06,76070.0,45791
2022-06-07,67160.0,38026
2022-06-08,68590.0,37021
2022-06-09,68740.0,37700
2022-06-10,66080.0,36883
2022-06-11,70940.0,38116
2022-06-12,72090.0,39167
2022-06-13,69580.0,36921
2022-06-14,86610.0,44216
2022-06-15,71910.0,39626
2022-06-16,77370.0,39334
2022-06-17,75960.0,38419
2022-06-18,77230.0,40152
2022-06-19,76760.0,40711
2022-06-20,72720.0,39208
2022-06-21,71670.0,37756
2022-06-22,73450.0,38387
2022-06-23,68670.0,36093
2022-06-24,80620.0,47123
2022-06-25,75160.0,39726
2022-06-26,76290.0,38845
2022-06-27,97560.0,50431
2022-06-28,83750.0,41043
2022-06-29,85380.0,40174
2022-06-30,97390.0,41501
2022-07-01,91210.0,40943
2022-07-02,84510.0,41699
2022-07-03,82470.0,41551
2022-07-04,75200.0,40819
2022-07-05,78720.0,38896
2022-07-06,78560.0,39553
2022-07-07,76590.0,39626
2022-07-08,78520.0,38830
2022-07-09,80130.0,40384
2022-07-10,79000.0,40019
2022-07-11,79820.0,41300
2022-07-12,78210.0,39081
2022-07-13,82300.0,38050
2022-07-14,84110.0,39244
2022-07-15,84610.0,39867
2022-07-16,83620.0,40395
2022-07-17,83310.0,39914
2022-07-18,103640.0,51078
2022-07-19,87910.0,45487
2022-07-20,77460.0,41839
2022-07-21,83920.0,45979
2022-07-22,84100.0,40478
2022-07-23,84610.0,40033
2022-07-24,87620.0,47320
2022-07-25,92860.0,41753
2022-07-26,95010.0,40277
2022-07-27,86170.0,39920
2022-07-28,84250.0,39555
2022-07-29,87010.0,41207
2022-07-30,85100.0,41004
2022-07-31,89370.0,41338
2022-08-01,84320.0,41273
2022-08-02,86330.0,41006
2022-08-03,88300.0,42055
2022-08-04,83370.0,41236
2022-08-05,80740.0,40202
2022-08-06,80620.0,41479
2022-08-07,80510.0,41805
2022-08-08,80260.0,40366
2022-08-09,77270.0,39124
2022-08-10,79210.0,39014
2022-08-11,79270.0,38832
2022-08-12,80140.0,39293
2022-08-13,80120.0,41214
2022-08-14,83360.0,40723
2022-08-15,80670.0,40674
2022-08-16,85550.0,45246
2022-08-17,101090.0,50622
2022-08-18,85240.0,42143
2022-08-19,82280.0,40024
2022-08-20,82350.0,45373
2022-08-21,83570.0,43527
2022-08-22,82010.0,40551
2022-08-23,80850.0,39126
2022-08-24,97240.0,46794
2022-08-25,90880.0,41345
2022-08-26,85860.0,39427
2022-08-27,83740.0,39819
2022-08-28,82320.0,39613
2022-08-29,78920.0,39103
2022-08-30,80890.0,38617
2022-08-31,83050.0,44442
2022-09-01,85620.0,40569
2022-09-02,102900.0,50944
2022-09-03,108170.0,54622
2022-09-04,99780.0,51143
2022-09-05,93870.0,49150
2022-09-06,107940.0,59383
2022-09-07,76350.0,44693
2022-09-08,86100.0,43931
2022-09-09,89600.0,43495
2022-09-10,81380.0,37680
2022-09-11,77790.0,39568
2022-09-12,80290.0,40937
2022-09-13,77280.0,38978
2022-09-14,74380.0,37813
2022-09-15,73110.0,37731
2022-09-16,77230.0,37478
2022-09-17,77510.0,38977
2022-09-18,81520.0,40445
2022-09-19,96510.0,57389
2022-09-20,81130.0,42817
2022-09-21,78690.0,39436
2022-09-22,76220.0,38467
2022-09-23,73590.0,37957
2022-09-24,68240.0,37924
2022-09-25,66360.0,37821
2022-09-26,65320.0,36642
2022-09-27,75840.0,36448
2022-09-28,79170.0,36214
2022-09-29,74240.0,36665
2022-09-30,77780.0,35968
2022-10-01,77770.0,36606
2022-10-02,77060.0,36200
2022-10-03,77910.0,37003
2022-10-04,76640.0,38766
2022-10-05,72260.0,35926
2022-10-06,75190.0,35366
2022-10-07,75050.0,35438
2022-10-08,74570.0,36024
2022-10-09,73240.0,35553
2022-10-10,76020.0,37634
2022-10-11,72630.0,36117
2022-10-12,73790.0,35091
2022-10-13,71740.0,35231
2022-10-14,71990.0,35411
2022-10-15,71010.0,35566
2022-10-16,71800.0,35800
2022-10-17,71890.0,36201
2022-10-18,69820.0,35182
2022-10-19,70130.0,34309
2022-10-20,70490.0,35185
2022-10-21,70970.0,35974
2022-10-22,70870.0,37179
2022-10-23,70440.0,37179
2022-10-24,70610.0,35865
2022-10-25,68110.0,35431
2022-10-26,71020.0,35413
2022-10-27,70800.0,35272
2022-10-28,72490.0,35036
2022-10-29,72450.0,35719
2022-10-30,74220.0,36260
2022-10-31,69670.0,36266
2022-11-01,67690.0,36038
2022-11-02,69200.0,36343
2022-11-03,69100.0,35862
2022-11-04,70250.0,35925
2022-11-05,69620.0,36386
2022-11-06,71800.0,37416
2022-11-07,69920.0,35985
2022-11-08,68190.0,36088
2022-11-09,68730.0,36065
2022-11-10,70100.0,36136
2022-11-11,70400.0,36251
2022-11-12,70750.0,38095
2022-11-13,81390.0,45403
2022-11-14,71920.0,36976
2022-11-15,69430.0,37171
2022-11-16,68890.0,35964
2022-11-17,68820.0,36348
2022-11-18,72930.0,36276
2022-11-19,73050.0,36264
2022-11-20,71070.0,36780
2022-11-21,69440.0,36558
2022-11-22,72740.0,36494
2022-11-23,71100.0,36039
2022-11-24,72240.0,36041
2022-11-25,71340.0,36230
2022-11-26,75440.0,36430
2022-11-27,74290.0,37351
2022-11-28,71260.0,36152
2022-11-29,92490.0,44860
2022-11-30,74740.0,36479
2022-12-01,72090.0,36448
2022-12-02,70010.0,36134
2022-12-03,68790.0,36659
2022-12-04,74120.0,36972
2022-12-05,71420.0,36323
2022-12-06,70770.0,35855
2022-12-07,72990.0,35694
2022-12-08,68450.0,36331
2022-12-09,70880.0,36131
2022-12-10,70990.0,36607
2022-12-11,71990.0,37575
2022-12-12,70870.0,37129
2022-12-13,70420.0,35921
2022-12-14,69020.0,35558
2022-12-15,68420.0,35677
2022-12-16,70210.0,35799
2022-12-17,71960.0,35624
2022-12-18,71450.0,36253
2022-12-19,68560.0,35640
2022-12-20,70920.0,35239
2022-12-21,77510.0,40528
2022-12-22,72730.0,36405
2022-12-23,72430.0,35562
2022-12-24,73590.0,35906
2022-12-25,72620.0,36730
2022-12-26,69550.0,36267
2022-12-27,68030.0,35367
2022-12-28,70770.0,35140
2022-12-29,70350.0,35176
2022-12-30,70120.0,34560
2022-12-31,72370.0,35893
2023-01-01,71760.0,36372
2023-01-02,68560.0,35468
2023-01-03,65540.0,34698
2023-01-04,65870.0,34822
2023-01-05,68510.0,34879
2023-01-06,69220.0,34633
2023-01-07,71220.0,34991
2023-01-08,70930.0,35441
2023-01-09,68510.0,34910
2023-01-10,68270.0,34257
2023-01-11,65470.0,34546
2023-01-12,66590.0,34714
2023-01-13,87090.0,46243
2023-01-14,68590.0,37734
2023-01-15,73380.0,36616
2023-01-16,75760.0,36498
2023-01-17,73690.0,35301
2023-01-18,72520.0,35490
2023-01-19,72480.0,36065
2023-01-20,74400.0,37345
2023-01-21,75420.0,36827
2023-01-22,67400.0,33480
2023-01-23,71060.0,36092
2023-01-24,71220.0,35350
2023-01-25,69950.0,35124
2023-01-26,69350.0,35073
2023-01-27,70670.0,36003
2023-01-28,70820.0,35716
2023-01-29,69570.0,36256
2023-01-30,68490.0,36025
2023-01-31,67040.0,34962
2023-02-01,67390.0,35138
2023-02-02,66700.0,34872
2023-02-03,67380.0,34169
2023-02-04,68140.0,35397
2023-02-05,68490.0,35919
2023-02-06,68110.0,35387
2023-02-07,68220.0,34583
2023-02-08,68680.0,35099
2023-02-09,69280.0,34815
2023-02-10,89380.0,43247
2023-02-11,79750.0,35516
2023-02-12,73490.0,36457
2023-02-13,72530.0,34871
2023-02-14,72380.0,35167
2023-02-15,74210.0,38814
2023-02-16,70520.0,35408
2023-02-17,72180.0,35461
2023-02-18,82800.0,37924
2023-02-19,78060.0,36129
2023-02-20,73500.0,35915
2023-02-21,72740.0,35139
2023-02-22,72320.0,35381
2023-02-23,72110.0,34994
2023-02-24,72360.0,35656
2023-02-25,71850.0,35969
2023-02-26,73680.0,35559
2023-02-27,70880.0,35507
2023-02-28,70510.0,34684
2023-03-01,71440.0,35101
2023-03-02,70420.0,35308
2023-03-03,70700.0,34619
2023-03-04,70500.0,35264
2023-03-05,70890.0,35927
2023-03-06,69330.0,35732
2023-03-07,68490.0,35080
2023-03-08,67410.0,34930
2023-03-09,70770.0,34482
2023-03-10,69200.0,35019
2023-03-11,72120.0,35512
2023-03-12,74530.0,36794
2023-03-13,66940.0,35278
2023-03-14,68170.0,34718
2023-03-15,66860.0,34522
2023-03-16,67400.0,34603
2023-03-17,66830.0,34210
2023-03-18,72210.0,35285
2023-03-19,71930.0,36256
2023-03-20,67260.0,36155
2023-03-21,68120.0,34954
2023-03-22,72800.0,34626
2023-03-23,102590.0,53612
2023-03-24,80780.0,37788
2023-03-25,82040.0,37889
2023-03-26,82740.0,36932
2023-03-27,77870.0,36539
2023-03-28,72710.0,35831
2023-03-29,73170.0,35829
2023-03-30,74590.0,35603
2023-03-31,74390.0,35935
2023-04-01,71710.0,36162
2023-04-02,71340.0,36530
2023-04-03,72850.0,36355
2023-04-04,71270.0,36634
2023-04-05,93490.0,38421
2023-04-06,98140.0,43457
2023-04-07,108510.0,42300
2023-04-08,96330.0,38108
2023-04-09,84290.0,37505
2023-04-10,82510.0,38932
2023-04-11,79170.0,32904
2023-04-12,77080.0,36140
2023-04-13,75960.0,36171
2023-04-14,72620.0,37238
2023-04-15,79950.0,40653
2023-04-16,79250.0,37325
2023-04-17,79830.0,37270
2023-04-18,72960.0,35568
2023-04-19,73010.0,35705
2023-04-20,75070.0,37193
2023-04-21,71470.0,36848
2023-04-22,70920.0,36586
2023-04-23,71420.0,36790
2023-04-24,69900.0,35926
2023-04-25,75290.0,38656
2023-04-26,75370.0,37397
2023-04-27,73100.0,36460
2023-04-28,73860.0,36583
2023-04-29,82680.0,39237
2023-04-30,78740.0,39097
2023-05-01,70700.0,38213
2023-05-02,70880.0,36691
2023-05-03,68550.0,36291
2023-05-04,71250.0,36102
2023-05-05,104950.0,50387
2023-05-06,109180.0,58624
2023-05-07,77560.0,49429
2023-05-08,71080.0,42839
2023-05-09,77830.0,39754
2023-05-10,76770.0,38897
2023-05-11,80290.0,37658
2023-05-12,80480.0,38436
2023-05-13,86770.0,43090
2023-05-14,78130.0,38896
2023-05-15,80490.0,38702
2023-05-16,79170.0,36407
2023-05-17,79180.0,37451
2023-05-18,80350.0,39854
2023-05-19,86520.0,46496
2023-05-20,81480.0,41308
2023-05-21,82740.0,40379
2023-05-22,83470.0,38368
2023-05-23,75290.0,37788
2023-05-24,77580.0,37834
2023-05-25,75150.0,37198
2023-05-26,75410.0,34966
2023-05-27,72930.0,37162
2023-05-28,71400.0,37592
2023-05-29,89430.0,47025
2023-05-30,90690.0,52275
2023-05-31,86860.0,42872
2023-06-01,84590.0,41718
2023-06-02,87600.0,44668
2023-06-03,77490.0,40832
2023-06-04,81700.0,40395
2023-06-05,80620.0,39605
2023-06-06,75220.0,38808
2023-06-07,75370.0,38441
2023-06-08,74670.0,38050
2023-06-09,82880.0,38667
2023-06-10,79950.0,38715
2023-06-11,76190.0,38298
2023-06-12,73490.0,38593
2023-06-13,77170.0,38403
2023-06-14,81530.0,36961
2023-06-15,85630.0,37536
2023-06-16,82050.0,38308
2023-06-17,85720.0,37619
2023-06-18,80220.0,37612
2023-06-19,80320.0,37944
2023-06-20,77760.0,36688
2023-06-21,103290.0,47746
2023-06-22,88540.0,38975
2023-06-23,85900.0,38531
2023-06-24,84630.0,39424
2023-06-25,83540.0,40543
2023-06-26,100130.0,49252
2023-06-27,84700.0,42468
2023-06-28,100310.0,49475
2023-06-29,92860.0,41117
2023-06-30,91500.0,44852
2023-07-01,90960.0,42296
2023-07-02,81300.0,41801
2023-07-03,82240.0,39945
2023-07-04,84820.0,39313
2023-07-05,105360.0,50936
2023-07-06,105030.0,40332
2023-07-07,109720.0,46743
2023-07-08,116870.0,55282
2023-07-09,93870.0,51848
2023-07-10,88310.0,43701
2023-07-11,97100.0,47739
2023-07-12,126820.0,63248
2023-07-13,114540.0,54524
2023-07-14,123520.0,56254
2023-07-15,101460.0,53534
2023-07-16,122230.0,55189
2023-07-17,113220.0,58783
2023-07-18,108270.0,49060
2023-07-19,123740.0,63287
2023-07-20,96170.0,52255
2023-07-21,87230.0,49617
2023-07-22,84850.0,45172
2023-07-23,81270.0,43138
2023-07-24,88280.0,44298
2023-07-25,81650.0,43813
2023-07-26,87740.0,42224
2023-07-27,88580.0,42057
2023-07-28,85120.0,44020
2023-07-29,82810.0,44318
2023-07-30,79740.0,45523
2023-07-31,79340.0,45011
2023-08-01,84150.0,45095
2023-08-02,85030.0,44930
2023-08-03,84720.0,44820
2023-08-04,82800.0,44237
2023-08-05,87570.0,44710
2023-08-06,79570.0,44518
2023-08-07,81460.0,44479
2023-08-08,79790.0,42414
2023-08-09,96350.0,52220
2023-08-10,111680.0,65590
2023-08-11,89700.0,52496
2023-08-12,89790.0,47079
2023-08-13,90920.0,46677
2023-08-14,93860.0,46151
2023-08-15,90200.0,43637
2023-08-16,86500.0,44171
2023-08-17,88230.0,43656
2023-08-18,92890.0,49136
2023-08-19,99900.0,54386
2023-08-20,93910.0,49307
2023-08-21,99420.0,47078
2023-08-22,80560.0,46052
2023-08-23,87910.0,44835
2023-08-24,105000.0,57065
2023-08-25,102060.0,49847
2023-08-26,101590.0,47323
2023-08-27,96530.0,46705
2023-08-28,94130.0,43965
2023-08-29,93020.0,46451
2023-08-30,91670.0,47833
2023-08-31,90360.0,47990
2023-09-01,116030.0,65234
2023-09-02,112600.0,62539
2023-09-03,95350.0,57542
2023-09-04,95330.0,50232
2023-09-05,104920.0,46374
2023-09-06,98650.0,46358
2023-09-07,97430.0,44240
2023-09-08,93030.0,44376
2023-09-09,75540.0,43614
2023-09-10,69540.0,45223
2023-09-11,89350.0,43389
2023-09-12,94050.0,42978
2023-09-13,95900.0,43882
2023-09-14,79070.0,54638
2023-09-15,70450.0,47875
2023-09-16,91830.0,53204
2023-09-17,111820.0,64424
2023-09-18,92590.0,54531
2023-09-19,80270.0,51307
2023-09-20,82580.0,47659
2023-09-21,90490.0,53761
2023-09-22,92170.0,46365
2023-09-23,88650.0,45577
2023-09-24,82900.0,45841
2023-09-25,80860.0,44675
2023-09-26,85100.0,43892
2023-09-27,89450.0,46300
2023-09-28,89110.0,46431
2023-09-29,83410.0,41662
2023-09-30,82840.0,41994
2023-10-01,80280.0,42992
2023-10-02,77030.0,42674
