date,dongbu_discharge_m3_day,haeundae_sewage_discharge_m3_day
2017-06-11,,35215
2017-06-12,,34120
2017-06-13,,33788
2017-06-14,,32930
2017-06-15,,34726
2017-06-16,,33822
2017-06-17,,34889
2017-06-18,,36263
2017-06-19,,35434
2017-06-20,,36786
2017-06-21,,35967
2017-06-22,,35628
2017-06-23,,35043
2017-06-24,,35279
2017-06-25,,35721
2017-06-26,,35024
2017-06-27,,34450
2017-06-28,,35797
2017-06-29,,37378
2017-06-30,,38300
2017-07-01,,37595
2017-07-02,,39014
2017-07-03,,37886
2017-07-04,,54587
2017-07-05,,51403
2017-07-06,,37251
2017-07-07,,36470
2017-07-08,,37873
2017-07-09,,39409
2017-07-10,,35650
2017-07-11,,36363
2017-07-12,,37728
2017-07-13,,36589
2017-07-14,,35677
2017-07-15,,38476
2017-07-16,,39940
2017-07-17,,39053
2017-07-18,,42269
2017-07-19,,39043
2017-07-20,,40164
2017-07-21,,39009
2017-07-22,,39939
2017-07-23,,38857
2017-07-24,,37716
2017-07-25,,37027
2017-07-26,,36611
2017-07-27,,36061
2017-07-28,,37483
2017-07-29,,36493
2017-07-30,,38133
2017-07-31,,36547
2017-08-01,,37020
2017-08-02,,36350
2017-08-03,,37531
2017-08-04,,37813
2017-08-05,,38412
2017-08-06,,37974
2017-08-07,,35958
2017-08-08,,36661
2017-08-09,,39518
2017-08-10,,36936
2017-08-11,,36074
2017-08-12,,36097
2017-08-13,,35898
2017-08-14,,43368
2017-08-15,,42456
2017-08-16,,36927
2017-08-17,,35774
2017-08-18,,36032
2017-08-19,,36396
2017-08-20,,36155
2017-08-21,,34762
2017-08-22,,37268
2017-08-23,,36549
2017-08-24,,35980
2017-08-25,,34780
2017-08-26,,34574
2017-08-27,,35004
2017-08-28,,34953
2017-08-29,,34528
2017-08-30,,33961
2017-08-31,,34201
2017-09-01,,34023
2017-09-02,,34851
2017-09-03,,35373
2017-09-04,,33729
2017-09-05,,33926
2017-09-06,,37366
2017-09-07,,42018
2017-09-08,,35388
2017-09-09,,35273
2017-09-10,,35206
2017-09-11,,53220
2017-09-12,,43973
2017-09-13,,38421
2017-09-14,,36481
2017-09-15,,35120
2017-09-16,,36390
2017-09-17,,46283
2017-09-18,,39109
2017-09-19,,37485
2017-09-20,,36642
2017-09-21,,36184
2017-09-22,,37454
2017-09-23,,36180
2017-09-24,,37484
2017-09-25,,37950
2017-09-26,,37407
2017-09-27,,38963
2017-09-28,,38352
2017-09-29,,38718
2017-09-30,,39742
2017-10-01,,38405
2017-10-02,,57452
2017-10-03,,42979
2017-10-04,,35009
2017-10-05,,35647
2017-10-06,,40907
2017-10-07,,39929
2017-10-08,,38738
2017-10-09,,40450
2017-10-10,,38497
2017-10-11,,38497
2017-10-12,,37186
2017-10-13,,36941
2017-10-14,,36751
2017-10-15,,42108
2017-10-16,,37368
2017-10-17,,37383
2017-10-18,,36924
2017-10-19,,37965
2017-10-20,,36462
2017-10-21,,37977
2017-10-22,,37517
2017-10-23,,36819
2017-10-24,,36842
2017-10-25,,36503
2017-10-26,,36589
2017-10-27,,35616
2017-10-28,,36348
2017-10-29,,37861
2017-10-30,,36681
2017-10-31,,35678
2017-11-01,,35698
2017-11-02,,36112
2017-11-03,,36163
2017-11-04,,36427
2017-11-05,,36849
2017-11-06,,36543
2017-11-07,,35942
2017-11-08,,36423
2017-11-09,,37078
2017-11-10,,36413
2017-11-11,,36996
2017-11-12,,37181
2017-11-13,,36220
2017-11-14,,36212
2017-11-15,,36202
2017-11-16,,36545
2017-11-17,,37196
2017-11-18,,37258
2017-11-19,,37127
2017-11-20,,37269
2017-11-21,,36848
2017-11-22,,36596
2017-11-23,,36203
2017-11-24,,36028
2017-11-25,,36947
2017-11-26,,37277
2017-11-27,,36502
2017-11-28,,36363
2017-11-29,,36055
2017-11-30,,36094
2017-12-01,,36280
2017-12-02,,37296
2017-12-03,,35573
2017-12-04,,36071
2017-12-05,,34756
2017-12-06,,36280
2017-12-07,,36459
2017-12-08,,35530
2017-12-09,,37458
2017-12-10,,37985
2017-12-11,,36225
2017-12-12,,34747
2017-12-13,,35185
2017-12-14,,35047
2017-12-15,,34964
2017-12-16,,36311
2017-12-17,,35963
2017-12-18,,34336
2017-12-19,,33411
2017-12-20,,35019
2017-12-21,,34159
2017-12-22,,34536
2017-12-23,,36630
2017-12-24,,36000
2017-12-25,,35686
2017-12-26,,34524
2017-12-27,,34538
2017-12-28,,33860
2017-12-29,,34447
2017-12-30,,36041
2017-12-31,,36601
2018-01-01,,36543
2018-01-02,,35341
2018-01-03,,34917
2018-01-04,,34175
2018-01-05,,34323
2018-01-06,,35242
2018-01-07,,35295
2018-01-08,,35711
2018-01-09,,34629
2018-01-10,,33814
2018-01-11,,34646
2018-01-12,,33732
2018-01-13,,35151
2018-01-14,,35050
2018-01-15,,35593
2018-01-16,,43128
2018-01-17,,39598
2018-01-18,,36666
2018-01-19,,35734
2018-01-20,,36560
2018-01-21,,36639
2018-01-22,,35214
2018-01-23,,35247
2018-01-24,,34469
2018-01-25,,34578
2018-01-26,,33842
2018-01-27,,36550
2018-01-28,,35760
2018-01-29,,34262
2018-01-30,,34942
2018-01-31,,34369
2018-02-01,,36543
2018-02-02,,34089
2018-02-03,,36320
2018-02-04,,37158
2018-02-05,,35439
2018-02-06,,34793
2018-02-07,,35997
2018-02-08,,38320
2018-02-09,,37757
2018-02-10,,39463
2018-02-11,,39382
2018-02-12,,36586
2018-02-13,,37915
2018-02-14,,39829
2018-02-15,,40285
2018-02-16,,34047
2018-02-17,,37365
2018-02-18,,38807
2018-02-19,,36913
2018-02-20,,36178
2018-02-21,,34988
2018-02-22,,33929
2018-02-23,,33708
2018-02-24,,34263
2018-02-25,,32833
2018-02-26,,32833
2018-02-27,,33016
2018-02-28,,40241
2018-03-01,,34627
2018-03-02,,31950
2018-03-03,,32677
2018-03-04,,35472
2018-03-05,,38380
2018-03-06,,30516
2018-03-07,,32133
2018-03-08,,48969
2018-03-09,,34670
2018-03-10,,33752
2018-03-11,,33496
2018-03-12,,32598
2018-03-13,,32284
2018-03-14,,32437
2018-03-15,,47253
2018-03-16,,38333
2018-03-17,,38850
2018-03-18,,42988
2018-03-19,,55230
2018-03-20,,37325
2018-03-21,,58406
2018-03-22,,38478
2018-03-23,,37301
2018-03-24,,37315
2018-03-25,,37087
2018-03-26,,35019
2018-03-27,,34414
2018-03-28,,34132
2018-03-29,,33983
2018-03-30,,33476
2018-03-31,,34882
2018-04-01,,35260
2018-04-02,,34178
2018-04-03,,33607
2018-04-04,,33847
2018-04-05,,32303
2018-04-06,,43624
2018-04-07,,35398
2018-04-08,,34748
2018-04-09,,33953
2018-04-10,,33024
2018-04-11,,33050
2018-04-12,,32431
2018-04-13,,32661
2018-04-14,,41979
2018-04-15,,37860
2018-04-16,,34642
2018-04-17,,34172
2018-04-18,,33516
2018-04-19,,33455
2018-04-20,,33274
2018-04-21,,34961
2018-04-22,,33988
2018-04-23,,40904
2018-04-24,,58863
2018-04-25,,39235
2018-04-26,,36107
2018-04-27,,33541
2018-04-28,,34746
2018-04-29,,35386
2018-04-30,,34425
2018-05-01,,33296
2018-05-02,,41613
2018-05-03,,32754
2018-05-04,,34224
2018-05-05,,34588
2018-05-06,,45055
2018-05-07,,52069
2018-05-08,,38284
2018-05-09,,34549
2018-05-10,,35008
2018-05-11,,35452
2018-05-12,,32843
2018-05-13,,41774
2018-05-14,,35890
2018-05-15,,36449
2018-05-16,,33141
2018-05-17,,33269
2018-05-18,,36283
2018-05-19,,35344
2018-05-20,,32500
2018-05-21,,31820
2018-05-22,,35127
2018-05-23,,35127
2018-05-24,,36118
2018-05-25,,35000
2018-05-26,,34278
2018-05-27,,35973
2018-05-28,,34945
2018-05-29,,33243
2018-05-30,,33286
2018-05-31,,33464
2018-06-01,,34666
2018-06-02,,34561
2018-06-03,,34875
2018-06-04,,33582
2018-06-05,,32405
2018-06-06,,34457
2018-06-07,,34209
2018-06-08,,34141
2018-06-09,,33706
2018-06-10,,35203
2018-06-11,,41387
2018-06-12,,33971
2018-06-13,,34661
2018-06-14,,34301
2018-06-15,,34200
2018-06-16,,34769
2018-06-17,,35473
2018-06-18,,35090
2018-06-19,,34979
2018-06-20,,37283
2018-06-21,,34799
2018-06-22,,34181
2018-06-23,,35224
2018-06-24,,37216
2018-06-25,,35626
2018-06-26,,31985
2018-06-27,,35916
2018-06-28,,52199
2018-06-29,,53000
2018-06-30,,47917
2018-07-01,,59962
2018-07-02,,47521
2018-07-03,,52821
2018-07-04,,61488
2018-07-05,,44821
2018-07-06,,44606
2018-07-07,,42515
2018-07-08,,37959
2018-07-09,,41098
2018-07-10,,38887
2018-07-11,,37857
2018-07-12,,38976
2018-07-13,,42620
2018-07-14,,39873
2018-07-15,,40198
2018-07-16,,40154
2018-07-17,,37290
2018-07-18,,36233
2018-07-19,,36365
2018-07-20,,36921
2018-07-21,,37089
2018-07-22,,38608
2018-07-23,,40697
2018-07-24,,37594
2018-07-25,,38026
2018-07-26,,40014
2018-07-27,,36449
2018-07-28,,38848
2018-07-29,,36165
2018-07-30,,38358
2018-07-31,,35386
2018-08-01,,34689
2018-08-02,,36278
2018-08-03,,35242
2018-08-04,,38391
2018-08-05,,37180
2018-08-06,,37633
2018-08-07,,37005
2018-08-08,,35750
2018-08-09,,34065
2018-08-10,,34332
2018-08-11,,36963
2018-08-12,,35878
2018-08-13,,35878
2018-08-14,,35130
2018-08-15,,40956
2018-08-16,,41815
2018-08-17,,34529
2018-08-18,,35775
2018-08-19,,36623
2018-08-20,,35941
2018-08-21,,35567
2018-08-22,,34691
2018-08-23,,36970
2018-08-24,,37373
2018-08-25,,44370
2018-08-26,,46608
2018-08-27,,39873
2018-08-28,,36390
2018-08-29,,35501
2018-08-30,,36728
2018-08-31,,39205
2018-09-01,,58276
2018-09-02,,38771
2018-09-03,,47649
2018-09-04,,40326
2018-09-05,,39106
2018-09-06,,36472
2018-09-07,,39220
2018-09-08,,37415
2018-09-09,,36655
2018-09-10,,36981
2018-09-11,,33779
2018-09-12,,34892
2018-09-13,,35070
2018-09-14,,49940
2018-09-15,,42807
2018-09-16,,40564
2018-09-17,,39545
2018-09-18,,40154
2018-09-19,,36482
2018-09-20,,40750
2018-09-21,,46370
2018-09-22,,44801
2018-09-23,,39734
2018-09-24,,33098
2018-09-25,,35493
2018-09-26,,37316
2018-09-27,,35876
2018-09-28,,33415
2018-09-29,,45820
2018-09-30,,51735
2018-10-01,,37168
2018-10-02,,34778
2018-10-03,,35395
2018-10-04,,34258
2018-10-05,,51771
2018-10-06,,54630
2018-10-07,,43924
2018-10-08,,39379
2018-10-09,,35412
2018-10-10,,35116
2018-10-11,,34808
2018-10-12,,33748
2018-10-13,,34319
2018-10-14,,34850
2018-10-15,,33658
2018-10-16,,32764
2018-10-17,,33006
2018-10-18,,33198
2018-10-19,,32246
2018-10-20,,32886
2018-10-21,,33402
2018-10-22,,32976
2018-10-23,,31588
2018-10-24,,31708
2018-10-25,,33654
2018-10-26,,33835
2018-10-27,,34438
2018-10-28,,34188
2018-10-29,,37786
2018-10-30,,36665
2018-10-31,,30894
2018-11-01,,32706
2018-11-02,,37371
2018-11-03,,36152
2018-11-04,,42767
2018-11-05,,44587
2018-11-06,,42775
2018-11-07,,39844
2018-11-08,,41870
2018-11-09,,41632
2018-11-10,,39695
2018-11-11,,41435
2018-11-12,,39495
2018-11-13,,42901
2018-11-14,,41987
2018-11-15,,33255
2018-11-16,,29330
2018-11-17,,30977
2018-11-18,,38180
2018-11-19,,34124
2018-11-20,,31221
2018-11-21,,31423
2018-11-22,,30014
2018-11-23,,29247
2018-11-24,,29301
2018-11-25,,30397
2018-11-26,,29396
2018-11-27,,28868
2018-11-28,,26536
2018-11-29,,25778
2018-11-30,,26225
2018-12-01,,26647
2018-12-02,,27401
2018-12-03,,30160
2018-12-04,,32025
2018-12-05,,29762
2018-12-06,,31504
2018-12-07,,30846
2018-12-08,,31736
2018-12-09,,32388
2018-12-10,,31596
2018-12-11,,30253
2018-12-12,,30780
2018-12-13,,30701
2018-12-14,,28520
2018-12-15,,30368
2018-12-16,,31263
2018-12-17,,31062
2018-12-18,,29750
2018-12-19,,29913
2018-12-20,,29732
2018-12-21,,30549
2018-12-22,,31017
2018-12-23,,31586
2018-12-24,,30603
2018-12-25,,30489
2018-12-26,,30587
2018-12-27,,29961
2018-12-28,,30110
2018-12-29,,30835
2018-12-30,,31121
2018-12-31,,30993
2019-01-01,,30727
2019-01-02,,30586
2019-01-03,,29952
2019-01-04,,29498
2019-01-05,,30280
2019-01-06,,30524
2019-01-07,,30363
2019-01-08,,29290
2019-01-09,,29486
2019-01-10,,29541
2019-01-11,,29928
2019-01-12,,30264
2019-01-13,,30657
2019-01-14,,30088
2019-01-15,,29552
2019-01-16,,29512
2019-01-17,,29398
2019-01-18,,29398
2019-01-19,,30007
2019-01-20,,30834
2019-01-21,,30061
2019-01-22,,29503
2019-01-23,,29826
2019-01-24,,29893
2019-01-25,,30031
2019-01-26,,30719
2019-01-27,,31204
2019-01-28,,30879
2019-01-29,,30229
2019-01-30,,29813
2019-01-31,,32651
2019-02-01,,30583
2019-02-02,,31687
2019-02-03,,38105
2019-02-04,,32939
2019-02-05,,27782
2019-02-06,,30875
2019-02-07,,30361
2019-02-08,,29765
2019-02-09,,30243
2019-02-10,,30976
2019-02-11,,30718
2019-02-12,,30155
2019-02-13,,30299
2019-02-14,,30213
2019-02-15,,29904
2019-02-16,,31061
2019-02-17,,31194
2019-02-18,,30813
2019-02-19,,29558
2019-02-20,,28776
2019-02-21,,29014
2019-02-22,,31430
2019-02-23,,32144
2019-02-24,,32506
2019-02-25,,31415
2019-02-26,,30049
2019-02-27,,31225
2019-02-28,,30933
2019-03-01,,31637
2019-03-02,,32135
2019-03-03,,32520
2019-03-04,,31895
2019-03-05,,30683
2019-03-06,,31060
2019-03-07,,31463
2019-03-08,,31010
2019-03-09,,32301
2019-03-10,,43625
2019-03-11,,33750
2019-03-12,,31850
2019-03-13,,30832
2019-03-14,,30969
2019-03-15,,31970
2019-03-16,,32405
2019-03-17,,32498
2019-03-18,,31675
2019-03-19,,31460
2019-03-20,,31347
2019-03-21,,38762
2019-03-22,,33182
2019-03-23,,33812
2019-03-24,,33267
2019-03-25,,32102
2019-03-26,,31455
2019-03-27,,31619
2019-03-28,,31362
2019-03-29,,31406
2019-03-30,,32824
2019-03-31,,33163
2019-04-01,,31499
2019-04-02,,31155
2019-04-03,,31266
2019-04-04,,31219
2019-04-05,,31202
2019-04-06,,32196
2019-04-07,,34072
2019-04-08,,32406
2019-04-09,,31754
2019-04-10,,38552
2019-04-11,,32087
2019-04-12,,31580
2019-04-13,,32580
2019-04-14,,32054
2019-04-15,,31955
2019-04-16,,31079
2019-04-17,,31554
2019-04-18,,31270
2019-04-19,,30466
2019-04-20,,32165
2019-04-21,,32228
2019-04-22,,31691
2019-04-23,,31965
2019-04-24,,38756
2019-04-25,,31641
2019-04-26,,33203
2019-04-27,,33039
2019-04-28,,32300
2019-04-29,,38012
2019-04-30,,35174
2019-05-01,,34464
2019-05-02,,32925
2019-05-03,,32341
2019-05-04,,32644
2019-05-05,,32394
2019-05-06,,33532
2019-05-07,,31665
2019-05-08,,29579
2019-05-09,,28978
2019-05-10,,29102
2019-05-11,,30423
2019-05-12,,30424
2019-05-13,,29265
2019-05-14,,31558
2019-05-15,,31597
2019-05-16,,31938
2019-05-17,,31834
2019-05-18,,36524
2019-05-19,,37393
2019-05-20,,36069
2019-05-21,,33037
2019-05-22,,32357
2019-05-23,,32299
2019-05-24,,32024
2019-05-25,,33002
2019-05-26,,33385
2019-05-27,,36341
2019-05-28,,36740
2019-05-29,,33522
2019-05-30,,32243
2019-05-31,,31479
2019-06-01,,32584
2019-06-02,,32571
2019-06-03,,32497
2019-06-04,,32144
2019-06-05,,31967
2019-06-06,,34626
2019-06-07,,44615
2019-06-08,,35632
2019-06-09,,34529
2019-06-10,,33265
2019-06-11,,32370
2019-06-12,,32139
2019-06-13,,32106
2019-06-14,,34221
2019-06-15,,34037
2019-06-16,,34167
2019-06-17,,33210
2019-06-18,,31916
2019-06-19,,32873
2019-06-20,,32625
2019-06-21,,32712
2019-06-22,,33093
2019-06-23,,32880
2019-06-24,,33228
2019-06-25,,32361
2019-06-26,,37588
2019-06-27,,46924
2019-06-28,,38209
2019-06-29,,39666
2019-06-30,,49505
2019-07-01,,39310
2019-07-02,,37436
2019-07-03,,35905
2019-07-04,,35697
2019-07-05,,34682
2019-07-06,,35104
2019-07-07,,35136
2019-07-08,,34114
2019-07-09,,33515
2019-07-10,,36976
2019-07-11,,43958
2019-07-12,,36234
2019-07-13,,36044
2019-07-14,,36832
2019-07-15,,35817
2019-07-16,,35203
2019-07-17,,35092
2019-07-18,,46173
2019-07-19,,47411
2019-07-20,,51800
2019-07-21,,51444
2019-07-22,,44763
2019-07-23,,42813
2019-07-24,,39256
2019-07-25,,37263
2019-07-26,,37618
2019-07-27,,39390
2019-07-28,,39329
2019-07-29,,38995
2019-07-30,,38799
2019-07-31,,38413
2019-08-01,,37566
2019-08-02,,37285
2019-08-03,,37574
2019-08-04,,37249
2019-08-05,,36984
2019-08-06,,39681
2019-08-07,,43985
2019-08-08,,38661
2019-08-09,,38309
2019-08-10,,38677
2019-08-11,,37990
2019-08-12,,37712
2019-08-13,,36811
2019-08-14,,36539
2019-08-15,,37785
2019-08-16,,37092
2019-08-17,,36241
2019-08-18,,36653
2019-08-19,,35847
2019-08-20,,34350
2019-08-21,,36374
2019-08-22,,47026
2019-08-23,,36864
2019-08-24,,36337
2019-08-25,,35273
2019-08-26,,35702
2019-08-27,,29883
2019-08-28,,29288
2019-08-29,,34757
2019-08-30,,35731
2019-08-31,,35157
2019-09-01,,34895
2019-09-02,,40367
2019-09-03,,39891
2019-09-04,,40918
2019-09-05,,38691
2019-09-06,,36416
2019-09-07,,38399
2019-09-08,,38094
2019-09-09,,37891
2019-09-10,,36982
2019-09-11,,42438
2019-09-12,,36543
2019-09-13,,32745
2019-09-14,,35078
2019-09-15,,37702
2019-09-16,,35330
2019-09-17,,34092
2019-09-18,,34145
2019-09-19,,33939
2019-09-20,,33775
2019-09-21,,40134
2019-09-22,,47087
2019-09-23,,50386
2019-09-24,,40188
2019-09-25,,37417
2019-09-26,,35728
2019-09-27,,36898
2019-09-28,,41313
2019-09-29,,46306
2019-09-30,,45106
2019-10-01,,42794
2019-10-02,,44398
2019-10-03,,52186
2019-10-04,,46320
2019-10-05,,42914
2019-10-06,,43401
2019-10-07,,42511
2019-10-08,,41937
2019-10-09,,42534
2019-10-10,,41137
2019-10-11,,41295
2019-10-12,,41454
2019-10-13,,41310
2019-10-14,,41170
2019-10-15,,30991
2019-10-16,,40149
2019-10-17,,31614
2019-10-18,,42146
2019-10-19,,43488
2019-10-20,,41921
2019-10-21,,41090
2019-10-22,,39807
2019-10-23,,39595
2019-10-24,,41252
2019-10-25,,40071
2019-10-26,,40561
2019-10-27,,39635
2019-10-28,,39537
2019-10-29,,38793
2019-10-30,,38457
2019-10-31,,38258
2019-11-01,,38586
2019-11-02,,38749
2019-11-03,,39207
2019-11-04,,38946
2019-11-05,,37783
2019-11-06,,37722
2019-11-07,,37925
2019-11-08,,37747
2019-11-09,,38565
2019-11-10,,39369
2019-11-11,,39397
2019-11-12,,37533
2019-11-13,,37310
2019-11-14,,37453
2019-11-15,,37651
2019-11-16,,38287
2019-11-17,,37915
2019-11-18,,42717
2019-11-19,,36970
2019-11-20,,37419
2019-11-21,,37786
2019-11-22,,38236
2019-11-23,,38999
2019-11-24,,38610
2019-11-25,,38417
2019-11-26,,40137
2019-11-27,,37561
2019-11-28,,38320
2019-11-29,,37992
2019-11-30,,37886
2019-12-01,,40385
2019-12-02,,42284
2019-12-03,,38925
2019-12-04,,38240
2019-12-05,,35075
2019-12-06,,37040
2019-12-07,,38116
2019-12-08,,38309
2019-12-09,,37276
2019-12-10,,34975
2019-12-11,,38008
2019-12-12,,36674
2019-12-13,,36962
2019-12-14,,37658
2019-12-15,,37537
2019-12-16,,37427
2019-12-17,,36290
2019-12-18,,36766
2019-12-19,,36476
2019-12-20,,36379
2019-12-21,,36959
2019-12-22,,37524
2019-12-23,,37235
2019-12-24,,35205
2019-12-25,,37081
2019-12-26,,35409
2019-12-27,,36619
2019-12-28,,37574
2019-12-29,,38301
2019-12-30,,36672
2019-12-31,,35770
2020-01-01,,36894
2020-01-02,,36372
2020-01-03,,35618
2020-01-04,,34287
2020-01-05,,37069
2020-01-06,,39321
2020-01-07,,48948
2020-01-08,,40350
2020-01-09,,37434
2020-01-10,,36026
2020-01-11,,36737
2020-01-12,,37315
2020-01-13,,36509
2020-01-14,,35303
2020-01-15,,36108
2020-01-16,,35891
2020-01-17,,35720
2020-01-18,,36586
2020-01-19,,37170
2020-01-20,,37028
2020-01-21,,35937
2020-01-22,,39003
2020-01-23,,43389
2020-01-24,,40705
2020-01-25,,34007
2020-01-26,,36217
2020-01-27,,44328
2020-01-28,,46760
2020-01-29,,42190
2020-01-30,,40389
2020-01-31,,39227
2020-02-01,,39824
2020-02-02,,39377
2020-02-03,,38087
2020-02-04,,37050
2020-02-05,,37558
2020-02-06,,37486
2020-02-07,,37778
2020-02-08,,38408
2020-02-09,,38327
2020-02-10,,37396
2020-02-11,,36697
2020-02-12,,40315
2020-02-13,,42500
2020-02-14,,40167
2020-02-15,,40988
2020-02-16,,40622
2020-02-17,,37790
2020-02-18,,37195
2020-02-19,,37877
2020-02-20,,37551
2020-02-21,,39051
2020-02-22,,40937
2020-02-23,,38498
2020-02-24,,38388
2020-02-25,,40398
2020-02-26,,43654
2020-02-27,,43150
2020-02-28,,38856
2020-02-29,,39167
2020-03-01,,39346
2020-03-02,,38199
2020-03-03,,36900
2020-03-04,,37113
2020-03-05,,36554
2020-03-06,,36493
2020-03-07,,37753
2020-03-08,,38939
2020-03-09,,39168
2020-03-10,,47491
2020-03-11,,40204
2020-03-12,,38825
2020-03-13,,38794
2020-03-14,,39219
2020-03-15,,38704
2020-03-16,,37895
2020-03-17,,37088
2020-03-18,,36976
2020-03-19,,37133
2020-03-20,,37254
2020-03-21,,38164
2020-03-22,,37964
2020-03-23,,37584
2020-03-24,,36768
2020-03-25,,36480
2020-03-26,,35212
2020-03-27,,39134
2020-03-28,,38047
2020-03-29,,38071
2020-03-30,,38075
2020-03-31,,36834
2020-04-01,,37380
2020-04-02,,37106
2020-04-03,,37151
2020-04-04,,38358
2020-04-05,,38536
2020-04-06,,38162
2020-04-07,,37341
2020-04-08,,37437
2020-04-09,,37375
2020-04-10,,36097
2020-04-11,,37008
2020-04-12,,42804
2020-04-13,,38566
2020-04-14,,36986
2020-04-15,,37420
2020-04-16,,36795
2020-04-17,,43262
2020-04-18,,43131
2020-04-19,,42566
2020-04-20,,45898
2020-04-21,,40291
2020-04-22,,38454
2020-04-23,,38309
2020-04-24,,38740
2020-04-25,,39026
2020-04-26,,39093
2020-04-27,,38618
2020-04-28,,38035
2020-04-29,,38586
2020-04-30,,39148
2020-05-01,,40031
2020-05-02,,39210
2020-05-03,,39971
2020-05-04,,41049
2020-05-05,,38582
2020-05-06,,39315
2020-05-07,,37961
2020-05-08,,38126
2020-05-09,,43783
2020-05-10,,44366
2020-05-11,,42111
2020-05-12,,39958
2020-05-13,,39082
2020-05-14,,39319
2020-05-15,,41454
2020-05-16,,41690
2020-05-17,,39173
2020-05-18,,41176
2020-05-19,,42242
2020-05-20,,40681
2020-05-21,,39025
2020-05-22,,38975
2020-05-23,,39533
2020-05-24,,40141
2020-05-25,,39935
2020-05-26,,38795
2020-05-27,,39623
2020-05-28,,38054
2020-05-29,,39096
2020-05-30,,39049
2020-05-31,,40229
2020-06-01,,40458
2020-06-02,,39615
2020-06-03,,39791
2020-06-04,,40951
2020-06-05,,39602
2020-06-06,,39507
2020-06-07,,40815
2020-06-08,,40380
2020-06-09,,40386
2020-06-10,,41008
2020-06-11,,42291
2020-06-12,,40752
2020-06-13,,52792
2020-06-14,,45035
2020-06-15,,45043
2020-06-16,,42154
2020-06-17,,41056
2020-06-18,,45937
2020-06-19,,45763
2020-06-20,,42784
2020-06-21,,42303
2020-06-22,,41985
2020-06-23,,41117
2020-06-24,,40411
2020-06-25,,47118
2020-06-26,,44769
2020-06-27,,42525
2020-06-28,,43959
2020-06-29,,42247
2020-06-30,,49137
2020-07-01,,45353
2020-07-02,,43072
2020-07-03,,41288
2020-07-04,,42706
2020-07-05,,42636
2020-07-06,,38337
2020-07-07,,37195
2020-07-08,,37367
2020-07-09,,37345
2020-07-10,,45292
2020-07-11,,43764
2020-07-12,,41070
2020-07-13,,50540
2020-07-14,,49331
2020-07-15,,42980
2020-07-16,,39625
2020-07-17,,37665
2020-07-18,,36811
2020-07-19,,37092
2020-07-20,,35749
2020-07-21,,37728
2020-07-22,,46425
2020-07-23,,44139
2020-07-24,,50990
2020-07-25,,47292
2020-07-26,,44345
2020-07-27,,42278
2020-07-28,,52010
2020-07-29,,44981
2020-07-30,,47469
2020-07-31,,47075
2020-08-01,,45019
2020-08-02,,43415
2020-08-03,,42351
2020-08-04,,40326
2020-08-05,,36564
2020-08-06,,39700
2020-08-07,,42198
2020-08-08,,51867
2020-08-09,,52602
2020-08-10,,51396
2020-08-11,,49328
2020-08-12,,48833
2020-08-13,,49613
2020-08-14,,46192
2020-08-15,,44228
2020-08-16,,42809
2020-08-17,,43443
2020-08-18,,41902
2020-08-19,,40525
2020-08-20,,40072
2020-08-21,,39409
2020-08-22,,39441
2020-08-23,,39760
2020-08-24,,39402
2020-08-25,,38574
2020-08-26,,37902
2020-08-27,,39998
2020-08-28,,39456
2020-08-29,,41925
2020-08-30,,37030
2020-08-31,,37758
2020-09-01,,35714
2020-09-02,,39822
2020-09-03,,41322
2020-09-04,,36371
2020-09-05,,43165
2020-09-06,,44060
2020-09-07,,51034
2020-09-08,,46049
2020-09-09,,45527
2020-09-10,,44127
2020-09-11,,41947
2020-09-12,,42196
2020-09-13,,39633
2020-09-14,,39791
2020-09-15,,38698
2020-09-16,,37407
2020-09-17,,38455
2020-09-18,,39266
2020-09-19,,38862
2020-09-20,,38344
2020-09-21,,37539
2020-09-22,,36740
2020-09-23,,36646
2020-09-24,,36887
2020-09-25,,36285
2020-09-26,,36926
2020-09-27,,37451
2020-09-28,,37750
2020-09-29,,38297
2020-09-30,,38903
2020-10-01,,33916
2020-10-02,,35208
2020-10-03,,36029
2020-10-04,,36539
2020-10-05,,37844
2020-10-06,,35549
2020-10-07,,34522
2020-10-08,,33910
2020-10-09,,34618
2020-10-10,,35711
2020-10-11,,36677
2020-10-12,,38316
2020-10-13,,37281
2020-10-14,,36524
2020-10-15,,36531
2020-10-16,,36091
2020-10-17,,37017
2020-10-18,,37993
2020-10-19,,37599
2020-10-20,,36275
2020-10-21,,38248
2020-10-22,,43748
2020-10-23,,38660
2020-10-24,,38146
2020-10-25,,39312
2020-10-26,,41296
2020-10-27,,35910
2020-10-28,,35066
2020-10-29,,37021
2020-10-30,,34829
2020-10-31,,36257
2020-11-01,,36717
2020-11-02,,38105
2020-11-03,,35021
2020-11-04,,37301
2020-11-05,,34682
2020-11-06,,34816
2020-11-07,,34959
2020-11-08,,37393
2020-11-09,,35800
2020-11-10,,36461
2020-11-11,,34199
2020-11-12,,34670
2020-11-13,,34739
2020-11-14,,35101
2020-11-15,,36655
2020-11-16,,35689
2020-11-17,,34626
2020-11-18,,33903
2020-11-19,,41068
2020-11-20,,36288
2020-11-21,,35463
2020-11-22,,34433
2020-11-23,,35514
2020-11-24,,34692
2020-11-25,,34602
2020-11-26,,34306
2020-11-27,,33939
2020-11-28,,35309
2020-11-29,,35856
2020-11-30,,34609
