examinDe,beachKoreanNm,examinLcDetail,distance_from_estuary_km,ecoli_max,enterococcus_max,any_exceed
2023-07-27,다대포서측,다대포 C2,1.0,16.0,10.0,False
2023-07-19,다대포서측,다대A2,0.0,11008.0,26490.0,True
2023-07-19,다대포서측,다대B2,0.5,8742.0,26490.0,True
2023-07-19,다대포서측,다대C2,1.0,15830.0,39575.0,True
2023-07-04,다대포서측,다대포 A2,0.0,36.0,428.0,True
2023-07-04,다대포서측,다대포 B2,0.5,32.0,226.0,True
2023-07-04,다대포서측,다대포 C2,1.0,241.0,1785.0,True
2023-06-07,다대포서측,다대포A,0.0,5.0,10.0,False
2023-06-07,다대포서측,다대포B,0.5,26.0,10.0,False
2023-06-07,다대포서측,다대포C,1.0,0.5,20.0,False
2024-09-05,다대포서측,a2,0.0,5.0,74.0,False
2024-09-05,다대포서측,b2,0.5,37.0,41.0,False
2024-09-05,다대포서측,c2,1.0,16.0,63.0,False
2024-08-19,다대포서측,a1,0.0,79.0,0.5,False
2024-08-19,다대포서측,b1,0.5,80.0,41.0,False
2024-08-19,다대포서측,c1,1.0,61.0,63.0,False
2024-08-09,다대포서측,a1,0.0,26.0,262.0,True
2024-08-09,다대포서측,b1,0.5,48.0,292.0,True
2024-08-09,다대포서측,c1,1.0,37.0,288.0,True
2024-07-29,다대포서측,a1,0.0,16.0,109.0,True
2024-07-29,다대포서측,b1,0.5,43.0,63.0,False
2024-07-29,다대포서측,c1,1.0,55.0,131.0,True
2024-07-22,다대포서측,a1,0.0,79.0,148.0,True
2024-07-22,다대포서측,b2,0.5,95.0,201.0,True
2024-07-22,다대포서측,c1,1.0,86.0,171.0,True
2024-07-08,다대포서측,A1,0.0,77.0,122.0,True
2024-07-08,다대포서측,B2,0.5,37.0,52.0,False
2024-07-08,다대포서측,c1,1.0,48.0,98.0,False
2024-07-04,다대포서측,A1,0.0,220.0,620.0,True
2024-07-04,다대포서측,B2,0.5,87.0,446.0,True
2024-07-04,다대포서측,c2,1.0,84.0,459.0,True
2024-06-04,다대포서측,a1,0.0,0.5,31.0,False
2024-06-04,다대포서측,b1,0.5,5.0,63.0,False
2024-06-04,다대포서측,c1,1.0,5.0,73.0,False
2025-09-02,다대포서측,A2,0.0,85.0,0.5,False
2025-09-02,다대포서측,B2,0.5,41.0,21.0,False
2025-09-02,다대포서측,C2,1.0,41.0,5.0,False
2025-08-26,다대포서측,A2,0.0,160.0,5.0,False
2025-08-26,다대포서측,B2,0.5,108.0,5.0,False
2025-08-26,다대포서측,C2,1.0,108.0,0.5,False
2025-08-18,다대포서측,A2,0.0,0.5,0.5,False
2025-08-18,다대포서측,B2,0.5,0.5,0.5,False
2025-08-18,다대포서측,C2,1.0,0.5,0.5,False
2025-07-30,다대포서측,A2,0.0,87.0,75.0,False
2025-07-30,다대포서측,B2,0.5,93.0,121.0,True
2025-07-30,다대포서측,C2,1.0,42.0,74.0,False
2025-07-14,다대포서측,"A-1,A-2",0.0,52.0,10.0,False
2025-07-14,다대포서측,"A-1,A-2",0.0,0.5,26.0,False
2025-07-14,다대포서측,"B-1,B-2",0.5,75.0,10.0,False
2025-07-14,다대포서측,"B-1,B-2",0.5,10.0,21.0,False
2025-07-14,다대포서측,"C-1,C-2",1.0,41.0,16.0,False
2025-07-14,다대포서측,"C-1,C-2",1.0,110.0,16.0,False
2025-07-03,다대포서측,"A-1,A-2",0.0,75.0,10.0,False
2025-07-03,다대포서측,"A-1,A-2",0.0,63.0,15.0,False
2025-07-03,다대포서측,"B-1,B-2",0.5,63.0,0.5,False
2025-07-03,다대포서측,"B-1,B-2",0.5,135.0,0.5,False
2025-07-03,다대포서측,"C-1,C-2",1.0,63.0,0.5,False
2025-07-03,다대포서측,"C-1,C-2",1.0,63.0,0.5,False
2025-06-11,다대포서측,"A-1,A-2",0.0,0.5,0.5,False
2025-06-11,다대포서측,"A-1,A-2",0.0,0.5,0.5,False
2025-06-11,다대포서측,"B-1,B-2",0.5,10.0,5.0,False
2025-06-11,다대포서측,"B-1,B-2",0.5,10.0,0.5,False
2025-06-11,다대포서측,"C-1,C-2",1.0,0.5,5.0,False
2025-06-11,다대포서측,"C-1,C-2",1.0,0.5,10.0,False
2026-07-02,다대포서측,"A1, A2",0.0,20.0,0.5,False
2026-07-02,다대포서측,"A1, A2",0.0,51.0,0.5,False
2026-07-02,다대포서측,"B1, B2",0.5,52.0,0.5,False
2026-07-02,다대포서측,"B1, B2",0.5,10.0,0.5,False
2026-07-02,다대포서측,"C1, C2",1.0,10.0,0.5,False
2026-07-02,다대포서측,"C1, C2",1.0,0.5,0.5,False
2026-06-10,다대포서측,"A1, A2",0.0,10.0,0.5,False
2026-06-10,다대포서측,"A1, A2",0.0,10.0,0.5,False
2026-06-10,다대포서측,"B1, B2",0.5,10.0,0.5,False
2026-06-10,다대포서측,"B1, B2",0.5,0.5,0.5,False
2026-06-10,다대포서측,"C1, C2",1.0,10.0,0.5,False
2026-06-10,다대포서측,"C1, C2",1.0,10.0,0.5,False
