examinDe,beachKoreanNm,examinLcDetail,distance_from_estuary_km,ecoli_max,enterococcus_max,any_exceed
2017-07-19,광안리,고마대구탕,0.5,10.0,5.0,False
2017-07-19,광안리,썬시티모텔,0.5,10.0,15.0,False
2017-07-19,광안리,투썸플레이스(비치비키니),0.5,10.0,15.0,False
2017-07-19,광안리,아쿠리아팰리스호텔삼거리앞,0.5,20.0,5.0,False
2017-07-19,광안리,칠성횟집(라스코스웨딩홀),0.5,0.5,5.0,False
2017-07-13,광안리,고마대구탕,0.5,199.0,26.0,False
2017-07-13,광안리,썬시티모텔,0.5,108.0,49.0,False
2017-07-13,광안리,투썸플레이스(비치비키니),0.5,158.0,21.0,False
2017-07-13,광안리,아쿠리아팰리스호텔삼거리앞,0.5,97.0,15.0,False
2017-07-13,광안리,칠성횟집(라스코스웨딩홀),0.5,41.0,10.0,False
2017-07-07,광안리,고마대구탕,0.5,62.0,10.0,False
2017-07-07,광안리,썬시티모텔,0.5,75.0,5.0,False
2017-07-07,광안리,투썸플레이스(비치비키니),0.5,63.0,5.0,False
2017-07-07,광안리,아쿠리아팰리스호텔삼거리앞,0.5,187.0,49.0,False
2017-07-07,광안리,칠성횟집(라스코스웨딩홀),0.5,199.0,42.0,False
2017-06-09,광안리,고마대구탕,0.5,41.0,26.0,False
2017-06-09,광안리,썬시티모텔,0.5,31.0,10.0,False
2017-06-09,광안리,투썸플레이스(비치비키니),0.5,52.0,21.0,False
2017-06-09,광안리,아쿠리아팰리스호텔삼거리앞,0.5,41.0,10.0,False
2017-06-09,광안리,칠성횟집(라스코스웨딩홀),0.5,51.0,10.0,False
2018-09-12,광안리,고마대구탕,0.5,273.0,21.0,False
2018-09-12,광안리,썬시티모텔,0.5,336.0,55.0,False
2018-09-12,광안리,투썸플레이스(비치비키니),0.5,226.0,26.0,False
2018-09-12,광안리,아쿠아펠리스호텔삼거리앞,0.5,375.0,140.0,True
2018-09-12,광안리,칠성횟집(라스코스웨딩홀),0.5,312.0,38.0,False
2018-08-22,광안리,고마대구탕,0.5,41.0,10.0,False
2018-08-22,광안리,썬시티모텔,0.5,31.0,26.0,False
2018-08-22,광안리,투썸플레이스(비치비키니),0.5,30.0,10.0,False
2018-08-22,광안리,아쿠리아팰리스호텔삼거리앞,0.5,97.0,26.0,False
2018-08-22,광안리,칠성횟집(라스코스웨딩홀),0.5,74.0,10.0,False
2018-08-09,광안리,고마대구탕,0.5,74.0,0.5,False
2018-08-09,광안리,썬시티모텔,0.5,96.0,0.5,False
2018-08-09,광안리,투썸플레이스(비치비키니),0.5,41.0,0.5,False
2018-08-09,광안리,아쿠리아팰리스호텔삼거리앞,0.5,41.0,0.5,False
2018-08-09,광안리,칠성횟집(라스코스웨딩홀),0.5,110.0,0.5,False
2018-08-02,광안리,고마대구탕,0.5,84.0,0.5,False
2018-08-02,광안리,썬시티모텔,0.5,52.0,0.5,False
2018-08-02,광안리,투썸플레이스(비치비키니),0.5,41.0,0.5,False
2018-08-02,광안리,아쿠리아팰리스호텔삼거리앞,0.5,41.0,5.0,False
2018-08-02,광안리,칠성횟집(라스코스웨딩홀),0.5,10.0,5.0,False
2018-07-26,광안리,고마대구탕,0.5,20.0,15.0,False
2018-07-26,광안리,썬시티모텔,0.5,0.5,0.5,False
2018-07-26,광안리,투썸플레이스(비치비키니),0.5,10.0,10.0,False
2018-07-26,광안리,아쿠리아팰리스호텔삼거리앞,0.5,0.5,16.0,False
2018-07-26,광안리,칠성횟집(라스코스웨딩홀),0.5,20.0,15.0,False
2018-07-19,광안리,고마대구탕,0.5,73.0,16.0,False
2018-07-19,광안리,썬시티모텔,0.5,75.0,0.5,False
2018-07-19,광안리,투썸플레이스(비치비키니),0.5,63.0,5.0,False
2018-07-19,광안리,아쿠리아팰리스호텔삼거리앞,0.5,74.0,5.0,False
2018-07-19,광안리,칠성횟집(라스코스웨딩홀),0.5,148.0,0.5,False
2018-07-12,광안리,고마대구탕,0.5,10.0,0.5,False
2018-07-12,광안리,썬시티모텔,0.5,10.0,0.5,False
2018-07-12,광안리,투썸플레이스(비치비키니),0.5,10.0,0.5,False
2018-07-12,광안리,아쿠리아팰리스호텔삼거리앞,0.5,0.5,5.0,False
2018-07-12,광안리,칠성횟집(라스코스웨딩홀),0.5,20.0,0.5,False
2018-06-04,광안리,고마대구탕,0.5,1.0,1.0,False
2018-06-04,광안리,썬시티모텔,0.5,1.0,1.0,False
2018-06-04,광안리,투썸플레이스(비치비키니),0.5,10.0,1.0,False
2018-06-04,광안리,아쿠리아팰리스호텔삼거리앞,0.5,145.0,10.0,False
2018-06-04,광안리,칠성횟집(라스코스웨딩홀),0.5,231.0,5.0,False
2019-09-25,광안리,A,0.0,132.0,99.0,False
2019-09-25,광안리,B,0.25,52.0,0.5,False
2019-09-25,광안리,C,0.5,31.0,0.5,False
2019-09-25,광안리,D,0.75,41.0,10.0,False
2019-09-25,광안리,E,1.0,171.0,21.0,False
2019-08-20,광안리,A,0.0,10.0,38.0,False
2019-08-20,광안리,B,0.25,10.0,10.0,False
2019-08-20,광안리,C,0.5,86.0,43.0,False
2019-08-20,광안리,D,0.75,109.0,15.0,False
2019-08-20,광안리,E,1.0,292.0,32.0,False
2019-08-13,광안리,A,0.0,10.0,38.0,False
2019-08-13,광안리,B,0.25,10.0,10.0,False
2019-08-13,광안리,C,0.5,86.0,43.0,False
2019-08-13,광안리,D,0.75,109.0,15.0,False
2019-08-13,광안리,E,1.0,292.0,32.0,False
2019-07-30,광안리,A,0.0,0.5,22.0,False
2019-07-30,광안리,B,0.25,30.0,67.0,False
2019-07-30,광안리,C,0.5,41.0,10.0,False
2019-07-30,광안리,D,0.75,41.0,79.0,False
2019-07-30,광안리,E,1.0,110.0,480.0,True
2019-07-16,광안리,A,0.0,0.5,286.0,True
2019-07-16,광안리,B,0.25,30.0,78.0,False
2019-07-16,광안리,C,0.5,20.0,26.0,False
2019-07-16,광안리,D,0.75,31.0,146.0,True
2019-07-16,광안리,E,1.0,0.5,49.0,False
2019-07-04,광안리,A,0.0,108.0,86.0,False
2019-07-04,광안리,B,0.25,84.0,61.0,False
2019-07-04,광안리,C,0.5,41.0,37.0,False
2019-07-04,광안리,D,0.75,63.0,31.0,False
2019-07-04,광안리,E,1.0,52.0,21.0,False
2019-06-17,광안리,A,0.0,0.5,0.5,False
2019-06-17,광안리,B,0.25,10.0,5.0,False
2019-06-17,광안리,C,0.5,0.5,0.5,False
2019-06-17,광안리,D,0.75,10.0,0.5,False
2019-06-17,광안리,E,1.0,20.0,10.0,False
2020-09-15,광안리,,0.0,96.0,150.0,True
2020-09-15,광안리,,0.0,291.0,1191.0,True
2020-09-15,광안리,,0.0,169.0,556.0,True
2020-09-15,광안리,,0.0,10.0,15.0,False
2020-09-15,광안리,,0.0,31.0,10.0,False
2020-08-19,광안리,,0.0,246.0,37.0,False
2020-08-19,광안리,,0.0,121.0,26.0,False
2020-08-19,광안리,,0.0,108.0,10.0,False
2020-08-19,광안리,,0.0,292.0,10.0,False
2020-08-19,광안리,,0.0,96.0,10.0,False
2020-08-14,광안리,,0.0,144.0,21.0,False
2020-08-14,광안리,,0.0,146.0,26.0,False
2020-08-14,광안리,,0.0,63.0,26.0,False
2020-08-14,광안리,,0.0,187.0,10.0,False
2020-08-14,광안리,,0.0,86.0,15.0,False
2020-08-04,광안리,,0.0,404.0,60.0,False
2020-08-04,광안리,,0.0,122.0,72.0,False
2020-08-04,광안리,,0.0,20.0,26.0,False
2020-08-04,광안리,,0.0,20.0,42.0,False
2020-08-04,광안리,,0.0,148.0,16.0,False
2020-07-21,광안리,,0.0,122.0,15.0,False
2020-07-21,광안리,,0.0,169.0,16.0,False
2020-07-21,광안리,,0.0,63.0,26.0,False
2020-07-21,광안리,,0.0,75.0,16.0,False
2020-07-21,광안리,,0.0,132.0,10.0,False
2020-07-17,광안리,,0.0,281.0,37.0,False
2020-07-17,광안리,,0.0,183.0,42.0,False
2020-07-17,광안리,,0.0,581.0,43.0,True
2020-07-17,광안리,,0.0,443.0,79.0,False
2020-07-17,광안리,,0.0,465.0,90.0,False
2020-07-09,광안리,,0.0,52.0,32.0,False
2020-07-09,광안리,,0.0,52.0,43.0,False
2020-07-09,광안리,,0.0,31.0,42.0,False
2020-07-09,광안리,,0.0,31.0,42.0,False
2020-07-09,광안리,,0.0,86.0,38.0,False
2020-06-17,광안리,,0.0,10.0,5.0,False
2020-06-17,광안리,,0.0,0.5,16.0,False
2020-06-17,광안리,,0.0,20.0,0.5,False
2020-06-17,광안리,,0.0,20.0,5.0,False
2020-06-17,광안리,,0.0,298.0,0.5,False
2021-09-29,광안리,칠성횟집,0.5,0.5,0.5,False
2021-09-29,광안리,호텔아쿠아팰리스 삼거리앞,0.5,146.0,5.0,False
2021-09-29,광안리,청담이상,0.5,189.0,5.0,False
2021-09-29,광안리,광안지웰에스테이트오피스텔,0.5,0.5,5.0,False
2021-09-29,광안리,고마대구탕,0.5,20.0,10.0,False
2021-08-31,광안리,칠성횟집,0.5,20.0,21.0,False
2021-08-31,광안리,호텔아쿠아팰리스,0.5,20.0,48.0,False
2021-08-31,광안리,청담이상,0.5,41.0,10.0,False
2021-08-31,광안리,광안지웰에스테이트오피스텔,0.5,63.0,5.0,False
2021-08-31,광안리,고마대구탕,0.5,31.0,47.0,False
2021-08-03,광안리,칠성횟집(라스코스 웨딩홀),0.5,464.0,21.0,False
2021-08-03,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,350.0,48.0,False
2021-08-03,광안리,청담이상,0.5,384.0,5.0,False
2021-08-03,광안리,광안지웰에스테이트오피스텔,0.5,689.0,32.0,True
2021-08-03,광안리,고마대구탕,0.5,546.0,42.0,True
2021-07-29,광안리,칠성횟집(라스코스 웨딩홀),0.5,52.0,5.0,False
2021-07-29,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,10.0,5.0,False
2021-07-29,광안리,청담이상,0.5,52.0,0.5,False
2021-07-29,광안리,광안지웰에스테이트오피스텔,0.5,98.0,0.5,False
2021-07-29,광안리,고마대구탕,0.5,63.0,0.5,False
2021-07-22,광안리,칠성횟집(라스코스 웨딩홀 앞),0.5,41.0,5.0,False
2021-07-22,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,10.0,0.5,False
2021-07-22,광안리,청담이상,0.5,10.0,21.0,False
2021-07-22,광안리,광안지웰에스테이트오피스텔,0.5,0.5,5.0,False
2021-07-22,광안리,고마대구탕,0.5,0.5,0.5,False
2021-07-15,광안리,칠성횟집(라스코스 웨딩홀),0.5,3255.0,54.0,True
2021-06-08,광안리,칠성횟집(라스코스 웨딩홀),0.5,0.5,5.0,False
2021-06-08,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,0.5,0.5,False
2021-06-08,광안리,청담이상,0.5,0.5,0.5,False
2021-06-08,광안리,광안지웰에스테이트오피스텔,0.5,10.0,5.0,False
2021-06-08,광안리,고마대구탕,0.5,0.5,0.5,False
2021-07-15,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,5794.0,55.0,True
2021-07-15,광안리,청담이상,0.5,3448.0,116.0,True
2021-07-15,광안리,광안지웰에스테이트오피스텔,0.5,3076.0,16.0,True
2021-07-15,광안리,고마대구탕,0.5,1334.0,21.0,True
2022-09-26,광안리,칠성횟집,0.5,10.0,0.5,False
2022-09-26,광안리,호텔아쿠아팰리스 앞,0.5,0.5,0.5,False
2022-09-26,광안리,청담이상,0.5,0.5,0.5,False
2022-09-26,광안리,광안지웰에스테이트오피스텔,0.5,10.0,0.5,False
2022-09-26,광안리,고마대구탕,0.5,0.5,0.5,False
2022-08-30,광안리,칠성횟집,0.5,10.0,10.0,False
2022-08-30,광안리,아쿠아팰리스 삼거리앞,0.5,20.0,0.5,False
2022-08-30,광안리,청담이상,0.5,41.0,10.0,False
2022-08-30,광안리,광안지웰에스테이트오피스텔,0.5,31.0,26.0,False
2022-08-30,광안리,고마대구탕,0.5,74.0,15.0,False
2022-08-16,광안리,칠성횟집,0.5,10.0,15.0,False
2022-08-16,광안리,호텔아쿠아팰리스 삼거리앞,0.5,0.5,26.0,False
2022-08-16,광안리,청담이상,0.5,0.5,10.0,False
2022-08-16,광안리,광안지웰에스테이트오피스텔,0.5,10.0,0.5,False
2022-08-16,광안리,고마대구탕,0.5,0.5,10.0,False
2022-08-09,광안리,칠성횟집,0.5,0.5,5.0,False
2022-08-09,광안리,호텔아쿠아팰리스 삼거리앞,0.5,0.5,0.5,False
2022-08-09,광안리,청담이상,0.5,0.5,0.5,False
2022-08-09,광안리,광안지웰에스테이트오피스텔,0.5,0.5,5.0,False
2022-08-09,광안리,고마대구탕,0.5,0.5,0.5,False
2022-08-03,광안리,칠성횟집,0.5,0.5,0.5,False
2022-08-03,광안리,호텔아쿠아팰리스 삼거리앞,0.5,10.0,0.5,False
2022-08-03,광안리,청담이상,0.5,0.5,0.5,False
2022-08-03,광안리,광안지웰에스테이트오피스텔,0.5,20.0,0.5,False
2022-08-03,광안리,고마대구탕,0.5,0.5,86.0,False
2022-07-26,광안리,칠성횟집,0.5,2046.0,146.0,True
2022-07-26,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,452.0,42.0,False
2022-07-26,광안리,청담이상,0.5,855.0,54.0,True
2022-07-26,광안리,광안지웰에스테이트오피스텔,0.5,259.0,16.0,False
2022-07-26,광안리,고마대구탕,0.5,295.0,10.0,False
2022-07-20,광안리,칠성횟집,0.5,6867.0,42.0,True
2022-07-20,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,1017.0,10.0,True
2022-07-20,광안리,청담이상,0.5,473.0,10.0,False
2022-07-20,광안리,광안지웰에스테이트 오피스텔,0.5,489.0,10.0,False
2022-07-20,광안리,고마대구탕,0.5,657.0,5.0,True
2022-07-08,광안리,B,0.25,10.0,41.0,False
