date,visitor_count
2020-08-02,14000
2020-08-03,10000
2020-08-04,10000
2020-08-05,8000
2020-08-06,1000
2020-08-07,900
2020-08-08,800
2020-08-09,9000
2020-08-10,100
2020-08-11,2000
2020-08-12,800
2020-08-13,5000
2020-08-14,5000
2020-08-15,8000
2020-08-16,16000
2020-08-17,9000
2020-08-18,1000
2020-08-19,1000
2020-08-20,1000
2020-08-21,500
2020-08-22,500
2020-08-23,1000
2020-08-24,500
2020-08-25,500
2020-08-26,100
2020-08-27,200
2020-08-28,200
2020-08-29,800
2020-08-30,800
2020-08-31,100
2021-06-01,0
2021-06-02,0
2021-06-03,0
2021-06-04,0
2021-06-05,0
2021-06-06,0
2021-06-07,0
2021-06-08,0
2021-06-09,0
2021-06-10,0
2021-06-11,0
2021-06-12,0
2021-06-13,0
2021-06-14,0
2021-06-15,0
2021-06-16,0
2021-06-17,0
2021-06-18,0
2021-06-19,0
2021-06-20,0
2021-06-21,0
2021-06-22,0
2021-06-23,0
2021-06-24,0
2021-06-25,0
2021-06-26,0
2021-06-27,0
2021-06-28,0
2021-06-29,0
2021-06-30,0
2021-07-01,200
2021-07-02,500
2021-07-03,300
2021-07-04,1500
2021-07-05,150
2021-07-06,100
2021-07-07,150
2021-07-08,100
2021-07-09,100
2021-07-10,1000
2021-07-11,1500
2021-07-12,450
2021-07-13,200
2021-07-14,420
2021-07-15,200
2021-07-16,500
2021-07-17,1100
2021-07-18,1500
2021-07-19,350
2021-07-20,350
2021-07-21,300
2021-07-22,500
2021-07-23,500
2021-07-24,2000
2021-07-25,2500
2021-07-26,1000
2021-07-27,400
2021-07-28,300
2021-07-29,1000
2021-07-30,2000
2021-07-31,3000
2021-08-01,5000
2021-08-02,5000
2021-08-03,5000
2021-08-04,5000
2021-08-05,5000
2021-08-06,3000
2021-08-07,5000
2021-08-08,4000
2021-08-09,280
2021-08-10,1000
2021-08-11,500
2021-08-12,500
2021-08-13,550
2021-08-14,500
2021-08-15,900
2021-08-16,1200
2021-08-17,300
2021-08-18,300
2021-08-19,500
2021-08-20,500
2021-08-21,80
2021-08-22,1000
2021-08-23,300
2021-08-24,50
2021-08-25,70
2021-08-26,200
2021-08-27,100
2021-08-28,500
2021-08-29,1300
2021-08-30,50
2021-08-31,100
2023-07-01,1000
2023-07-02,1000
2023-07-03,100
2023-07-04,100
2023-07-05,300
2023-07-06,300
2023-07-07,100
2023-07-08,900
2023-07-09,1200
2023-07-10,400
2023-07-11,100
2023-07-12,200
2023-07-13,100
2023-07-14,100
2023-07-15,2000
2023-07-16,300
2023-07-17,200
2023-07-18,100
2023-07-19,200
2023-07-20,200
2023-07-21,200
2023-07-22,800
2023-07-23,500
2023-07-24,200
2023-07-25,300
2023-07-26,500
2023-07-27,500
2023-07-28,1500
2023-07-29,4000
2023-07-30,3100
2023-07-31,600
2023-08-01,500
2023-08-02,700
2023-08-03,700
2023-08-04,1000
2023-08-05,5000
2023-08-06,3000
2023-08-07,600
2023-08-08,600
2023-08-09,100
2023-08-10,100
2023-08-11,100
2023-08-12,1500
2023-08-13,2000
2023-08-14,700
2023-08-15,700
2023-08-16,500
2023-08-17,400
2023-08-18,300
2023-08-19,500
2023-08-20,800
2023-08-21,300
2023-08-22,300
2023-08-23,300
2023-08-24,300
2023-08-25,500
2023-08-26,700
2023-08-27,500
2023-08-28,300
2023-08-29,300
2023-08-30,300
2023-08-31,300
