date,suyeong_vol,nambu_vol
2019-11-16,309098,264447
2019-11-17,305902,266694
2019-11-18,415457,316346
2019-11-19,313348,260998
2019-11-20,311447,275773
2019-11-21,310152,256141
2019-11-22,311567,241098
2019-11-23,318344,263964
2019-11-24,307747,264216
2019-11-25,308265,266569
2019-11-26,294780,250611
2019-11-27,297283,254534
2019-11-28,301826,265098
2019-11-29,302293,258640
2019-11-30,307091,261843
2019-12-01,330865,256805
2019-12-02,385106,321672
2019-12-03,327428,287360
2019-12-04,320971,269293
2019-12-05,316556,255888
2019-12-06,306549,263191
2019-12-07,315260,265184
2019-12-08,314799,245882
2019-12-09,306789,257685
2019-12-10,304301,262779
2019-12-11,311198,264595
2019-12-12,300710,237926
2019-12-13,301500,253687
2019-12-14,312468,264214
2019-12-15,308251,257055
2019-12-16,302507,255745
2019-12-17,289173,246157
2019-12-18,300235,253974
2019-12-19,298050,235647
2019-12-20,295599,249141
2019-12-21,305833,242233
2019-12-22,297578,259538
2019-12-23,297173,245105
2019-12-24,285811,222718
2019-12-25,288188,224418
2019-12-26,294880,237042
2019-12-27,294287,227406
2019-12-28,292105,248202
2019-12-29,278067,240101
2019-12-30,344336,279060
2019-12-31,294050,245288
2020-01-01,284464,268555
2020-01-02,296944,232437
2020-01-03,288039,218557
2020-01-04,308747,282757
2020-01-05,281497,219261
2020-01-06,331302,243546
2020-01-07,410779,226751
2020-01-08,421677,262096
2020-01-09,350644,271196
2020-01-10,327234,257847
2020-01-11,322580,260383
2020-01-12,321826,260766
2020-01-13,303721,235229
2020-01-14,295727,231541
2020-01-15,307143,245007
2020-01-16,298366,238354
2020-01-17,298653,225494
2020-01-18,326462,253519
2020-01-19,307107,248145
2020-01-20,303572,238141
2020-01-21,305132,206489
2020-01-22,309404,286072
2020-01-23,353675,268147
2020-01-24,331074,267286
2020-01-25,313062,222472
2020-01-26,290600,228172
2020-01-27,395642,289047
2020-01-28,400268,300312
2020-01-29,397477,294568
2020-01-30,384190,286228
2020-01-31,369172,281764
2020-02-01,351212,279229
2020-02-02,342684,254580
2020-02-03,336256,257699
2020-02-04,323358,269618
2020-02-05,315636,253656
2020-02-06,312620,241772
2020-02-07,320120,257494
2020-02-08,311523,268251
2020-02-09,320352,257242
2020-02-10,309561,247849
2020-02-11,314923,256658
2020-02-12,355704,279715
2020-02-13,401951,297386
2020-02-14,364522,331032
2020-02-15,349350,278148
2020-02-16,391712,297807
2020-02-17,327438,275709
2020-02-18,315912,247374
2020-02-19,314466,256740
2020-02-20,318718,275064
2020-02-21,320957,246806
2020-02-22,363980,289540
2020-02-23,316929,252203
2020-02-24,313312,253728
2020-02-25,394208,268697
2020-02-26,423669,289294
2020-02-27,457133,292569
2020-02-28,372385,287399
2020-02-29,361266,285866
2020-03-01,347826,271079
2020-03-02,339859,263481
2020-03-03,320928,276988
2020-03-04,319837,246675
2020-03-05,312005,265712
2020-03-06,316020,216190
2020-03-07,326679,255819
2020-03-08,350764,267675
2020-03-09,315585,254523
2020-03-10,440689,263101
2020-03-11,374721,260170
2020-03-12,341923,266681
2020-03-13,328608,273507
2020-03-14,328819,305212
2020-03-15,322351,274612
2020-03-16,314578,257844
2020-03-17,307505,237020
2020-03-18,306634,247927
2020-03-19,301476,259520
2020-03-20,301511,238826
2020-03-21,308707,239676
2020-03-22,304214,249567
2020-03-23,295453,267269
2020-03-24,293851,226797
2020-03-25,292729,235344
2020-03-26,297900,237591
2020-03-27,385102,298100
2020-03-28,339679,286613
2020-03-29,321980,251336
2020-03-30,319015,247136
2020-03-31,308819,266282
2020-04-01,320814,237814
2020-04-02,306586,246445
2020-04-03,307846,233835
2020-04-04,310753,256700
2020-04-05,308708,230029
2020-04-06,306410,231922
2020-04-07,301329,236987
2020-04-08,302452,251706
2020-04-09,295598,239929
2020-04-10,290307,219793
2020-04-11,297792,241964
2020-04-12,371994,277099
2020-04-13,331934,302835
2020-04-14,298489,267623
2020-04-15,299441,272756
2020-04-16,298839,238191
2020-04-17,351962,232878
2020-04-18,404273,278434
2020-04-19,371434,266114
2020-04-20,468439,267711
2020-04-21,385982,270826
2020-04-22,345481,261703
2020-04-23,336217,259273
2020-04-24,323209,259326
2020-04-25,327559,258377
2020-04-26,319046,291836
2020-04-27,313267,312089
2020-04-28,310166,285790
2020-04-29,312752,286770
2020-04-30,310601,264418
2020-05-01,324421,281744
2020-05-02,316617,290065
2020-05-03,398251,295086
2020-05-04,378998,299181
2020-05-05,313004,291246
2020-05-06,317894,284123
2020-05-07,315926,291724
2020-05-08,317824,277073
2020-05-09,419219,297706
2020-05-10,468281,299307
2020-05-11,384243,294633
2020-05-12,341763,294496
2020-05-13,323624,285094
2020-05-14,313957,305383
2020-05-15,390228,324627
2020-05-16,355682,311681
2020-05-17,320965,311363
2020-05-18,351273,340915
2020-05-19,355602,342152
2020-05-20,319539,298461
2020-05-21,306584,296296
2020-05-22,309310,322218
2020-05-23,315015,306206
2020-05-24,319943,282838
2020-05-25,311323,303951
2020-05-26,306906,305443
2020-05-27,315715,315789
2020-05-28,302799,277869
2020-05-29,304027,291706
2020-05-30,297803,306177
2020-05-31,310127,290109
2020-06-01,311956,287724
2020-06-02,298513,295148
2020-06-03,292313,319919
2020-06-04,308458,309013
2020-06-05,313872,275673
2020-06-06,300204,300575
2020-06-07,302320,314641
2020-06-08,300725,297281
2020-06-09,291224,286492
2020-06-10,302736,302661
2020-06-11,373877,353350
2020-06-12,317078,325938
2020-06-13,377282,372187
2020-06-14,383000,367471
2020-06-15,380360,360001
2020-06-16,330461,347535
2020-06-17,322386,316474
2020-06-18,458946,353955
2020-06-19,455841,362500
2020-06-20,360201,361215
2020-06-21,348212,351536
2020-06-22,336690,340516
2020-06-23,327488,343183
2020-06-24,341689,330193
2020-06-25,500955,365972
2020-06-26,453302,362220
2020-06-27,401512,361732
2020-06-28,360622,362888
2020-06-29,388868,359790
2020-06-30,484605,315026
2020-07-01,489595,364066
2020-07-02,443059,363382
2020-07-03,414895,359988
2020-07-04,431952,362321
2020-07-05,373540,361455
2020-07-06,370011,353635
2020-07-07,378830,352476
2020-07-08,358819,342202
2020-07-09,348204,347601
2020-07-10,470204,360517
2020-07-11,476893,365845
2020-07-12,461894,375635
2020-07-13,468648,374011
2020-07-14,472191,371919
2020-07-15,466008,370759
2020-07-16,458483,366280
2020-07-17,451409,368518
2020-07-18,432476,366626
2020-07-19,414045,366032
2020-07-20,447945,366596
2020-07-21,462115,363760
2020-07-22,465454,367281
2020-07-23,487313,368663
2020-07-24,495626,368125
2020-07-25,478626,366871
2020-07-26,442928,363608
2020-07-27,459366,367447
2020-07-28,493821,369542
2020-07-29,480628,367823
2020-07-30,494429,367114
2020-07-31,471533,364296
2020-08-01,469182,365713
2020-08-02,457426,366938
2020-08-03,430418,365954
2020-08-04,426194,362827
2020-08-05,417538,362608
2020-08-06,439004,362355
2020-08-07,420407,363498
2020-08-08,507574,364669
2020-08-09,495656,365041
2020-08-10,491858,366741
2020-08-11,476492,366383
2020-08-12,472828,365783
2020-08-13,476373,363544
2020-08-14,457937,367288
2020-08-15,447958,364939
2020-08-16,458243,364288
2020-08-17,447217,362252
2020-08-18,442595,361275
2020-08-19,425772,362763
2020-08-20,408379,377692
2020-08-21,397416,376512
2020-08-22,399168,374229
2020-08-23,412629,373872
2020-08-24,407300,364878
2020-08-25,390642,365394
2020-08-26,376612,366507
2020-08-27,440467,371234
2020-08-28,446542,366466
2020-08-29,419633,365008
2020-08-30,373663,365264
2020-08-31,378486,360926
2020-09-01,360633,365194
2020-09-02,395726,359478
2020-09-03,450532,365837
2020-09-04,442273,365769
2020-09-05,464166,367761
2020-09-06,504664,367179
2020-09-07,488293,368279
2020-09-08,506228,367139
2020-09-09,492003,368159
2020-09-10,475330,366406
2020-09-11,456585,369905
2020-09-12,475067,368957
2020-09-13,434448,364191
2020-09-14,424065,365948
2020-09-15,403854,366098
2020-09-16,370947,367666
2020-09-17,400115,368437
2020-09-18,440084,369530
2020-09-19,372325,368228
2020-09-20,361724,366229
2020-09-21,356418,366862
2020-09-22,345542,369747
2020-09-23,344534,373953
2020-09-24,345796,351473
2020-09-25,337215,374850
2020-09-26,340820,361247
2020-09-27,334089,364465
2020-09-28,331508,373851
2020-09-29,338448,365608
2020-09-30,340853,363664
2020-10-01,310753,353815
2020-10-02,312909,351802
2020-10-03,318232,353030
2020-10-04,322217,357192
2020-10-05,307480,360530
2020-10-06,301070,338145
2020-10-07,307984,320276
2020-10-08,306818,326324
2020-10-09,310480,329372
2020-10-10,297086,307545
2020-10-11,313393,334101
2020-10-12,323744,323340
2020-10-13,321896,307957
2020-10-14,313191,319363
2020-10-15,307540,327045
2020-10-16,302567,332372
2020-10-17,307042,339383
2020-10-18,298643,339038
2020-10-19,309845,324941
2020-10-20,298103,315196
2020-10-21,299956,330383
2020-10-22,385623,383990
2020-10-23,335567,349640
2020-10-24,311424,332495
2020-10-25,307767,331992
2020-10-26,313565,324063
2020-10-27,309130,313011
2020-10-28,308845,319365
2020-10-29,311344,326517
2020-10-30,316295,317644
2020-10-31,315905,310449
2020-11-01,308121,320034
2020-11-02,326016,340949
2020-11-03,303534,326956
2020-11-04,303302,309282
2020-11-05,303864,312430
2020-11-06,305486,322109
2020-11-07,317473,317567
2020-11-08,308099,312108
2020-11-09,285081,310779
2020-11-10,284480,314361
2020-11-11,293302,301502
2020-11-12,310121,311282
2020-11-13,291013,312324
2020-11-14,310605,319551
2020-11-15,308041,314188
2020-11-16,305847,308224
2020-11-17,293082,311087
2020-11-18,310898,308421
2020-11-19,436200,368060
2020-11-20,360640,347479
2020-11-21,321345,294766
2020-11-22,319677,288703
2020-11-23,317130,291263
2020-11-24,304274,276039
2020-11-25,311777,284145
2020-11-26,299417,291248
2020-11-27,308576,281158
2020-11-28,299567,293116
2020-11-29,303510,280361
2020-11-30,295996,286274
2020-12-01,293603,279941
2020-12-02,292554,274808
2020-12-03,294279,279647
2020-12-04,283376,278979
2020-12-05,293382,276698
2020-12-06,288217,285765
2020-12-07,300127,280704
2020-12-08,286565,283860
2020-12-09,289903,279225
2020-12-10,287128,273832
2020-12-11,290463,285230
2020-12-12,292887,291194
2020-12-13,301265,293320
2020-12-14,282597,290640
2020-12-15,280459,282313
2020-12-16,294318,279280
2020-12-17,284256,283961
2020-12-18,267637,280850
2020-12-19,279469,285532
2020-12-20,268772,283829
2020-12-21,266099,290971
2020-12-22,264099,303967
2020-12-23,278396,285912
2020-12-24,277979,282239
2020-12-25,287577,280402
2020-12-26,276233,275384
2020-12-27,269779,286941
2020-12-28,279118,286353
2020-12-29,286079,302343
2020-12-30,307919,317228
2020-12-31,285876,275064
2021-01-01,278249,288157
2021-01-02,278200,289695
2021-01-03,279608,282325
2021-01-04,297809,288085
2021-01-05,287588,291643
2021-01-06,279991,285239
2021-01-07,271060,284741
2021-01-08,277559,285269
2021-01-09,275502,273141
2021-01-10,280927,279698
2021-01-11,289644,312414
2021-01-12,295887,316923
2021-01-13,313533,317622
2021-01-14,308145,315712
2021-01-15,296121,308716
2021-01-16,319951,306972
2021-01-17,297353,286760
2021-01-18,305485,286529
2021-01-19,312004,286667
2021-01-20,314636,289519
2021-01-21,324718,286770
2021-01-22,330040,298443
2021-01-23,303982,298105
2021-01-24,326008,287407
2021-01-25,317743,289497
2021-01-26,338034,299899
2021-01-27,296639,311004
2021-01-28,315800,299403
2021-01-29,300611,302513
2021-01-30,293119,300507
2021-01-31,280793,296353
2021-02-01,330121,313489
2021-02-02,314293,304760
2021-02-03,311459,299920
2021-02-04,299134,301537
2021-02-05,296892,301953
2021-02-06,334820,295017
2021-02-07,338347,291807
2021-02-08,313342,304474
2021-02-09,306283,300662
2021-02-10,340865,282134
2021-02-11,327367,285445
2021-02-12,306022,266416
2021-02-13,267189,269188
2021-02-14,352187,271935
2021-02-15,361628,280977
2021-02-16,308639,278192
2021-02-17,302034,295211
2021-02-18,295645,283714
2021-02-19,292144,280168
2021-02-20,288107,297569
2021-02-21,280032,294177
2021-02-22,298331,295177
2021-02-23,297397,299901
2021-02-24,286351,295799
2021-02-25,275576,289142
2021-02-26,327276,310487
2021-02-27,293600,302166
2021-02-28,292550,295759
2021-03-01,285252,301586
2021-03-02,394686,309097
2021-03-03,358227,308718
2021-03-04,346361,308561
2021-03-05,399865,309234
2021-03-06,328139,320068
2021-03-07,317600,316117
2021-03-08,314548,302280
2021-03-09,308305,276983
2021-03-10,295577,295188
2021-03-11,297847,289067
2021-03-12,364875,270450
2021-03-13,381114,271028
2021-03-14,338219,312704
2021-03-15,327885,298208
2021-03-16,346613,275128
2021-03-17,322585,278139
2021-03-18,299318,303090
2021-03-19,315771,299681
2021-03-20,350033,280442
2021-03-21,337033,280443
2021-03-22,317512,305284
2021-03-23,301124,291498
2021-03-24,307889,280550
2021-03-25,304028,295151
2021-03-26,311276,295227
2021-03-27,315852,304532
2021-03-28,397778,292520
2021-03-29,402311,295663
2021-03-30,381601,325160
2021-03-31,349237,349608
2021-04-01,327162,318965
2021-04-02,315630,318775
2021-04-03,333844,325068
2021-04-04,431581,399451
2021-04-05,424848,365658
2021-04-06,409099,340404
2021-04-07,381036,366972
2021-04-08,350094,330502
2021-04-09,345620,297952
2021-04-10,336352,298145
2021-04-11,330507,305726
2021-04-12,363679,301709
2021-04-13,466795,323598
2021-04-14,448440,318049
2021-04-15,411800,355892
2021-04-16,374773,336128
2021-04-17,374581,307491
2021-04-18,354643,311643
2021-04-19,339039,310214
2021-04-20,328866,284725
2021-04-21,327471,313954
2021-04-22,316624,260155
2021-04-23,321816,299290
2021-04-24,329427,278991
2021-04-25,323844,285974
2021-04-26,316246,290639
2021-04-27,305281,306808
2021-04-28,316805,266764
2021-04-29,313993,279170
2021-04-30,313079,283577
2021-05-01,416837,330908
2021-05-02,313649,297897
2021-05-03,318319,266208
2021-05-04,315161,284025
2021-05-05,439447,372405
2021-05-06,388921,313506
2021-05-07,352377,300387
2021-05-08,322394,297146
2021-05-09,323788,287860
2021-05-10,324740,298388
2021-05-11,306946,277746
2021-05-12,321397,288067
2021-05-13,315864,289254
2021-05-14,332807,286777
2021-05-15,362246,310542
2021-05-16,425784,319496
2021-05-17,399780,354978
2021-05-18,393659,358814
2021-05-19,400843,296556
2021-05-20,383529,335367
2021-05-21,415667,375894
2021-05-22,389290,346067
2021-05-23,368302,312684
2021-05-24,349820,318002
2021-05-25,341904,319788
2021-05-26,328736,313734
2021-05-27,335414,303713
2021-05-28,349306,324203
2021-05-29,364202,319314
2021-05-30,339046,300635
2021-05-31,336245,313424
2021-06-01,320649,264121
2021-06-02,319178,304431
2021-06-03,363538,298170
2021-06-04,413366,357856
2021-06-05,354999,319336
2021-06-06,332350,310772
2021-06-07,339128,313039
2021-06-08,327097,289896
2021-06-09,329505,294041
2021-06-10,323456,305047
2021-06-11,411444,320916
2021-06-12,488110,344482
2021-06-13,458453,349760
2021-06-14,456993,377579
2021-06-15,440993,362723
2021-06-16,476412,367520
2021-06-17,471712,341984
2021-06-18,458017,371922
2021-06-19,432495,383363
2021-06-20,409922,347409
2021-06-21,404277,325061
2021-06-22,381482,336131
2021-06-23,373117,318656
2021-06-24,352194,311134
2021-06-25,353816,319041
2021-06-26,349955,320971
2021-06-27,346791,316326
2021-06-28,341396,309484
2021-06-29,338557,306591
2021-06-30,340534,306564
2021-07-01,321792,296741
2021-07-02,333844,297954
2021-07-03,370933,314561
2021-07-04,443622,353359
2021-07-05,423521,356962
2021-07-06,462619,351160
2021-07-07,400254,355979
2021-07-08,434415,345370
2021-07-09,437141,358888
2021-07-10,428199,353872
2021-07-11,403227,328804
2021-07-12,413210,354206
2021-07-13,479734,365491
2021-07-14,456245,350294
2021-07-15,443806,355496
2021-07-16,427985,360726
2021-07-17,498880,361344
2021-07-18,444048,335080
2021-07-19,425571,335329
2021-07-20,419811,340775
2021-07-21,389796,331826
2021-07-22,388442,325781
2021-07-23,393240,329073
2021-07-24,396082,336436
2021-07-25,369826,328238
2021-07-26,359745,320808
2021-07-27,356484,317524
2021-07-28,375292,325683
2021-07-29,339232,314837
2021-07-30,339111,304720
2021-07-31,361894,327480
2021-08-01,347513,306906
2021-08-02,346994,307953
2021-08-03,323725,306375
2021-08-04,330284,302583
2021-08-05,329874,313209
2021-08-06,331243,311376
2021-08-07,332498,305179
2021-08-08,404006,345734
2021-08-09,402310,352850
2021-08-10,361677,344519
2021-08-11,382131,332259
2021-08-12,346105,319189
2021-08-13,383757,345525
2021-08-14,439909,358378
2021-08-15,390452,328181
2021-08-16,342251,322702
2021-08-17,424832,361292
2021-08-18,445347,348678
2021-08-19,398375,344944
2021-08-20,375878,330043
2021-08-21,410703,347407
2021-08-22,484997,347618
2021-08-23,464267,353666
2021-08-24,489035,357512
2021-08-25,486377,351937
2021-08-26,472845,344415
2021-08-27,464286,348064
2021-08-28,504048,345034
2021-08-29,442487,341560
2021-08-30,440513,343410
2021-08-31,434857,342158
2021-09-01,453672,340289
2021-09-02,503004,349625
2021-09-03,489975,343836
2021-09-04,490703,340656
2021-09-05,424454,341506
2021-09-06,444024,343543
2021-09-07,454361,345403
2021-09-08,442463,341016
2021-09-09,419949,338236
2021-09-10,402125,351180
2021-09-11,403147,335735
2021-09-12,385809,310449
2021-09-13,383514,335940
2021-09-14,405756,344253
2021-09-15,400858,343996
2021-09-16,365517,333307
2021-09-17,407489,341125
2021-09-18,413508,352322
2021-09-19,431896,345976
2021-09-20,419628,340893
2021-09-21,432731,335226
2021-09-22,401921,320083
2021-09-23,405144,344018
2021-09-24,399338,343632
2021-09-25,401504,334287
2021-09-26,377808,341471
2021-09-27,401535,343459
2021-09-28,353529,316409
2021-09-29,364603,346921
2021-09-30,419421,350087
2021-10-01,390752,340954
2021-10-02,369056,340214
2021-10-03,347513,337400
2021-10-04,371104,343889
2021-10-05,350098,343884
2021-10-06,349489,348964
2021-10-07,361972,300536
2021-10-08,350308,318205
2021-10-09,355896,323525
2021-10-10,325726,294155
2021-10-11,336649,314494
2021-10-12,365846,312799
2021-10-13,334441,287175
2021-10-14,334594,293384
2021-10-15,325623,297976
2021-10-16,395318,325240
2021-10-17,366468,304286
2021-10-18,346695,293505
2021-10-19,330861,302462
2021-10-20,320458,306233
2021-10-21,343240,319753
2021-10-22,346948,308880
2021-10-23,321558,299956
2021-10-24,324313,302640
2021-10-25,314075,300886
2021-10-26,314829,278991
2021-10-27,323059,287812
2021-10-28,315546,274886
2021-10-29,305929,284504
2021-10-30,318641,291750
2021-10-31,322428,288057
2021-11-01,326160,290252
2021-11-02,308134,299354
2021-11-03,316655,262649
2021-11-04,317490,291871
2021-11-05,312526,301401
2021-11-06,316186,289042
2021-11-07,306842,291632
2021-11-08,383794,308625
2021-11-09,355443,321591
2021-11-10,321573,303200
2021-11-11,326921,254966
2021-11-12,316914,295881
2021-11-13,313345,275321
2021-11-14,309860,278729
2021-11-15,322198,291164
2021-11-16,303309,278783
2021-11-17,309353,290598
2021-11-18,307242,279426
2021-11-19,302585,281711
2021-11-20,301906,287781
2021-11-21,306244,299862
2021-11-22,307452,288406
2021-11-23,293245,242757
2021-11-24,306828,274995
2021-11-25,299920,277955
2021-11-26,294800,274619
2021-11-27,299225,271500
2021-11-28,298627,278220
2021-11-29,295049,289526
2021-11-30,390767,307988
2021-12-01,352176,314668
2021-12-02,318833,291314
2021-12-03,316818,292197
2021-12-04,315885,291129
2021-12-05,313135,288823
2021-12-06,298293,288380
2021-12-07,302074,289149
2021-12-08,295307,288480
2021-12-09,294188,275639
2021-12-10,297546,283853
2021-12-11,301807,290642
2021-12-12,300040,280641
2021-12-13,289124,271908
2021-12-14,284262,279462
2021-12-15,288084,287460
2021-12-16,314973,305402
2021-12-17,297278,279956
2021-12-18,286656,274228
2021-12-19,282453,292355
2021-12-20,284963,279871
2021-12-21,294061,278864
2021-12-22,287586,282807
2021-12-23,285287,283816
2021-12-24,279023,289645
2021-12-25,290613,274630
2021-12-26,274901,285575
2021-12-27,278280,284616
2021-12-28,287980,278606
2021-12-29,294896,283861
2021-12-30,289690,281973
2021-12-31,294116,284272
2022-01-01,279805,286845
2022-01-02,289384,291059
2022-01-03,290104,289950
2022-01-04,277535,284959
2022-01-05,290397,290443
2022-01-06,292169,280362
2022-01-07,285584,286559
2022-01-08,290548,276950
2022-01-09,285495,283346
2022-01-10,284822,289903
2022-01-11,295604,283850
2022-01-12,310893,279708
2022-01-13,310903,280068
2022-01-14,311689,283245
2022-01-15,312748,283454
2022-01-16,313313,289431
2022-01-17,286398,286252
2022-01-18,300976,284324
2022-01-19,301224,278504
2022-01-20,289211,286915
2022-01-21,298063,286243
2022-01-22,311326,293738
2022-01-23,300122,299901
2022-01-24,300070,295820
2022-01-25,285806,289858
2022-01-26,293779,286309
2022-01-27,289497,289135
2022-01-28,294976,290919
2022-01-29,291940,299568
2022-01-30,291341,308216
2022-01-31,278226,311383
2022-02-01,282053,293669
2022-02-02,275649,286559
2022-02-03,282094,301956
2022-02-04,277924,290825
2022-02-05,270796,284034
2022-02-06,269782,285800
2022-02-07,282985,298724
2022-02-08,275840,287903
2022-02-09,281130,286705
2022-02-10,276035,295147
2022-02-11,279198,294796
2022-02-12,273713,286922
2022-02-13,279321,294555
2022-02-14,285969,304761
2022-02-15,289241,299072
2022-02-16,284754,288116
2022-02-17,279791,297923
2022-02-18,291933,292547
2022-02-19,274443,305923
2022-02-20,276875,300294
2022-02-21,296008,302077
2022-02-22,286767,290753
2022-02-23,300405,290366
2022-02-24,288772,287174
2022-02-25,284587,296721
2022-02-26,288934,291225
2022-02-27,284563,300326
2022-02-28,288285,277612
2022-03-01,277094,283286
2022-03-02,301056,296182
2022-03-03,294743,301753
2022-03-04,296754,298998
2022-03-05,280732,299320
2022-03-06,281698,299119
2022-03-07,289979,305135
2022-03-08,277619,301819
2022-03-09,273094,291558
2022-03-10,295333,297649
2022-03-11,284396,292771
2022-03-12,281045,299215
2022-03-13,272539,299765
2022-03-14,295359,297277
2022-03-15,300134,300563
2022-03-16,270944,302604
2022-03-17,285457,304011
2022-03-18,310930,307238
2022-03-19,355584,304864
2022-03-20,347973,303728
2022-03-21,293505,308536
2022-03-22,313591,314345
2022-03-23,316796,314318
2022-03-24,307033,305615
2022-03-25,306522,306470
2022-03-26,362783,314583
2022-03-27,401398,322221
2022-03-28,331704,315267
2022-03-29,342292,330823
2022-03-30,335547,332365
2022-03-31,327381,328644
2022-04-01,321141,328028
2022-04-02,311944,328385
2022-04-03,313165,320358
2022-04-04,332982,330925
2022-04-05,310078,312297
2022-04-06,304920,291319
2022-04-07,309342,300890
2022-04-08,309210,300948
2022-04-09,307129,298208
2022-04-10,313448,305473
2022-04-11,326454,305366
2022-04-12,318256,312533
2022-04-13,297238,307793
2022-04-14,296790,293654
2022-04-15,308394,295526
2022-04-16,296660,304613
2022-04-17,314077,296131
2022-04-18,305278,301556
2022-04-19,302417,308870
2022-04-20,305626,298453
2022-04-21,313203,314361
2022-04-22,314605,308853
2022-04-23,306940,307943
2022-04-24,309328,307780
2022-04-25,315378,308666
2022-04-26,396599,343916
2022-04-27,379285,339531
2022-04-28,360283,340123
2022-04-29,362937,337978
2022-04-30,334495,324720
2022-05-01,323935,333168
2022-05-02,348129,338399
2022-05-03,363767,342102
2022-05-04,338451,332481
2022-05-05,316763,328822
2022-05-06,324161,322214
2022-05-07,323674,330474
2022-05-08,309367,321624
2022-05-09,323674,316543
2022-05-10,305716,320247
2022-05-11,293502,310412
2022-05-12,306502,320998
2022-05-13,314400,322114
2022-05-14,318710,325112
2022-05-15,307931,311565
2022-05-16,314574,328519
2022-05-17,305453,320994
2022-05-18,314601,316223
2022-05-19,302456,314727
2022-05-20,303698,329459
2022-05-21,314102,322751
2022-05-22,313424,310901
2022-05-23,318485,328409
2022-05-24,311654,327985
2022-05-25,320173,327750
2022-05-26,302214,311046
2022-05-27,284982,307285
2022-05-28,286258,317463
2022-05-29,285099,313665
2022-05-30,308086,316123
2022-05-31,306566,314672
2022-06-01,305275,311434
2022-06-02,309318,313753
2022-06-03,302838,320773
2022-06-04,309831,313714
2022-06-05,331103,314150
2022-06-06,436854,343257
2022-06-07,317939,348235
2022-06-08,325489,251099
2022-06-09,330087,298594
2022-06-10,326877,301576
2022-06-11,311055,302747
2022-06-12,315765,300500
2022-06-13,327638,317502
2022-06-14,388229,306147
2022-06-15,356513,318037
2022-06-16,321685,322268
2022-06-17,324391,316186
2022-06-18,335465,316880
2022-06-19,329617,317345
2022-06-20,329037,309492
2022-06-21,330770,303874
2022-06-22,334482,307801
2022-06-23,335190,311365
2022-06-24,384845,342445
2022-06-25,349118,325825
2022-06-26,348855,328676
2022-06-27,373654,341363
2022-06-28,388480,340648
2022-06-29,397960,341492
2022-06-30,381271,335379
2022-07-01,360031,338727
2022-07-02,356317,346230
2022-07-03,344166,334920
2022-07-04,352472,334011
2022-07-05,340537,339327
2022-07-06,319589,319739
2022-07-07,315958,332120
2022-07-08,335020,340126
2022-07-09,329267,333290
2022-07-10,323487,340626
2022-07-11,350064,314301
2022-07-12,342587,320202
2022-07-13,359426,323728
2022-07-14,347119,315809
2022-07-15,338745,321875
2022-07-16,345591,322867
2022-07-17,335556,325376
2022-07-18,406545,321392
2022-07-19,465008,321456
2022-07-20,402284,321519
2022-07-21,405162,321345
2022-07-22,366144,321899
2022-07-23,356909,319331
2022-07-24,414029,321162
2022-07-25,412312,317563
2022-07-26,411168,319183
2022-07-27,361656,320939
2022-07-28,331233,322957
2022-07-29,367877,319229
2022-07-30,360671,325598
2022-07-31,378536,323748
2022-08-01,366187,320835
2022-08-02,369851,324218
2022-08-03,428802,323072
2022-08-04,355850,323118
2022-08-05,367767,322482
2022-08-06,361194,322083
2022-08-07,338516,313227
2022-08-08,337496,314394
2022-08-09,322786,322913
2022-08-10,353445,319591
2022-08-11,321425,323119
2022-08-12,338347,322231
2022-08-13,366431,323456
2022-08-14,388224,320395
2022-08-15,356616,318800
2022-08-16,389890,319927
2022-08-17,452744,326205
2022-08-18,388897,313506
2022-08-19,364823,331053
2022-08-20,374069,341465
2022-08-21,398030,339960
2022-08-22,395179,339419
2022-08-23,371572,337147
2022-08-24,425767,349564
2022-08-25,407235,338522
2022-08-26,379327,334168
2022-08-27,355177,332240
2022-08-28,340134,339412
2022-08-29,348795,336419
2022-08-30,350995,333552
2022-08-31,412971,346676
2022-09-01,425392,348511
2022-09-02,462557,343623
2022-09-03,479786,351885
2022-09-04,488081,347310
2022-09-05,475726,341726
2022-09-06,488416,345064
2022-09-07,468352,337650
2022-09-08,473959,342275
2022-09-09,466266,344627
2022-09-10,410007,342280
2022-09-11,382797,337137
2022-09-12,379597,336452
2022-09-13,367903,337625
2022-09-14,344100,315855
2022-09-15,345817,331783
2022-09-16,336562,333849
2022-09-17,352938,333465
2022-09-18,357794,343882
2022-09-19,447606,353476
2022-09-20,400998,333821
2022-09-21,355514,336833
2022-09-22,337630,332579
2022-09-23,338693,329771
2022-09-24,322032,331513
2022-09-25,320237,333618
2022-09-26,341051,341706
2022-09-27,332581,289530
2022-09-28,335249,330505
2022-09-29,325208,330632
2022-09-30,329977,325807
2022-10-01,318564,318559
2022-10-02,310662,295765
2022-10-03,353210,326974
2022-10-04,372920,336674
2022-10-05,363237,293360
2022-10-06,325274,314773
2022-10-07,319932,319371
2022-10-08,312076,320323
2022-10-09,304520,312347
2022-10-10,321276,322329
2022-10-11,319939,325994
2022-10-12,326162,304527
2022-10-13,299508,303508
2022-10-14,303954,302626
2022-10-15,316122,313687
2022-10-16,312189,303259
2022-10-17,312179,304344
2022-10-18,282267,299013
2022-10-19,303684,288497
2022-10-20,292631,307248
2022-10-21,285691,292609
2022-10-22,293990,306830
2022-10-23,309650,316694
2022-10-24,306196,305948
2022-10-25,289117,297578
