date,suyeong_vol,nambu_vol
2016-12-06,312496,302570
2016-12-07,319188,324274
2016-12-08,317734,286722
2016-12-09,323682,291630
2016-12-10,326578,307670
2016-12-11,327635,319739
2016-12-12,314190,308738
2016-12-13,319840,298066
2016-12-14,324365,309569
2016-12-15,317306,315024
2016-12-16,310762,304189
2016-12-17,321733,301155
2016-12-18,325985,317780
2016-12-19,363876,342658
2016-12-20,383333,361282
2016-12-21,342918,333023
2016-12-22,459396,382728
2016-12-23,460214,417132
2016-12-24,421875,388704
2016-12-25,395504,348684
2016-12-26,398051,355972
2016-12-27,464877,366064
2016-12-28,422218,380702
2016-12-29,389941,363424
2016-12-30,369242,342894
2016-12-31,374825,359892
2017-01-01,358303,346300
2017-01-02,351216,340527
2017-01-03,343510,325473
2017-01-04,342077,320846
2017-01-05,340485,331317
2017-01-06,336468,324396
2017-01-07,339075,320697
2017-01-08,393895,356498
2017-01-09,338428,317149
2017-01-10,325884,306798
2017-01-11,322667,307199
2017-01-12,329338,312329
2017-01-13,321261,312868
2017-01-14,330997,322128
2017-01-15,330963,298515
2017-01-16,326728,317053
2017-01-17,321064,320737
2017-01-18,325323,317498
2017-01-19,321323,319824
2017-01-20,322156,305406
2017-01-21,325457,294880
2017-01-22,329861,332287
2017-01-23,316298,304173
2017-01-24,316085,293520
2017-01-25,325509,312709
2017-01-26,340990,329593
2017-01-27,360007,336973
2017-01-28,310204,313085
2017-01-29,336275,319071
2017-01-30,347191,339567
2017-01-31,317563,302499
2017-02-01,311526,292444
2017-02-02,311518,294066
2017-02-03,310600,302895
2017-02-04,320635,304426
2017-02-05,376972,369334
2017-02-06,315037,298893
2017-02-07,306191,296848
2017-02-08,310841,298165
2017-02-09,310177,294657
2017-02-10,313198,286920
2017-02-11,319298,305725
2017-02-12,321753,297342
2017-02-13,310424,299072
2017-02-14,305871,290010
2017-02-15,304167,287090
2017-02-16,310902,297856
2017-02-17,380085,340383
2017-02-18,316813,291748
2017-02-19,316359,304302
2017-02-20,311946,291943
2017-02-21,300070,300025
2017-02-22,340673,296062
2017-02-23,380690,345422
2017-02-24,321714,297172
2017-02-25,324188,288703
2017-02-26,322566,299052
2017-02-27,309762,302969
2017-02-28,306772,303642
2017-03-01,306750,280142
2017-03-02,375779,326095
2017-03-03,314607,298037
2017-03-04,322476,298400
2017-03-05,324696,295591
2017-03-06,314686,297722
2017-03-07,302491,286760
2017-03-08,300026,288758
2017-03-09,310408,283395
2017-03-10,307195,294666
2017-03-11,320276,311930
2017-03-12,318906,298704
2017-03-13,314277,293368
2017-03-14,306702,303565
2017-03-15,300836,290611
2017-03-16,313813,278803
2017-03-17,309492,295547
2017-03-18,318351,281742
2017-03-19,321559,300066
2017-03-20,321800,302062
2017-03-21,385948,332471
2017-03-22,313837,301579
2017-03-23,312882,295505
2017-03-24,309105,287298
2017-03-25,320607,296187
2017-03-26,357668,328242
2017-03-27,333177,302766
2017-03-28,313387,296679
2017-03-29,315480,281032
2017-03-30,317609,304819
2017-03-31,306911,296793
2017-04-01,354066,306871
2017-04-02,349399,300513
2017-04-03,324113,296828
2017-04-04,315385,296924
2017-04-05,386849,345645
2017-04-06,483925,398906
2017-04-07,463108,371295
2017-04-08,409056,369568
2017-04-09,376937,332642
2017-04-10,355490,318903
2017-04-11,434250,361037
2017-04-12,381105,344967
2017-04-13,360572,359415
2017-04-14,348594,313890
2017-04-15,354579,327782
2017-04-16,356509,327102
2017-04-17,411299,367709
2017-04-18,458585,398686
2017-04-19,408902,373150
2017-04-20,368391,346533
2017-04-21,360400,336741
2017-04-22,359199,322861
2017-04-23,354919,314079
2017-04-24,339877,320690
2017-04-25,330688,310028
2017-04-26,373191,338942
2017-04-27,342799,328811
2017-04-28,333210,308318
2017-04-29,341086,334715
2017-04-30,337323,308430
2017-05-01,333824,307853
2017-05-02,318264,310107
2017-05-03,309543,292148
2017-05-04,318274,289486
2017-05-05,343049,321679
2017-05-06,332784,333105
2017-05-07,329873,305523
2017-05-08,317330,309727
2017-05-09,400838,352602
2017-05-10,360050,325419
2017-05-11,330835,289486
2017-05-12,368883,348350
2017-05-13,362588,339380
2017-05-14,333042,324492
2017-05-15,325243,300763
2017-05-16,317234,305093
2017-05-17,317736,296631
2017-05-18,317963,305473
2017-05-19,319909,306486
2017-05-20,323618,297935
2017-05-21,322971,314807
2017-05-22,321015,303411
2017-05-23,313399,303348
2017-05-24,315323,295756
2017-05-25,322231,300694
2017-05-26,314565,304241
2017-05-27,317594,316682
2017-05-28,314569,292169
2017-05-29,315320,309871
2017-05-30,310781,304065
2017-05-31,310315,293897
2017-06-01,320891,301025
2017-06-02,312134,309303
2017-06-03,313682,300570
2017-06-04,309660,303556
2017-06-05,300823,298423
2017-06-06,295991,289570
2017-06-07,407609,369968
2017-06-08,324295,316392
2017-06-09,312418,319523
2017-06-10,313707,295349
2017-06-11,319014,306389
2017-06-12,303483,300001
2017-06-13,302166,314776
2017-06-14,304290,305559
2017-06-15,310229,308797
2017-06-16,311776,301598
2017-06-17,314258,305820
2017-06-18,316245,307485
2017-06-19,312487,315071
2017-06-20,328285,322854
2017-06-21,356194,324202
2017-06-22,322224,316588
2017-06-23,321710,296646
2017-06-24,323758,325638
2017-06-25,325609,318813
2017-06-26,318299,314669
2017-06-27,308379,300299
2017-06-28,315113,314041
2017-06-29,322930,313384
2017-06-30,379901,347887
2017-07-01,328995,314225
2017-07-02,366298,338259
2017-07-03,326740,316674
2017-07-04,427683,405575
2017-07-05,443137,423158
2017-07-06,355483,373060
2017-07-07,338451,362979
2017-07-08,342880,362527
2017-07-09,356622,363057
2017-07-10,331830,382139
2017-07-11,376029,337184
2017-07-12,338608,373525
2017-07-13,339349,357751
2017-07-14,340367,369947
2017-07-15,338630,348061
2017-07-16,338174,354963
2017-07-17,330075,361707
2017-07-18,396286,392013
2017-07-19,333991,363535
2017-07-20,332178,370306
2017-07-21,335994,373153
2017-07-22,338012,382931
2017-07-23,336024,373231
2017-07-24,342182,370800
2017-07-25,347504,365014
2017-07-26,345395,363468
2017-07-27,320308,362086
2017-07-28,316908,337404
2017-07-29,324392,340830
2017-07-30,321773,329512
2017-07-31,330502,319782
2017-08-01,326647,339620
2017-08-02,304136,337633
2017-08-03,311778,332070
2017-08-04,315717,320229
2017-08-05,317941,331603
2017-08-06,322456,334160
2017-08-07,328652,345026
2017-08-08,324652,326044
2017-08-09,372479,364427
2017-08-10,339507,348309
2017-08-11,341051,342938
2017-08-12,315134,338749
2017-08-13,309192,321205
2017-08-14,365961,356700
2017-08-15,417017,398679
2017-08-16,345305,354704
2017-08-17,340069,343796
2017-08-18,321876,367061
2017-08-19,317997,348434
2017-08-20,324959,364382
2017-08-21,343098,334838
2017-08-22,350129,395254
2017-08-23,371667,367914
2017-08-24,345302,337658
2017-08-25,331693,337732
2017-08-26,317552,327206
2017-08-27,310718,312244
2017-08-28,308426,319832
2017-08-29,299538,315277
2017-08-30,313237,330291
2017-08-31,313162,332623
2017-09-01,311739,313515
2017-09-02,315686,318160
2017-09-03,308664,328685
2017-09-04,301641,323696
2017-09-05,303782,311789
2017-09-06,326151,324998
2017-09-07,460520,399706
2017-09-08,341282,374273
2017-09-09,331184,328095
2017-09-10,328288,330639
2017-09-11,395892,424236
2017-09-12,377937,449560
2017-09-13,401176,421254
2017-09-14,349796,383538
2017-09-15,335531,355130
2017-09-16,331543,347910
2017-09-17,403951,406971
2017-09-18,360358,362536
2017-09-19,325785,345653
2017-09-20,320591,347167
2017-09-21,321915,323125
2017-09-22,319735,340986
2017-09-23,328594,351719
2017-09-24,328943,329228
2017-09-25,322009,364763
2017-09-26,320333,366077
2017-09-27,405594,387646
2017-09-28,324363,335925
2017-09-29,312872,312558
2017-09-30,320249,322816
2017-10-01,330044,329921
2017-10-02,479110,427917
2017-10-03,446417,493322
2017-10-04,343284,414992
2017-10-05,314024,322525
2017-10-06,405853,387230
2017-10-07,362031,350520
2017-10-08,358509,347686
2017-10-09,352597,344995
2017-10-10,331261,348123
2017-10-11,325018,318050
2017-10-12,362837,353159
2017-10-13,373300,353651
2017-10-14,320642,328444
2017-10-15,407475,388073
2017-10-16,331642,335681
2017-10-17,323329,336995
2017-10-18,311137,332799
2017-10-19,326189,305947
2017-10-20,318268,328314
2017-10-21,321880,344196
2017-10-22,320012,330797
2017-10-23,310313,308734
2017-10-24,343654,346988
2017-10-25,320859,323884
2017-10-26,322825,308477
2017-10-27,309920,302657
2017-10-28,312999,321983
2017-10-29,319113,326855
2017-10-30,312078,315891
2017-10-31,307645,299532
2017-11-01,310473,309328
2017-11-02,310899,330394
2017-11-03,307754,328195
2017-11-04,312913,318795
2017-11-05,309753,317307
2017-11-06,293520,305381
2017-11-07,328709,312423
2017-11-08,310731,324226
2017-11-09,308331,314448
2017-11-10,300105,321758
2017-11-11,304666,314012
2017-11-12,306315,290773
2017-11-13,308002,307351
2017-11-14,305551,314787
2017-11-15,303566,295273
2017-11-16,305425,298018
2017-11-17,309524,316241
2017-11-18,309522,310932
2017-11-19,302824,330715
2017-11-20,307718,281963
2017-11-21,302175,300050
2017-11-22,298792,312917
2017-11-23,311623,287053
2017-11-24,298909,298380
2017-11-25,305136,295488
2017-11-26,300048,290437
2017-11-27,292658,311330
2017-11-28,294765,275184
2017-11-29,296580,317740
2017-11-30,298640,286851
2017-12-01,304104,307258
2017-12-02,307544,289207
2017-12-03,309038,297579
2017-12-04,293742,314770
2017-12-05,284855,297183
2017-12-06,301203,290056
2017-12-07,303505,295100
2017-12-08,301303,312780
2017-12-09,298000,290329
2017-12-10,310048,309632
2017-12-11,297042,305286
2017-12-12,307138,296513
2017-12-13,288006,298858
2017-12-14,300892,282450
2017-12-15,294198,312459
2017-12-16,308557,311961
2017-12-17,309440,318523
2017-12-18,296818,311369
2017-12-19,282234,289078
2017-12-20,281112,311148
2017-12-21,290558,299798
2017-12-22,290789,303935
2017-12-23,298607,301304
2017-12-24,318226,351178
2017-12-25,299433,321185
2017-12-26,282651,281005
2017-12-27,278982,290795
2017-12-28,283089,314886
2017-12-29,291626,310545
2017-12-30,298036,305181
2017-12-31,287767,308916
2018-01-01,284075,250693
2018-01-02,279317,254263
2018-01-03,280829,248012
2018-01-04,280737,246327
2018-01-05,276664,246918
2018-01-06,287659,247868
2018-01-07,279991,252800
2018-01-08,314287,292459
2018-01-09,275915,255571
2018-01-10,271179,229875
2018-01-11,283244,250268
2018-01-12,285295,236415
2018-01-13,293985,257374
2018-01-14,311784,271813
2018-01-15,313360,277914
2018-01-16,352612,276104
2018-01-17,421839,325487
2018-01-18,328314,277181
2018-01-19,310949,263617
2018-01-20,301670,289073
2018-01-21,296930,250579
2018-01-22,285945,261218
2018-01-23,297685,224460
2018-01-24,294826,243300
2018-01-25,289607,238955
2018-01-26,305424,243818
2018-01-27,304562,248721
2018-01-28,322341,254891
2018-01-29,306620,236884
2018-01-30,291313,279589
2018-01-31,316073,279867
2018-02-01,302609,271424
2018-02-02,310419,270879
2018-02-03,313781,282872
2018-02-04,300977,274829
2018-02-05,286232,264053
2018-02-06,281812,259945
2018-02-07,283732,248938
2018-02-08,290493,208626
2018-02-09,301927,231552
2018-02-10,319046,273466
2018-02-11,310345,282317
2018-02-12,298978,249447
2018-02-13,292486,237526
2018-02-14,307862,253528
2018-02-15,314330,265219
2018-02-16,290220,230077
2018-02-17,285887,236350
2018-02-18,307410,247456
2018-02-19,297986,237446
2018-02-20,282218,234134
2018-02-21,279925,237913
2018-02-22,278464,232918
2018-02-23,279735,222798
2018-02-24,292340,224374
2018-02-25,289489,229775
2018-02-26,296779,231319
2018-02-27,283415,227946
2018-02-28,315548,268377
2018-03-01,371289,317322
2018-03-02,304361,267402
2018-03-03,304499,257220
2018-03-04,312979,287302
2018-03-05,435804,288495
2018-03-06,370723,321780
2018-03-07,328993,273472
2018-03-08,436327,276075
2018-03-09,405499,276546
2018-03-10,363579,306687
2018-03-11,338390,252492
2018-03-12,338416,266585
2018-03-13,321039,264826
2018-03-14,324429,272326
2018-03-15,383959,261195
2018-03-16,453710,297142
2018-03-17,385395,303541
2018-03-18,357548,303561
2018-03-19,458300,303783
2018-03-20,454655,320794
2018-03-21,480785,279731
2018-03-22,443893,263406
2018-03-23,429702,318201
2018-03-24,397616,305823
2018-03-25,378122,299796
2018-03-26,360942,279204
2018-03-27,342795,291840
2018-03-28,344393,274691
2018-03-29,333967,274318
2018-03-30,321163,273251
2018-03-31,330709,273231
2018-04-01,341053,268262
2018-04-02,321136,277441
2018-04-03,310759,265336
2018-04-04,319578,286423
2018-04-05,311412,259678
2018-04-06,376835,348118
2018-04-07,379999,311249
2018-04-08,341354,273574
2018-04-09,326022,248893
2018-04-10,313070,265671
2018-04-11,320632,274233
2018-04-12,314542,285502
2018-04-13,313891,263834
2018-04-14,364772,259146
2018-04-15,409220,324334
2018-04-16,371157,301673
2018-04-17,328430,271530
2018-04-18,322593,278738
2018-04-19,318660,280589
2018-04-20,319765,282573
2018-04-21,321543,267754
2018-04-22,315920,272132
2018-04-23,399729,293614
2018-04-24,490989,291167
2018-04-25,456022,287444
2018-04-26,412517,322687
2018-04-27,360214,332333
2018-04-28,359412,291596
2018-04-29,345222,305166
2018-04-30,334320,301196
2018-05-01,336170,281904
2018-05-02,442762,312926
2018-05-03,344020,271794
2018-05-04,324418,281609
2018-05-05,312482,267836
2018-05-06,373591,269971
2018-05-07,456272,312185
2018-05-08,442277,305915
2018-05-09,405980,332403
2018-05-10,388120,310197
2018-05-11,354204,303380
2018-05-12,349772,297791
2018-05-13,434781,337831
2018-05-14,375200,295890
2018-05-15,380922,297017
2018-05-16,347462,306958
2018-05-17,368232,312384
2018-05-18,405817,336063
2018-05-19,356253,326830
2018-05-20,334269,292574
2018-05-21,316066,280914
2018-05-22,316864,282221
2018-05-23,426421,356017
2018-05-24,390122,335061
2018-05-25,376244,321414
2018-05-26,368864,319266
2018-05-27,344628,296636
2018-05-28,333636,297491
2018-05-29,325231,300962
2018-05-30,331251,296503
2018-05-31,324634,268208
2018-06-01,324432,300450
2018-06-02,331609,255031
2018-06-03,332425,284311
2018-06-04,323065,291068
2018-06-05,348332,289050
2018-06-06,323899,278681
2018-06-07,316967,279802
2018-06-08,319770,260102
2018-06-09,314931,274237
2018-06-10,317500,263481
2018-06-11,398664,339154
2018-06-12,353847,289626
2018-06-13,321254,264779
2018-06-14,319149,276113
2018-06-15,319915,285950
2018-06-16,312259,262745
2018-06-17,316011,267317
2018-06-18,319533,268031
2018-06-19,327342,283262
2018-06-20,361977,312034
2018-06-21,313205,253673
2018-06-22,305264,265006
2018-06-23,311528,274873
2018-06-24,318727,263106
2018-06-25,317705,278938
2018-06-26,318372,262518
2018-06-27,348039,310048
2018-06-28,402485,289875
2018-06-29,416073,293120
2018-06-30,403794,326925
2018-07-01,419152,342223
2018-07-02,414946,346984
2018-07-03,479632,340181
2018-07-04,493383,320320
2018-07-05,489845,341680
2018-07-06,464932,344244
2018-07-07,444014,347567
2018-07-08,405850,345514
2018-07-09,408159,330225
2018-07-10,398955,328135
2018-07-11,359982,344468
2018-07-12,404630,307726
2018-07-13,392208,321675
2018-07-14,382007,338216
2018-07-15,370662,329293
2018-07-16,359533,310863
2018-07-17,346284,324091
2018-07-18,347233,302569
2018-07-19,341266,309453
2018-07-20,350469,301309
2018-07-21,349324,274365
2018-07-22,341625,294468
2018-07-23,333459,291941
2018-07-24,338321,276619
2018-07-25,330427,299026
2018-07-26,333670,269079
2018-07-27,337585,295717
2018-07-28,345781,286726
2018-07-29,329485,288306
2018-07-30,341209,315498
2018-07-31,320364,272808
2018-08-01,317775,298042
2018-08-02,307083,268767
2018-08-03,315807,269101
2018-08-04,318182,280503
2018-08-05,320443,281574
2018-08-06,327827,273582
2018-08-07,311675,270417
2018-08-08,315083,266618
2018-08-09,313207,286288
2018-08-10,313350,300183
2018-08-11,320680,296820
2018-08-12,324717,293238
2018-08-13,322411,289437
2018-08-14,316126,285859
2018-08-15,351235,302244
2018-08-16,409750,336847
2018-08-17,325158,312668
2018-08-18,300566,263522
2018-08-19,304383,265757
2018-08-20,302922,271088
2018-08-21,306745,280946
2018-08-22,311435,283011
2018-08-23,347031,301881
2018-08-24,451202,324923
2018-08-25,334310,307646
2018-08-26,411078,335135
2018-08-27,442488,339966
2018-08-28,382951,328721
2018-08-29,352126,310684
2018-08-30,344108,312606
2018-08-31,393846,314542
2018-09-01,515113,377619
2018-09-02,464403,371136
2018-09-03,451049,347609
2018-09-04,455298,368409
2018-09-05,463136,346045
2018-09-06,383171,341795
2018-09-07,425423,348374
2018-09-08,396333,330642
2018-09-09,364516,323693
2018-09-10,353845,323783
2018-09-11,349560,282731
2018-09-12,354631,294372
2018-09-13,378408,321423
2018-09-14,453197,355513
2018-09-15,470054,356958
2018-09-16,428353,346360
2018-09-17,381040,334645
2018-09-18,371630,304647
2018-09-19,353984,311521
2018-09-20,432493,356815
2018-09-21,434604,325515
2018-09-22,446864,345201
2018-09-23,420999,342855
2018-09-24,362200,321250
2018-09-25,345926,303710
2018-09-26,351683,312652
2018-09-27,341377,308636
2018-09-28,330285,270944
2018-09-29,393448,329464
2018-09-30,464262,351018
2018-10-01,426340,345491
2018-10-02,365804,320170
2018-10-03,349248,332152
2018-10-04,343432,313744
2018-10-05,452500,361560
2018-10-06,434139,365959
2018-10-07,439720,369137
2018-10-08,442381,351521
2018-10-09,428676,357289
2018-10-10,402300,350015
2018-10-11,378138,345368
2018-10-12,358641,330242
2018-10-13,352553,317878
2018-10-14,355396,300957
2018-10-15,349197,308404
2018-10-16,339395,293215
2018-10-17,345532,301771
2018-10-18,324875,284428
2018-10-19,320789,287431
2018-10-20,326327,287791
2018-10-21,327363,289842
2018-10-22,321872,287807
2018-10-23,314263,293642
2018-10-24,317304,293031
2018-10-25,315867,291445
2018-10-26,340331,300618
2018-10-27,329168,296561
2018-10-28,313675,287704
2018-10-29,314392,290099
2018-10-30,303574,277632
2018-10-31,302079,265916
2018-11-01,302211,280831
2018-11-02,305095,279114
2018-11-03,310713,272687
2018-11-04,308876,279000
2018-11-05,307932,289230
2018-11-06,307884,260505
2018-11-07,301695,253942
2018-11-08,370493,303094
2018-11-09,443813,349801
2018-11-10,409242,341208
2018-11-11,373204,309506
2018-11-12,378286,310810
2018-11-13,340211,304760
2018-11-14,336142,293360
2018-11-15,328872,296432
2018-11-16,325652,283517
2018-11-17,324445,275156
2018-11-18,313776,283404
2018-11-19,322005,285775
2018-11-20,308131,262185
2018-11-21,308276,278145
2018-11-22,315510,274973
2018-11-23,312104,269006
2018-11-24,311082,283605
2018-11-25,313094,285690
2018-11-26,308024,287973
2018-11-27,304617,259284
2018-11-28,307298,268117
2018-11-29,306572,269663
2018-11-30,296844,283391
2018-12-01,307050,250537
2018-12-02,314347,269904
2018-12-03,351614,336270
2018-12-04,345279,314018
2018-12-05,366155,308486
2018-12-06,344002,307820
2018-12-07,320410,282181
2018-12-08,327520,281432
2018-12-09,317214,264918
2018-12-10,315897,270987
2018-12-11,317644,295976
2018-12-12,302142,275243
2018-12-13,283224,249841
2018-12-14,301888,256165
2018-12-15,300081,266777
2018-12-16,311873,286075
2018-12-17,295491,252568
2018-12-18,291626,259536
2018-12-19,290542,278045
2018-12-20,281915,264094
2018-12-21,293062,268501
2018-12-22,303653,291073
2018-12-23,310452,283714
2018-12-24,284053,288054
2018-12-25,289211,280736
2018-12-26,285876,282298
2018-12-27,288780,278909
2018-12-28,284951,276956
2018-12-29,296705,273578
2018-12-30,297245,276865
2018-12-31,294764,284987
2019-01-01,283523,279087
2019-01-02,282630,289535
2019-01-03,286733,293057
2019-01-04,287082,298024
2019-01-05,290295,304395
2019-01-06,297101,295919
2019-01-07,286842,299872
2019-01-08,281905,282943
2019-01-09,293620,280691
2019-01-10,288017,287192
2019-01-11,285320,280650
2019-01-12,296730,292553
2019-01-13,293532,308628
2019-01-14,286511,257385
2019-01-15,280656,242403
2019-01-16,280844,244703
2019-01-17,282960,234419
2019-01-18,281640,242168
2019-01-19,297137,261113
2019-01-20,295296,270517
2019-01-21,288226,239405
2019-01-22,293176,244563
2019-01-23,281856,248098
2019-01-24,286124,250985
2019-01-25,282127,243889
2019-01-26,290658,230657
2019-01-27,295723,247988
2019-01-28,293958,253974
2019-01-29,282848,240130
2019-01-30,285487,242340
2019-01-31,326887,270104
2019-02-01,314308,255274
2019-02-02,308535,248230
2019-02-03,354331,254964
2019-02-04,356353,272199
2019-02-05,287855,255511
2019-02-06,294828,226545
2019-02-07,296653,247773
2019-02-08,282366,237374
2019-02-09,289388,242428
2019-02-10,288589,243902
2019-02-11,281284,243061
2019-02-12,277333,241102
2019-02-13,280691,237490
2019-02-14,280624,250044
2019-02-15,280785,241012
2019-02-16,289454,242281
2019-02-17,294284,254964
2019-02-18,284419,241041
2019-02-19,372004,284523
2019-02-20,342516,237057
2019-02-21,303630,287359
2019-02-22,300428,261793
2019-02-23,306057,241837
2019-02-24,303287,248066
2019-02-25,293540,244616
2019-02-26,288944,253873
2019-02-27,284877,230662
2019-02-28,291665,243135
2019-03-01,289418,247794
2019-03-02,289974,248255
2019-03-03,298271,242575
2019-03-04,298531,248900
2019-03-05,279443,252346
2019-03-06,290964,257526
2019-03-07,273359,244276
2019-03-08,289537,243372
2019-03-09,290016,262504
2019-03-10,380001,297658
2019-03-11,370384,264051
2019-03-12,310465,277642
2019-03-13,299933,260875
2019-03-14,294314,251985
2019-03-15,313544,244108
2019-03-16,320075,263597
2019-03-17,304398,264040
2019-03-18,289001,256038
2019-03-19,300548,245606
2019-03-20,299249,246713
2019-03-21,427762,302517
2019-03-22,392152,344327
2019-03-23,334581,277287
2019-03-24,321307,264804
2019-03-25,335876,283123
2019-03-26,303876,266456
2019-03-27,303131,266071
2019-03-28,301195,258059
2019-03-29,300488,280318
2019-03-30,314148,260137
2019-03-31,305071,258394
2019-04-01,294932,265268
2019-04-02,294889,254436
2019-04-03,297651,254656
2019-04-04,299166,277563
2019-04-05,297231,242753
2019-04-06,301213,275849
2019-04-07,311065,263905
2019-04-08,306488,271103
2019-04-09,295038,267127
2019-04-10,385401,315110
2019-04-11,309890,265424
2019-04-12,316751,257881
2019-04-13,305735,258609
2019-04-14,303614,244818
2019-04-15,302434,265510
2019-04-16,307643,242611
2019-04-17,295060,257849
2019-04-18,300333,249560
2019-04-19,295917,269846
2019-04-20,305550,244331
2019-04-21,304343,245942
2019-04-22,297401,248842
2019-04-23,302855,265791
2019-04-24,397960,277728
2019-04-25,321179,267690
2019-04-26,341892,286173
2019-04-27,329537,282614
2019-04-28,302100,256085
2019-04-29,336966,269988
2019-04-30,380472,310348
2019-05-01,349184,314339
2019-05-02,330264,269275
2019-05-03,316843,270809
2019-05-04,307670,279233
2019-05-05,297011,269312
2019-05-06,307249,263365
2019-05-07,299335,243481
2019-05-08,290859,259658
2019-05-09,292998,259533
2019-05-10,293163,246437
2019-05-11,301152,248934
2019-05-12,295691,246588
2019-05-13,296708,243280
2019-05-14,295863,237354
2019-05-15,299943,246633
2019-05-16,299001,259583
2019-05-17,297952,249916
2019-05-18,340240,268519
2019-05-19,365144,273566
2019-05-20,408103,271839
2019-05-21,315123,262486
2019-05-22,301699,265667
2019-05-23,311686,257491
2019-05-24,307952,275715
2019-05-25,305334,265722
2019-05-26,319094,273150
2019-05-27,357107,297333
2019-05-28,434213,291542
2019-05-29,351064,298169
2019-05-30,324518,266046
2019-05-31,316566,255360
2019-06-01,315346,261462
2019-06-02,309019,255189
2019-06-03,301322,271307
2019-06-04,307232,269624
2019-06-05,304276,247390
2019-06-06,319758,268003
2019-06-07,464155,273792
2019-06-08,392297,285582
2019-06-09,336986,297295
2019-06-10,321467,275037
2019-06-11,309373,276141
2019-06-12,309044,257859
2019-06-13,309701,255671
2019-06-14,344578,298551
2019-06-15,360197,274898
2019-06-16,334383,264165
2019-06-17,312494,273905
2019-06-18,300378,273447
2019-06-19,304778,262294
2019-06-20,305872,268790
2019-06-21,299507,272279
2019-06-22,300113,274071
2019-06-23,296703,260118
2019-06-24,290644,260114
2019-06-25,294760,256782
2019-06-26,403208,273659
2019-06-27,515968,283901
2019-06-28,497494,271233
2019-06-29,445071,284597
2019-06-30,477590,332186
2019-07-01,460650,292563
2019-07-02,449189,274730
2019-07-03,403694,308538
2019-07-04,386388,324630
2019-07-05,368285,286802
2019-07-06,360512,269228
2019-07-07,341720,301757
2019-07-08,333875,303093
2019-07-09,320989,265525
2019-07-10,384897,282401
2019-07-11,486941,311841
2019-07-12,409901,332919
2019-07-13,372961,292746
2019-07-14,365984,261451
2019-07-15,342608,304164
2019-07-16,335173,279597
2019-07-17,333350,253781
2019-07-18,432541,258545
2019-07-19,420013,281406
2019-07-20,466928,272390
2019-07-21,495017,276278
2019-07-22,451165,273560
2019-07-23,448118,305370
2019-07-24,459449,318401
2019-07-25,420982,283009
2019-07-26,422711,276167
2019-07-27,428145,312641
2019-07-28,417586,318795
2019-07-29,410459,299219
2019-07-30,384662,284383
2019-07-31,415501,296783
2019-08-01,359143,308446
2019-08-02,358915,309262
2019-08-03,339564,295939
2019-08-04,343184,295742
2019-08-05,342092,307035
2019-08-06,378532,318739
2019-08-07,437722,329520
2019-08-08,423820,336674
2019-08-09,411317,337336
2019-08-10,391834,318087
2019-08-11,361432,312615
2019-08-12,373638,302213
2019-08-13,357351,310452
2019-08-14,363759,307838
2019-08-15,411397,309452
2019-08-16,377506,311024
2019-08-17,356409,313091
2019-08-18,363335,298158
2019-08-19,339838,294531
2019-08-20,332068,304211
2019-08-21,343725,266179
2019-08-22,453732,323906
2019-08-23,432465,312125
2019-08-24,426741,311875
2019-08-25,374925,305482
2019-08-26,370476,303843
2019-08-27,411822,321173
2019-08-28,373192,323408
2019-08-29,369965,310724
2019-08-30,360995,403685
2019-08-31,349481,303010
2019-09-01,344867,301041
2019-09-02,399345,281982
2019-09-03,393693,291282
2019-09-04,394070,322235
2019-09-05,415438,316280
2019-09-06,392735,322041
2019-09-07,461047,305423
2019-09-08,407168,316031
2019-09-09,403788,297454
2019-09-10,375483,318182
2019-09-11,443568,319142
2019-09-12,418067,320428
2019-09-13,348076,316013
2019-09-14,345054,288586
2019-09-15,355732,305615
2019-09-16,364116,305442
2019-09-17,326956,290694
2019-09-18,326695,287880
2019-09-19,336542,276594
2019-09-20,325022,275310
2019-09-21,435181,305416
2019-09-22,500010,340545
2019-09-23,480375,340326
2019-09-24,481491,337163
2019-09-25,437852,329910
2019-09-26,415110,334839
2019-09-27,389926,329979
2019-09-28,486471,334977
2019-09-29,472707,333669
2019-09-30,453143,334120
2019-10-01,458334,336027
2019-10-02,470749,320342
2019-10-03,506155,321040
2019-10-04,499659,336972
2019-10-05,484069,320524
2019-10-06,438641,322224
2019-10-07,418006,340415
2019-10-08,399052,341454
2019-10-09,390422,334495
2019-10-10,368096,325595
2019-10-11,362470,323359
2019-10-12,362913,330309
2019-10-13,358724,307168
2019-10-14,351868,310000
2019-10-15,336978,296504
2019-10-16,338508,284453
2019-10-17,339914,288792
2019-10-18,422182,314853
2019-10-19,392590,320565
2019-10-20,378923,328732
2019-10-21,358302,293217
2019-10-22,347209,283844
2019-10-23,339694,293054
2019-10-24,342541,289334
2019-10-25,341143,273095
2019-10-26,338823,273891
2019-10-27,335038,293547
2019-10-28,338667,283044
2019-10-29,320659,272078
2019-10-30,324261,289550
2019-10-31,320821,268512
2019-11-01,321904,259099
2019-11-02,323878,261035
2019-11-03,336343,263381
2019-11-04,323605,278600
2019-11-05,323428,260904
2019-11-06,329417,243598
2019-11-07,318080,250700
2019-11-08,310714,275906
2019-11-09,319744,245029
2019-11-10,314651,264586
2019-11-11,348602,268749
2019-11-12,308673,268938
2019-11-13,304598,263315
2019-11-14,307997,234090
2019-11-15,305203,241796
