distance_from_estuary_km,precip_daily,temp_daily,wind_max,gijang_discharge_m3_day,discharge_95th_thresh,precip_1d_lag,precip_2d_sum_lag,precip_3d_sum_lag,precip_5d_sum_lag,temp_1d_lag,wind_max_1d_lag,gijang_discharge_1d_lag,gijang_thresh_1d_lag,CSO_Flag_Rain,Dual_CSO_Flag,month,is_weekend,avg_water_temp,avg_water_temp_1d_lag,tide_range,tide_range_1d_lag,wind_sin,wind_cos,wind_sin_1d_lag,wind_cos_1d_lag,dry_days_count,actual,predicted_prob,predicted_class,is_error
0.0,0.0,22.2,11.8,0.0,4859.799999999999,0.0,0.0,0.0,13.500000000000009,22.120833333333334,16.4,4621.0,4859.799999999999,0.0,0.0,6.0,0.0,15.4,15.2,91.0,77.0,0.5962248749656158,0.8028174751911146,0.1460830285624119,-0.9892723329629882,4.0,0,0.80282164,1,True
1.0,0.0,22.2,11.8,0.0,4859.799999999999,0.0,0.0,0.0,13.500000000000009,22.120833333333334,16.4,4621.0,4859.799999999999,0.0,0.0,6.0,0.0,15.4,15.2,91.0,77.0,0.5962248749656158,0.8028174751911146,0.1460830285624119,-0.9892723329629882,4.0,0,0.7790858,1,True
0.0,0.0,26.820833333333336,10.3,0.0,4859.799999999999,1.0,1.300000000000043,1.3000000000000196,1.4000000000000177,26.554166666666664,14.5,2849.0,4913.1,0.0,0.0,7.0,0.0,26.3,26.0,83.0,92.0,0.9455185755993168,-0.3255681544571566,0.9998766324816606,-0.0157073173118207,1.0,0,0.5775245,1,True
0.5,0.0,26.820833333333336,10.3,0.0,4859.799999999999,1.0,1.300000000000043,1.3000000000000196,1.4000000000000177,26.554166666666664,14.5,2849.0,4913.1,0.0,0.0,7.0,0.0,26.3,26.0,83.0,92.0,0.9455185755993168,-0.3255681544571566,0.9998766324816606,-0.0157073173118207,1.0,0,0.49812296,1,True
0.0,0.3,27.291666666666668,15.4,6441.8,7767.884999999999,6.1,30.100000000000044,33.40000000000002,33.40000000000002,27.9875,13.3,0.0,4859.799999999999,1.0,0.0,8.0,0.0,25.8,25.4,35.0,33.0,-0.4446351791849275,-0.8957117602394128,-0.0871557427476579,-0.9961946980917455,0.0,0,0.48372066,1,True
1.0,10.7,23.241666666666664,20.6,0.0,4859.799999999999,4.7,5.800000000000043,5.800000000000001,9.200000000000006,21.7,20.0,0.0,4859.799999999999,0.0,0.0,9.0,0.0,23.5,23.4,28.0,49.0,-0.2689198206152655,-0.9631625667976582,0.5562956155003047,0.8309844692743283,0.0,0,0.35637602,1,True
0.0,0.9,18.8125,26.5,5889.8,7107.659999999999,0.0,0.3000000000000427,0.3,1.8000000000000145,19.23333333333333,22.7,0.0,5392.8,0.0,0.0,6.0,0.0,19.3,19.3,117.0,101.0,0.7431448254773942,0.6691306063588582,0.997314477224458,0.0732381971276318,0.0,0,0.34026945,1,True
0.5,0.9,18.8125,26.5,5889.8,7107.659999999999,0.0,0.3000000000000427,0.3,1.8000000000000145,19.23333333333333,22.7,0.0,5392.8,0.0,0.0,6.0,0.0,19.3,19.3,117.0,101.0,0.7431448254773942,0.6691306063588582,0.997314477224458,0.0732381971276318,0.0,0,0.4962517,1,True
1.0,0.9,18.8125,26.5,5889.8,7107.659999999999,0.0,0.3000000000000427,0.3,1.8000000000000145,19.23333333333333,22.7,0.0,5392.8,0.0,0.0,6.0,0.0,19.3,19.3,117.0,101.0,0.7431448254773942,0.6691306063588582,0.997314477224458,0.0732381971276318,0.0,0,0.47654808,1,True
0.0,1.0,26.704166666666666,16.1,6319.5,7821.1849999999995,4.2,91.80000000000004,91.79999999999998,92.9,25.204166666666666,10.5,1992.8,5073.0,1.0,0.0,7.0,0.0,17.3,17.7,73.0,89.0,0.027921638723569,-0.9996101150403544,-0.3436596945856159,-0.9390942520947092,0.0,0,0.48564374,1,True
0.5,1.0,26.704166666666666,16.1,6319.5,7821.1849999999995,4.2,91.80000000000004,91.79999999999998,92.9,25.204166666666666,10.5,1992.8,5073.0,1.0,0.0,7.0,0.0,17.3,17.7,73.0,89.0,0.027921638723569,-0.9996101150403544,-0.3436596945856159,-0.9390942520947092,0.0,0,0.48564374,1,True
1.0,1.0,26.704166666666666,16.1,6319.5,7821.1849999999995,4.2,91.80000000000004,91.79999999999998,92.9,25.204166666666666,10.5,1992.8,5073.0,1.0,0.0,7.0,0.0,17.3,17.7,73.0,89.0,0.027921638723569,-0.9996101150403544,-0.3436596945856159,-0.9390942520947092,0.0,1,0.10520708,0,True
0.0,0.0,24.791666666666668,14.8,5400.0,5392.8,2.9,16.90000000000004,18.599999999999984,32.80000000000001,25.02083333333333,12.2,5558.0,5392.8,0.0,0.0,7.0,0.0,21.9,20.8,74.0,60.0,0.9466492601156964,0.3222656952305111,-0.989776230907789,0.1426289337055114,1.0,0,0.40989533,1,True
0.5,0.0,24.791666666666668,14.8,5400.0,5392.8,2.9,16.90000000000004,18.599999999999984,32.80000000000001,25.02083333333333,12.2,5558.0,5392.8,0.0,0.0,7.0,0.0,21.9,20.8,74.0,60.0,0.9466492601156964,0.3222656952305111,-0.989776230907789,0.1426289337055114,1.0,0,0.40989533,1,True
1.0,0.0,24.791666666666668,14.8,5400.0,5392.8,2.9,16.90000000000004,18.599999999999984,32.80000000000001,25.02083333333333,12.2,5558.0,5392.8,0.0,0.0,7.0,0.0,21.9,20.8,74.0,60.0,0.9466492601156964,0.3222656952305111,-0.989776230907789,0.1426289337055114,1.0,1,0.16802429,0,True
0.0,2.4000000000000004,27.575,23.1,0.0,5392.8,13.5,17.90000000000004,25.799999999999983,27.900000000000013,26.704166666666666,27.8,0.0,5392.8,1.0,0.0,8.0,0.0,18.8,21.7,89.0,86.0,-0.5195191118795094,-0.8544588301328073,-0.698415285431006,-0.7156927337037358,0.0,0,0.30718595,1,True
0.5,2.4000000000000004,27.575,23.1,0.0,5392.8,13.5,17.90000000000004,25.799999999999983,27.900000000000013,26.704166666666666,27.8,0.0,5392.8,1.0,0.0,8.0,0.0,18.8,21.7,89.0,86.0,-0.5195191118795094,-0.8544588301328073,-0.698415285431006,-0.7156927337037358,0.0,0,0.30718595,1,True
0.0,15.6,26.84166666666667,25.6,6108.5,7678.479999999999,0.6000000000000001,3.4000000000000425,6.899999999999986,15.300000000000011,28.98333333333333,29.8,5464.0,5392.8,0.0,0.0,8.0,0.0,13.3,14.0,107.0,117.0,-0.9964928592495044,0.0836778433323154,-0.9329535348254888,-0.3599968081200515,0.0,0,0.6800834,1,True
0.0,7.7,22.9,17.4,0.0,5392.8,0.0,0.0,0.0,0.1000000000000142,23.39583333333333,16.2,1063.2,5126.300000000001,0.0,0.0,8.0,0.0,25.1,24.6,118.0,112.0,0.7169106076504828,0.6971651028545646,0.5210096318405764,0.8535507972753275,0.0,0,0.41384453,1,True
0.5,7.7,22.9,17.4,0.0,5392.8,0.0,0.0,0.0,0.1000000000000142,23.39583333333333,16.2,1063.2,5126.300000000001,0.0,0.0,8.0,0.0,25.1,24.6,118.0,112.0,0.7169106076504828,0.6971651028545646,0.5210096318405764,0.8535507972753275,0.0,1,0.16802429,0,True
1.0,7.7,22.9,17.4,0.0,5392.8,0.0,0.0,0.0,0.1000000000000142,23.39583333333333,16.2,1063.2,5126.300000000001,0.0,0.0,8.0,0.0,25.1,24.6,118.0,112.0,0.7169106076504828,0.6971651028545646,0.5210096318405764,0.8535507972753275,0.0,0,0.5444741,1,True
0.0,0.3,20.23333333333333,12.6,6466.0,7107.659999999999,0.2,0.2000000000000426,0.2,0.2000000000000142,19.775,16.6,0.0,5392.8,0.0,0.0,9.0,0.0,18.860000000000003,18.729999999999997,114.0,108.0,0.9993283937786562,0.0366437087065562,0.5934188866037015,0.8048937973559142,0.0,0,0.40869665,1,True
0.5,0.3,20.23333333333333,12.6,6466.0,7107.659999999999,0.2,0.2000000000000426,0.2,0.2000000000000142,19.775,16.6,0.0,5392.8,0.0,0.0,9.0,0.0,18.860000000000003,18.729999999999997,114.0,108.0,0.9993283937786562,0.0366437087065562,0.5934188866037015,0.8048937973559142,0.0,1,0.28530148,0,True
0.0,0.0,20.883333333333333,14.6,6480.0,7298.2,0.0,0.0,0.0,6.100000000000029,19.775,14.7,6443.0,7298.2,0.0,0.0,6.0,0.0,16.1,16.4,107.0,117.0,-0.5269557954966775,-0.849892692986864,-0.1564344650402307,-0.9876883405951378,4.0,0,0.7659388,1,True
1.0,0.0,20.883333333333333,14.6,6480.0,7298.2,0.0,0.0,0.0,6.100000000000029,19.775,14.7,6443.0,7298.2,0.0,0.0,6.0,0.0,16.1,16.4,107.0,117.0,-0.5269557954966775,-0.849892692986864,-0.1564344650402307,-0.9876883405951378,4.0,0,0.7103971,1,True
0.0,0.0,27.7375,31.2,6657.0,7298.2,0.0,0.1000000000000355,0.1,0.1000000000000284,28.73333333333333,25.7,7031.0,7298.2,0.0,0.0,8.0,0.0,18.549999999999997,17.750000000000004,66.0,88.0,0.971134279909636,0.2385334575785808,0.9552783621223436,-0.2957080500440466,2.0,0,0.7107271,1,True
0.5,2.2,27.7625,19.1,6583.0,7298.2,2.6,2.7000000000000286,6.8,35.90000000000003,27.53333333333333,17.8,1437.0,5103.6399999999985,0.0,0.0,8.0,0.0,24.6,24.8,71.0,81.0,-0.1702094991660329,-0.98540789848349,-0.1184039683065009,-0.9929655081065368,0.0,0,0.8589353,1,True
0.5,0.8999999999999999,25.325,27.5,5972.0,7298.2,0.0,0.8000000000000285,1.0,151.60000000000002,25.65,27.2,6149.0,7298.2,0.0,0.0,9.0,0.0,26.2,25.7,63.0,87.0,0.4725507648690539,0.8813034520649923,0.6768759696826607,0.7360970871197343,0.0,0,0.6980061,1,True
0.0,0.0,16.195833333333333,9.0,6554.0,7298.2,0.0,0.0,0.0,0.0,16.820833333333333,18.4,6462.0,7298.2,0.0,0.0,10.0,0.0,22.8,22.6,44.0,65.0,0.9914448613738104,0.1305261922200517,-0.8443279255020155,0.535826794978996,6.0,0,0.7107271,1,True
0.5,0.0,16.195833333333333,9.0,6554.0,7298.2,0.0,0.0,0.0,0.0,16.820833333333333,18.4,6462.0,7298.2,0.0,0.0,10.0,0.0,22.8,22.6,44.0,65.0,0.9914448613738104,0.1305261922200517,-0.8443279255020155,0.535826794978996,6.0,0,0.68642175,1,True
0.0,0.0,29.23333333333333,16.7,6697.8,7440.904999999997,0.0,0.0,0.3000000000000133,8.800000000000015,29.429166666666664,15.1,6799.0,7107.659999999998,0.0,0.0,7.0,0.0,13.8,14.3,52.0,49.0,-0.2215484976194675,-0.9751493543055632,-0.9945218953682734,0.1045284632676529,3.0,0,0.39020827,1,True
0.5,0.0,29.23333333333333,16.7,6697.8,7440.904999999997,0.0,0.0,0.3000000000000133,8.800000000000015,29.429166666666664,15.1,6799.0,7107.659999999998,0.0,0.0,7.0,0.0,13.8,14.3,52.0,49.0,-0.2215484976194675,-0.9751493543055632,-0.9945218953682734,0.1045284632676529,3.0,0,0.39020827,1,True
0.5,6.6000000000000005,25.55,24.0,6012.8,7107.659999999999,0.0,0.0,0.2000000000000177,6.700000000000011,27.4875,10.8,1728.5,5179.6,0.0,0.0,8.0,0.0,18.3,14.9,43.0,62.0,0.7771459614569709,0.6293203910498375,0.9964928592495044,0.0836778433323154,0.0,0,0.3940182,1,True
1.0,6.6000000000000005,25.55,24.0,6012.8,7107.659999999999,0.0,0.0,0.2000000000000177,6.700000000000011,27.4875,10.8,1728.5,5179.6,0.0,0.0,8.0,0.0,18.3,14.9,43.0,62.0,0.7771459614569709,0.6293203910498375,0.9964928592495044,0.0836778433323154,0.0,0,0.47654808,1,True
0.5,24.0,26.729166666666668,23.6,5878.5,7054.359999999999,0.0,0.0,0.2000000000000213,20.50000000000001,27.7125,11.8,3057.3,5126.3,0.0,0.0,9.0,0.0,26.4,26.8,140.0,137.0,-0.5000000000000001,-0.8660254037844386,-0.938493022759556,0.3452981989985347,0.0,1,0.13785487,0,True
1.0,24.0,26.729166666666668,23.6,5878.5,7054.359999999999,0.0,0.0,0.2000000000000213,20.50000000000001,27.7125,11.8,3057.3,5126.3,0.0,0.0,9.0,0.0,26.4,26.8,140.0,137.0,-0.5000000000000001,-0.8660254037844386,-0.938493022759556,0.3452981989985347,0.0,0,0.30464816,1,True
0.0,5.4,19.8375,7.8,5983.8,7107.659999999999,0.0,0.0,0.0,0.0,21.225,12.0,2378.1,5019.7,0.0,0.0,6.0,0.0,15.4,15.6,93.0,92.0,0.6441236297613865,0.7649214009184319,0.6045991148623746,-0.7965299180241965,0.0,0,0.3940182,1,True
0.5,5.4,19.8375,7.8,5983.8,7107.659999999999,0.0,0.0,0.0,0.0,21.225,12.0,2378.1,5019.7,0.0,0.0,6.0,0.0,15.4,15.6,93.0,92.0,0.6441236297613865,0.7649214009184319,0.6045991148623746,-0.7965299180241965,0.0,0,0.4044924,1,True
1.0,5.4,19.8375,7.8,5983.8,7107.659999999999,0.0,0.0,0.0,0.0,21.225,12.0,2378.1,5019.7,0.0,0.0,6.0,0.0,15.4,15.6,93.0,92.0,0.6441236297613865,0.7649214009184319,0.6045991148623746,-0.7965299180241965,0.0,0,0.4962517,1,True
0.0,0.0,28.816666666666663,18.7,6128.7,7250.365,0.0,0.0,0.0,0.0,28.8,17.5,4382.6,5543.485000000001,0.0,0.0,7.0,0.0,13.7,14.1,51.0,66.0,-0.0401317925325597,-0.999194395114446,-0.5431744499506708,-0.8396198645344132,8.0,0,0.44596344,1,True
0.5,0.0,28.816666666666663,18.7,6128.7,7250.365,0.0,0.0,0.0,0.0,28.8,17.5,4382.6,5543.485000000001,0.0,0.0,7.0,0.0,13.7,14.1,51.0,66.0,-0.0401317925325597,-0.999194395114446,-0.5431744499506708,-0.8396198645344132,8.0,0,0.44596344,1,True
1.0,0.0,28.816666666666663,18.7,6128.7,7250.365,0.0,0.0,0.0,0.0,28.8,17.5,4382.6,5543.485000000001,0.0,0.0,7.0,0.0,13.7,14.1,51.0,66.0,-0.0401317925325597,-0.999194395114446,-0.5431744499506708,-0.8396198645344132,8.0,0,0.44596344,1,True
0.0,16.2,25.625,19.7,6330.1,8106.594999999999,3.0,5.6000000000000565,57.20000000000003,82.70000000000003,24.84166666666667,20.3,1992.8,5792.790000000001,1.0,0.0,7.0,0.0,19.7,21.4,86.0,96.0,-0.1495353434437094,-0.988756381047006,0.3987490689252461,-0.917060074385124,0.0,0,0.72507805,1,True
0.5,16.2,25.625,19.7,6330.1,8106.594999999999,3.0,5.6000000000000565,57.20000000000003,82.70000000000003,24.84166666666667,20.3,1992.8,5792.790000000001,1.0,0.0,7.0,0.0,19.7,21.4,86.0,96.0,-0.1495353434437094,-0.988756381047006,0.3987490689252461,-0.917060074385124,0.0,1,0.21426393,0,True
1.0,16.2,25.625,19.7,6330.1,8106.594999999999,3.0,5.6000000000000565,57.20000000000003,82.70000000000003,24.84166666666667,20.3,1992.8,5792.790000000001,1.0,0.0,7.0,0.0,19.7,21.4,86.0,96.0,-0.1495353434437094,-0.988756381047006,0.3987490689252461,-0.917060074385124,0.0,1,0.21426393,0,True
0.0,0.0,27.65833333333333,13.7,6115.4,7107.659999999999,0.0,0.0,0.0,0.2000000000000355,27.745833333333334,10.7,3685.0,5126.300000000001,0.0,0.0,7.0,0.0,21.1,19.7,85.0,95.0,0.8737722230354652,0.4863353804234905,0.90630778703665,0.4226182617406994,5.0,0,0.3319925,1,True
0.5,0.0,27.65833333333333,13.7,6115.4,7107.659999999999,0.0,0.0,0.0,0.2000000000000355,27.745833333333334,10.7,3685.0,5126.300000000001,0.0,0.0,7.0,0.0,21.1,19.7,85.0,95.0,0.8737722230354652,0.4863353804234905,0.90630778703665,0.4226182617406994,5.0,0,0.33666018,1,True
1.0,0.0,27.65833333333333,13.7,6115.4,7107.659999999999,0.0,0.0,0.0,0.2000000000000355,27.745833333333334,10.7,3685.0,5126.300000000001,0.0,0.0,7.0,0.0,21.1,19.7,85.0,95.0,0.8737722230354652,0.4863353804234905,0.90630778703665,0.4226182617406994,5.0,0,0.3940182,1,True
0.5,2.0,28.025,14.8,6693.0,7440.904999999999,0.2,0.2000000000000568,0.2000000000000293,6.100000000000029,28.166666666666668,17.4,6474.7,7298.199999999999,0.0,0.0,8.0,0.0,16.3,16.7,73.0,58.0,0.0348994967025011,-0.9993908270190958,-0.0401317925325597,-0.999194395114446,0.0,0,0.416126,1,True
1.0,2.0,28.025,14.8,6693.0,7440.904999999999,0.2,0.2000000000000568,0.2000000000000293,6.100000000000029,28.166666666666668,17.4,6474.7,7298.199999999999,0.0,0.0,8.0,0.0,16.3,16.7,73.0,58.0,0.0348994967025011,-0.9993908270190958,-0.0401317925325597,-0.999194395114446,0.0,0,0.48564374,1,True
0.5,1.4,28.433333333333334,22.9,6783.1,8241.77,0.3,1.000000000000057,1.1000000000000294,1.4000000000000292,28.77916666666667,18.8,5333.0,8725.25,0.0,0.0,8.0,0.0,12.5,13.3,111.0,114.0,-0.0697564737441252,-0.9975640502598242,0.0087265354983739,-0.9999619230641712,0.0,0,0.57105756,1,True
