지점,지점명,일시,평균 풍속(m/s),최대 순간 풍속 풍향(deg)
923,기장,2015-12-08,2,90
923,기장,2015-12-09,1.4,326.3
923,기장,2015-12-10,2,59.1
923,기장,2015-12-11,3.6,45
923,기장,2015-12-12,2.4,8.4
923,기장,2015-12-13,1.7,36.6
923,기장,2015-12-14,1.9,19.7
923,기장,2015-12-15,1.6,295.3
923,기장,2015-12-16,2,286.9
923,기장,2015-12-17,1.9,326.3
923,기장,2015-12-18,1.7,253.1
923,기장,2015-12-19,1.7,351.6
923,기장,2015-12-20,1.4,320.6
923,기장,2015-12-21,1.4,233.4
923,기장,2015-12-22,1.9,19.7
923,기장,2015-12-23,1.6,14.1
923,기장,2015-12-24,1.5,329.1
923,기장,2015-12-25,1.5,289.7
923,기장,2015-12-26,1.6,320.6
923,기장,2015-12-27,1.8,75.9
923,기장,2015-12-28,1.8,292.5
923,기장,2015-12-29,1.6,205.3
923,기장,2015-12-30,1.9,202.5
923,기장,2015-12-31,1.6,239.1
923,기장,2016-01-01,1.8,261.6
923,기장,2016-01-02,1.6,258.8
923,기장,2016-01-03,1.4,180
923,기장,2016-01-04,1.3,92.8
923,기장,2016-01-05,1.3,250.3
923,기장,2016-01-06,1.2,312.2
923,기장,2016-01-07,1.8,300.9
923,기장,2016-01-08,1.7,5.6
923,기장,2016-01-09,1.6,337.5
923,기장,2016-01-10,1.5,101.3
923,기장,2016-01-11,1.6,298.1
923,기장,2016-01-12,1.6,56.3
923,기장,2016-01-13,2,329.1
923,기장,2016-01-14,1.6,309.4
923,기장,2016-01-15,1.5,216.6
923,기장,2016-01-16,1.7,357.2
923,기장,2016-01-17,2.4,19.7
923,기장,2016-01-18,3.4,267.2
923,기장,2016-01-19,4.4,306.6
923,기장,2016-01-20,1.6,306.6
923,기장,2016-01-21,1.8,329.1
923,기장,2016-01-22,1.5,22.5
923,기장,2016-01-23,1.9,264.4
923,기장,2016-01-24,2.8,267.2
923,기장,2016-01-25,2,354.4
923,기장,2016-01-26,2.1,239.1
923,기장,2016-01-27,1.3,309.4
923,기장,2016-01-28,2,39.4
923,기장,2016-01-29,3.5,53.4
923,기장,2016-01-30,2.5,59.1
923,기장,2016-01-31,1.5,295.3
923,기장,2016-02-01,1.4,351.6
923,기장,2016-02-02,1.6,320.6
923,기장,2016-02-03,1.6,140.6
923,기장,2016-02-04,1.7,343.1
923,기장,2016-02-05,1.6,317.8
923,기장,2016-02-06,1.3,303.8
923,기장,2016-02-07,1.4,39.4
923,기장,2016-02-08,2,30.9
923,기장,2016-02-09,2.6,306.6
923,기장,2016-02-10,1.6,0
923,기장,2016-02-11,1.6,331.9
923,기장,2016-02-12,1.4,244.7
923,기장,2016-02-13,1.3,281.3
923,기장,2016-02-14,2.4,300.9
923,기장,2016-02-15,3,250.3
923,기장,2016-02-16,1.9,272.8
923,기장,2016-02-17,1.4,180
923,기장,2016-02-18,2.1,258.8
923,기장,2016-02-19,1.6,253.1
923,기장,2016-02-20,2,61.9
923,기장,2016-02-21,1.7,320.6
923,기장,2016-02-22,1.6,182.8
923,기장,2016-02-23,1.6,289.7
923,기장,2016-02-24,1.9,11.3
923,기장,2016-02-25,1.8,2.8
923,기장,2016-02-26,1.5,205.3
923,기장,2016-02-27,2.2,272.8
923,기장,2016-02-28,2.5,250.3
923,기장,2016-02-29,2.4,326.3
923,기장,2016-03-01,1.8,233.4
923,기장,2016-03-02,1.9,278.4
923,기장,2016-03-03,1.8,171.6
923,기장,2016-03-04,1.3,45
923,기장,2016-03-05,2.2,236.3
923,기장,2016-03-06,2.1,267.2
923,기장,2016-03-07,2.1,73.1
923,기장,2016-03-08,1.2,357.2
923,기장,2016-03-09,2.7,2.8
923,기장,2016-03-10,1.4,132.2
923,기장,2016-03-11,1.6,154.7
923,기장,2016-03-12,1.8,50.6
923,기장,2016-03-13,1.4,45
923,기장,2016-03-14,2.3,53.4
923,기장,2016-03-15,1.9,191.3
923,기장,2016-03-16,1.6,239.1
923,기장,2016-03-17,1.8,210.9
923,기장,2016-03-18,.9,272.8
923,기장,2016-03-19,2.6,16.9
923,기장,2016-03-20,2.3,33.8
923,기장,2016-03-21,1.7,56.3
923,기장,2016-03-22,2,210.9
923,기장,2016-03-23,2.5,354.4
923,기장,2016-03-24,3,22.5
923,기장,2016-03-25,1.7,78.8
923,기장,2016-03-26,1.4,177.2
923,기장,2016-03-27,2,213.8
923,기장,2016-03-28,1.8,213.8
923,기장,2016-03-29,2.5,258.8
923,기장,2016-03-30,2,258.8
923,기장,2016-03-31,1.3,185.6
923,기장,2016-04-01,2.1,70.3
923,기장,2016-04-02,1.7,216.6
923,기장,2016-04-03,1.8,14.1
923,기장,2016-04-04,2.1,56.3
923,기장,2016-04-05,1.8,160.3
923,기장,2016-04-06,1.3,205.3
923,기장,2016-04-07,1.5,75.9
923,기장,2016-04-08,1.7,191.3
923,기장,2016-04-09,1.7,194.1
923,기장,2016-04-10,2.4,59.1
923,기장,2016-04-11,2.6,45
923,기장,2016-04-12,1.6,2.8
923,기장,2016-04-13,1,157.5
923,기장,2016-04-14,2.1,205.3
923,기장,2016-04-15,2.2,95.6
923,기장,2016-04-16,1.9,210.9
923,기장,2016-04-17,4.4,270
923,기장,2016-04-18,1.7,222.2
923,기장,2016-04-19,1.5,261.6
923,기장,2016-04-20,2,202.5
923,기장,2016-04-21,.9,177.2
923,기장,2016-04-22,1.6,275.6
923,기장,2016-04-23,1.3,95.6
923,기장,2016-04-24,2.3,106.9
923,기장,2016-04-25,1.6,73.1
923,기장,2016-04-26,2.2,16.9
923,기장,2016-04-27,4.3,33.8
923,기장,2016-04-28,2.8,61.9
923,기장,2016-04-29,2.1,188.4
923,기장,2016-04-30,2.2,278.4
923,기장,2016-05-01,2.1,213.8
923,기장,2016-05-02,2.3,196.9
923,기장,2016-05-03,3.6,236.3
923,기장,2016-05-04,3.9,267.2
923,기장,2016-05-05,1.7,177.2
923,기장,2016-05-06,1.9,171.6
923,기장,2016-05-07,1.5,160.3
923,기장,2016-05-08,1.9,112.5
923,기장,2016-05-09,.8,73.1
923,기장,2016-05-10,2.3,39.4
923,기장,2016-05-11,1.6,208.1
923,기장,2016-05-12,2.2,182.8
923,기장,2016-05-13,1.9,81.6
923,기장,2016-05-14,2.7,67.5
923,기장,2016-05-15,2.5,244.7
923,기장,2016-05-16,2.1,194.1
923,기장,2016-05-17,1.5,326.3
923,기장,2016-05-18,1.2,149.1
923,기장,2016-05-19,1.6,106.9
923,기장,2016-05-20,2.1,0
923,기장,2016-05-21,2.2,78.8
923,기장,2016-05-22,2.4,160.3
923,기장,2016-05-23,1.8,87.2
923,기장,2016-05-24,2,225
923,기장,2016-05-25,1.7,216.6
923,기장,2016-05-26,1.4,230.6
923,기장,2016-05-27,1.3,50.6
923,기장,2016-05-28,1.3,230.6
923,기장,2016-05-29,1.3,185.6
923,기장,2016-05-30,1.4,81.6
923,기장,2016-05-31,1.4,45
923,기장,2016-06-01,3,120.9
923,기장,2016-06-02,1.8,67.5
923,기장,2016-06-03,1.6,168.8
923,기장,2016-06-04,1.3,42.2
923,기장,2016-06-05,3.5,45
923,기장,2016-06-06,2.5,42.2
923,기장,2016-06-07,1.1,67.5
923,기장,2016-06-08,1.2,205.3
923,기장,2016-06-09,1.7,160.3
923,기장,2016-06-10,1.1,112.5
923,기장,2016-06-11,1.4,205.3
923,기장,2016-06-12,.7,188.4
923,기장,2016-06-13,1.7,115.3
923,기장,2016-06-14,1.1,70.3
923,기장,2016-06-15,1.9,250.3
923,기장,2016-06-16,1.5,250.3
923,기장,2016-06-17,1.6,126.6
923,기장,2016-06-18,1.8,194.1
923,기장,2016-06-19,1.4,250.3
923,기장,2016-06-20,1.3,286.9
923,기장,2016-06-21,1.5,28.1
923,기장,2016-06-22,1.6,45
923,기장,2016-06-23,1.6,101.3
923,기장,2016-06-24,1.3,247.5
923,기장,2016-06-25,2,177.2
923,기장,2016-06-26,1.5,182.8
923,기장,2016-06-27,1,199.7
923,기장,2016-06-28,1.1,84.4
923,기장,2016-06-29,1.2,42.2
923,기장,2016-06-30,1.8,216.6
923,기장,2016-07-01,2.5,199.7
923,기장,2016-07-02,2.6,300.9
923,기장,2016-07-03,.9,216.6
923,기장,2016-07-04,.8,30.9
923,기장,2016-07-05,1.8,196.9
923,기장,2016-07-06,1.9,73.1
923,기장,2016-07-07,1,22.5
923,기장,2016-07-08,.9,98.4
923,기장,2016-07-09,1.2,182.8
923,기장,2016-07-10,.8,188.4
923,기장,2016-07-11,1.1,261.6
923,기장,2016-07-12,1.1,255.9
923,기장,2016-07-13,1.2,202.5
923,기장,2016-07-14,1.6,75.9
923,기장,2016-07-15,2.1,95.6
923,기장,2016-07-16,.9,213.8
923,기장,2016-07-17,1.2,233.4
923,기장,2016-07-18,1.2,16.9
923,기장,2016-07-19,1.9,11.3
923,기장,2016-07-20,2.4,115.3
923,기장,2016-07-21,2,115.3
923,기장,2016-07-22,2.1,135
923,기장,2016-07-23,1.4,50.6
923,기장,2016-07-24,1.4,196.9
923,기장,2016-07-25,1,50.6
923,기장,2016-07-26,1.6,202.5
923,기장,2016-07-27,1.9,300.9
923,기장,2016-07-28,2.1,261.6
923,기장,2016-07-29,1.9,216.6
923,기장,2016-07-30,1.3,199.7
923,기장,2016-07-31,1.2,275.6
923,기장,2016-08-01,1.4,165.9
923,기장,2016-08-03,1.5,47.8
923,기장,2016-08-04,2,81.6
923,기장,2016-08-05,1.7,75.9
923,기장,2016-08-06,1.2,67.5
923,기장,2016-08-07,1.5,182.8
923,기장,2016-08-08,1.1,28.1
923,기장,2016-08-09,2.5,78.8
923,기장,2016-08-10,1.5,191.3
923,기장,2016-08-11,1.2,202.5
923,기장,2016-08-12,1.4,208.1
923,기장,2016-08-13,1.4,185.6
923,기장,2016-08-14,1.4,205.3
923,기장,2016-08-15,.8,151.9
923,기장,2016-08-16,2,326.3
923,기장,2016-08-17,1.8,56.3
923,기장,2016-08-18,2.1,0
923,기장,2016-08-19,2.3,98.4
923,기장,2016-08-20,2.7,59.1
923,기장,2016-08-21,2.6,14.1
923,기장,2016-08-22,2.6,67.5
923,기장,2016-08-23,2.3,135
923,기장,2016-08-24,2.6,90
923,기장,2016-08-25,1.7,194.1
923,기장,2016-08-26,2.9,56.3
923,기장,2016-08-27,3.5,33.8
923,기장,2016-08-28,2.9,36.6
923,기장,2016-08-29,2,53.4
923,기장,2016-08-30,2.4,261.6
923,기장,2016-08-31,3.5,292.5
923,기장,2016-09-01,2.6,194.1
923,기장,2016-09-02,2,233.4
923,기장,2016-09-03,1.4,185.6
923,기장,2016-09-04,2,56.3
923,기장,2016-09-05,1.5,112.5
923,기장,2016-09-06,.9,140.6
923,기장,2016-09-07,1,160.3
923,기장,2016-09-08,1.2,323.4
923,기장,2016-09-09,1.5,112.5
923,기장,2016-09-10,1.5,45
923,기장,2016-09-11,2.3,104.1
923,기장,2016-09-12,2.5,16.9
923,기장,2016-09-13,2.3,101.3
923,기장,2016-09-14,1.7,67.5
923,기장,2016-09-15,1.3,120.9
923,기장,2016-09-16,1,42.2
923,기장,2016-09-17,2.7,64.7
923,기장,2016-09-18,2.9,39.4
923,기장,2016-09-19,4,2.8
923,기장,2016-09-20,4.2,345.9
923,기장,2016-09-21,2.9,73.1
923,기장,2016-09-22,2.5,14.1
923,기장,2016-09-23,2.1,90
923,기장,2016-09-24,2.1,92.8
923,기장,2016-09-25,1.5,47.8
923,기장,2016-09-26,1.6,92.8
923,기장,2016-09-27,1,73.1
923,기장,2016-09-28,1.3,354.4
923,기장,2016-09-29,2.8,45
923,기장,2016-09-30,1.9,8.4
923,기장,2016-10-01,1.7,47.8
923,기장,2016-10-02,1.3,98.4
923,기장,2016-10-04,3.1,36.6
923,기장,2016-10-05,3.9,205.3
923,기장,2016-10-06,1.9,92.8
923,기장,2016-10-07,2.4,120.9
923,기장,2016-10-08,1.1,326.3
923,기장,2016-10-09,2.3,39.4
923,기장,2016-10-10,2.2,101.3
923,기장,2016-10-11,1.8,11.3
923,기장,2016-10-12,2.1,87.2
923,기장,2016-10-13,1.4,326.3
923,기장,2016-10-14,1.8,36.6
923,기장,2016-10-15,2.1,73.1
923,기장,2016-10-16,1.3,11.3
923,기장,2016-10-17,1.2,174.4
923,기장,2016-10-18,1.9,118.1
923,기장,2016-10-19,1.5,109.7
923,기장,2016-10-20,2.7,143.4
923,기장,2016-10-21,3,115.3
923,기장,2016-10-22,2.4,354.4
923,기장,2016-10-23,3.6,25.3
923,기장,2016-10-24,2.6,104.1
923,기장,2016-10-25,2.1,264.4
923,기장,2016-10-26,1.6,36.6
923,기장,2016-10-27,2.9,92.8
923,기장,2016-10-28,2,84.4
923,기장,2016-10-29,1.9,19.7
923,기장,2016-10-30,2,50.6
923,기장,2016-10-31,1.6,326.3
923,기장,2016-11-01,2,75.9
923,기장,2016-11-02,1.8,298.1
923,기장,2016-11-03,2,
923,기장,2016-11-04,2,188.4
923,기장,2016-11-05,1.6,281.3
923,기장,2016-11-06,2.7,11.3
923,기장,2016-11-07,1.9,53.4
923,기장,2016-11-08,1.3,25.3
923,기장,2016-11-09,2.2,11.3
923,기장,2016-11-10,2.3,56.3
923,기장,2016-11-11,1.8,275.6
923,기장,2016-11-12,1.9,163.1
923,기장,2016-11-13,1.4,323.4
923,기장,2016-11-14,1.3,216.6
923,기장,2016-11-15,1.8,64.7
923,기장,2016-11-16,2,334.7
923,기장,2016-11-17,2,84.4
923,기장,2016-11-18,1.7,14.1
923,기장,2016-11-19,1.5,258.8
923,기장,2016-11-20,1.6,98.4
923,기장,2016-11-21,2.1,61.9
923,기장,2016-11-22,1.5,334.7
923,기장,2016-11-23,2.3,30.9
923,기장,2016-11-24,1.7,329.1
923,기장,2016-11-25,1.6,317.8
923,기장,2016-11-26,2,343.1
923,기장,2016-11-27,1.4,61.9
923,기장,2016-11-28,1.7,300.9
923,기장,2016-11-29,2,19.7
923,기장,2016-11-30,1.6,19.7
923,기장,2016-12-01,1.9,123.8
923,기장,2016-12-02,1.7,163.1
923,기장,2016-12-03,2.2,326.3
923,기장,2016-12-04,1.6,233.4
923,기장,2016-12-05,1.5,284.1
923,기장,2016-12-06,1.6,292.5
923,기장,2016-12-07,1.7,267.2
923,기장,2016-12-08,1.6,191.3
923,기장,2016-12-09,1.9,295.3
923,기장,2016-12-10,1.5,22.5
923,기장,2016-12-11,1.7,73.1
923,기장,2016-12-12,1.8,323.4
923,기장,2016-12-13,1.9,14.1
923,기장,2016-12-14,2.1,64.7
923,기장,2016-12-15,1.9,33.8
923,기장,2016-12-16,1.7,272.8
923,기장,2016-12-17,1.7,264.4
923,기장,2016-12-18,1.8,258.8
923,기장,2016-12-19,1,331.9
923,기장,2016-12-20,2,59.1
923,기장,2016-12-21,2,165.9
923,기장,2016-12-22,2.7,202.5
923,기장,2016-12-23,2.8,334.7
923,기장,2016-12-24,1.6,320.6
923,기장,2016-12-25,1.9,59.1
923,기장,2016-12-26,1.9,19.7
923,기장,2016-12-27,2.2,284.1
923,기장,2016-12-28,1.6,340.3
923,기장,2016-12-29,1.8,340.3
923,기장,2016-12-30,1.6,289.7
923,기장,2016-12-31,1.5,208.1
923,기장,2017-01-01,1.6,312.2
