지점,지점명,일시,평균 풍속(m/s),최대 순간 풍속 풍향(deg)
923,기장,2020-11-17,1.5,53.4
923,기장,2020-11-18,1.4,250.3
923,기장,2020-11-19,3.4,272.8
923,기장,2020-11-20,1.8,19.7
923,기장,2020-11-21,2.2,67.5
923,기장,2020-11-22,1.4,292.5
923,기장,2020-11-23,1.5,295.3
923,기장,2020-11-24,1.8,39.4
923,기장,2020-11-25,1.8,354.4
923,기장,2020-11-26,1.5,33.8
923,기장,2020-11-27,1.8,303.8
923,기장,2020-11-28,2,320.6
923,기장,2020-11-29,1.6,298.1
923,기장,2020-11-30,1.4,326.3
923,기장,2020-12-01,2,33.8
923,기장,2020-12-02,1.8,75.9
923,기장,2020-12-03,1.5,320.6
923,기장,2020-12-04,1.7,326.3
923,기장,2020-12-05,1.6,219.4
923,기장,2020-12-06,1.7,326.3
923,기장,2020-12-07,1.5,272.8
923,기장,2020-12-08,1.6,25.3
923,기장,2020-12-09,2.1,340.3
923,기장,2020-12-10,1.6,340.3
923,기장,2020-12-11,1.4,253.1
923,기장,2020-12-12,1.6,334.7
923,기장,2020-12-13,2.1,90
923,기장,2020-12-14,2.3,303.8
923,기장,2020-12-15,1.9,5.6
923,기장,2020-12-16,2.2,300.9
923,기장,2020-12-17,1.6,174.4
923,기장,2020-12-18,1.7,292.5
923,기장,2020-12-19,1.7,340.3
923,기장,2020-12-20,1.3,157.5
923,기장,2020-12-21,1.7,351.6
923,기장,2020-12-22,1.3,258.8
923,기장,2020-12-23,1.4,286.9
923,기장,2020-12-24,1.5,261.6
923,기장,2020-12-25,1.9,323.4
923,기장,2020-12-26,2.1,284.1
923,기장,2020-12-27,1.6,337.5
923,기장,2020-12-28,2,345.9
923,기장,2020-12-29,1.9,255.9
923,기장,2020-12-30,2.9,278.4
923,기장,2020-12-31,2.2,292.5
923,기장,2021-01-01,1.5,270
923,기장,2021-01-02,1.6,323.4
923,기장,2021-01-03,1.5,300.9
923,기장,2021-01-04,1.7,323.4
923,기장,2021-01-05,1.8,306.6
923,기장,2021-01-06,1.9,281.3
923,기장,2021-01-07,3,351.6
923,기장,2021-01-08,2.4,286.9
923,기장,2021-01-09,2.4,306.6
923,기장,2021-01-10,2.3,326.3
923,기장,2021-01-11,1.5,171.6
923,기장,2021-01-12,1.4,326.3
923,기장,2021-01-13,2.2,227.8
923,기장,2021-01-14,1.4,331.9
923,기장,2021-01-15,2.6,272.8
923,기장,2021-01-16,1.7,270
923,기장,2021-01-17,2.3,320.6
923,기장,2021-01-18,2.3,312.2
923,기장,2021-01-19,1.7,70.3
923,기장,2021-01-20,1.9,334.7
923,기장,2021-01-21,1.5,210.9
923,기장,2021-01-22,1.5,11.3
923,기장,2021-01-23,3.9,104.1
923,기장,2021-01-24,3.4,331.9
923,기장,2021-01-25,2.7,75.9
923,기장,2021-01-26,1.5,11.3
923,기장,2021-01-27,2.2,73.1
923,기장,2021-01-28,2.9,334.7
923,기장,2021-01-29,2.5,286.9
923,기장,2021-01-30,1.7,264.4
923,기장,2021-01-31,1.8,182.8
923,기장,2021-02-01,1.7,180
923,기장,2021-02-02,2.1,281.3
923,기장,2021-02-03,1.3,275.6
923,기장,2021-02-04,2.1,270
923,기장,2021-02-05,1.7,250.3
923,기장,2021-02-06,1.7,284.1
923,기장,2021-02-07,1.5,264.4
923,기장,2021-02-08,1.7,292.5
923,기장,2021-02-09,1.5,357.2
923,기장,2021-02-10,1.5,87.2
923,기장,2021-02-11,1.8,334.7
923,기장,2021-02-12,1.8,182.8
923,기장,2021-02-13,1.5,171.6
923,기장,2021-02-14,.8,323.4
923,기장,2021-02-15,2.7,298.1
923,기장,2021-02-16,2.3,281.3
923,기장,2021-02-17,3.5,300.9
923,기장,2021-02-18,1.9,230.6
923,기장,2021-02-19,1.9,272.8
923,기장,2021-02-20,2.8,267.2
923,기장,2021-02-21,2.9,247.5
923,기장,2021-02-22,2.5,272.8
923,기장,2021-02-23,1.6,348.8
923,기장,2021-02-24,2.1,28.1
923,기장,2021-02-25,1.9,92.8
923,기장,2021-02-26,3.7,56.3
923,기장,2021-02-27,4.3,78.8
923,기장,2021-02-28,1.8,87.2
923,기장,2021-03-01,2.3,205.3
923,기장,2021-03-02,2.7,56.3
923,기장,2021-03-03,1.8,42.2
923,기장,2021-03-04,1.7,334.7
923,기장,2021-03-05,2,81.6
923,기장,2021-03-06,3.5,67.5
923,기장,2021-03-07,2.5,36.6
923,기장,2021-03-08,2.3,140.6
923,기장,2021-03-09,1.7,171.6
923,기장,2021-03-10,2.8,0
923,기장,2021-03-11,1.8,331.9
923,기장,2021-03-12,3,67.5
923,기장,2021-03-13,2.3,323.4
923,기장,2021-03-14,1.8,199.7
923,기장,2021-03-15,2.1,222.2
923,기장,2021-03-16,1.7,75.9
923,기장,2021-03-17,2.4,56.3
923,기장,2021-03-18,2.9,92.8
923,기장,2021-03-19,3.2,120.9
923,기장,2021-03-20,1.7,59.1
923,기장,2021-03-21,1.8,329.1
923,기장,2021-03-22,2.3,340.3
923,기장,2021-03-23,2,284.1
923,기장,2021-03-24,1.9,275.6
923,기장,2021-03-25,1.5,56.3
923,기장,2021-03-26,1.1,185.6
923,기장,2021-03-27,2,174.4
923,기장,2021-03-28,2.2,202.5
923,기장,2021-03-29,1.7,300.9
923,기장,2021-03-30,1.2,151.9
923,기장,2021-03-31,2,22.5
923,기장,2021-04-01,3.9,22.5
923,기장,2021-04-02,3.3,90
923,기장,2021-04-03,1.1,25.3
923,기장,2021-04-04,3.3,73.1
923,기장,2021-04-05,3.4,126.6
923,기장,2021-04-06,1.9,236.3
923,기장,2021-04-07,1.7,104.1
923,기장,2021-04-08,1.8,123.8
923,기장,2021-04-09,2.7,36.6
923,기장,2021-04-10,2.2,22.5
923,기장,2021-04-11,1.8,92.8
923,기장,2021-04-12,1.6,188.4
923,기장,2021-04-13,2.5,230.6
923,기장,2021-04-14,1.8,70.3
923,기장,2021-04-15,1.6,78.8
923,기장,2021-04-17,2.1,298.1
923,기장,2021-04-18,1.6,19.7
923,기장,2021-04-19,2,343.1
923,기장,2021-04-20,1.5,298.1
923,기장,2021-04-21,1,205.3
923,기장,2021-04-22,2.1,45
923,기장,2021-04-23,3.3,84.4
923,기장,2021-04-24,2.5,106.9
923,기장,2021-04-25,3.2,123.8
923,기장,2021-04-26,2.2,30.9
923,기장,2021-04-27,1.9,165.9
923,기장,2021-04-28,1.7,216.6
923,기장,2021-04-29,1.4,253.1
923,기장,2021-04-30,2.7,281.3
923,기장,2021-05-01,1.7,289.7
923,기장,2021-05-02,1.8,334.7
923,기장,2021-05-03,2.2,210.9
923,기장,2021-05-04,2.6,174.4
923,기장,2021-05-05,2.4,253.1
923,기장,2021-05-06,1.7,210.9
923,기장,2021-05-07,2.5,270
923,기장,2021-05-08,2.2,253.1
923,기장,2021-05-09,2,261.6
923,기장,2021-05-10,1.4,47.8
923,기장,2021-05-11,2.5,45
923,기장,2021-05-12,3.2,78.8
923,기장,2021-05-13,1.7,45
923,기장,2021-05-14,1.2,78.8
923,기장,2021-05-15,1,202.5
923,기장,2021-05-16,2.3,222.2
923,기장,2021-05-17,1.5,47.8
923,기장,2021-05-18,1,337.5
923,기장,2021-05-19,1.5,174.4
923,기장,2021-05-20,1.7,92.8
923,기장,2021-05-21,1.7,244.7
923,기장,2021-05-22,1.7,210.9
923,기장,2021-05-23,1,188.4
923,기장,2021-05-24,1.3,202.5
923,기장,2021-05-25,2.2,284.1
923,기장,2021-05-26,1.9,289.7
923,기장,2021-05-27,1.5,264.4
923,기장,2021-05-28,2,284.1
923,기장,2021-05-29,1.4,22.5
923,기장,2021-06-01,1.4,45
923,기장,2021-06-02,1.3,196.9
923,기장,2021-06-03,.9,185.6
923,기장,2021-06-04,1.3,171.6
923,기장,2021-06-05,1.8,222.2
923,기장,2021-06-06,1.5,258.8
923,기장,2021-06-07,1.4,171.6
923,기장,2021-06-08,1.4,36.6
923,기장,2021-06-09,1.6,101.3
923,기장,2021-06-10,1.4,199.7
923,기장,2021-06-11,1.3,109.7
923,기장,2021-06-12,1.1,317.8
923,기장,2021-06-13,1,157.5
923,기장,2021-06-14,1.6,64.7
923,기장,2021-06-15,1.9,101.3
923,기장,2021-06-16,3.7,56.3
923,기장,2021-06-17,2,30.9
923,기장,2021-06-18,1.3,194.1
923,기장,2021-06-19,1.1,8.4
923,기장,2021-06-20,1.5,202.5
923,기장,2021-06-21,1.7,67.5
923,기장,2021-06-22,1.9,351.6
923,기장,2021-06-23,1.7,75.9
923,기장,2021-06-24,1.2,160.3
923,기장,2021-06-25,1.2,191.3
923,기장,2021-06-26,.9,160.3
923,기장,2021-06-27,2.2,45
923,기장,2021-06-28,2.4,149.1
923,기장,2021-06-29,1.7,56.3
923,기장,2021-06-30,1.7,104.1
923,기장,2021-07-01,2.3,84.4
923,기장,2021-07-02,2.6,47.8
923,기장,2021-07-03,2.2,210.9
923,기장,2021-07-04,3,196.9
923,기장,2021-07-05,1.2,188.4
923,기장,2021-07-06,2.3,236.3
923,기장,2021-07-07,1.5,320.6
923,기장,2021-07-08,1.3,30.9
923,기장,2021-07-09,.9,45
923,기장,2021-07-10,1.4,270
923,기장,2021-07-11,1.7,191.3
923,기장,2021-07-12,1.2,171.6
923,기장,2021-07-13,1.5,227.8
923,기장,2021-07-14,1.3,230.6
923,기장,2021-07-15,1.3,191.3
923,기장,2021-07-16,1.6,39.4
923,기장,2021-07-17,1.2,75.9
923,기장,2021-07-18,1.6,98.4
923,기장,2021-07-19,1.1,16.9
923,기장,2021-07-20,1.9,340.3
923,기장,2021-07-21,2.6,36.6
923,기장,2021-07-23,2.5,46.1
923,기장,2021-07-24,2.4,99.1
923,기장,2021-07-25,2.2,56.2
923,기장,2021-07-26,2.1,105.1
923,기장,2021-07-27,2.5,41.6
923,기장,2021-07-28,2.2,90.9
923,기장,2021-07-29,1.8,109
923,기장,2021-07-30,1.6,204.1
923,기장,2021-07-31,1.7,202.8
923,기장,2021-08-01,1.6,117.1
923,기장,2021-08-02,1.8,185
923,기장,2021-08-03,1.6,206.4
923,기장,2021-08-04,1.6,133.2
923,기장,2021-08-05,1.3,112.4
923,기장,2021-08-06,1.9,89.2
923,기장,2021-08-07,1.3,89.8
923,기장,2021-08-08,2,47.8
923,기장,2021-08-09,2.3,36.4
923,기장,2021-08-10,1.4,97
923,기장,2021-08-11,1.6,200.5
923,기장,2021-08-12,1.8,103.2
923,기장,2021-08-13,2.1,43.7
923,기장,2021-08-14,2.5,30
923,기장,2021-08-15,2.5,27
923,기장,2021-08-16,2.8,97.6
923,기장,2021-08-17,2.8,107.3
923,기장,2021-08-18,3,64.5
923,기장,2021-08-19,2.4,44.8
923,기장,2021-08-20,1.5,86.5
923,기장,2021-08-21,3,231
923,기장,2021-08-22,1.5,214.9
923,기장,2021-08-23,1.5,82.5
923,기장,2021-08-24,3.1,201
923,기장,2021-08-25,1.3,273.5
923,기장,2021-08-26,1.4,241.8
923,기장,2021-08-27,1.9,184
923,기장,2021-08-28,1.2,197.2
923,기장,2021-08-29,1.2,187.6
923,기장,2021-08-30,1.1,89.7
923,기장,2021-08-31,1.3,48.1
923,기장,2021-09-01,1.6,65.2
923,기장,2021-09-02,2.3,49.6
923,기장,2021-09-03,2.9,105.7
923,기장,2021-09-04,2.6,49.3
923,기장,2021-09-05,2.6,49.9
923,기장,2021-09-06,2.7,109.1
923,기장,2021-09-07,1.7,203.7
923,기장,2021-09-08,1.4,302.8
923,기장,2021-09-09,1.2,88.1
923,기장,2021-09-10,1.2,233.9
923,기장,2021-09-11,1.6,298.8
923,기장,2021-09-12,1.9,53.6
923,기장,2021-09-13,2.6,115.4
923,기장,2021-09-14,2.8,28.2
923,기장,2021-09-15,3.8,61.8
923,기장,2021-09-16,2.8,121
923,기장,2021-09-17,3.8,38.7
923,기장,2021-09-18,2.6,40.8
923,기장,2021-09-19,2.7,100.8
923,기장,2021-09-20,2.1,67.8
923,기장,2021-09-21,2,239.8
923,기장,2021-09-22,1.4,293.5
923,기장,2021-09-23,1.6,260
923,기장,2021-09-24,2.4,39.6
923,기장,2021-09-25,2.6,99.7
923,기장,2021-09-26,2.8,100.9
923,기장,2021-09-27,2.7,96.2
923,기장,2021-09-28,2.1,33.8
923,기장,2021-09-29,1.5,195.6
923,기장,2021-09-30,2.3,52.8
923,기장,2021-10-01,1.6,101.4
923,기장,2021-10-02,1.5,179
923,기장,2021-10-03,1.7,196.7
923,기장,2021-10-04,2.2,237.7
923,기장,2021-10-05,1.7,257
923,기장,2021-10-06,1.7,88.8
923,기장,2021-10-07,1.8,182.7
923,기장,2021-10-08,2.1,46
923,기장,2021-10-09,1.9,63.6
923,기장,2021-10-10,1.7,173.1
923,기장,2021-10-11,2.4,25.5
923,기장,2021-10-12,3.1,42
923,기장,2021-10-13,2.8,41.6
923,기장,2021-10-14,1.7,188.7
923,기장,2021-10-15,2,92.1
923,기장,2021-10-17,2.3,56.4
923,기장,2021-10-18,2.1,347.3
923,기장,2021-10-19,1.8,315.1
923,기장,2021-10-20,2,28.6
923,기장,2021-10-21,2,45.1
923,기장,2021-10-22,2.1,40.3
923,기장,2021-10-23,2.5,42.6
923,기장,2021-10-24,2,97.1
923,기장,2021-10-25,2.1,94.1
923,기장,2021-10-26,1.9,21.1
923,기장,2021-10-27,1.7,331.9
923,기장,2021-10-28,2.7,54.7
923,기장,2021-10-29,2.9,60.8
923,기장,2021-10-30,2.1,26
923,기장,2021-10-31,1.9,83.1
923,기장,2021-11-01,2,288.3
923,기장,2021-11-02,1.7,84
923,기장,2021-11-03,2.4,112.3
923,기장,2021-11-04,1.8,326.6
923,기장,2021-11-05,1.6,95.4
923,기장,2021-11-06,2.7,86.5
923,기장,2021-11-07,2.5,108.6
923,기장,2021-11-08,2.4,196.9
923,기장,2021-11-09,1.4,242.1
923,기장,2021-11-10,1.8,232
923,기장,2021-11-11,1.8,315.6
923,기장,2021-11-12,1.6,285.7
923,기장,2021-11-13,1.4,260.3
923,기장,2021-11-14,1.3,246.9
923,기장,2021-11-15,2,255.7
923,기장,2021-11-16,1.8,86
923,기장,2021-11-17,1.8,247.4
923,기장,2021-11-18,1.8,204.3
923,기장,2021-11-19,1.7,265.9
923,기장,2021-11-20,1.6,93
923,기장,2021-11-21,1.5,334.9
923,기장,2021-11-22,2.1,256.2
923,기장,2021-11-23,1.8,276
923,기장,2021-11-24,1.5,305
923,기장,2021-11-25,1.8,289.2
923,기장,2021-11-26,1.7,284.2
923,기장,2021-11-27,1.9,32.9
923,기장,2021-11-28,2,196.6
923,기장,2021-11-29,1.5,203.4
923,기장,2021-11-30,2.4,291.7
923,기장,2021-12-01,2.6,305.9
923,기장,2021-12-02,1.3,334.5
923,기장,2021-12-03,2.2,285.8
923,기장,2021-12-04,2.6,273.6
923,기장,2021-12-05,1.9,336.9
923,기장,2021-12-06,1.9,331.2
923,기장,2021-12-07,2.4,41.2
923,기장,2021-12-08,2.6,24.7
923,기장,2021-12-09,2.2,22.7
923,기장,2021-12-10,2.1,175.2
923,기장,2021-12-11,1.6,193.5
923,기장,2021-12-12,1.7,278
923,기장,2021-12-13,1.7,263.3
923,기장,2021-12-14,1.6,296.4
923,기장,2021-12-15,1.8,220.8
923,기장,2021-12-16,1.3,321.9
923,기장,2021-12-17,2.7,275.2
923,기장,2021-12-18,1.9,276.2
923,기장,2021-12-19,1.7,282.8
923,기장,2021-12-20,1.9,245
923,기장,2021-12-21,1.7,279
923,기장,2021-12-22,1.9,102.2
923,기장,2021-12-23,1.7,126.5
923,기장,2021-12-24,1.6,46.8
923,기장,2021-12-25,2.4,218.2
923,기장,2021-12-26,2.7,315.3
923,기장,2021-12-27,2.3,334.9
923,기장,2021-12-28,1.5,174.7
923,기장,2021-12-29,1.7,241.9
923,기장,2021-12-30,2.5,314.4
923,기장,2021-12-31,2.3,297.8
923,기장,2022-01-01,1.8,210.8
923,기장,2022-01-02,2,300.1
923,기장,2022-01-03,1.9,317.2
923,기장,2022-01-04,1.5,277.4
923,기장,2022-01-05,2.2,61.7
923,기장,2022-01-06,1.8,21.9
923,기장,2022-01-07,2.1,192.8
923,기장,2022-01-08,1.7,255
923,기장,2022-01-09,1.7,342.2
923,기장,2022-01-10,2,217.5
923,기장,2022-01-11,2.7,339.2
923,기장,2022-01-12,1.9,293.1
923,기장,2022-01-13,2,258.9
923,기장,2022-01-14,1.7,290.7
923,기장,2022-01-15,1.9,252.9
923,기장,2022-01-16,1.8,319.9
923,기장,2022-01-17,1.7,285.2
923,기장,2022-01-18,1.6,55.6
923,기장,2022-01-19,1.9,249
923,기장,2022-01-20,2.4,44.4
923,기장,2022-01-21,1.9,95
923,기장,2022-01-22,2,90.4
923,기장,2022-01-23,2.3,47.5
923,기장,2022-01-24,3,41.2
923,기장,2022-01-25,1.5,52.6
923,기장,2022-01-26,1.6,110.8
923,기장,2022-01-27,1.7,307.9
923,기장,2022-01-28,1.8,93.3
923,기장,2022-01-29,1.4,282.9
923,기장,2022-01-30,1.7,23.4
923,기장,2022-01-31,1.7,157.4
923,기장,2022-02-01,2.5,289.8
923,기장,2022-02-02,1.6,331.8
923,기장,2022-02-03,1.6,329.7
923,기장,2022-02-04,2.3,315
923,기장,2022-02-05,2.1,303.1
923,기장,2022-02-06,2.2,281.9
923,기장,2022-02-07,1.6,184.5
923,기장,2022-02-08,1.6,183.3
923,기장,2022-02-09,2,102.4
923,기장,2022-02-10,1.6,31.7
923,기장,2022-02-11,1.7,82.2
923,기장,2022-02-12,2.4,109
923,기장,2022-02-13,2.8,49.2
923,기장,2022-02-14,2,21.6
923,기장,2022-02-15,2.7,294.4
923,기장,2022-02-16,2.3,283.5
923,기장,2022-02-17,2,283.5
923,기장,2022-02-18,2.2,85.9
923,기장,2022-02-19,1.4,328.9
923,기장,2022-02-20,2.6,304.4
923,기장,2022-02-21,2.1,314.8
923,기장,2022-02-22,1.8,288.5
923,기장,2022-02-23,1.6,284.2
923,기장,2022-02-24,1.7,310
923,기장,2022-02-25,1.8,237.1
923,기장,2022-02-26,2.6,263.9
923,기장,2022-02-27,2.3,318.3
923,기장,2022-02-28,2.3,185.2
923,기장,2022-03-01,1.7,246.2
923,기장,2022-03-02,1.9,208.1
923,기장,2022-03-03,2.2,314.9
923,기장,2022-03-04,2.5,203.2
923,기장,2022-03-05,2.7,248.9
923,기장,2022-03-06,2.1,263.6
923,기장,2022-03-07,1.9,188.7
923,기장,2022-03-08,2,179.4
923,기장,2022-03-09,1.9,109.5
923,기장,2022-03-10,1.9,258
923,기장,2022-03-11,1.7,203.1
923,기장,2022-03-12,1.9,219.3
923,기장,2022-03-13,2.5,240.5
923,기장,2022-03-14,1.7,299.9
923,기장,2022-03-15,1.5,295.9
923,기장,2022-03-16,1.7,225.8
923,기장,2022-03-17,3.3,43
923,기장,2022-03-18,4,56.7
923,기장,2022-03-19,2,48.4
923,기장,2022-03-20,1.5,192.1
923,기장,2022-03-21,1.7,98
923,기장,2022-03-22,2.7,68.9
923,기장,2022-03-23,1.8,250.9
923,기장,2022-03-24,1.9,202.7
923,기장,2022-03-25,1.9,199.2
923,기장,2022-03-26,2.4,216.3
923,기장,2022-03-27,2,251.5
923,기장,2022-03-28,2.4,101.3
923,기장,2022-03-29,1.9,203.6
923,기장,2022-03-30,1.9,259.7
923,기장,2022-03-31,2.6,26.2
923,기장,2022-04-01,2.7,12.7
923,기장,2022-04-02,2.2,176.3
923,기장,2022-04-03,1.7,93.4
923,기장,2022-04-04,2.1,186.6
923,기장,2022-04-05,1.6,210.4
923,기장,2022-04-06,1.3,283.3
923,기장,2022-04-07,1.7,260.6
923,기장,2022-04-08,2.1,206.1
923,기장,2022-04-09,2.2,276.7
923,기장,2022-04-10,2.4,254.8
923,기장,2022-04-11,2.1,204.8
923,기장,2022-04-12,2.1,213.6
923,기장,2022-04-13,3.3,57
923,기장,2022-04-14,3.7,48.6
923,기장,2022-04-15,3.5,39.6
923,기장,2022-04-16,2.1,88.6
923,기장,2022-04-17,1.9,209.4
923,기장,2022-04-18,1.6,213.4
923,기장,2022-04-19,1.5,182
923,기장,2022-04-20,2,185.7
923,기장,2022-04-21,1.1,257
923,기장,2022-04-22,2.5,170.5
923,기장,2022-04-23,1.8,242
923,기장,2022-04-24,1.6,223.3
923,기장,2022-04-25,1.3,193.7
923,기장,2022-04-26,1.3,243.3
923,기장,2022-04-27,2.4,48.8
923,기장,2022-04-28,2.8,40.7
923,기장,2022-04-29,3.3,44.4
923,기장,2022-04-30,1.5,47.7
923,기장,2022-05-01,1.6,43.7
923,기장,2022-05-02,2.2,35.2
923,기장,2022-05-03,2.4,189.4
923,기장,2022-05-04,2,268.6
923,기장,2022-05-05,1.9,200.2
923,기장,2022-05-06,1.8,190.9
923,기장,2022-05-07,2.2,49.2
923,기장,2022-05-08,2.6,63.1
923,기장,2022-05-09,2.7,99.7
923,기장,2022-05-10,2.7,30.2
923,기장,2022-05-11,1.3,199.1
923,기장,2022-05-12,1.5,19.9
923,기장,2022-05-13,2.2,97.9
923,기장,2022-05-14,1.4,229.7
923,기장,2022-05-15,1.4,94.7
923,기장,2022-05-16,2.1,179.9
923,기장,2022-05-17,1.7,208.8
923,기장,2022-05-18,1.5,200
923,기장,2022-05-19,1.6,217.1
923,기장,2022-05-20,1.5,187.5
923,기장,2022-05-21,1.6,185.8
923,기장,2022-05-22,1.9,43.8
923,기장,2022-05-23,1.5,113.5
923,기장,2022-05-24,1.3,193.1
923,기장,2022-05-25,1.6,259.9
923,기장,2022-05-26,1.7,204.9
923,기장,2022-05-27,2.2,221.4
923,기장,2022-05-28,1.8,267.4
923,기장,2022-05-29,1.4,200.8
923,기장,2022-05-30,.9,123.9
923,기장,2022-05-31,1.7,232.7
923,기장,2022-06-01,1.7,184.1
923,기장,2022-06-02,1.8,195.8
923,기장,2022-06-03,2.3,53.8
923,기장,2022-06-04,2.4,42.8
923,기장,2022-06-05,2.1,60.4
923,기장,2022-06-06,2.7,28.7
923,기장,2022-06-07,2.3,89.1
923,기장,2022-06-08,2.1,50.9
923,기장,2022-06-09,1.8,105.2
923,기장,2022-06-10,1.4,100.7
923,기장,2022-06-11,2.3,51.2
923,기장,2022-06-12,2.6,85.8
923,기장,2022-06-13,3,48
923,기장,2022-06-14,3.4,30.4
923,기장,2022-06-15,1.9,17.2
923,기장,2022-06-16,1.8,215.2
923,기장,2022-06-17,1.9,183.1
923,기장,2022-06-18,1.6,268.4
923,기장,2022-06-19,1.7,204.4
923,기장,2022-06-20,1.6,189.4
923,기장,2022-06-21,1,120.5
923,기장,2022-06-22,1.7,216.1
923,기장,2022-06-23,2.6,220.1
923,기장,2022-06-24,2.7,217.6
923,기장,2022-06-25,2.4,236.3
923,기장,2022-06-26,2.6,237.2
923,기장,2022-06-27,2.7,225.1
923,기장,2022-06-28,4,237.2
923,기장,2022-06-29,3.6,223.1
923,기장,2022-06-30,2.2,208.7
923,기장,2022-07-01,1.4,194.9
923,기장,2022-07-02,1.4,96.1
923,기장,2022-07-03,1.3,181.4
923,기장,2022-07-04,1.2,174.8
923,기장,2022-07-05,1.5,90.9
923,기장,2022-07-06,.9,146
923,기장,2022-07-07,1.6,208
923,기장,2022-07-08,1.7,231.5
923,기장,2022-07-09,1.4,44.8
923,기장,2022-07-10,1.4,90.3
923,기장,2022-07-11,.9,28.9
923,기장,2022-07-12,1.9,95.5
923,기장,2022-07-13,1.2,214.6
923,기장,2022-07-14,1.5,93.2
923,기장,2022-07-15,1,104.7
923,기장,2022-07-16,1.6,197.1
923,기장,2022-07-17,1.1,258.6
923,기장,2022-07-18,1.1,38.6
923,기장,2022-07-19,1.1,200.1
923,기장,2022-07-20,1.3,178.4
923,기장,2022-07-21,1.6,211.5
923,기장,2022-07-22,1.1,67.1
923,기장,2022-07-23,.8,102.3
923,기장,2022-07-24,1.6,182
923,기장,2022-07-25,1.5,278.2
923,기장,2022-07-26,1.4,71.2
923,기장,2022-07-27,2.1,51.5
923,기장,2022-07-28,1.8,62.9
923,기장,2022-07-29,2.3,109.5
923,기장,2022-07-30,2.5,63.4
923,기장,2022-07-31,1.5,228.9
923,기장,2022-08-01,2.3,247.9
923,기장,2022-08-02,2.9,224.3
923,기장,2022-08-03,1.8,211.3
923,기장,2022-08-04,1.4,290.4
923,기장,2022-08-05,1.3,190.2
923,기장,2022-08-06,1.2,195.3
923,기장,2022-08-07,1.8,264.2
923,기장,2022-08-08,2.2,270.9
923,기장,2022-08-09,2.1,267.7
923,기장,2022-08-10,1.8,272.9
923,기장,2022-08-11,1.6,254.4
923,기장,2022-08-12,1.3,232.9
923,기장,2022-08-13,1.1,186.9
923,기장,2022-08-14,1.8,227.8
923,기장,2022-08-15,2.7,248.9
923,기장,2022-08-16,1.7,274.8
923,기장,2022-08-17,.9,39.9
923,기장,2022-08-18,1.1,133.7
923,기장,2022-08-19,1.8,223.7
923,기장,2022-08-20,1.5,271.6
923,기장,2022-08-21,2.4,37.6
923,기장,2022-08-22,1.7,198.2
923,기장,2022-08-23,1.3,76
923,기장,2022-08-24,2.7,40.9
923,기장,2022-08-25,1.5,171.7
923,기장,2022-08-26,1.2,94.5
923,기장,2022-08-27,1.7,24.7
923,기장,2022-08-28,2.8,54.3
923,기장,2022-08-29,2.2,31.4
923,기장,2022-08-30,1.6,45.8
923,기장,2022-08-31,1.7,65.6
923,기장,2022-09-01,2.5,42.7
923,기장,2022-09-02,2.7,84.6
923,기장,2022-09-03,2.9,37.2
923,기장,2022-09-04,1.8,17.6
923,기장,2022-09-05,1.5,98.9
923,기장,2022-09-06,2.4,134
923,기장,2022-09-07,1.8,48.4
923,기장,2022-09-08,2.5,52.2
923,기장,2022-09-09,3,87.9
923,기장,2022-09-10,2.9,37.8
923,기장,2022-09-11,2.4,117.4
923,기장,2022-09-12,2.2,52.3
923,기장,2022-09-13,3.2,65.8
923,기장,2022-09-14,4,53.2
923,기장,2022-09-15,3.2,72.8
923,기장,2022-09-16,2.1,49.4
923,기장,2022-09-17,2,43.8
923,기장,2022-09-18,4.1,52.1
923,기장,2022-09-19,4.8,48
923,기장,2022-09-20,3.1,46.4
923,기장,2022-09-21,2.8,42.6
923,기장,2022-09-22,2.4,55.6
923,기장,2022-09-23,1.8,202.2
923,기장,2022-09-24,1.7,97.7
923,기장,2022-09-25,1.8,36.4
923,기장,2022-09-26,1.5,87.9
923,기장,2022-09-27,2.2,42.8
923,기장,2022-09-28,1.9,97.8
923,기장,2022-09-29,1.5,180.2
923,기장,2022-09-30,1.4,180.9
923,기장,2022-10-01,1.2,200.7
923,기장,2022-10-02,1.1,175.4
923,기장,2022-10-03,2.2,257.7
923,기장,2022-10-04,2.7,242.6
923,기장,2022-10-05,2.7,34.6
923,기장,2022-10-06,1.5,35.8
923,기장,2022-10-07,2.3,21.5
923,기장,2022-10-08,3,102.5
923,기장,2022-10-09,2,249.6
923,기장,2022-10-10,3,294.5
923,기장,2022-10-11,1.8,323.2
923,기장,2022-10-12,2.4,40.1
923,기장,2022-10-13,2.9,52.8
923,기장,2022-10-14,2.6,75.8
923,기장,2022-10-15,2.4,94.7
923,기장,2022-10-16,1.7,37.5
923,기장,2022-10-17,1.7,36.8
923,기장,2022-10-18,1.6,78.3
923,기장,2022-10-19,1.9,100.5
923,기장,2022-10-20,1.9,193.6
923,기장,2022-10-21,1.5,267.6
923,기장,2022-10-22,1.5,273.3
923,기장,2022-10-23,1.8,93.5
923,기장,2022-10-24,1.8,19.3
923,기장,2022-10-25,3.1,40.8
923,기장,2022-10-26,2,81.7
923,기장,2022-10-27,1.6,327.7
923,기장,2022-10-28,2.5,100.3
923,기장,2022-10-29,2.3,46.6
923,기장,2022-10-30,2.5,40.3
923,기장,2022-10-31,2.6,36.9
923,기장,2022-11-01,1.7,53.2
