지점,지점명,일시,평균 풍속(m/s),최대 순간 풍속 풍향(deg)
923,기장,2018-12-02,1.8,47.8
923,기장,2018-12-03,1.4,264.4
923,기장,2018-12-04,1.2,329.1
923,기장,2018-12-05,1.9,354.4
923,기장,2018-12-06,1.3,312.2
923,기장,2018-12-07,2.3,306.6
923,기장,2018-12-08,2,345.9
923,기장,2018-12-09,2,270
923,기장,2018-12-10,2.3,16.9
923,기장,2018-12-11,2.4,47.8
923,기장,2018-12-12,1.7,326.3
923,기장,2018-12-13,1.9,326.3
923,기장,2018-12-14,1.5,317.8
923,기장,2018-12-15,2.1,320.6
923,기장,2018-12-16,1.4,289.7
923,기장,2018-12-17,1.6,286.9
923,기장,2018-12-18,1.6,286.9
923,기장,2018-12-19,1.7,275.6
923,기장,2018-12-20,1.5,25.3
923,기장,2018-12-21,2,5.6
923,기장,2018-12-22,2,73.1
923,기장,2018-12-23,1.6,0
923,기장,2018-12-24,1.5,340.3
923,기장,2018-12-25,1.6,171.6
923,기장,2018-12-26,1.4,118.1
923,기장,2018-12-27,1.8,348.8
923,기장,2018-12-28,2.1,340.3
923,기장,2018-12-29,2.7,340.3
923,기장,2018-12-30,1.8,42.2
923,기장,2018-12-31,1.7,67.5
923,기장,2019-01-01,1.8,284.1
923,기장,2019-01-02,1.7,289.7
923,기장,2019-01-03,1.7,323.4
923,기장,2019-01-04,1.9,272.8
923,기장,2019-01-05,1.4,295.3
923,기장,2019-01-06,1.5,0
923,기장,2019-01-07,1.6,284.1
923,기장,2019-01-08,1.7,292.5
923,기장,2019-01-09,1.8,22.5
923,기장,2019-01-10,2,267.2
923,기장,2019-01-11,1.8,92.8
923,기장,2019-01-12,1.3,320.6
923,기장,2019-01-13,1.5,56.3
923,기장,2019-01-14,1.8,329.1
923,기장,2019-01-15,1.9,317.8
923,기장,2019-01-16,1.7,295.3
923,기장,2019-01-17,1.8,300.9
923,기장,2019-01-18,1.6,261.6
923,기장,2019-01-19,1.8,241.9
923,기장,2019-01-20,1.7,303.8
923,기장,2019-01-21,1.7,331.9
923,기장,2019-01-22,1.9,233.4
923,기장,2019-01-23,1.8,306.6
923,기장,2019-01-24,1.9,208.1
923,기장,2019-01-25,2,264.4
923,기장,2019-01-26,2,30.9
923,기장,2019-01-27,2.1,326.3
923,기장,2019-01-28,1.9,298.1
923,기장,2019-01-29,1.8,320.6
923,기장,2019-01-30,1.8,298.1
923,기장,2019-01-31,1.7,284.1
923,기장,2019-02-01,2.2,315
923,기장,2019-02-02,1.7,168.8
923,기장,2019-02-03,2.5,244.7
923,기장,2019-02-04,1.7,42.2
923,기장,2019-02-05,1.9,199.7
923,기장,2019-02-06,2.2,196.9
923,기장,2019-02-07,1.7,241.9
923,기장,2019-02-08,2,81.6
923,기장,2019-02-09,1.9,247.5
923,기장,2019-02-10,1.6,33.8
923,기장,2019-02-11,1.6,326.3
923,기장,2019-02-12,1.7,357.2
923,기장,2019-02-13,1.6,92.8
923,기장,2019-02-14,2.5,25.3
923,기장,2019-02-15,1.7,348.8
923,기장,2019-02-16,1.7,281.3
923,기장,2019-02-17,1.6,230.6
923,기장,2019-02-18,1.8,317.8
923,기장,2019-02-19,1.8,5.6
923,기장,2019-02-20,1.7,337.5
923,기장,2019-02-21,1.9,92.8
923,기장,2019-02-22,1.8,45
923,기장,2019-02-23,2.6,67.5
923,기장,2019-02-24,2.3,185.6
923,기장,2019-02-25,1.9,61.9
923,기장,2019-02-26,1.5,33.8
923,기장,2019-02-27,1.7,30.9
923,기장,2019-02-28,1.8,47.8
923,기장,2019-03-01,1.8,199.7
923,기장,2019-03-02,2,92.8
923,기장,2019-03-03,2.4,95.6
923,기장,2019-03-04,2.4,47.8
923,기장,2019-03-05,2,213.8
923,기장,2019-03-06,1.4,309.4
923,기장,2019-03-07,2.2,36.6
923,기장,2019-03-08,2.3,196.9
923,기장,2019-03-09,1.9,199.7
923,기장,2019-03-10,2.9,5.6
923,기장,2019-03-11,2,210.9
923,기장,2019-03-12,2.4,298.1
923,기장,2019-03-13,2.2,298.1
923,기장,2019-03-14,1.9,303.8
923,기장,2019-03-15,1.7,312.2
923,기장,2019-03-16,2.1,275.6
923,기장,2019-03-17,1.4,320.6
923,기장,2019-03-18,1.9,275.6
923,기장,2019-03-19,1.7,208.1
923,기장,2019-03-20,1.7,230.6
923,기장,2019-03-21,2.6,264.4
923,기장,2019-03-22,1.6,340.3
923,기장,2019-03-23,2.1,284.1
923,기장,2019-03-24,2.1,208.1
923,기장,2019-03-25,1.6,244.7
923,기장,2019-03-26,1.8,312.2
923,기장,2019-03-27,3.9,253.1
923,기장,2019-03-28,1.8,22.5
923,기장,2019-03-29,1.8,182.8
923,기장,2019-03-30,1.8,267.2
923,기장,2019-03-31,2.7,312.2
923,기장,2019-04-01,1.8,334.7
923,기장,2019-04-02,2.1,227.8
923,기장,2019-04-03,2.2,191.3
923,기장,2019-04-04,2.2,261.6
923,기장,2019-04-05,2.2,255.9
923,기장,2019-04-06,1.9,168.8
923,기장,2019-04-07,1.6,67.5
923,기장,2019-04-08,2.1,126.6
923,기장,2019-04-09,2.9,73.1
923,기장,2019-04-10,3.3,53.4
923,기장,2019-04-11,1.9,101.3
923,기장,2019-04-12,1.5,348.8
923,기장,2019-04-13,2.1,213.8
923,기장,2019-04-14,2,244.7
923,기장,2019-04-15,2,174.4
923,기장,2019-04-16,1.9,177.2
923,기장,2019-04-17,1.9,264.4
923,기장,2019-04-18,2.1,168.8
923,기장,2019-04-19,2.8,56.3
923,기장,2019-04-20,1.9,202.5
923,기장,2019-04-21,1.3,47.8
923,기장,2019-04-22,2.3,75.9
923,기장,2019-04-23,1.4,239.1
923,기장,2019-04-24,1.2,270
923,기장,2019-04-25,2.6,50.6
923,기장,2019-04-26,2,345.9
923,기장,2019-04-27,1.9,22.5
923,기장,2019-04-28,1.2,331.9
923,기장,2019-04-29,2.2,36.6
923,기장,2019-04-30,1.9,70.3
923,기장,2019-05-01,1.3,154.7
923,기장,2019-05-02,2.2,177.2
923,기장,2019-05-03,1.8,90
923,기장,2019-05-04,1.1,151.9
923,기장,2019-05-05,1.6,247.5
923,기장,2019-05-06,2.6,28.1
923,기장,2019-05-07,2.2,216.6
923,기장,2019-05-08,1.8,233.4
923,기장,2019-05-09,1.7,177.2
923,기장,2019-05-10,1.6,340.3
923,기장,2019-05-11,1.2,137.8
923,기장,2019-05-12,2.4,45
923,기장,2019-05-13,2,73.1
923,기장,2019-05-14,1.6,199.7
923,기장,2019-05-15,1.4,202.5
923,기장,2019-05-16,1.1,174.4
923,기장,2019-05-17,1.3,126.6
923,기장,2019-05-18,2.4,61.9
923,기장,2019-05-19,1.9,163.1
923,기장,2019-05-20,1.9,247.5
923,기장,2019-05-21,1.8,250.3
923,기장,2019-05-22,2,253.1
923,기장,2019-05-23,1.6,182.8
923,기장,2019-05-24,1.3,199.7
923,기장,2019-05-25,1.6,227.8
923,기장,2019-05-26,2,264.4
923,기장,2019-05-27,3.3,250.3
923,기장,2019-05-28,1.2,53.4
923,기장,2019-05-29,2,202.5
923,기장,2019-05-30,1.5,286.9
923,기장,2019-05-31,2.1,306.6
923,기장,2019-06-01,1.5,180
923,기장,2019-06-02,1.4,202.5
923,기장,2019-06-03,1.4,281.3
923,기장,2019-06-04,1.8,199.7
923,기장,2019-06-05,1.4,75.9
923,기장,2019-06-06,1.5,191.3
923,기장,2019-06-07,2,19.7
923,기장,2019-06-08,1.8,120.9
923,기장,2019-06-09,2.5,22.5
923,기장,2019-06-10,2.7,78.8
923,기장,2019-06-11,2.7,109.7
923,기장,2019-06-12,1.7,92.8
923,기장,2019-06-13,1.4,160.3
923,기장,2019-06-14,1.4,11.3
923,기장,2019-06-15,1.9,36.6
923,기장,2019-06-16,1.7,123.8
923,기장,2019-06-17,1.7,227.8
923,기장,2019-06-18,1.1,323.4
923,기장,2019-06-19,1.1,323.4
923,기장,2019-06-20,1.6,199.7
923,기장,2019-06-21,1.8,39.4
923,기장,2019-06-22,2.5,75.9
923,기장,2019-06-23,2.3,67.5
923,기장,2019-06-24,1.2,67.5
923,기장,2019-06-27,1.5,171.6
923,기장,2019-06-28,1.3,36.6
923,기장,2019-06-29,1,258.8
923,기장,2019-06-30,1.3,171.6
923,기장,2019-07-01,1,171.6
923,기장,2019-07-02,1.3,250.3
923,기장,2019-07-03,1,270
923,기장,2019-07-04,1.1,213.8
923,기장,2019-07-05,1.4,42.2
923,기장,2019-07-06,3.3,39.4
923,기장,2019-07-07,3,101.3
923,기장,2019-07-08,2.5,84.4
923,기장,2019-07-09,2.7,109.7
923,기장,2019-07-10,3.2,67.5
923,기장,2019-07-11,1.4,275.6
923,기장,2019-07-12,1.5,250.3
923,기장,2019-07-13,1,219.4
923,기장,2019-07-14,1.7,106.9
923,기장,2019-07-15,1.5,118.1
923,기장,2019-07-16,1.8,90
923,기장,2019-07-17,1.6,67.5
923,기장,2019-07-18,.8,53.4
923,기장,2019-07-19,1.4,75.9
923,기장,2019-07-20,2.7,233.4
923,기장,2019-07-21,2.7,177.2
923,기장,2019-07-22,1.3,213.8
923,기장,2019-07-23,1.3,5.6
923,기장,2019-07-24,1.9,244.7
923,기장,2019-07-25,1.5,208.1
923,기장,2019-07-26,1.8,227.8
923,기장,2019-07-27,1.5,292.5
923,기장,2019-07-28,1.9,194.1
923,기장,2019-07-29,1.5,227.8
923,기장,2019-07-30,2,241.9
923,기장,2019-07-31,2.1,168.8
923,기장,2019-08-01,1.4,208.1
923,기장,2019-08-02,1.2,194.1
923,기장,2019-08-03,1.7,351.6
923,기장,2019-08-04,1.5,81.6
923,기장,2019-08-05,2,8.4
923,기장,2019-08-06,3.5,42.2
923,기장,2019-08-07,2.1,202.5
923,기장,2019-08-08,1.3,163.1
923,기장,2019-08-09,1.2,135
923,기장,2019-08-10,2.2,163.1
923,기장,2019-08-11,2,0
923,기장,2019-08-12,1.8,199.7
923,기장,2019-08-13,2.3,64.7
923,기장,2019-08-14,3.5,101.3
923,기장,2019-08-15,2.5,50.6
923,기장,2019-08-16,1.7,272.8
923,기장,2019-08-17,1.6,208.1
923,기장,2019-08-18,1.4,194.1
923,기장,2019-08-19,1.2,39.4
923,기장,2019-08-20,2.5,340.3
923,기장,2019-08-21,1.1,126.6
923,기장,2019-08-22,2.1,194.1
923,기장,2019-08-23,1,309.4
923,기장,2019-08-24,1.5,309.4
923,기장,2019-08-25,1.5,146.3
923,기장,2019-08-26,1.4,199.7
923,기장,2019-08-27,1.2,25.3
923,기장,2019-08-28,.8,163.1
923,기장,2019-08-29,1.1,250.3
923,기장,2019-08-30,1.5,326.3
923,기장,2019-08-31,1.3,329.1
923,기장,2019-09-01,.9,357.2
923,기장,2019-09-02,1.1,28.1
923,기장,2019-09-03,1.3,56.3
923,기장,2019-09-04,1.2,160.3
923,기장,2019-09-05,1.2,70.3
923,기장,2019-09-06,2,11.3
923,기장,2019-09-07,2.8,236.3
923,기장,2019-09-08,.8,188.4
923,기장,2019-09-09,.8,163.1
923,기장,2019-09-10,1.4,177.2
923,기장,2019-09-11,1.9,101.3
923,기장,2019-09-12,3.1,22.5
923,기장,2019-09-13,2.9,11.3
923,기장,2019-09-14,1.2,14.1
923,기장,2019-09-15,2.3,61.9
923,기장,2019-09-16,2.7,36.6
923,기장,2019-09-17,3.2,22.5
923,기장,2019-09-18,1.7,25.3
923,기장,2019-09-19,2.9,67.5
923,기장,2019-09-20,2.9,146.3
923,기장,2019-09-21,3.2,90
923,기장,2019-09-22,6.7,36.6
923,기장,2019-09-23,1.7,337.5
923,기장,2019-09-24,1.8,112.5
923,기장,2019-09-25,2.3,106.9
923,기장,2019-09-26,2.5,132.2
923,기장,2019-09-27,2,45
923,기장,2019-09-28,1.1,78.8
923,기장,2019-09-29,1,171.6
923,기장,2019-09-30,1,202.5
923,기장,2019-10-01,.9,22.5
923,기장,2019-10-02,2.4,25.3
923,기장,2019-10-03,2.9,227.8
923,기장,2019-10-04,1.2,118.1
923,기장,2019-10-05,1.8,33.8
923,기장,2019-10-06,3,70.3
923,기장,2019-10-07,1.8,67.5
923,기장,2019-10-08,1.4,267.2
923,기장,2019-10-09,1.7,337.5
923,기장,2019-10-10,2,185.6
923,기장,2019-10-11,2.9,53.4
923,기장,2019-10-12,5,36.6
923,기장,2019-10-13,3.4,61.9
923,기장,2019-10-14,1.7,39.4
923,기장,2019-10-15,3,22.5
923,기장,2019-10-16,1.8,61.9
923,기장,2019-10-17,2.6,2.8
923,기장,2019-10-18,3.2,30.9
923,기장,2019-10-19,2.3,30.9
923,기장,2019-10-20,1.7,98.4
923,기장,2019-10-21,2.9,42.2
923,기장,2019-10-22,2.6,42.2
923,기장,2019-10-23,2.7,123.8
923,기장,2019-10-24,2.9,67.5
923,기장,2019-10-25,2,348.8
923,기장,2019-10-26,1.5,261.6
923,기장,2019-10-27,1.6,312.2
923,기장,2019-10-28,1.7,205.3
923,기장,2019-10-29,1.6,210.9
923,기장,2019-10-30,1.6,337.5
923,기장,2019-10-31,1.6,329.1
923,기장,2019-11-01,1.7,39.4
923,기장,2019-11-02,1.8,64.7
923,기장,2019-11-03,1.9,64.7
923,기장,2019-11-04,2.5,11.3
923,기장,2019-11-05,2.2,216.6
923,기장,2019-11-06,1.6,326.3
923,기장,2019-11-07,1.6,306.6
923,기장,2019-11-08,1.7,320.6
923,기장,2019-11-09,1.9,320.6
923,기장,2019-11-10,2.2,239.1
923,기장,2019-11-11,2.2,320.6
923,기장,2019-11-12,1.5,317.8
923,기장,2019-11-13,2.4,253.1
923,기장,2019-11-14,2.1,275.6
923,기장,2019-11-15,2,303.8
923,기장,2019-11-16,1.8,289.7
923,기장,2019-11-17,1.8,236.3
923,기장,2019-11-18,2.7,222.2
923,기장,2019-11-19,1.6,281.3
923,기장,2019-11-20,1.6,289.7
923,기장,2019-11-21,2.2,45
923,기장,2019-11-22,2.5,90
923,기장,2019-11-23,2.2,90
923,기장,2019-11-24,1.6,306.6
923,기장,2019-11-25,2.8,73.1
923,기장,2019-11-26,2.5,30.9
923,기장,2019-11-27,1.9,351.6
923,기장,2019-11-28,2.9,22.5
923,기장,2019-11-29,1.5,337.5
923,기장,2019-11-30,1.7,39.4
923,기장,2019-12-01,1.6,101.3
923,기장,2019-12-02,1.9,306.6
923,기장,2019-12-03,1.6,250.3
923,기장,2019-12-04,1.6,239.1
923,기장,2019-12-05,1.5,258.8
923,기장,2019-12-06,1.4,323.4
923,기장,2019-12-07,1.7,320.6
923,기장,2019-12-08,1.9,331.9
923,기장,2019-12-09,1.7,315
923,기장,2019-12-10,1.5,239.1
923,기장,2019-12-11,2,284.1
923,기장,2019-12-12,1.7,320.6
923,기장,2019-12-13,1.9,272.8
923,기장,2019-12-14,1.7,59.1
923,기장,2019-12-15,2.2,42.2
923,기장,2019-12-16,1.8,329.1
923,기장,2019-12-17,1.3,255.9
923,기장,2019-12-18,1.5,343.1
923,기장,2019-12-19,1.6,25.3
923,기장,2019-12-20,1.7,312.2
923,기장,2019-12-21,1.7,278.4
923,기장,2019-12-22,1.8,0
923,기장,2019-12-23,2,261.6
923,기장,2019-12-24,1.9,112.5
923,기장,2019-12-25,2.2,334.7
923,기장,2019-12-26,1.8,281.3
923,기장,2019-12-27,2,292.5
923,기장,2019-12-28,1.6,329.1
923,기장,2019-12-29,2,337.5
923,기장,2019-12-30,2,236.3
923,기장,2019-12-31,1.8,315
923,기장,2020-01-01,1.4,315
923,기장,2020-01-02,1.6,343.1
923,기장,2020-01-03,1.7,286.9
923,기장,2020-01-04,1.9,317.8
923,기장,2020-01-05,1.9,343.1
923,기장,2020-01-06,1.6,334.7
923,기장,2020-01-07,3,185.6
923,기장,2020-01-08,3,239.1
923,기장,2020-01-09,2,284.1
923,기장,2020-01-10,1.9,337.5
923,기장,2020-01-11,1.7,47.8
923,기장,2020-01-12,1.7,329.1
923,기장,2020-01-13,2,312.2
923,기장,2020-01-14,1.2,2.8
923,기장,2020-01-15,1.6,329.1
923,기장,2020-01-16,1.8,326.3
923,기장,2020-01-17,1.7,59.1
923,기장,2020-01-18,1.8,354.4
923,기장,2020-01-19,1.7,253.1
923,기장,2020-01-20,1.6,286.9
923,기장,2020-01-21,1.8,73.1
923,기장,2020-01-22,2,30.9
923,기장,2020-01-23,2.4,56.3
923,기장,2020-01-24,2.5,56.3
923,기장,2020-01-25,2.3,115.3
923,기장,2020-01-26,3.3,90
923,기장,2020-01-27,5.6,22.5
923,기장,2020-01-28,3.2,53.4
923,기장,2020-01-29,2.2,70.3
923,기장,2020-01-30,2.3,326.3
923,기장,2020-01-31,1.4,101.3
923,기장,2020-02-01,1.4,323.4
923,기장,2020-02-02,1.8,205.3
923,기장,2020-02-03,1.8,300.9
923,기장,2020-02-04,1.7,300.9
923,기장,2020-02-05,1.7,258.8
923,기장,2020-02-06,1.8,343.1
923,기장,2020-02-07,2.1,331.9
923,기장,2020-02-08,2.1,320.6
923,기장,2020-02-09,1.7,185.6
923,기장,2020-02-10,1.9,258.8
923,기장,2020-02-11,1.8,191.3
923,기장,2020-02-12,1.8,177.2
923,기장,2020-02-13,1.6,185.6
923,기장,2020-02-14,1.6,16.9
923,기장,2020-02-15,2,81.6
923,기장,2020-02-16,2.6,309.4
923,기장,2020-02-17,3.4,334.7
923,기장,2020-02-18,1.9,354.4
923,기장,2020-02-19,1.9,208.1
923,기장,2020-02-20,1.7,78.8
923,기장,2020-02-21,2,180
923,기장,2020-02-22,2.8,317.8
923,기장,2020-02-23,2,272.8
923,기장,2020-02-24,1.8,236.3
923,기장,2020-02-25,2.4,67.5
923,기장,2020-02-26,2.5,98.4
923,기장,2020-02-27,2.4,22.5
923,기장,2020-02-28,1.6,331.9
923,기장,2020-02-29,2.1,87.2
923,기장,2020-03-01,1.9,45
923,기장,2020-03-02,1.8,36.6
923,기장,2020-03-03,2,59.1
923,기장,2020-03-04,2.6,303.8
923,기장,2020-03-05,2.1,275.6
923,기장,2020-03-06,2.3,171.6
923,기장,2020-03-07,1.3,292.5
923,기장,2020-03-08,2.5,36.6
923,기장,2020-03-09,1.7,61.9
923,기장,2020-03-10,2.1,67.5
923,기장,2020-03-11,2,2.8
923,기장,2020-03-12,2.2,185.6
923,기장,2020-03-13,1.8,219.4
923,기장,2020-03-14,1.8,36.6
923,기장,2020-03-15,2.1,309.4
923,기장,2020-03-16,2.2,115.3
923,기장,2020-03-17,2.1,298.1
923,기장,2020-03-18,2,202.5
923,기장,2020-03-19,3.3,267.2
923,기장,2020-03-20,2.2,272.8
923,기장,2020-03-21,2,185.6
923,기장,2020-03-22,2.8,109.7
923,기장,2020-03-23,2.1,182.8
923,기장,2020-03-24,1.6,70.3
923,기장,2020-03-25,2,185.6
923,기장,2020-03-26,1.1,233.4
923,기장,2020-03-27,1.7,225
923,기장,2020-03-28,2.6,28.1
923,기장,2020-03-29,2.3,50.6
923,기장,2020-03-30,1.6,112.5
923,기장,2020-03-31,2,50.6
923,기장,2020-04-01,1.6,14.1
923,기장,2020-04-02,1.9,56.3
923,기장,2020-04-03,1.9,236.3
923,기장,2020-04-04,2.7,53.4
923,기장,2020-04-05,1.9,194.1
923,기장,2020-04-06,2.3,219.4
923,기장,2020-04-07,2,230.6
923,기장,2020-04-08,1.9,137.8
923,기장,2020-04-09,1.9,78.8
923,기장,2020-04-10,1.9,95.6
923,기장,2020-04-11,1.6,227.8
923,기장,2020-04-12,3.3,118.1
923,기장,2020-04-13,3.1,50.6
923,기장,2020-04-14,1.8,270
923,기장,2020-04-15,1.7,222.2
923,기장,2020-04-16,2.9,70.3
923,기장,2020-04-17,1.3,19.7
923,기장,2020-04-18,1.7,312.2
923,기장,2020-04-19,2.4,109.7
923,기장,2020-04-20,2,289.7
923,기장,2020-04-21,2.6,270
923,기장,2020-04-22,2.6,284.1
923,기장,2020-04-23,2.1,303.8
923,기장,2020-04-24,2.3,213.8
923,기장,2020-04-25,3.4,219.4
923,기장,2020-04-26,1.7,64.7
923,기장,2020-04-27,1.9,33.8
923,기장,2020-04-28,2.2,199.7
923,기장,2020-04-29,2,199.7
923,기장,2020-04-30,2.5,267.2
923,기장,2020-05-01,2.5,261.6
923,기장,2020-05-02,1.9,236.3
923,기장,2020-05-03,1,284.1
923,기장,2020-05-04,1.6,59.1
923,기장,2020-05-05,2,73.1
923,기장,2020-05-06,3.1,149.1
923,기장,2020-05-07,3,64.7
923,기장,2020-05-08,2.1,250.3
923,기장,2020-05-09,2,264.4
923,기장,2020-05-10,2,281.3
923,기장,2020-05-11,1.7,244.7
923,기장,2020-05-12,1.9,281.3
923,기장,2020-05-13,2,250.3
923,기장,2020-05-14,1.4,210.9
923,기장,2020-05-15,1.1,180
923,기장,2020-05-16,1.2,75.9
923,기장,2020-05-17,1.4,177.2
923,기장,2020-05-18,1.1,33.8
923,기장,2020-05-19,2,275.6
923,기장,2020-05-20,1.7,2.8
923,기장,2020-05-21,1.5,70.3
923,기장,2020-05-22,2.3,45
923,기장,2020-05-23,1.7,73.1
923,기장,2020-05-24,1.5,250.3
923,기장,2020-05-25,1.3,140.6
923,기장,2020-05-26,1.1,281.3
923,기장,2020-05-27,1.3,292.5
923,기장,2020-05-28,1.5,199.7
923,기장,2020-05-29,1.8,87.2
923,기장,2020-05-30,1.5,78.8
923,기장,2020-05-31,1.3,194.1
923,기장,2020-06-01,1.5,244.7
923,기장,2020-06-02,2,182.8
923,기장,2020-06-03,1.7,306.6
923,기장,2020-06-04,1.5,151.9
923,기장,2020-06-05,1.5,90
923,기장,2020-06-06,2.2,84.4
923,기장,2020-06-07,1.8,87.2
923,기장,2020-06-08,1.3,205.3
923,기장,2020-06-09,1.6,182.8
923,기장,2020-06-10,1.5,160.3
923,기장,2020-06-11,1.5,264.4
923,기장,2020-06-12,1.2,194.1
923,기장,2020-06-13,1.1,36.6
923,기장,2020-06-14,1.6,275.6
923,기장,2020-06-15,1.5,275.6
923,기장,2020-06-16,1.6,95.6
923,기장,2020-06-17,1.1,300.9
923,기장,2020-06-18,2.2,11.3
923,기장,2020-06-19,2.9,50.6
923,기장,2020-06-20,1.9,87.2
923,기장,2020-06-21,2.3,92.8
923,기장,2020-06-22,1.4,191.3
923,기장,2020-06-23,1.1,95.6
923,기장,2020-06-24,1.4,196.9
923,기장,2020-06-25,.9,185.6
923,기장,2020-06-26,1.3,292.5
923,기장,2020-06-27,1.2,182.8
923,기장,2020-06-28,1.2,191.3
923,기장,2020-06-29,1.3,250.3
923,기장,2020-06-30,2.9,219.4
923,기장,2020-07-01,1.2,210.9
923,기장,2020-07-02,1.3,106.9
923,기장,2020-07-04,1.8,36.6
923,기장,2020-07-05,1.2,163.1
923,기장,2020-07-06,.9,81.6
923,기장,2020-07-07,1.5,202.5
923,기장,2020-07-08,1.2,331.9
923,기장,2020-07-09,1.6,42.2
923,기장,2020-07-10,1.3,36.6
923,기장,2020-07-11,1.5,36.6
923,기장,2020-07-12,1.8,81.6
923,기장,2020-07-13,2.2,59.1
923,기장,2020-07-14,1.3,39.4
923,기장,2020-07-15,1.6,50.6
923,기장,2020-07-16,1.5,115.3
923,기장,2020-07-17,2.1,146.3
923,기장,2020-07-18,1.4,61.9
923,기장,2020-07-19,1.4,250.3
923,기장,2020-07-20,2.7,239.1
923,기장,2020-07-21,1,180
923,기장,2020-07-22,1,42.2
923,기장,2020-07-23,1.6,36.6
923,기장,2020-07-24,2.2,205.3
923,기장,2020-07-25,1.6,182.8
923,기장,2020-07-26,1.6,154.7
923,기장,2020-07-27,1.2,64.7
923,기장,2020-07-28,.9,67.5
923,기장,2020-07-29,.8,53.4
923,기장,2020-07-30,1.1,42.2
923,기장,2020-07-31,1.1,202.5
923,기장,2020-08-01,1.3,194.1
923,기장,2020-08-02,1.7,250.3
923,기장,2020-08-03,2,137.8
923,기장,2020-08-04,1.6,227.8
923,기장,2020-08-05,2.2,264.4
923,기장,2020-08-06,2.9,208.1
923,기장,2020-08-07,1.5,334.7
923,기장,2020-08-08,1.5,272.8
923,기장,2020-08-09,3,253.1
923,기장,2020-08-10,2.5,230.6
923,기장,2020-08-11,1.8,258.8
923,기장,2020-08-12,1.4,253.1
923,기장,2020-08-13,1.8,270
923,기장,2020-08-14,2.1,264.4
923,기장,2020-08-15,1.5,261.6
923,기장,2020-08-16,1.3,194.1
923,기장,2020-08-17,1,33.8
923,기장,2020-08-18,1.3,208.1
923,기장,2020-08-19,1.2,202.5
923,기장,2020-08-20,1.4,64.7
923,기장,2020-08-21,1.8,326.3
923,기장,2020-08-22,1.9,87.2
923,기장,2020-08-23,1.2,22.5
923,기장,2020-08-24,1.2,185.6
923,기장,2020-08-25,1.3,5.6
923,기장,2020-08-26,1.1,50.6
923,기장,2020-08-27,2.2,213.8
923,기장,2020-08-28,1.5,250.3
923,기장,2020-08-30,1.3,90
923,기장,2020-08-31,2.8,70.3
923,기장,2020-09-01,2.4,50.6
923,기장,2020-09-02,3.4,61.9
923,기장,2020-09-04,1.4,188.4
923,기장,2020-09-05,1.7,36.6
923,기장,2020-09-06,3.9,42.2
923,기장,2020-09-08,2.4,270
923,기장,2020-09-09,1.6,188.4
923,기장,2020-09-10,1.2,149.1
923,기장,2020-09-11,2.2,334.7
923,기장,2020-09-12,3.1,73.1
923,기장,2020-09-13,1.9,337.5
923,기장,2020-09-14,1.7,165.9
923,기장,2020-09-15,1.1,101.3
923,기장,2020-09-16,1,67.5
923,기장,2020-09-17,1,312.2
923,기장,2020-09-18,1.1,312.2
923,기장,2020-09-19,1.6,289.7
923,기장,2020-09-20,1.5,202.5
923,기장,2020-09-21,2.2,67.5
923,기장,2020-09-22,3.2,50.6
923,기장,2020-09-23,3.5,2.8
923,기장,2020-09-24,3.3,28.1
923,기장,2020-09-25,3.1,70.3
923,기장,2020-09-26,2.9,42.2
923,기장,2020-09-27,2.8,92.8
923,기장,2020-09-28,2.6,106.9
923,기장,2020-09-29,1.8,67.5
923,기장,2020-09-30,2.3,120.9
923,기장,2020-10-01,2,75.9
923,기장,2020-10-02,1.9,185.6
923,기장,2020-10-03,1.1,140.6
923,기장,2020-10-04,1.1,154.7
923,기장,2020-10-05,1.7,0
923,기장,2020-10-06,2,47.8
923,기장,2020-10-07,3.4,129.4
923,기장,2020-10-08,4.8,343.1
923,기장,2020-10-09,4.9,56.3
923,기장,2020-10-10,3,28.1
923,기장,2020-10-11,2.2,39.4
923,기장,2020-10-12,1.6,329.1
923,기장,2020-10-13,1.6,11.3
923,기장,2020-10-14,1.6,36.6
923,기장,2020-10-15,2.2,112.5
923,기장,2020-10-16,1.7,5.6
923,기장,2020-10-17,1.6,64.7
923,기장,2020-10-18,1.6,337.5
923,기장,2020-10-19,2.1,61.9
923,기장,2020-10-20,2,75.9
923,기장,2020-10-21,1.5,14.1
923,기장,2020-10-22,1,331.9
923,기장,2020-10-23,1.8,295.3
923,기장,2020-10-24,1.9,272.8
923,기장,2020-10-25,1.4,213.8
923,기장,2020-10-26,1.8,326.3
923,기장,2020-10-27,1.8,348.8
923,기장,2020-10-28,1.4,326.3
923,기장,2020-10-29,2.1,70.3
923,기장,2020-10-30,2.8,39.4
923,기장,2020-10-31,2,42.2
923,기장,2020-11-01,1.2,331.9
923,기장,2020-11-02,1.3,281.3
923,기장,2020-11-03,2.3,36.6
923,기장,2020-11-04,1.7,8.4
923,기장,2020-11-05,1.4,334.7
923,기장,2020-11-06,1.2,298.1
923,기장,2020-11-07,1.3,281.3
923,기장,2020-11-08,2,340.3
923,기장,2020-11-09,1.6,2.8
923,기장,2020-11-10,1.5,326.3
923,기장,2020-11-11,1.9,118.1
923,기장,2020-11-12,1.7,315
923,기장,2020-11-13,1.9,56.3
923,기장,2020-11-14,2.4,59.1
923,기장,2020-11-15,1.6,236.3
923,기장,2020-11-16,1.9,45
