No,관측소명,관측시간,조위(Cm)
652,2015년_고리,2015-05-05 20:00,70.8
653,2015년_고리,2015-05-05 21:00,78.5
654,2015년_고리,2015-05-05 22:00,70.7
655,2015년_고리,2015-05-05 23:00,60.9
656,2015년_고리,2015-05-06 00:00,45.2
657,2015년_고리,2015-05-06 01:00,23
658,2015년_고리,2015-05-06 02:00,9.7
659,2015년_고리,2015-05-06 03:00,4.9
660,2015년_고리,2015-05-06 04:00,8.9
661,2015년_고리,2015-05-06 05:00,19.3
662,2015년_고리,2015-05-06 06:00,38.7
663,2015년_고리,2015-05-06 07:00,53.6
664,2015년_고리,2015-05-06 08:00,68.7
665,2015년_고리,2015-05-06 09:00,78.3
666,2015년_고리,2015-05-06 10:00,74.8
667,2015년_고리,2015-05-06 11:00,65.1
668,2015년_고리,2015-05-06 12:00,48.9
669,2015년_고리,2015-05-06 13:00,29.5
670,2015년_고리,2015-05-06 14:00,15.7
671,2015년_고리,2015-05-06 15:00,10.5
672,2015년_고리,2015-05-06 16:00,12.6
673,2015년_고리,2015-05-06 17:00,24.8
674,2015년_고리,2015-05-06 18:00,41.6
675,2015년_고리,2015-05-06 19:00,57
676,2015년_고리,2015-05-06 20:00,70.6
677,2015년_고리,2015-05-06 21:00,77.6
678,2015년_고리,2015-05-06 22:00,81
679,2015년_고리,2015-05-06 23:00,70.1
680,2015년_고리,2015-05-07 00:00,51.9
681,2015년_고리,2015-05-07 01:00,37.1
682,2015년_고리,2015-05-07 02:00,20.2
683,2015년_고리,2015-05-07 03:00,11.7
684,2015년_고리,2015-05-07 04:00,10.3
685,2015년_고리,2015-05-07 05:00,18.9
686,2015년_고리,2015-05-07 06:00,25.3
687,2015년_고리,2015-05-07 07:00,46
688,2015년_고리,2015-05-07 08:00,65.1
689,2015년_고리,2015-05-07 09:00,73
690,2015년_고리,2015-05-07 10:00,73.3
691,2015년_고리,2015-05-07 11:00,71.2
692,2015년_고리,2015-05-07 12:00,54.8
693,2015년_고리,2015-05-07 13:00,43.7
694,2015년_고리,2015-05-07 14:00,24.4
695,2015년_고리,2015-05-07 15:00,14.5
696,2015년_고리,2015-05-07 16:00,13.9
697,2015년_고리,2015-05-07 17:00,18.8
698,2015년_고리,2015-05-07 18:00,33.1
699,2015년_고리,2015-05-07 19:00,47.6
700,2015년_고리,2015-05-07 20:00,61.4
701,2015년_고리,2015-05-07 21:00,69.9
702,2015년_고리,2015-05-07 22:00,76.9
703,2015년_고리,2015-05-07 23:00,69.2
704,2015년_고리,2015-05-08 00:00,64.2
705,2015년_고리,2015-05-08 01:00,49
706,2015년_고리,2015-05-08 02:00,27.7
707,2015년_고리,2015-05-08 03:00,12
708,2015년_고리,2015-05-08 04:00,6.2
709,2015년_고리,2015-05-08 05:00,7.6
710,2015년_고리,2015-05-08 06:00,16.9
711,2015년_고리,2015-05-08 07:00,29.1
712,2015년_고리,2015-05-08 08:00,47.3
713,2015년_고리,2015-05-08 09:00,61.8
714,2015년_고리,2015-05-08 10:00,71.4
715,2015년_고리,2015-05-08 11:00,69
716,2015년_고리,2015-05-08 12:00,63.7
717,2015년_고리,2015-05-08 13:00,50.8
718,2015년_고리,2015-05-08 14:00,33.8
719,2015년_고리,2015-05-08 15:00,25.4
720,2015년_고리,2015-05-08 16:00,17.6
721,2015년_고리,2015-05-08 17:00,17.7
722,2015년_고리,2015-05-08 18:00,28.4
723,2015년_고리,2015-05-08 19:00,36.5
724,2015년_고리,2015-05-08 20:00,47.1
725,2015년_고리,2015-05-08 21:00,65.2
726,2015년_고리,2015-05-08 22:00,69.6
727,2015년_고리,2015-05-08 23:00,75.5
728,2015년_고리,2015-05-09 00:00,65.5
729,2015년_고리,2015-05-09 01:00,57
730,2015년_고리,2015-05-09 02:00,44.4
731,2015년_고리,2015-05-09 03:00,26.7
732,2015년_고리,2015-05-09 04:00,20.2
733,2015년_고리,2015-05-09 05:00,12.8
734,2015년_고리,2015-05-09 06:00,9.5
735,2015년_고리,2015-05-09 07:00,24.7
736,2015년_고리,2015-05-09 08:00,33
737,2015년_고리,2015-05-09 09:00,52.9
738,2015년_고리,2015-05-09 10:00,57.4
739,2015년_고리,2015-05-09 11:00,66.1
740,2015년_고리,2015-05-09 12:00,66.1
741,2015년_고리,2015-05-09 13:00,57.9
742,2015년_고리,2015-05-09 14:00,54.2
743,2015년_고리,2015-05-09 15:00,34.7
744,2015년_고리,2015-05-09 16:00,21.5
745,2015년_고리,2015-05-09 17:00,19.9
746,2015년_고리,2015-05-09 18:00,22.9
747,2015년_고리,2015-05-09 19:00,30.3
748,2015년_고리,2015-05-09 20:00,48.3
749,2015년_고리,2015-05-09 21:00,53.9
750,2015년_고리,2015-05-09 22:00,53.5
751,2015년_고리,2015-05-09 23:00,59.5
752,2015년_고리,2015-05-10 00:00,61.6
753,2015년_고리,2015-05-10 01:00,57
754,2015년_고리,2015-05-10 02:00,49.3
755,2015년_고리,2015-05-10 03:00,40
756,2015년_고리,2015-05-10 04:00,22.9
757,2015년_고리,2015-05-10 05:00,10.7
758,2015년_고리,2015-05-10 06:00,17.7
759,2015년_고리,2015-05-10 07:00,18.1
760,2015년_고리,2015-05-10 08:00,25.3
761,2015년_고리,2015-05-10 09:00,36.5
762,2015년_고리,2015-05-10 10:00,44.4
763,2015년_고리,2015-05-10 11:00,55.7
764,2015년_고리,2015-05-10 12:00,61.5
765,2015년_고리,2015-05-10 13:00,59.6
766,2015년_고리,2015-05-10 14:00,56
767,2015년_고리,2015-05-10 15:00,46.2
768,2015년_고리,2015-05-10 16:00,33.8
769,2015년_고리,2015-05-10 17:00,23.6
770,2015년_고리,2015-05-10 18:00,19.2
771,2015년_고리,2015-05-10 19:00,23.7
772,2015년_고리,2015-05-10 20:00,33.8
773,2015년_고리,2015-05-10 21:00,43.2
774,2015년_고리,2015-05-10 22:00,48.2
775,2015년_고리,2015-05-10 23:00,56.2
776,2015년_고리,2015-05-11 00:00,56.6
777,2015년_고리,2015-05-11 01:00,53.6
778,2015년_고리,2015-05-11 02:00,52.2
779,2015년_고리,2015-05-11 03:00,46.5
780,2015년_고리,2015-05-11 04:00,35.9
781,2015년_고리,2015-05-11 05:00,25.6
782,2015년_고리,2015-05-11 06:00,18.5
783,2015년_고리,2015-05-11 07:00,15.1
784,2015년_고리,2015-05-11 08:00,18.2
785,2015년_고리,2015-05-11 09:00,23.6
786,2015년_고리,2015-05-11 10:00,33
787,2015년_고리,2015-05-11 11:00,41.5
788,2015년_고리,2015-05-11 12:00,49.1
789,2015년_고리,2015-05-11 13:00,53.1
790,2015년_고리,2015-05-11 14:00,55.8
791,2015년_고리,2015-05-11 15:00,47.7
792,2015년_고리,2015-05-11 16:00,44.9
793,2015년_고리,2015-05-11 17:00,26.8
794,2015년_고리,2015-05-11 18:00,28.4
795,2015년_고리,2015-05-11 19:00,32
796,2015년_고리,2015-05-11 20:00,29.4
797,2015년_고리,2015-05-11 21:00,43.3
798,2015년_고리,2015-05-11 22:00,49.7
799,2015년_고리,2015-05-11 23:00,48.5
800,2015년_고리,2015-05-12 00:00,69.7
801,2015년_고리,2015-05-12 01:00,50.6
802,2015년_고리,2015-05-12 02:00,55.5
803,2015년_고리,2015-05-12 03:00,61.4
804,2015년_고리,2015-05-12 04:00,42.6
805,2015년_고리,2015-05-12 05:00,54.6
806,2015년_고리,2015-05-12 06:00,26.6
807,2015년_고리,2015-05-12 07:00,36.3
808,2015년_고리,2015-05-12 08:00,18.7
809,2015년_고리,2015-05-12 09:00,15.3
810,2015년_고리,2015-05-12 10:00,27.6
811,2015년_고리,2015-05-12 11:00,13.7
812,2015년_고리,2015-05-12 12:00,60.4
813,2015년_고리,2015-05-12 13:00,59.5
814,2015년_고리,2015-05-12 14:00,68.4
815,2015년_고리,2015-05-12 15:00,75.2
816,2015년_고리,2015-05-12 16:00,71.9
