date,jungang_discharge_m3_day
2017-10-25,91919
2017-10-26,89077
2017-10-27,86073
2017-10-28,88969
2017-10-29,86749
2017-10-30,83064
2017-10-31,88721
2017-11-01,88660
2017-11-02,90466
2017-11-03,89260
2017-11-04,87515
2017-11-05,86737
2017-11-06,87141
2017-11-07,88914
2017-11-08,89782
2017-11-09,88265
2017-11-10,84022
2017-11-11,81935
2017-11-12,85042
2017-11-13,85990
2017-11-14,86938
2017-11-15,85457
2017-11-16,84926
2017-11-17,86132
2017-11-18,84203
2017-11-19,88641
2017-11-20,86608
2017-11-21,82066
2017-11-22,86794
2017-11-23,86829
2017-11-24,86491
2017-11-25,84860
2017-11-26,83323
2017-11-27,87220
2017-11-28,85383
2017-11-29,86619
2017-11-30,85840
2017-12-01,84343
2017-12-02,83590
2017-12-03,81766
2017-12-04,83920
2017-12-05,83542
2017-12-06,85039
2017-12-07,89528
2017-12-08,84988
2017-12-09,84505
2017-12-10,84074
2017-12-11,86620
2017-12-12,83618
2017-12-13,83505
2017-12-14,85164
2017-12-15,85714
2017-12-16,83426
2017-12-17,83785
2017-12-18,89142
2017-12-19,86215
2017-12-20,85431
2017-12-21,86190
2017-12-22,83974
2017-12-23,86876
2017-12-24,85026
2017-12-25,82065
2017-12-26,85918
2017-12-27,82960
2017-12-28,82740
2017-12-29,86420
2017-12-30,84117
2017-12-31,84739
2018-01-01,83714
2018-01-02,86167
2018-01-03,86821
2018-01-04,87170
2018-01-05,84114
2018-01-06,84699
2018-01-07,83029
2018-01-08,85684
2018-01-09,84645
2018-01-10,85802
2018-01-11,85157
2018-01-12,85126
2018-01-13,81853
2018-01-14,85165
2018-01-15,85697
2018-01-16,90648
2018-01-17,86544
2018-01-18,83297
2018-01-19,83835
2018-01-20,84440
2018-01-21,84697
2018-01-22,85736
2018-01-23,86037
2018-01-24,89004
2018-01-25,87784
2018-01-26,88683
2018-01-27,87547
2018-01-28,88937
2018-01-29,88945
2018-01-30,86524
2018-01-31,82759
2018-02-01,88374
2018-02-02,91133
2018-02-03,85634
2018-02-04,85518
2018-02-05,90296
2018-02-06,88685
2018-02-07,92171
2018-02-08,90566
2018-02-09,90638
2018-02-10,89132
2018-02-11,78579
2018-02-12,87685
2018-02-13,88523
2018-02-14,89005
2018-02-15,90344
2018-02-16,89178
2018-02-17,87160
2018-02-18,84559
2018-02-19,86918
2018-02-20,90914
2018-02-21,86307
2018-02-22,87709
2018-02-23,88729
2018-02-24,86174
2018-02-25,85835
2018-02-26,87165
2018-02-27,85854
2018-02-28,90637
2018-03-01,85114
2018-03-02,84802
2018-03-03,86710
2018-03-04,84957
2018-03-05,90463
2018-03-06,89615
2018-03-07,88338
2018-03-08,99088
2018-03-09,88374
2018-03-10,86100
2018-03-11,87518
2018-03-12,89096
2018-03-13,88861
2018-03-14,85591
2018-03-15,93857
2018-03-16,92332
2018-03-17,88049
2018-03-18,88073
2018-03-19,100350
2018-03-20,90676
2018-03-21,96733
2018-03-22,90172
2018-03-23,89278
2018-03-24,87822
2018-03-25,88315
2018-03-26,88982
2018-03-27,89206
2018-03-28,88482
2018-03-29,88643
2018-03-30,89340
2018-03-31,85088
2018-04-01,86266
2018-04-02,88372
2018-04-03,86845
2018-04-04,82512
2018-04-05,87010
2018-04-06,93442
2018-04-07,87964
2018-04-08,83780
2018-04-09,92756
2018-04-10,99300
2018-04-11,75891
2018-04-12,88320
2018-04-13,86785
2018-04-14,89459
2018-04-15,88441
2018-04-16,87100
2018-04-17,86868
2018-04-18,91703
2018-04-19,90522
2018-04-20,88845
2018-04-21,85283
2018-04-22,82798
2018-04-23,90665
2018-04-24,92474
2018-04-25,84728
2018-04-26,87976
2018-04-27,92246
2018-04-28,84437
2018-04-29,84886
2018-04-30,88917
2018-05-01,85882
2018-05-02,89223
2018-05-03,92064
2018-05-04,80815
2018-05-05,86544
2018-05-06,88558
2018-05-07,89051
2018-05-08,84689
2018-05-09,88231
2018-05-10,84734
2018-05-11,87573
2018-05-12,85906
2018-05-13,91947
2018-05-14,90258
2018-05-15,92526
2018-05-16,92338
2018-05-17,93955
2018-05-18,91604
2018-05-19,88892
2018-05-20,90745
2018-05-21,93052
2018-05-22,88472
2018-05-23,95324
2018-05-24,101417
2018-05-25,68552
2018-05-26,87405
2018-05-27,91866
2018-05-28,96353
2018-05-29,80706
2018-05-30,85653
2018-05-31,91383
2018-06-01,91250
2018-06-02,88571
2018-06-03,87261
2018-06-04,92878
2018-06-05,91041
2018-06-06,88692
2018-06-07,84701
2018-06-08,89108
2018-06-09,86567
2018-06-10,85580
2018-06-11,93966
2018-06-12,91217
2018-06-13,93661
2018-06-14,88285
2018-06-15,91327
2018-06-16,90598
2018-06-17,90622
2018-06-18,92957
2018-06-19,92694
2018-06-20,86422
2018-06-21,89274
2018-06-22,91990
2018-06-23,88755
2018-06-24,88276
2018-06-25,89145
2018-06-26,89139
2018-06-27,85833
2018-06-28,93998
2018-06-29,96106
2018-06-30,94744
2018-07-01,92995
2018-07-02,92379
2018-07-03,114917
2018-07-04,107168
2018-07-05,103314
2018-07-06,93957
2018-07-07,84188
2018-07-08,86748
2018-07-09,94400
2018-07-10,92517
2018-07-11,89782
2018-07-12,95020
2018-07-13,91686
2018-07-14,90967
2018-07-15,90029
2018-07-16,86906
2018-07-17,87687
2018-07-18,88410
2018-07-19,85627
2018-07-20,87885
2018-07-21,87793
2018-07-22,86292
2018-07-23,75297
2018-07-24,84469
2018-07-25,91536
2018-07-26,91223
2018-07-27,91968
2018-07-28,88323
2018-07-29,87175
2018-07-30,88993
2018-07-31,84697
2018-08-01,88526
2018-08-02,89098
2018-08-03,88257
2018-08-04,85706
2018-08-05,87149
2018-08-06,90019
2018-08-07,87112
2018-08-08,85405
2018-08-09,89110
2018-08-10,89361
2018-08-11,88459
2018-08-12,82905
2018-08-13,88808
2018-08-14,86489
2018-08-15,85230
2018-08-16,88903
2018-08-17,91338
2018-08-18,86205
2018-08-19,87070
2018-08-20,88817
2018-08-21,89659
2018-08-22,87977
2018-08-23,91798
2018-08-24,88044
2018-08-25,85918
2018-08-26,89774
2018-08-27,91856
2018-08-28,93243
2018-08-29,90460
2018-08-30,92331
2018-08-31,91541
2018-09-01,98029
2018-09-02,92444
2018-09-03,101978
2018-09-04,94473
2018-09-05,94815
2018-09-06,93346
2018-09-07,93379
2018-09-08,92524
2018-09-09,91865
2018-09-10,97081
2018-09-11,90845
2018-09-12,92364
2018-09-13,90870
2018-09-14,91623
2018-09-15,91132
2018-09-16,88996
2018-09-17,89828
2018-09-18,92442
2018-09-19,94158
2018-09-20,93082
2018-09-21,97151
2018-09-22,94452
2018-09-23,91613
2018-09-24,89748
2018-09-25,90222
2018-09-26,89243
2018-09-27,91596
2018-09-28,94776
2018-09-29,98025
2018-09-30,97089
2018-10-01,94548
2018-10-02,88761
2018-10-03,87994
2018-10-04,91228
2018-10-05,96655
2018-10-06,99341
2018-10-07,97205
2018-10-08,92453
2018-10-09,89982
2018-10-10,90512
2018-10-11,89592
2018-10-12,88995
2018-10-13,88402
2018-10-14,87987
2018-10-15,95249
2018-10-16,91621
2018-10-17,91380
2018-10-18,91480
2018-10-19,88815
2018-10-20,88032
2018-10-21,89537
2018-10-22,92964
2018-10-23,89986
2018-10-24,92252
2018-10-25,93821
2018-10-26,90370
2018-10-27,87785
2018-10-28,91040
2018-10-29,91452
2018-10-30,90151
2018-10-31,90519
2018-11-01,90321
2018-11-02,91023
2018-11-03,86925
2018-11-04,84548
2018-11-05,91860
2018-11-06,90949
2018-11-07,88061
2018-11-08,93839
2018-11-09,94519
2018-11-10,92508
2018-11-11,88091
2018-11-12,91035
2018-11-13,91897
2018-11-14,93560
2018-11-15,90673
2018-11-16,90384
2018-11-17,89338
2018-11-18,88311
2018-11-19,96807
2018-11-20,89039
2018-11-21,90731
2018-11-22,90185
2018-11-23,89219
2018-11-24,88936
2018-11-25,90545
2018-11-26,89308
2018-11-27,89230
2018-11-28,89111
2018-11-29,89598
2018-11-30,90974
2018-12-01,87868
2018-12-02,89060
2018-12-03,90850
2018-12-04,90361
2018-12-05,89039
2018-12-06,88645
2018-12-07,86639
2018-12-08,85702
2018-12-09,86460
2018-12-10,89066
2018-12-11,88640
2018-12-12,88949
2018-12-13,88869
2018-12-14,85972
2018-12-15,86554
2018-12-16,86319
2018-12-17,87863
2018-12-18,91424
2018-12-19,89681
2018-12-20,90861
2018-12-21,90699
2018-12-22,89443
2018-12-23,88118
2018-12-24,87282
2018-12-25,86937
2018-12-26,83673
2018-12-27,88893
2018-12-28,86980
2018-12-29,85514
2018-12-30,84034
2018-12-31,86317
2019-01-01,85774
2019-01-02,88138
2019-01-03,87258
2019-01-04,86849
2019-01-05,85148
2019-01-06,84141
2019-01-07,85043
2019-01-08,86311
2019-01-09,87313
2019-01-10,85817
2019-01-11,86900
2019-01-12,86318
2019-01-13,85006
2019-01-14,88214
2019-01-15,88961
2019-01-16,88328
2019-01-17,89146
2019-01-18,88699
2019-01-19,87784
2019-01-20,87808
2019-01-21,88656
2019-01-22,88654
2019-01-23,87639
2019-01-24,88908
2019-01-25,89127
2019-01-26,87246
2019-01-27,87527
2019-01-28,89199
2019-01-29,84716
2019-01-30,88636
2019-01-31,94712
2019-02-01,94051
2019-02-02,92330
2019-02-03,95952
2019-02-04,93860
2019-02-05,90203
2019-02-06,91624
2019-02-07,92353
2019-02-08,90583
2019-02-09,90311
2019-02-10,89200
2019-02-11,91564
2019-02-12,90623
2019-02-13,91568
2019-02-14,91776
2019-02-15,93145
2019-02-16,91391
2019-02-17,91211
2019-02-18,92331
2019-02-19,95967
2019-02-20,96570
2019-02-21,93519
2019-02-22,92002
2019-02-23,90911
2019-02-24,90173
2019-02-25,92031
2019-02-26,93461
2019-02-27,93079
2019-02-28,93504
2019-03-01,92623
2019-03-02,92715
2019-03-03,91916
2019-03-04,92784
2019-03-05,92469
2019-03-06,92977
2019-03-07,90373
2019-03-08,89627
2019-03-09,91154
2019-03-10,101197
2019-03-11,92978
2019-03-12,89938
2019-03-13,91873
2019-03-14,93753
2019-03-15,93877
2019-03-16,89091
2019-03-17,91955
2019-03-18,92064
2019-03-19,90988
2019-03-20,94516
2019-03-21,99240
2019-03-22,98356
2019-03-23,93593
2019-03-24,90373
2019-03-25,93494
2019-03-26,94443
2019-03-27,92738
2019-03-28,90787
2019-03-29,90409
2019-03-30,90841
2019-03-31,88756
2019-04-01,90596
2019-04-02,90490
2019-04-03,89835
2019-04-04,90304
2019-04-05,90389
2019-04-06,90738
2019-04-07,90560
2019-04-08,93625
2019-04-09,91991
2019-04-10,95518
2019-04-11,91771
2019-04-12,92361
2019-04-13,90350
2019-04-14,90214
2019-04-15,91537
2019-04-16,91653
2019-04-17,92788
2019-04-18,92035
2019-04-19,86642
2019-04-20,60301
2019-04-21,56885
2019-04-22,76815
2019-04-23,91343
2019-04-24,95329
2019-04-25,92353
2019-04-26,94360
2019-04-27,90677
2019-04-28,90202
2019-04-29,90294
2019-04-30,93591
2019-05-01,93122
2019-05-02,94475
2019-05-03,80672
2019-05-04,93141
2019-05-05,92197
2019-05-06,90202
2019-05-07,91544
2019-05-08,91602
2019-05-09,93205
2019-05-10,93469
2019-05-11,91732
2019-05-12,91781
2019-05-13,92573
2019-05-14,93374
2019-05-15,92398
2019-05-16,93707
2019-05-17,92699
2019-05-18,95930
2019-05-19,93165
2019-05-20,94855
2019-05-21,93311
2019-05-22,94430
2019-05-23,96583
2019-05-24,93476
2019-05-25,91904
2019-05-26,94372
2019-05-27,98035
2019-05-28,96367
2019-05-29,97436
2019-05-30,98065
2019-05-31,94364
2019-06-01,94843
2019-06-02,93622
2019-06-03,93466
2019-06-04,100039
2019-06-05,86746
2019-06-06,93905
2019-06-07,100986
2019-06-08,96792
2019-06-09,94450
2019-06-10,96817
2019-06-11,97555
2019-06-12,94848
2019-06-13,96729
2019-06-14,95804
2019-06-15,97431
2019-06-16,95594
2019-06-17,95607
2019-06-18,95693
2019-06-19,97310
2019-06-20,98672
2019-06-21,96936
2019-06-22,95952
2019-06-23,91841
2019-06-24,93777
2019-06-25,91333
2019-06-26,99439
2019-06-27,100548
2019-06-28,98803
2019-06-29,98714
2019-06-30,101490
2019-07-01,102319
2019-07-02,100544
2019-07-03,98239
2019-07-04,98749
2019-07-05,97611
2019-07-06,93852
2019-07-07,92095
2019-07-08,93093
2019-07-09,96747
2019-07-10,97098
2019-07-11,97713
2019-07-12,98083
2019-07-13,98652
2019-07-14,95611
2019-07-15,97697
2019-07-16,98888
2019-07-17,95338
2019-07-18,96741
2019-07-19,102322
2019-07-20,107622
2019-07-21,105437
2019-07-22,104144
2019-07-23,99564
2019-07-24,99783
2019-07-25,98407
2019-07-26,97642
2019-07-27,97654
2019-07-28,97859
2019-07-29,97719
2019-07-30,100816
2019-07-31,100493
2019-08-01,98280
2019-08-02,99239
2019-08-03,102561
2019-08-04,100438
2019-08-05,100438
2019-08-06,106240
2019-08-07,106235
2019-08-08,103731
2019-08-09,101387
2019-08-10,99520
2019-08-11,97871
2019-08-12,98888
2019-08-13,100812
2019-08-14,103516
2019-08-15,105138
2019-08-16,98941
2019-08-17,98441
2019-08-18,100247
2019-08-19,101657
2019-08-20,100016
2019-08-21,100964
2019-08-22,103326
2019-08-23,100913
2019-08-24,101959
2019-08-25,101194
2019-08-26,98898
2019-08-27,98220
2019-08-28,89437
2019-08-29,97116
2019-08-30,96290
2019-08-31,96409
2019-09-01,98076
2019-09-02,98056
2019-09-03,96611
2019-09-04,98084
2019-09-05,97346
2019-09-06,99649
2019-09-07,100203
2019-09-08,93035
2019-09-09,97961
2019-09-10,99152
2019-09-11,97768
2019-09-12,97689
2019-09-13,96507
2019-09-14,94207
2019-09-15,96691
2019-09-16,97027
2019-09-17,100890
2019-09-18,104825
2019-09-19,97002
2019-09-20,97965
2019-09-21,100129
2019-09-22,102866
2019-09-23,105377
2019-09-24,104947
2019-09-25,104593
2019-09-26,102674
2019-09-27,97800
2019-09-28,104068
2019-09-29,104706
2019-09-30,101098
2019-10-01,101804
2019-10-02,103773
2019-10-03,105936
2019-10-04,102954
2019-10-05,95074
2019-10-06,94016
2019-10-07,99515
2019-10-08,101173
2019-10-09,92064
2019-10-10,99906
2019-10-11,96858
2019-10-12,93567
2019-10-13,94085
2019-10-14,96427
2019-10-15,97785
2019-10-16,97099
2019-10-17,98020
2019-10-18,97606
2019-10-19,95564
2019-10-20,91985
2019-10-21,91587
2019-10-22,93435
2019-10-23,92988
2019-10-24,91107
2019-10-25,91746
2019-10-26,94217
2019-10-27,92631
2019-10-28,90586
2019-10-29,95264
2019-10-30,97117
2019-10-31,94165
2019-11-01,96084
2019-11-02,94174
2019-11-03,95450
2019-11-04,96303
2019-11-05,95162
2019-11-06,92959
2019-11-07,94190
2019-11-08,94536
2019-11-09,94272
2019-11-10,91988
2019-11-11,92772
2019-11-12,92490
2019-11-13,89180
2019-11-14,91598
2019-11-15,88393
2019-11-16,91030
2019-11-17,93677
2019-11-18,91817
2019-11-19,91178
2019-11-20,90863
2019-11-21,88493
2019-11-22,91076
2019-11-23,91675
2019-11-24,91676
2019-11-25,94224
2019-11-26,77620
2019-11-27,89743
2019-11-28,90885
2019-11-29,87803
2019-11-30,93645
2019-12-01,92760
2019-12-02,91372
2019-12-03,87600
2019-12-04,87600
2019-12-05,85860
2019-12-06,88325
2019-12-07,86770
2019-12-08,83593
2019-12-09,87246
2019-12-10,87520
2019-12-11,89310
2019-12-12,89310
2019-12-13,86134
2019-12-14,84090
2019-12-15,84356
2019-12-16,86924
2019-12-17,85284
2019-12-18,85284
2019-12-19,87663
2019-12-20,84978
2019-12-21,83780
2019-12-22,81437
2019-12-23,85063
2019-12-24,84588
2019-12-25,83973
2019-12-26,86580
2019-12-27,86819
2019-12-28,82183
2019-12-29,79714
2019-12-30,87703
2019-12-31,85697
2020-01-01,80937
2020-01-02,82567
2020-01-03,87022
2020-01-04,87779
2020-01-05,87273
2020-01-06,87617
2020-01-07,89987
2020-01-08,88730
2020-01-09,88109
2020-01-10,82401
2020-01-11,81377
2020-01-12,82585
2020-01-13,82191
2020-01-14,82674
2020-01-15,85187
2020-01-16,85485
2020-01-17,83450
2020-01-18,81346
2020-01-19,81390
2020-01-20,82329
2020-01-21,80153
2020-01-22,80524
2020-01-23,84392
2020-01-24,81134
2020-01-25,79067
2020-01-26,81305
2020-01-27,89199
2020-01-28,87296
2020-01-29,85366
2020-01-30,84510
2020-01-31,90169
2020-02-01,84237
2020-02-02,81294
2020-02-03,83258
2020-02-04,90085
2020-02-05,80684
2020-02-06,80091
2020-02-07,79924
2020-02-08,80367
2020-02-09,76649
2020-02-10,76869
2020-02-11,81675
2020-02-12,88704
2020-02-13,90421
2020-02-14,84099
2020-02-15,80778
2020-02-16,78998
2020-02-17,79602
2020-02-18,80549
2020-02-19,81559
2020-02-20,85021
2020-02-21,84769
2020-02-22,79319
2020-02-23,76270
2020-02-24,79006
2020-02-25,77773
2020-02-26,79237
2020-02-27,78667
2020-02-28,80438
2020-02-29,79801
2020-03-01,76775
2020-03-02,77862
2020-03-03,79713
2020-03-04,76934
2020-03-05,77405
2020-03-06,77521
2020-03-07,78125
2020-03-08,76886
2020-03-09,76413
2020-03-10,83742
2020-03-11,79971
2020-03-12,77273
2020-03-13,76955
2020-03-14,76386
2020-03-15,77299
2020-03-16,78220
2020-03-17,76574
2020-03-18,76554
2020-03-19,76026
2020-03-20,73869
2020-03-21,74147
2020-03-22,73537
2020-03-23,76704
2020-03-24,75572
2020-03-25,74032
2020-03-26,79635
2020-03-27,76813
2020-03-28,75276
2020-03-29,73394
2020-03-30,73507
2020-03-31,78443
2020-04-01,83077
2020-04-02,80997
2020-04-03,78200
2020-04-04,77238
2020-04-05,74917
2020-04-06,75378
2020-04-07,75581
2020-04-08,78790
2020-04-09,75921
2020-04-10,74629
2020-04-11,73000
2020-04-12,74524
2020-04-13,75380
2020-04-14,74297
2020-04-15,72131
2020-04-16,77651
2020-04-17,79877
2020-04-18,76672
2020-04-19,77609
2020-04-20,76419
2020-04-21,79450
2020-04-22,78215
2020-04-23,76964
2020-04-24,74868
2020-04-25,75028
2020-04-26,72297
2020-04-27,76077
2020-04-28,71525
2020-04-29,73142
2020-04-30,73319
2020-05-01,73996
2020-05-02,72144
2020-05-03,72688
2020-05-04,74635
2020-05-05,75203
2020-05-06,74427
2020-05-07,74523
2020-05-08,74208
2020-05-09,78046
2020-05-10,79318
2020-05-11,79033
2020-05-12,78347
2020-05-13,77624
2020-05-14,76476
2020-05-15,78204
2020-05-16,76991
2020-05-17,77202
2020-05-18,78090
2020-05-19,78248
2020-05-20,76409
2020-05-21,77824
2020-05-22,77069
2020-05-23,73796
2020-05-24,74631
2020-05-25,77711
2020-05-26,80571
2020-05-27,77775
2020-05-28,74155
2020-05-29,79401
2020-05-30,78034
2020-05-31,77213
2020-06-01,78225
2020-06-02,86428
2020-06-03,74192
2020-06-04,77308
2020-06-05,75938
2020-06-06,77116
2020-06-07,75976
2020-06-08,77371
2020-06-09,77856
2020-06-10,78137
2020-06-11,79892
2020-06-12,76919
2020-06-13,83453
2020-06-14,84266
2020-06-15,83569
2020-06-16,82662
2020-06-17,85393
2020-06-18,81463
2020-06-19,87290
2020-06-20,80248
2020-06-21,77614
2020-06-22,79961
2020-06-23,82658
2020-06-24,86442
2020-06-25,83750
2020-06-26,84376
2020-06-27,83466
2020-06-28,81273
2020-06-29,84505
2020-06-30,84303
2020-07-01,76794
2020-07-02,83653
2020-07-03,80351
2020-07-04,77515
2020-07-05,81237
2020-07-06,76830
2020-07-07,77685
2020-07-08,78132
2020-07-09,81301
2020-07-10,87643
2020-07-11,82533
2020-07-12,84341
2020-07-13,92322
2020-07-14,92362
2020-07-15,89378
2020-07-16,84615
2020-07-17,81502
2020-07-18,80809
2020-07-19,79640
2020-07-20,84916
2020-07-21,83550
2020-07-22,86015
2020-07-23,90074
2020-07-24,90228
2020-07-25,85726
2020-07-26,82452
2020-07-27,88399
2020-07-28,94170
2020-07-29,92815
2020-07-30,92918
2020-07-31,89745
2020-08-01,86467
2020-08-02,85378
2020-08-03,85385
2020-08-04,79711
2020-08-05,74823
2020-08-06,85889
2020-08-07,82158
2020-08-08,82766
2020-08-09,85678
2020-08-10,86272
2020-08-11,85521
2020-08-12,86077
2020-08-13,86422
2020-08-14,87987
2020-08-15,86883
2020-08-16,85380
2020-08-17,85046
2020-08-18,84881
2020-08-19,85173
2020-08-20,82740
2020-08-21,85442
2020-08-22,82996
2020-08-23,82234
2020-08-24,85432
2020-08-25,85668
2020-08-26,85370
2020-08-27,83957
2020-08-28,85520
2020-08-29,85702
2020-08-30,81301
2020-08-31,82240
2020-09-01,82348
2020-09-02,88761
2020-09-03,75090
2020-09-04,67266
2020-09-05,86150
2020-09-06,87601
2020-09-07,91975
2020-09-08,87698
2020-09-09,85544
2020-09-10,84371
2020-09-11,84082
2020-09-12,85589
2020-09-13,81381
2020-09-14,85614
2020-09-15,87886
2020-09-16,85850
2020-09-17,85754
2020-09-18,84435
2020-09-19,84836
2020-09-20,84356
2020-09-21,84396
2020-09-22,86332
2020-09-23,83527
2020-09-24,81980
2020-09-25,83136
2020-09-26,81243
2020-09-27,81427
2020-09-28,80350
2020-09-29,81442
2020-09-30,82844
2020-10-01,81752
2020-10-02,81016
2020-10-03,79186
2020-10-04,79626
2020-10-05,81682
2020-10-06,79493
2020-10-07,82136
2020-10-08,83784
2020-10-09,82382
2020-10-10,82476
2020-10-11,80898
2020-10-12,80063
2020-10-13,83026
2020-10-14,85152
2020-10-15,83700
2020-10-16,87421
2020-10-17,81982
2020-10-18,81131
2020-10-19,81727
2020-10-20,80936
2020-10-21,79341
2020-10-22,79375
2020-10-23,79099
2020-10-24,81562
2020-10-25,81069
2020-10-26,80979
2020-10-27,81204
2020-10-28,82925
2020-10-29,82783
2020-10-30,80582
2020-10-31,76475
2020-11-01,78584
2020-11-02,80569
2020-11-03,81617
2020-11-04,80852
2020-11-05,82442
2020-11-06,81430
2020-11-07,76661
2020-11-08,72195
2020-11-09,77949
2020-11-10,79221
2020-11-11,77828
2020-11-12,77684
2020-11-13,75036
2020-11-14,77889
2020-11-15,76360
2020-11-16,78053
2020-11-17,75867
2020-11-18,74591
2020-11-19,78146
2020-11-20,76125
2020-11-21,79116
2020-11-22,77450
2020-11-23,74866
2020-11-24,71904
2020-11-25,74450
2020-11-26,75202
2020-11-27,78339
2020-11-28,70890
2020-11-29,72963
2020-11-30,73929
2020-12-01,76118
2020-12-02,76320
2020-12-03,77006
2020-12-04,75465
2020-12-05,74994
2020-12-06,74358
2020-12-07,73860
2020-12-08,77095
2020-12-09,74559
2020-12-10,74803
2020-12-11,72389
2020-12-12,79222
2020-12-13,79030
2020-12-14,75457
2020-12-15,78274
2020-12-16,77517
2020-12-17,75078
2020-12-18,74676
2020-12-19,76182
2020-12-20,75261
2020-12-21,76327
2020-12-22,72590
2020-12-23,72917
2020-12-24,78168
2020-12-25,74356
2020-12-26,75128
2020-12-27,73924
2020-12-28,78761
2020-12-29,76516
2020-12-30,78785
2020-12-31,71512
2021-01-01,74710
2021-01-02,72755
2021-01-03,69756
2021-01-04,75625
2021-01-05,74239
2021-01-06,77137
2021-01-07,73834
2021-01-08,72608
2021-01-09,72107
2021-01-10,73568
2021-01-11,71345
2021-01-12,73024
2021-01-13,76704
2021-01-14,71648
2021-01-15,70806
2021-01-16,69651
2021-01-17,70965
2021-01-18,70891
2021-01-19,69092
2021-01-20,71457
2021-01-21,71568
2021-01-22,73366
2021-01-23,72212
2021-01-24,72034
2021-01-25,71381
2021-01-26,78624
2021-01-27,74810
2021-01-28,72535
2021-01-29,73090
2021-01-30,70073
2021-01-31,69823
2021-02-01,78036
2021-02-02,71352
2021-02-03,74491
2021-02-04,73625
2021-02-05,74596
2021-02-06,75668
2021-02-07,72835
2021-02-08,70980
2021-02-09,73765
2021-02-10,70588
2021-02-11,71348
2021-02-12,71863
2021-02-13,70813
2021-02-14,76007
2021-02-15,77739
2021-02-16,70147
2021-02-17,73633
2021-02-18,71247
2021-02-19,73964
2021-02-20,73807
2021-02-21,72315
2021-02-22,77682
2021-02-23,71648
2021-02-24,72749
2021-02-25,75827
2021-02-26,74916
2021-02-27,69781
2021-02-28,65512
2021-03-01,76572
2021-03-02,85617
2021-03-03,77489
2021-03-04,74285
2021-03-05,75265
2021-03-06,71899
2021-03-07,74862
2021-03-08,73287
2021-03-09,72269
2021-03-10,73184
2021-03-11,71996
2021-03-12,82372
2021-03-13,80212
2021-03-14,72248
2021-03-15,76466
2021-03-16,72398
2021-03-17,76883
2021-03-18,78296
2021-03-19,74573
2021-03-20,77839
2021-03-21,76857
2021-03-22,73897
2021-03-23,73665
2021-03-24,76389
2021-03-25,73698
2021-03-26,77811
2021-03-27,78330
2021-03-28,76214
2021-03-29,81100
2021-03-30,77789
2021-03-31,74680
2021-04-01,75041
2021-04-02,80468
2021-04-03,85857
2021-04-04,90696
2021-04-05,83435
2021-04-06,80335
2021-04-07,74968
2021-04-08,79440
2021-04-09,78305
2021-04-10,77121
2021-04-11,74221
2021-04-12,75555
2021-04-13,84165
2021-04-14,82050
2021-04-15,76842
2021-04-16,74353
2021-04-17,71574
2021-04-18,64632
2021-04-19,76455
2021-04-20,77912
2021-04-21,72354
2021-04-22,75740
2021-04-23,73152
2021-04-24,75785
2021-04-25,65394
2021-04-26,69426
2021-04-27,74536
2021-04-28,74790
2021-04-29,76267
2021-04-30,75733
2021-05-01,75891
2021-05-02,69840
2021-05-03,68808
2021-05-04,73867
2021-05-05,87496
2021-05-06,76990
2021-05-07,73479
2021-05-08,71009
2021-05-09,70864
2021-05-10,73614
2021-05-11,70759
2021-05-12,68084
2021-05-13,68310
2021-05-14,70276
2021-05-15,76904
2021-05-16,90331
2021-05-17,78268
2021-05-18,77501
2021-05-19,69120
2021-05-20,80812
2021-05-21,83377
2021-05-22,71040
2021-05-23,70578
2021-05-24,75314
2021-05-25,74378
2021-05-26,72822
2021-05-27,70562
2021-05-28,73213
2021-05-29,71602
2021-05-30,75247
2021-05-31,75755
2021-06-01,73832
2021-06-02,70557
2021-06-03,82076
2021-06-04,77721
2021-06-05,75219
2021-06-06,67033
2021-06-07,73415
2021-06-08,70601
2021-06-09,70299
2021-06-10,72680
2021-06-11,91529
2021-06-12,83277
2021-06-13,76290
2021-06-14,86045
2021-06-15,81511
2021-06-16,93935
2021-06-17,87934
2021-06-18,85151
2021-06-19,82877
2021-06-20,72862
2021-06-21,72758
2021-06-22,77056
2021-06-23,79993
2021-06-24,82388
2021-06-25,81852
2021-06-26,81653
2021-06-27,76442
2021-06-28,76164
2021-06-29,78214
2021-06-30,80610
2021-07-01,80890
2021-07-02,80970
2021-07-03,83677
2021-07-04,92343
2021-07-05,84147
2021-07-06,91339
2021-07-07,84756
2021-07-08,85160
2021-07-09,76014
2021-07-10,79761
2021-07-11,78819
2021-07-12,80691
2021-07-13,81699
2021-07-14,82228
2021-07-15,81597
2021-07-16,80109
2021-07-17,74961
2021-07-18,75822
2021-07-19,84339
2021-07-20,84837
2021-07-21,83536
2021-07-22,78854
2021-07-23,81150
2021-07-24,79930
2021-07-25,72447
2021-07-26,83911
2021-07-27,83912
2021-07-28,81609
2021-07-29,82610
2021-07-30,75434
2021-07-31,77689
2021-08-01,78560
2021-08-02,74978
2021-08-03,82552
2021-08-04,79833
2021-08-05,83165
2021-08-06,82630
2021-08-07,78326
2021-08-08,81933
2021-08-09,83615
2021-08-10,85653
2021-08-11,83935
2021-08-12,79034
2021-08-13,81619
2021-08-14,82690
2021-08-15,70675
2021-08-16,77819
2021-08-17,81456
2021-08-18,86077
2021-08-19,75807
2021-08-20,84857
2021-08-21,96940
2021-08-22,90312
