date,jungang_discharge_m3_day
2025-06-21,67154
2025-06-22,97716
2025-06-23,87340
2025-06-24,89081
2025-06-25,64477
2025-06-26,85903
2025-06-27,83196
2025-06-28,75110
2025-06-29,68378
2025-06-30,62993
2025-07-01,62297
2025-07-02,59560
2025-07-03,60982
2025-07-04,59951
2025-07-05,59005
2025-07-06,57097
2025-07-07,59686
2025-07-08,60279
2025-07-09,59257
2025-07-10,59749
2025-07-11,60007
2025-07-12,59065
2025-07-13,73176
2025-07-14,119684
2025-07-15,79053
2025-07-16,77247
2025-07-17,82133
2025-07-18,75532
2025-07-19,68586
2025-07-20,61143
2025-07-21,62274
2025-07-22,70258
2025-07-23,71071
2025-07-24,70005
2025-07-25,67840
2025-07-26,68217
2025-07-27,64236
2025-07-28,60514
2025-07-29,62567
2025-07-30,63070
2025-07-31,64566
2025-08-01,64477
2025-08-02,62358
2025-08-03,62992
2025-08-04,57256
2025-08-05,60741
2025-08-06,62177
2025-08-07,62400
2025-08-08,60318
2025-08-09,64806
2025-08-10,96546
2025-08-11,80696
2025-08-12,91324
2025-08-13,67932
2025-08-14,59356
2025-08-15,55537
2025-08-16,60484
2025-08-17,59431
2025-08-18,62332
2025-08-19,61156
2025-08-20,59000
2025-08-21,60415
2025-08-22,62098
2025-08-23,60398
2025-08-24,60508
2025-08-25,65942
2025-08-26,65470
2025-08-27,65264
2025-08-28,64764
2025-08-29,64496
2025-08-30,64320
2025-08-31,64171
2025-09-01,65233
2025-09-02,66979
2025-09-03,64116
2025-09-04,64719
2025-09-05,62906
2025-09-06,63317
2025-09-07,63958
2025-09-08,66091
2025-09-09,66789
2025-09-10,66270
2025-09-11,66093
2025-09-12,61548
2025-09-13,63811
2025-09-14,66749
2025-09-15,64993
2025-09-16,64309
2025-09-17,64642
2025-09-18,66264
2025-09-19,57746
2025-09-20,57803
2025-09-21,61564
2025-09-22,62147
2025-09-23,63099
2025-09-24,60806
2025-09-25,62449
2025-09-26,61865
2025-09-27,61008
2025-09-28,59520
2025-09-29,62323
2025-09-30,62310
2025-10-01,60637
2025-10-02,61194
2025-10-03,73204
2025-10-04,64269
2025-10-05,63368
2025-10-06,63428
2025-10-07,61434
2025-10-08,60483
2025-10-09,61260
2025-10-10,64279
2025-10-11,64026
2025-10-12,62239
2025-10-13,63458
2025-10-14,66845
2025-10-15,65840
2025-10-16,71072
2025-10-17,67615
2025-10-18,75846
2025-10-19,69268
2025-10-20,66270
2025-10-21,77516
2025-10-22,73768
2025-10-23,75550
2025-10-24,78001
2025-10-25,76503
2025-10-26,71705
2025-10-27,69488
2025-10-28,69639
2025-10-29,68286
2025-10-30,64255
2025-10-31,59673
2025-11-01,61545
2025-11-02,62756
2025-11-03,71683
2025-11-04,73345
2025-11-05,77387
2025-11-06,72060
2025-11-07,69366
2025-11-08,68971
2025-11-09,76657
2025-11-10,70474
2025-11-11,72933
2025-11-12,70845
2025-11-13,69196
2025-11-14,67927
2025-11-15,68881
2025-11-16,64890
2025-11-17,64611
2025-11-18,64523
2025-11-19,65267
2025-11-20,77803
2025-11-21,83130
2025-11-22,83322
2025-11-23,73919
2025-11-24,80447
2025-11-25,81116
2025-11-26,84128
2025-11-27,62873
2025-11-28,63398
2025-11-29,62389
2025-11-30,56633
2025-12-01,62677
2025-12-02,65403
2025-12-03,60930
2025-12-04,59725
2025-12-05,60465
2025-12-06,73492
2025-12-07,66993
2025-12-08,64020
2025-12-09,55012
2025-12-10,53225
2025-12-11,51872
2025-12-12,53046
2025-12-13,49795
2025-12-14,49509
2025-12-15,51093
2025-12-16,55825
2025-12-17,56664
2025-12-18,55626
2025-12-19,51760
2025-12-20,53215
2025-12-21,53909
2025-12-22,54752
2025-12-23,53740
2025-12-24,61699
2025-12-25,53645
2025-12-26,52223
2025-12-27,51644
2025-12-28,51636
2025-12-29,52222
2025-12-30,52519
2025-12-31,52169
2026-01-01,51338
2026-01-02,55934
2026-01-03,50899
2026-01-04,52836
2026-01-05,54599
2026-01-06,55516
2026-01-07,51852
2026-01-08,51966
2026-01-09,54866
2026-01-10,53330
2026-01-11,51328
2026-01-12,57235
2026-01-13,53399
2026-01-14,51204
2026-01-15,53709
2026-01-16,57932
2026-01-17,54561
2026-01-18,58495
2026-01-19,59666
2026-01-20,52992
2026-01-21,51725
2026-01-22,55412
2026-01-23,55806
2026-01-24,54658
2026-01-25,62485
2026-01-26,58432
2026-01-27,51531
2026-01-28,54813
2026-01-29,55781
2026-01-30,53410
2026-01-31,53192
2026-02-01,49846
2026-02-02,58740
2026-02-03,55355
2026-02-04,56196
2026-02-05,58652
2026-02-06,57942
2026-02-07,57555
2026-02-08,51629
2026-02-09,55175
2026-02-10,53451
2026-02-11,55764
2026-02-12,57739
2026-02-13,58947
2026-02-14,56145
2026-02-15,55066
2026-02-16,58632
2026-02-17,59826
2026-02-18,52169
2026-02-19,53636
2026-02-20,51312
2026-02-21,53185
2026-02-22,54730
2026-02-23,52833
2026-02-24,61181
2026-02-25,54640
2026-02-26,56815
2026-02-27,61364
2026-02-28,57656
2026-03-01,55929
2026-03-02,56005
2026-03-03,58611
2026-03-04,56736
2026-03-05,55696
2026-03-06,55688
2026-03-07,52652
2026-03-08,51756
2026-03-09,52461
2026-03-10,54153
2026-03-11,55917
2026-03-12,53437
2026-03-13,52696
2026-03-14,51991
2026-03-15,49787
2026-03-16,53056
2026-03-17,53114
2026-03-18,52168
2026-03-19,50337
2026-03-20,55550
2026-03-21,53575
2026-03-22,49359
2026-03-23,57277
2026-03-24,58424
2026-03-25,58623
2026-03-26,57212
2026-03-27,56872
2026-03-28,57262
2026-03-29,57695
2026-03-30,59542
2026-03-31,65621
2026-04-01,58140
2026-04-02,57049
2026-04-03,56304
2026-04-04,74183
2026-04-05,50991
2026-04-06,58192
2026-04-07,58312
2026-04-08,61451
2026-04-09,69305
2026-04-10,72078
2026-04-11,68814
2026-04-12,61551
2026-04-13,62100
2026-04-14,59574
2026-04-15,62193
2026-04-16,63619
2026-04-17,60865
2026-04-18,67344
2026-04-19,62045
2026-04-20,60511
2026-04-21,60726
2026-04-22,58919
2026-04-23,64050
2026-04-24,60992
2026-04-25,58330
2026-04-26,57314
2026-04-27,60137
2026-04-28,60524
2026-04-29,64461
2026-04-30,61593
2026-05-01,64569
2026-05-02,61299
2026-05-03,63230
2026-05-04,56530
2026-05-05,59118
2026-05-06,59574
2026-05-07,58373
2026-05-08,58415
2026-05-09,58319
2026-05-10,57945
2026-05-11,58427
2026-05-12,57909
2026-05-13,58525
2026-05-14,59300
2026-05-15,56880
2026-05-16,56513
2026-05-17,55557
2026-05-18,56800
2026-05-19,58947
2026-05-20,59370
2026-05-21,64289
2026-05-22,59934
2026-05-23,59188
2026-05-24,57244
2026-05-25,56917
2026-05-26,61377
2026-05-27,72860
2026-05-28,66118
2026-05-29,62823
2026-05-30,61312
2026-05-31,59656
2026-06-01,58950
2026-06-02,70435
2026-06-03,58925
2026-06-04,59463
2026-06-05,60958
2026-06-06,58567
2026-06-07,55643
2026-06-08,55770
2026-06-09,54060
2026-06-10,56996
2026-06-11,55575
2026-06-12,59275
2026-06-13,58581
2026-06-14,58125
2026-06-15,58171
2026-06-16,58117
2026-06-17,58176
2026-06-18,59294
2026-06-19,59616
2026-06-20,68956
2026-06-21,66828
2026-06-22,68436
2026-06-23,58247
2026-06-24,60589
2026-06-25,58985
2026-06-26,62892
2026-06-27,60323
2026-06-28,60881
2026-06-29,59564
2026-06-30,61945
2026-07-01,70133
2026-07-02,60432
2026-07-03,63144
2026-07-04,62909
2026-07-05,60059
2026-07-06,62147
2026-07-07,61844
2026-07-08,57138
2026-07-09,56754
2026-07-10,59598
2026-07-11,60601
2026-07-12,59362
2026-07-13,58928
2026-07-14,61225
2026-07-15,60827
2026-07-16,61150
2026-07-17,59134
2026-07-18,60206
2026-07-19,57995
2026-07-20,57554
2026-07-21,57166
2026-07-22,57709
2026-07-23,56559
2026-07-24,57212
2026-07-25,53198
2026-07-26,53950
2026-07-27,55500
2026-07-28,56974
2026-07-29,54102
2026-07-30,56305
2026-07-31,56715
2026-08-01,58711
2026-08-02,57624
2026-08-03,59727
2026-08-04,57949
2026-08-05,56919
2026-08-06,55808
2026-08-07,56783
2026-08-08,56435
2026-08-09,57735
2026-08-10,58606
2026-08-11,58839
2026-08-12,58153
2026-08-13,57508
2026-08-14,56116
2026-08-15,56207
2026-08-16,69418
2026-08-17,77672
2026-08-18,78117
2026-08-19,61549
2026-08-20,60391
2026-08-21,60231
2026-08-22,59738
2026-08-23,59589
2026-08-24,60274
2026-08-25,61131
2026-08-26,61231
2026-08-27,60882
2026-08-28,68976
2026-08-29,75580
2026-08-30,60276
2026-08-31,62450
2026-09-01,63502
2026-09-02,62233
2026-09-03,62564
2026-09-04,59722
2026-09-05,60630
2026-09-06,60770
2026-09-07,61830
2026-09-08,61814
2026-09-09,62839
2026-09-10,60640
2026-09-11,59878
