관측소명,관측소코드,관측일시,풍향,기압(hPa),습도(%),기온(℃),수온(℃),최대파고(m),풍속(m/s),위도,경도
거제도,22104,2017-07-31,,1009.0,88.0,27.3,26.4,2.4,3.9,34.7667000000,128.9000000000
거제도,22104,2017-09-01,,1010.8,67.0,24.2,26.8,4.3,11.3,34.7667000000,128.9000000000
거제도,22104,2017-09-02,,1011.8,67.0,24.0,27.2,3.2,9.5,34.7667000000,128.9000000000
거제도,22104,2017-09-03,,1014.1,69.0,24.5,26.7,2.5,8.5,34.7667000000,128.9000000000
거제도,22104,2017-09-04,,1014.4,71.0,25.6,26.5,2.1,8.2,34.7667000000,128.9000000000
거제도,22104,2017-09-05,,1010.9,77.0,26.0,26.5,1.8,5.7,34.7667000000,128.9000000000
거제도,22104,2017-09-06,,1007.1,92.0,24.3,25.9,1.0,2.3,34.7667000000,128.9000000000
거제도,22104,2017-09-07,,1006.5,78.0,23.7,26.1,1.5,4.0,34.7667000000,128.9000000000
거제도,22104,2017-09-08,,1010.4,74.0,25.4,26.6,1.1,3.6,34.7667000000,128.9000000000
거제도,22104,2017-09-09,,1012.3,80.0,25.4,26.1,0.8,2.3,34.7667000000,128.9000000000
거제도,22104,2017-09-10,,1013.4,80.0,25.7,25.8,0.9,4.4,34.7667000000,128.9000000000
거제도,22104,2017-09-11,,1005.1,89.0,25.4,24.5,4.4,7.4,34.7667000000,128.9000000000
거제도,22104,2017-09-12,,1012.2,78.0,24.8,24.8,2.8,3.9,34.7667000000,128.9000000000
거제도,22104,2017-09-13,,1017.1,60.0,24.8,26.1,1.5,6.0,34.7667000000,128.9000000000
거제도,22104,2017-09-14,,1017.7,69.0,24.7,26.0,3.5,8.9,34.7667000000,128.9000000000
거제도,22104,2017-09-15,,1016.4,64.0,24.1,24.7,6.2,13.0,34.7667000000,128.9000000000
거제도,22104,2017-09-16,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2017-09-17,,1002.8,83.0,-,24.6,5.3,10.7,34.7667000000,128.9000000000
거제도,22104,2017-09-18,,1008.3,76.0,-,24.3,4.3,3.3,34.7667000000,128.9000000000
거제도,22104,2017-09-19,,1010.8,80.0,-,23.9,1.7,6.4,34.7667000000,128.9000000000
거제도,22104,2017-09-20,,1010.9,73.0,-,23.8,1.2,6.3,34.7667000000,128.9000000000
거제도,22104,2017-09-21,,1013.5,69.0,-,23.9,1.7,5.1,34.7667000000,128.9000000000
거제도,22104,2017-09-22,,1012.5,76.0,23.2,23.6,1.2,4.0,34.7667000000,128.9000000000
거제도,22104,2017-09-23,,1015.6,81.0,23.0,23.7,0.7,2.3,34.7667000000,128.9000000000
거제도,22104,2017-09-24,,1015.5,78.0,23.5,24.2,0.6,2.8,34.7667000000,128.9000000000
거제도,22104,2017-09-25,,1014.3,79.0,24.2,24.6,1.4,4.4,34.7667000000,128.9000000000
거제도,22104,2017-09-26,,1012.4,77.0,24.4,24.9,1.5,6.5,34.7667000000,128.9000000000
거제도,22104,2017-09-27,,1004.3,87.0,23.0,24.9,3.3,8.8,34.7667000000,128.9000000000
거제도,22104,2017-09-28,,1009.0,69.0,22.9,24.3,3.8,6.7,34.7667000000,128.9000000000
거제도,22104,2017-09-29,,1017.1,48.0,20.4,24.3,2.0,4.7,34.7667000000,128.9000000000
거제도,22104,2017-09-30,,1022.1,59.0,22.0,24.1,1.1,3.1,34.7667000000,128.9000000000
거제도,22104,2017-10-01,,1017.2,71.0,23.5,23.8,3.4,6.0,34.7667000000,128.9000000000
거제도,22104,2017-10-02,,1008.7,87.0,23.6,23.5,5.1,7.0,34.7667000000,128.9000000000
거제도,22104,2017-10-03,,1016.1,79.0,22.3,23.7,2.7,7.7,34.7667000000,128.9000000000
거제도,22104,2017-10-04,,1021.4,70.0,21.2,23.2,3.5,8.9,34.7667000000,128.9000000000
거제도,22104,2017-10-05,,1022.2,67.0,21.4,22.6,3.8,9.2,34.7667000000,128.9000000000
거제도,22104,2017-10-06,,1016.8,87.0,20.8,22.2,2.3,6.8,34.7667000000,128.9000000000
거제도,22104,2017-10-07,,1018.6,84.0,22.1,22.6,2.1,5.9,34.7667000000,128.9000000000
거제도,22104,2017-10-08,,1022.3,81.0,23.2,23.7,1.7,4.6,34.7667000000,128.9000000000
거제도,22104,2017-10-09,,1021.3,85.0,23.0,23.8,0.7,3.4,34.7667000000,128.9000000000
거제도,22104,2017-10-10,,1018.6,86.0,23.3,23.3,0.6,2.1,34.7667000000,128.9000000000
거제도,22104,2017-10-11,,1016.0,87.0,23.3,23.5,1.8,4.5,34.7667000000,128.9000000000
거제도,22104,2017-10-12,,1017.2,85.0,19.0,23.1,2.8,7.7,34.7667000000,128.9000000000
거제도,22104,2017-10-13,,1018.8,60.0,18.9,22.6,3.2,5.9,34.7667000000,128.9000000000
거제도,22104,2017-10-14,,1022.3,64.0,19.4,22.1,3.5,9.3,34.7667000000,128.9000000000
거제도,22104,2017-10-15,,1024.0,72.0,19.8,22.1,5.0,11.2,34.7667000000,128.9000000000
거제도,22104,2017-10-16,,1023.3,66.0,21.1,23.3,5.5,10.3,34.7667000000,128.9000000000
거제도,22104,2017-10-17,,1022.1,67.0,21.1,23.6,4.3,10.2,34.7667000000,128.9000000000
거제도,22104,2017-10-18,,1020.3,68.0,20.4,22.5,5.2,11.7,34.7667000000,128.9000000000
거제도,22104,2017-10-19,,1016.7,69.0,19.9,21.3,4.2,9.0,34.7667000000,128.9000000000
거제도,22104,2017-10-20,,1016.7,71.0,20.0,21.3,3.1,9.3,34.7667000000,128.9000000000
거제도,22104,2017-10-21,,1014.3,71.0,20.3,21.9,5.2,11.1,34.7667000000,128.9000000000
거제도,22104,2017-10-22,,1006.4,69.0,20.4,21.6,10.8,14.6,34.7667000000,128.9000000000
거제도,22104,2017-10-23,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2017-10-24,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2017-10-25,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2017-10-26,,1020.6,70.0,18.8,20.9,1.5,4.4,34.7667000000,128.9000000000
거제도,22104,2017-10-27,,1018.6,74.0,19.9,21.4,2.0,6.5,34.7667000000,128.9000000000
거제도,22104,2017-10-28,,1017.3,77.0,21.2,22.7,3.7,10.1,34.7667000000,128.9000000000
거제도,22104,2017-10-29,,1012.4,62.0,19.5,22.5,2.8,9.6,34.7667000000,128.9000000000
거제도,22104,2017-10-30,,1022.3,49.0,14.4,21.2,3.5,7.0,34.7667000000,128.9000000000
거제도,22104,2017-10-31,,1024.1,44.0,16.1,20.7,2.8,5.3,34.7667000000,128.9000000000
거제도,22104,2017-11-01,,1021.0,56.0,17.8,20.6,1.4,5.0,34.7667000000,128.9000000000
거제도,22104,2017-11-02,,1017.7,67.0,18.2,20.9,0.8,3.6,34.7667000000,128.9000000000
거제도,22104,2017-11-03,,1017.8,65.0,18.7,20.6,1.1,4.9,34.7667000000,128.9000000000
거제도,22104,2017-11-04,,1025.7,56.0,13.6,20.1,4.5,6.4,34.7667000000,128.9000000000
거제도,22104,2017-11-05,,1027.5,52.0,14.5,19.9,2.7,3.7,34.7667000000,128.9000000000
거제도,22104,2017-11-06,,1024.0,68.0,17.1,20.4,1.4,6.4,34.7667000000,128.9000000000
거제도,22104,2017-11-07,,1021.4,73.0,18.7,19.8,1.0,3.3,34.7667000000,128.9000000000
거제도,22104,2017-11-08,,1017.4,73.0,19.7,19.7,1.6,4.2,34.7667000000,128.9000000000
거제도,22104,2017-11-09,,1022.5,59.0,17.1,20.1,2.0,5.6,34.7667000000,128.9000000000
거제도,22104,2017-11-10,,1015.7,69.0,19.2,21.5,2.3,6.5,34.7667000000,128.9000000000
거제도,22104,2017-11-11,,1019.0,46.0,13.0,20.3,2.2,6.0,34.7667000000,128.9000000000
거제도,22104,2017-11-12,,1020.7,56.0,14.4,19.9,1.9,3.6,34.7667000000,128.9000000000
거제도,22104,2017-11-13,,1017.4,65.0,16.1,19.8,2.0,4.3,34.7667000000,128.9000000000
거제도,22104,2017-11-14,,1017.0,48.0,16.3,19.5,1.2,5.9,34.7667000000,128.9000000000
거제도,22104,2017-11-15,,1020.2,48.0,12.2,19.1,1.6,6.6,34.7667000000,128.9000000000
거제도,22104,2017-11-16,,1023.6,51.0,10.5,18.9,1.5,4.4,34.7667000000,128.9000000000
거제도,22104,2017-11-17,,1018.8,65.0,13.0,19.1,1.0,2.9,34.7667000000,128.9000000000
거제도,22104,2017-11-18,,1016.6,45.0,9.8,20.3,3.6,9.9,34.7667000000,128.9000000000
거제도,22104,2017-11-19,,1024.9,47.0,5.4,18.7,3.0,7.1,34.7667000000,128.9000000000
거제도,22104,2017-11-20,,1025.1,48.0,8.6,19.6,2.0,5.3,34.7667000000,128.9000000000
거제도,22104,2017-11-21,,1025.4,57.0,10.7,19.2,1.8,4.0,34.7667000000,128.9000000000
거제도,22104,2017-11-22,,1017.9,55.0,12.4,18.7,1.3,4.7,34.7667000000,128.9000000000
거제도,22104,2017-11-23,,1020.2,50.0,8.0,18.5,1.7,7.3,34.7667000000,128.9000000000
거제도,22104,2017-11-24,,1023.7,48.0,9.1,18.7,2.5,8.8,34.7667000000,128.9000000000
거제도,22104,2017-11-25,,1026.8,56.0,10.5,18.5,2.5,4.9,34.7667000000,128.9000000000
거제도,22104,2017-11-26,,1022.7,62.0,15.0,18.0,2.4,6.8,34.7667000000,128.9000000000
거제도,22104,2017-11-27,,1024.5,66.0,14.1,17.1,1.7,5.6,34.7667000000,128.9000000000
거제도,22104,2017-11-28,,1021.8,74.0,15.2,17.0,1.2,3.9,34.7667000000,128.9000000000
거제도,22104,2017-11-29,,1021.2,62.0,14.8,16.6,1.1,4.3,34.7667000000,128.9000000000
거제도,22104,2017-11-30,,1022.3,40.0,9.9,16.6,2.3,9.0,34.7667000000,128.9000000000
거제도,22104,2017-12-01,,1028.5,45.0,5.1,16.3,2.4,7.9,34.7667000000,128.9000000000
거제도,22104,2017-12-02,,1028.1,49.0,7.1,18.0,1.7,3.5,34.7667000000,128.9000000000
거제도,22104,2017-12-03,,1023.9,56.0,10.2,17.0,1.2,2.0,34.7667000000,128.9000000000
거제도,22104,2017-12-04,,1018.8,56.0,9.7,17.6,1.8,6.7,34.7667000000,128.9000000000
거제도,22104,2017-12-05,,1020.9,49.0,3.9,18.6,2.5,7.0,34.7667000000,128.9000000000
거제도,22104,2017-12-06,,1023.6,47.0,7.4,18.3,1.9,3.3,34.7667000000,128.9000000000
거제도,22104,2017-12-07,,1020.3,53.0,10.0,16.6,1.6,6.4,34.7667000000,128.9000000000
거제도,22104,2017-12-08,,1020.5,50.0,4.5,16.2,3.7,9.1,34.7667000000,128.9000000000
거제도,22104,2017-12-09,,1020.3,56.0,7.0,16.9,3.6,5.7,34.7667000000,128.9000000000
거제도,22104,2017-12-10,,1014.3,61.0,10.4,16.7,2.3,5.5,34.7667000000,128.9000000000
거제도,22104,2017-12-11,,1020.2,52.0,4.1,15.8,3.1,9.1,34.7667000000,128.9000000000
거제도,22104,2017-12-12,,1026.8,46.0,0.6,15.7,2.1,7.2,34.7667000000,128.9000000000
거제도,22104,2017-12-13,,1028.2,43.0,1.7,15.5,2.1,8.1,34.7667000000,128.9000000000
거제도,22104,2017-12-14,,1029.0,41.0,5.5,15.8,2.1,5.0,34.7667000000,128.9000000000
거제도,22104,2017-12-15,,1024.4,40.0,8.1,17.0,2.1,5.0,34.7667000000,128.9000000000
거제도,22104,2017-12-16,,1023.5,52.0,5.5,17.9,2.1,7.3,34.7667000000,128.9000000000
거제도,22104,2017-12-17,,1028.5,50.0,1.8,17.8,1.9,8.2,34.7667000000,128.9000000000
거제도,22104,2017-12-18,,1028.2,53.0,5.7,17.2,1.7,5.2,34.7667000000,128.9000000000
거제도,22104,2017-12-19,,1027.9,52.0,6.6,16.2,2.2,6.1,34.7667000000,128.9000000000
거제도,22104,2017-12-20,,1030.3,49.0,4.4,15.4,1.9,6.2,34.7667000000,128.9000000000
거제도,22104,2017-12-21,,1029.3,51.0,7.2,15.5,1.0,4.3,34.7667000000,128.9000000000
거제도,22104,2017-12-22,,1026.4,50.0,7.6,15.8,1.1,5.0,34.7667000000,128.9000000000
거제도,22104,2017-12-23,,1023.8,59.0,10.2,15.5,1.2,3.0,34.7667000000,128.9000000000
거제도,22104,2017-12-24,,1012.2,70.0,11.5,15.3,3.7,7.6,34.7667000000,128.9000000000
거제도,22104,2017-12-25,,1020.0,46.0,6.2,15.0,3.5,7.7,34.7667000000,128.9000000000
거제도,22104,2017-12-26,,1022.3,49.0,5.7,15.2,2.4,7.4,34.7667000000,128.9000000000
거제도,22104,2017-12-27,,1027.0,36.0,2.5,15.3,2.8,5.2,34.7667000000,128.9000000000
거제도,22104,2017-12-28,,1027.3,50.0,5.4,16.3,2.8,6.7,34.7667000000,128.9000000000
거제도,22104,2017-12-29,,1025.4,57.0,8.4,16.8,2.0,4.7,34.7667000000,128.9000000000
거제도,22104,2017-12-30,,1024.0,64.0,9.3,15.2,1.7,4.5,34.7667000000,128.9000000000
거제도,22104,2017-12-31,,1020.8,50.0,8.0,15.0,2.0,7.8,34.7667000000,128.9000000000
거제도,22104,2018-01-01,,1025.9,45.0,5.4,15.2,2.4,8.1,34.7667000000,128.9000000000
거제도,22104,2018-01-02,,1027.0,46.0,6.8,14.8,2.1,5.9,34.7667000000,128.9000000000
거제도,22104,2018-01-03,,1027.0,41.0,5.4,14.5,2.9,7.5,34.7667000000,128.9000000000
거제도,22104,2018-01-04,,1024.5,50.0,4.9,14.3,3.0,5.7,34.7667000000,128.9000000000
거제도,22104,2018-01-05,,1017.9,55.0,6.5,14.5,2.2,5.2,34.7667000000,128.9000000000
거제도,22104,2018-01-06,,1020.8,45.0,5.9,14.9,1.8,7.0,34.7667000000,128.9000000000
거제도,22104,2018-01-07,,1020.8,59.0,8.4,15.1,1.5,4.8,34.7667000000,128.9000000000
거제도,22104,2018-01-08,,1009.4,80.0,8.7,14.4,1.7,7.4,34.7667000000,128.9000000000
거제도,22104,2018-01-09,,1012.7,57.0,4.4,13.9,3.1,10.1,34.7667000000,128.9000000000
거제도,22104,2018-01-10,,1016.6,61.0,2.4,13.8,3.4,9.3,34.7667000000,128.9000000000
거제도,22104,2018-01-11,,1024.5,53.0,1.6,13.7,2.6,7.6,34.7667000000,128.9000000000
거제도,22104,2018-01-12,,1029.1,51.0,1.4,13.8,2.3,7.3,34.7667000000,128.9000000000
거제도,22104,2018-01-13,,1031.5,51.0,3.8,13.7,1.8,5.6,34.7667000000,128.9000000000
거제도,22104,2018-01-14,,1029.9,60.0,7.0,13.7,1.7,2.4,34.7667000000,128.9000000000
거제도,22104,2018-01-15,,1023.5,65.0,11.7,14.4,2.1,7.7,34.7667000000,128.9000000000
거제도,22104,2018-01-16,,1016.9,83.0,11.4,14.4,2.8,6.1,34.7667000000,128.9000000000
거제도,22104,2018-01-17,,1016.0,83.0,9.3,14.8,2.9,6.4,34.7667000000,128.9000000000
거제도,22104,2018-01-18,,1021.1,67.0,9.3,14.6,2.2,3.0,34.7667000000,128.9000000000
거제도,22104,2018-01-19,,1021.4,51.0,8.2,13.9,1.4,5.4,34.7667000000,128.9000000000
거제도,22104,2018-01-20,,1021.6,44.0,7.7,13.7,1.3,5.1,34.7667000000,128.9000000000
거제도,22104,2018-01-21,,1021.8,49.0,8.5,13.5,1.4,5.8,34.7667000000,128.9000000000
거제도,22104,2018-01-22,,1014.9,64.0,8.7,13.5,2.8,7.0,34.7667000000,128.9000000000
거제도,22104,2018-01-23,,1019.5,51.0,1.6,13.0,2.9,7.8,34.7667000000,128.9000000000
거제도,22104,2018-01-24,,1024.8,51.0,3.2,13.0,2.8,7.5,34.7667000000,128.9000000000
거제도,22104,2018-01-25,,1024.4,49.0,2.1,13.1,3.2,8.7,34.7667000000,128.9000000000
거제도,22104,2018-01-26,,1024.3,48.0,2.1,13.9,3.1,7.1,34.7667000000,128.9000000000
거제도,22104,2018-01-27,,1025.4,49.0,1.0,14.3,3.3,4.2,34.7667000000,128.9000000000
거제도,22104,2018-01-28,,1019.1,44.0,4.0,14.5,2.4,5.8,34.7667000000,128.9000000000
거제도,22104,2018-01-29,,1020.9,49.0,0.3,13.7,1.7,7.1,34.7667000000,128.9000000000
거제도,22104,2018-01-30,,1025.0,48.0,1.0,13.1,1.9,7.3,34.7667000000,128.9000000000
거제도,22104,2018-01-31,,1026.6,49.0,4.2,13.2,1.4,3.9,34.7667000000,128.9000000000
거제도,22104,2018-02-01,,1026.1,44.0,5.2,13.1,1.2,5.2,34.7667000000,128.9000000000
거제도,22104,2018-02-02,,1025.3,41.0,5.3,12.9,2.2,7.0,34.7667000000,128.9000000000
거제도,22104,2018-02-03,,1024.1,44.0,2.8,12.8,2.3,7.8,34.7667000000,128.9000000000
거제도,22104,2018-02-04,,1024.9,48.0,1.6,12.7,2.6,9.8,34.7667000000,128.9000000000
거제도,22104,2018-02-05,,1024.3,46.0,1.5,13.1,3.2,8.8,34.7667000000,128.9000000000
거제도,22104,2018-02-06,,1023.1,46.0,2.2,13.4,3.7,8.9,34.7667000000,128.9000000000
거제도,22104,2018-02-07,,1024.5,44.0,0.5,13.3,3.3,5.7,34.7667000000,128.9000000000
거제도,22104,2018-02-08,,1024.1,45.0,3.2,14.1,2.5,3.9,34.7667000000,128.9000000000
거제도,22104,2018-02-09,,1022.1,63.0,9.1,14.5,1.9,5.1,34.7667000000,128.9000000000
거제도,22104,2018-02-10,,1018.5,52.0,8.4,14.3,1.8,5.7,34.7667000000,128.9000000000
거제도,22104,2018-02-11,,1022.0,50.0,1.2,13.3,2.4,7.9,34.7667000000,128.9000000000
거제도,22104,2018-02-12,,1021.3,56.0,1.2,13.1,2.8,9.0,34.7667000000,128.9000000000
거제도,22104,2018-02-13,,1023.7,51.0,3.5,12.9,2.5,6.8,34.7667000000,128.9000000000
거제도,22104,2018-02-14,,1018.4,69.0,10.6,12.6,3.6,9.4,34.7667000000,128.9000000000
거제도,22104,2018-02-15,,1018.5,57.0,9.7,13.3,2.2,4.8,34.7667000000,128.9000000000
거제도,22104,2018-02-16,,1015.9,57.0,8.7,13.3,1.4,4.8,34.7667000000,128.9000000000
거제도,22104,2018-02-17,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2018-02-18,,1024.1,38.0,6.3,12.4,1.6,4.1,34.7667000000,128.9000000000
거제도,22104,2018-02-19,,1022.1,49.0,8.7,12.4,2.1,3.8,34.7667000000,128.9000000000
거제도,22104,2018-02-20,,1020.7,47.0,9.3,12.6,1.4,4.1,34.7667000000,128.9000000000
거제도,22104,2018-02-21,,1021.1,37.0,6.7,12.8,2.1,5.1,34.7667000000,128.9000000000
거제도,22104,2018-02-22,,1022.1,39.0,5.7,13.7,2.0,5.7,34.7667000000,128.9000000000
거제도,22104,2018-02-23,,1023.6,60.0,9.1,14.9,1.6,8.0,34.7667000000,128.9000000000
거제도,22104,2018-02-24,,1026.1,52.0,10.6,14.9,1.9,5.9,34.7667000000,128.9000000000
거제도,22104,2018-02-25,,1023.1,73.0,10.3,14.5,1.9,4.0,34.7667000000,128.9000000000
거제도,22104,2018-02-26,,1024.0,57.0,9.4,14.0,2.1,5.1,34.7667000000,128.9000000000
거제도,22104,2018-02-27,,1023.5,63.0,11.3,14.0,1.4,3.3,34.7667000000,128.9000000000
거제도,22104,2018-02-28,,1008.8,74.0,12.1,13.6,5.3,7.9,34.7667000000,128.9000000000
거제도,22104,2018-03-01,,1007.6,50.0,8.9,13.4,6.6,9.5,34.7667000000,128.9000000000
거제도,22104,2018-03-02,,1017.1,53.0,5.7,13.1,2.1,5.5,34.7667000000,128.9000000000
거제도,22104,2018-03-03,,1015.4,71.0,10.7,13.2,1.3,2.5,34.7667000000,128.9000000000
거제도,22104,2018-03-04,,1014.4,87.0,13.0,13.0,1.5,2.5,34.7667000000,128.9000000000
거제도,22104,2018-03-05,,1013.7,79.0,8.9,12.7,6.4,13.0,34.7667000000,128.9000000000
거제도,22104,2018-03-06,,1028.2,66.0,7.7,12.4,5.6,11.1,34.7667000000,128.9000000000
거제도,22104,2018-03-07,,1025.9,71.0,9.3,12.2,5.5,11.5,34.7667000000,128.9000000000
거제도,22104,2018-03-08,,1014.7,80.0,7.6,12.7,5.1,10.2,34.7667000000,128.9000000000
거제도,22104,2018-03-09,,1022.8,65.0,7.4,13.0,4.0,6.5,34.7667000000,128.9000000000
거제도,22104,2018-03-10,,1023.7,63.0,9.3,13.1,2.8,4.6,34.7667000000,128.9000000000
거제도,22104,2018-03-11,,1024.5,54.0,10.4,12.8,1.6,5.5,34.7667000000,128.9000000000
거제도,22104,2018-03-12,,1023.3,72.0,11.6,12.8,1.4,4.0,34.7667000000,128.9000000000
거제도,22104,2018-03-13,,1021.2,85.0,13.0,12.8,1.2,4.1,34.7667000000,128.9000000000
거제도,22104,2018-03-14,,1021.3,90.0,13.5,13.0,0.8,3.1,34.7667000000,128.9000000000
거제도,22104,2018-03-15,,1014.8,92.0,14.3,12.9,3.9,6.2,34.7667000000,128.9000000000
거제도,22104,2018-03-16,,1022.6,71.0,7.5,12.7,5.6,14.7,34.7667000000,128.9000000000
거제도,22104,2018-03-17,,1027.8,68.0,8.0,13.2,3.6,6.7,34.7667000000,128.9000000000
거제도,22104,2018-03-18,,1021.6,80.0,11.1,13.1,1.5,3.0,34.7667000000,128.9000000000
거제도,22104,2018-03-19,,1013.3,88.0,11.7,13.2,7.2,-,34.7667000000,128.9000000000
거제도,22104,2018-03-20,,1018.8,75.0,8.4,13.3,8.8,13.0,34.7667000000,128.9000000000
거제도,22104,2018-03-21,,1011.4,84.0,-,13.4,9.5,11.3,34.7667000000,128.9000000000
거제도,22104,2018-03-22,,1013.2,64.0,-,13.5,6.0,3.0,34.7667000000,128.9000000000
거제도,22104,2018-03-23,,1018.1,66.0,-,13.5,2.5,3.0,34.7667000000,128.9000000000
거제도,22104,2018-03-24,,1021.6,62.0,12.5,13.6,1.7,5.2,34.7667000000,128.9000000000
거제도,22104,2018-03-25,,1023.5,73.0,13.8,14.0,1.5,5.5,34.7667000000,128.9000000000
거제도,22104,2018-03-26,,1020.8,76.0,13.8,13.9,1.2,4.9,34.7667000000,128.9000000000
거제도,22104,2018-03-27,,1018.4,77.0,14.1,13.6,1.5,5.4,34.7667000000,128.9000000000
거제도,22104,2018-03-28,,1017.5,83.0,14.0,13.6,1.6,6.9,34.7667000000,128.9000000000
거제도,22104,2018-03-29,,1019.7,84.0,14.3,13.6,2.9,5.7,34.7667000000,128.9000000000
거제도,22104,2018-03-30,,1024.4,64.0,13.7,13.6,3.6,9.8,34.7667000000,128.9000000000
거제도,22104,2018-03-31,,1021.1,71.0,14.1,14.5,2.4,4.5,34.7667000000,128.9000000000
거제도,22104,2018-04-01,,1017.8,89.0,15.3,14.3,0.8,5.0,34.7667000000,128.9000000000
거제도,22104,2018-04-02,,1017.3,94.0,15.6,14.8,0.8,3.1,34.7667000000,128.9000000000
거제도,22104,2018-04-03,,1018.1,97.0,16.0,14.5,0.9,3.7,34.7667000000,128.9000000000
