날짜,저수위(m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),발전방류량(㎥/s),여수로방류량(㎥/s)
2025-11-06,0.7355,296.1706,96.41,0.0128,99.656,112.672,0.0,86.672
2025-11-05,0.76,297.2952,96.78,0.009,140.767,156.74,0.0,130.74
2025-11-04,0.79,298.6752,97.23,0.0377,192.856,171.568,0.0,145.568
2025-11-03,0.75,296.8359,96.63,0.0165,123.653,129.447,0.0,103.447
2025-11-02,0.7609,297.3365,96.79,0.5908,193.615,214.442,0.0,188.442
2025-11-01,0.8,299.136,97.38,0.6617,77.348,56.043,0.0,29.713
2025-10-31,0.76,297.2952,96.78,0.0156,167.915,151.98,0.0,103.38
2025-10-30,0.73,295.9184,96.33,0.008,170.961,170.961,0.0,122.361
2025-10-29,0.73,295.9184,96.33,0.0,133.588,133.588,0.0,84.988
2025-10-28,0.73,295.9184,96.33,0.0225,214.909,225.528,0.0,176.928
2025-10-27,0.75,296.8359,96.63,0.0447,224.791,208.869,0.0,160.269
2025-10-26,0.72,295.4602,96.18,0.0062,277.659,282.962,0.0,234.362
2025-10-25,0.73,295.9184,96.33,0.0419,299.857,293.6,0.0,245.0
2025-10-24,0.7182,295.3778,96.15,0.6917,240.008,240.962,0.0,192.362
2025-10-23,0.72,295.4602,96.18,0.4251,232.454,232.454,0.0,183.854
2025-10-22,0.72,295.4602,96.18,0.1625,251.967,262.578,0.0,213.978
2025-10-21,0.74,296.377,96.48,0.0,357.178,365.147,0.0,315.76
2025-10-20,0.755,297.0655,96.7,0.0252,563.763,487.128,0.0,438.528
2025-10-19,0.61,290.4442,94.55,0.064,649.355,564.515,0.0,515.915
2025-10-18,0.4475,283.1141,92.16,5.3228,837.121,817.698,0.0,769.098
2025-10-17,0.41,281.4359,91.61,1.8552,1345.725,1376.831,0.0,1328.231
2025-10-16,0.47,284.1234,92.49,21.8709,1144.921,1146.792,0.0,1098.192
2025-10-15,0.4736,284.285,92.54,1.6649,1886.295,1841.589,0.0,1792.312
2025-10-14,0.3873,280.4224,91.28,29.2625,1225.05,1379.831,0.0,1328.749
2025-10-13,0.6836,293.7955,95.64,15.3364,255.932,291.121,0.0,239.696
2025-10-12,0.75,296.8359,96.63,3.7014,276.453,290.017,0.0,239.022
2025-10-11,0.7755,298.0078,97.01,0.1198,317.287,271.918,0.0,220.822
2025-10-10,0.69,294.0879,95.73,0.2232,422.778,436.012,0.0,385.701
2025-10-09,0.715,295.2313,96.1,0.362,428.871,383.983,0.0,334.064
2025-10-08,0.63,291.353,94.84,0.9183,1168.099,1103.522,0.0,1009.75
2025-10-07,0.5067,285.7735,93.03,13.8321,456.376,562.239,0.0,506.637
2025-10-06,0.7082,294.9201,96.0,12.271,332.925,371.059,0.0,320.441
2025-10-05,0.78,298.2148,97.08,3.4105,410.054,341.169,0.0,290.572
2025-10-04,0.65,292.2632,95.14,2.5435,295.059,340.284,0.0,289.156
2025-10-03,0.7355,296.1706,96.41,22.9181,263.868,245.053,0.0,193.619
2025-10-02,0.7,294.545,95.88,0.0604,234.158,250.054,0.0,198.308
2025-10-01,0.73,295.9184,96.33,0.0255,230.118,256.696,0.0,179.102
2025-09-30,0.78,298.2148,97.08,0.023,200.19,178.919,0.0,82.619
2025-09-29,0.74,296.377,96.48,0.059,186.161,186.161,0.0,92.815
2025-09-28,0.74,296.377,96.48,6.9433,213.025,186.531,0.0,94.585
2025-09-27,0.69,294.0879,95.73,0.0205,297.518,308.58,0.0,216.835
2025-09-26,0.7109,295.0436,96.04,0.0594,275.741,259.394,0.0,172.571
2025-09-25,0.68,293.6312,95.58,8.8643,265.412,262.031,0.0,178.746
2025-09-24,0.6736,293.339,95.49,2.2241,253.788,283.165,0.0,204.447
2025-09-23,0.7291,295.8772,96.31,0.2621,270.936,253.612,0.0,161.612
2025-09-22,0.6964,294.3804,95.83,0.0932,311.257,316.073,0.0,222.235
2025-09-21,0.7055,294.7965,95.96,0.0671,547.595,527.875,0.0,427.647
2025-09-20,0.6682,293.0927,95.41,18.6962,359.742,407.903,0.0,285.431
2025-09-19,0.7591,297.2538,96.76,1.7485,307.369,337.428,0.0,207.477
2025-09-18,0.8155,299.8509,97.61,0.328,214.607,179.712,0.0,86.438
2025-09-17,0.75,296.8359,96.63,10.3212,214.829,204.21,0.0,108.204
2025-09-16,0.73,295.9184,96.33,1.263,283.809,280.414,0.0,178.198
2025-09-15,0.7236,295.6251,96.23,0.0761,255.119,189.902,0.0,90.895
2025-09-14,0.6,289.9904,94.4,0.7358,481.841,507.197,0.0,389.362
2025-09-13,0.6482,292.1812,95.11,15.87,593.206,673.702,0.0,559.686
2025-09-12,0.8,299.136,97.38,7.6381,467.24,419.398,0.0,323.374
2025-09-11,0.71,295.0024,96.03,0.1084,466.205,517.462,0.0,422.941
2025-09-10,0.8064,299.431,97.47,6.2364,702.883,672.847,0.0,544.323
2025-09-09,0.75,296.8359,96.63,26.0243,328.103,333.419,0.0,236.793
2025-09-08,0.76,297.2952,96.78,1.2081,235.383,230.067,0.0,153.412
2025-09-07,0.75,296.8359,96.63,6.8649,205.156,223.033,0.0,142.624
2025-09-06,0.7836,298.3805,97.13,0.7866,236.611,234.693,0.0,150.401
2025-09-05,0.78,298.2148,97.08,1.6804,160.36,139.089,0.0,76.414
2025-09-04,0.74,296.377,96.48,5.5911,189.413,200.041,0.0,120.658
2025-09-03,0.76,297.2952,96.78,0.3643,248.232,248.232,0.0,152.091
2025-09-02,0.76,297.2952,96.78,4.1779,280.326,285.646,0.0,187.084
2025-09-01,0.77,297.7548,96.93,5.7007,252.113,188.553,0.0,98.687
2025-08-31,0.65,292.2632,95.14,7.2872,228.124,268.998,0.0,176.463
2025-08-30,0.7273,295.7947,96.29,0.0007,199.841,227.852,0.0,128.651
2025-08-29,0.78,298.2148,97.08,0.0007,201.553,206.881,0.0,112.753
2025-08-28,0.79,298.6752,97.23,0.0005,183.382,184.822,0.0,98.966
2025-08-27,0.7927,298.7996,97.27,0.046,180.591,150.163,0.0,62.03
2025-08-26,0.7355,296.1706,96.41,2.119,172.935,170.016,0.0,88.893
2025-08-25,0.73,295.9184,96.33,0.0388,198.05,216.91,0.0,128.474
2025-08-24,0.7655,297.5479,96.86,0.0063,250.561,231.701,0.0,134.069
2025-08-23,0.73,295.9184,96.33,0.4013,251.744,267.679,0.0,183.571
2025-08-22,0.76,297.2952,96.78,2.3059,224.127,222.691,0.0,122.026
2025-08-21,0.7573,297.1711,96.74,1.1475,253.343,260.098,0.0,165.635
2025-08-20,0.77,297.7548,96.93,0.5654,245.56,235.88,0.0,120.302
2025-08-19,0.7518,296.9185,96.65,0.2765,278.577,245.815,0.0,161.061
2025-08-18,0.69,294.0879,95.73,0.0086,327.492,343.375,0.0,259.001
2025-08-17,0.72,295.4602,96.18,0.0683,395.841,433.051,0.0,342.349
2025-08-16,0.79,298.6752,97.23,0.0863,404.487,356.684,0.0,270.516
2025-08-15,0.7,294.545,95.88,0.5032,474.693,534.609,0.0,414.749
2025-08-14,0.8127,299.7217,97.57,0.2911,613.699,572.068,0.0,453.991
2025-08-13,0.7345,296.1247,96.4,2.5605,849.963,904.744,0.0,789.988
2025-08-12,0.8373,300.8578,97.94,10.81,736.946,729.138,0.0,624.481
2025-08-11,0.8227,300.1832,97.72,6.45,744.258,710.832,0.0,619.035
2025-08-10,0.76,297.2952,96.78,13.3558,1166.932,1155.827,0.0,1044.452
2025-08-09,0.7391,296.3357,96.46,3.4084,849.298,826.614,0.0,707.359
2025-08-08,0.6963,294.3758,95.83,0.0,896.797,898.755,0.0,773.488
2025-08-07,0.7,294.545,95.88,0.5098,1119.277,1050.829,0.0,954.607
2025-08-06,0.57,288.6311,93.96,6.7105,1330.684,1294.119,0.0,1157.147
2025-08-05,0.5,285.4719,92.93,5.1194,2476.562,2428.917,0.0,2287.355
2025-08-04,0.4082,281.3554,91.59,50.5662,2205.006,2336.527,0.0,2201.611
2025-08-03,0.66,292.7188,95.29,28.7877,319.363,388.303,0.0,305.115
2025-08-02,0.79,298.6752,97.23,0.662,187.498,136.784,0.0,59.69
2025-08-01,0.6945,294.2935,95.8,0.0,147.692,177.118,0.0,87.491
2025-07-31,0.75,296.8359,96.63,0.0,174.233,171.311,0.0,63.976
2025-07-30,0.7445,296.5834,96.54,0.0103,224.125,253.669,0.0,187.845
2025-07-29,0.8,299.136,97.38,0.0,218.431,194.201,0.0,108.513
2025-07-28,0.7545,297.0425,96.69,0.0254,240.276,243.201,0.0,146.468
2025-07-27,0.76,297.2952,96.78,0.0875,359.573,389.153,0.0,284.333
2025-07-26,0.8155,299.8509,97.61,0.1156,378.157,353.897,0.0,253.044
2025-07-25,0.77,297.7548,96.93,0.0322,382.447,370.376,0.0,283.904
2025-07-24,0.7473,296.7119,96.59,0.0,659.556,597.531,0.0,480.232
2025-07-23,0.63,291.353,94.84,0.012,939.354,923.584,0.0,814.787
2025-07-22,0.6,289.9904,94.4,0.3515,1592.866,1606.742,0.0,1530.63
2025-07-21,0.6264,291.1893,94.79,3.4976,3547.422,3730.71,0.0,3645.305
2025-07-20,0.97,307.0254,99.94,0.0775,6880.92,6974.691,0.0,6751.249
2025-07-19,1.1422,315.1272,102.58,80.9458,5955.939,5717.72,0.0,5480.496
2025-07-18,0.7,294.545,95.88,29.1882,3970.772,4013.247,0.0,3845.582
2025-07-17,0.78,298.2148,97.08,91.6705,1401.084,1327.403,0.0,1217.279
2025-07-16,0.6409,291.8488,95.0,11.2742,526.668,542.015,0.0,435.969
2025-07-15,0.67,293.1748,95.43,1.7482,732.908,738.665,0.0,636.32
2025-07-14,0.6809,293.6722,95.6,21.6156,1224.501,1400.718,0.0,1285.551
2025-07-13,1.01,308.8974,100.55,40.1676,357.601,228.636,0.0,157.762
2025-07-12,0.77,297.7548,96.93,0.0,126.427,118.183,0.0,47.513
2025-07-11,0.7545,297.0425,96.69,0.0,138.275,149.926,0.0,73.697
2025-07-10,0.7764,298.0492,97.02,0.0,139.347,146.592,0.0,82.562
2025-07-09,0.79,298.6752,97.23,0.049,132.037,132.996,0.0,65.806
2025-07-08,0.7918,298.7581,97.25,0.0174,145.563,133.95,0.0,64.73
2025-07-07,0.77,297.7548,96.93,0.7737,144.118,133.482,0.0,53.965
2025-07-06,0.75,296.8359,96.63,0.0,188.714,215.336,0.0,118.431
2025-07-05,0.8,299.136,97.38,0.0595,177.901,151.28,0.0,53.632
2025-07-04,0.75,296.8359,96.63,0.0006,192.19,186.879,0.0,103.403
2025-07-03,0.74,296.377,96.48,0.0,251.494,256.806,0.0,167.975
2025-07-02,0.75,296.8359,96.63,0.1568,283.276,320.576,0.0,230.675
2025-07-01,0.82,300.0586,97.68,0.048,223.683,149.292,0.0,70.833
2025-06-30,0.68,293.6312,95.58,0.222,342.548,331.988,0.0,219.936
2025-06-29,0.66,292.7188,95.29,0.0133,442.658,421.589,0.0,305.257
2025-06-28,0.62,290.8984,94.69,4.0733,420.439,505.119,0.0,402.635
2025-06-27,0.78,298.2148,97.08,0.0,447.443,426.172,0.0,315.458
2025-06-26,0.74,296.377,96.48,0.0331,709.89,722.059,0.0,611.701
2025-06-25,0.7629,297.4284,96.82,1.3753,773.204,736.92,0.0,625.601
2025-06-24,0.6945,294.2935,95.8,15.5806,763.154,681.921,0.0,583.271
2025-06-23,0.54,287.275,93.51,0.0286,2269.377,2127.23,0.0,2037.088
2025-06-22,0.265,274.9935,89.52,5.0248,2641.297,2710.692,0.0,2573.302
2025-06-21,0.4,280.9892,91.47,64.1891,524.92,646.293,0.0,551.228
2025-06-20,0.6327,291.4758,94.88,5.7409,495.896,547.315,0.0,444.984
2025-06-19,0.73,295.9184,96.33,0.0,474.752,487.762,0.0,357.982
2025-06-18,0.7545,297.0425,96.69,0.6048,346.527,354.771,0.0,254.49
2025-06-17,0.77,297.7548,96.93,0.79,425.434,396.492,0.0,282.9
2025-06-16,0.7155,295.2542,96.11,6.2433,891.408,984.523,0.0,866.637
2025-06-15,0.89,303.2993,98.73,1.0863,2249.738,2265.878,0.0,2147.405
2025-06-14,0.92,304.6938,99.18,54.6761,1575.561,1452.807,0.0,1308.779
2025-06-13,0.69,294.0879,95.73,28.4969,230.337,201.051,0.0,99.353
2025-06-12,0.6345,291.5576,94.91,0.0,166.241,169.138,0.0,92.038
2025-06-11,0.64,291.8079,94.99,0.0,167.475,215.05,0.0,134.231
2025-06-10,0.73,295.9184,96.33,0.0,161.448,177.383,0.0,90.298
2025-06-09,0.76,297.2952,96.78,0.0051,160.632,165.473,0.0,87.898
2025-06-08,0.7691,297.7134,96.91,0.0,171.082,145.481,0.0,81.28
2025-06-07,0.7209,295.5015,96.19,0.0009,118.693,118.215,0.0,55.561
2025-06-06,0.72,295.4602,96.18,0.008,170.241,180.852,0.0,102.254
2025-06-05,0.74,296.377,96.48,0.0096,181.517,186.829,0.0,106.911
2025-06-04,0.75,296.8359,96.63,0.0551,183.705,167.783,0.0,89.845
2025-06-03,0.72,295.4602,96.18,0.3623,237.092,253.492,0.0,159.254
2025-06-02,0.7509,296.8772,96.64,0.5574,232.973,235.896,0.0,157.981
2025-06-01,0.7564,297.1298,96.72,0.004,232.763,213.439,0.0,127.438
2025-05-31,0.72,295.4602,96.18,0.0028,168.2,189.438,0.0,111.723
2025-05-30,0.76,297.2952,96.78,0.032,196.298,194.862,0.0,117.29
2025-05-29,0.7573,297.1711,96.74,3.5563,149.095,149.574,0.0,69.848
2025-05-28,0.7582,297.2125,96.75,4.4032,193.454,183.784,0.0,89.928
2025-05-27,0.74,296.377,96.48,0.1166,147.907,121.413,0.0,55.398
2025-05-26,0.69,294.0879,95.73,0.0,186.747,192.038,0.0,114.465
2025-05-25,0.7,294.545,95.88,0.4354,145.38,155.973,0.0,72.833
2025-05-24,0.72,295.4602,96.18,1.6217,133.406,140.142,0.0,54.108
2025-05-23,0.7327,296.0422,96.37,0.0,212.504,221.69,0.0,128.23
2025-05-22,0.75,296.8359,96.63,0.0993,183.336,157.774,0.0,66.234
2025-05-21,0.7018,294.6273,95.91,0.0008,269.084,284.028,0.0,188.153
2025-05-20,0.73,295.9184,96.33,0.0235,352.04,330.853,0.0,194.383
2025-05-19,0.69,294.0879,95.73,0.0126,249.449,260.034,0.0,135.416
2025-05-18,0.71,295.0024,96.03,0.0008,466.006,535.222,0.0,398.122
2025-05-17,0.84,300.9827,97.98,2.9251,630.067,614.03,0.0,534.682
2025-05-16,0.81,299.5971,97.53,27.7539,295.513,254.368,0.0,168.841
2025-05-15,0.7327,296.0422,96.37,1.1867,218.572,217.617,0.0,123.545
2025-05-14,0.7309,295.9597,96.34,0.0038,275.415,246.193,0.0,133.646
2025-05-13,0.6757,293.4349,95.52,0.0062,320.563,346.921,0.0,240.802
2025-05-12,0.7255,295.7122,96.26,0.0208,329.009,342.015,0.0,211.973
2025-05-11,0.75,296.8359,96.63,0.7945,373.902,377.304,0.0,251.227
2025-05-10,0.7564,297.1298,96.72,0.514,426.444,434.636,0.0,278.994
2025-05-09,0.7718,297.8376,96.95,19.1671,234.231,222.637,0.0,126.237
2025-05-08,0.75,296.8359,96.63,0.0787,188.714,183.403,0.0,100.909
2025-05-07,0.74,296.377,96.48,0.0274,256.04,266.668,0.0,182.099
2025-05-06,0.76,297.2952,96.78,2.6963,234.663,218.728,0.0,126.236
2025-05-05,0.73,295.9184,96.33,1.911,255.434,245.309,0.0,133.265
2025-05-04,0.7109,295.0436,96.04,0.0275,366.088,387.31,0.0,248.774
2025-05-03,0.7509,296.8772,96.64,12.672,229.08,228.602,0.0,140.273
2025-05-02,0.75,296.8359,96.63,0.1344,299.453,262.362,0.0,170.057
2025-05-01,0.68,293.6312,95.58,23.362,173.006,173.007,0.0,84.531
2025-04-30,0.68,293.6312,95.58,0.0,70.915,99.776,0.0,36.743
2025-04-29,0.7345,296.1247,96.4,0.0,110.003,116.799,0.0,55.423
2025-04-28,0.7473,296.7119,96.59,0.0203,160.583,115.315,0.0,51.81
2025-04-27,0.6618,292.8008,95.31,0.0004,165.937,203.931,0.0,122.762
2025-04-26,0.7336,296.0835,96.38,0.0004,157.016,165.725,0.0,84.372
2025-04-25,0.75,296.8359,96.63,0.0004,195.295,208.859,0.0,121.945
2025-04-24,0.7755,298.0078,97.01,0.0064,189.247,165.064,0.0,83.406
2025-04-23,0.73,295.9184,96.33,0.5719,155.262,176.516,0.0,108.891
2025-04-22,0.77,297.7548,96.93,17.0897,143.371,127.424,0.0,65.92
2025-04-21,0.74,296.377,96.48,0.0002,162.465,154.241,0.0,85.937
2025-04-20,0.7245,295.6664,96.25,0.4697,129.429,127.043,0.0,51.671
2025-04-19,0.72,295.4602,96.18,0.6247,100.034,115.956,0.0,28.764
2025-04-18,0.75,296.8359,96.63,0.0693,120.045,129.723,0.0,54.649
2025-04-17,0.7682,297.6721,96.9,0.0,133.22,160.842,0.0,95.247
2025-04-16,0.82,300.0586,97.68,0.0066,179.609,152.945,0.0,88.087
2025-04-15,0.77,297.7548,96.93,0.2238,208.269,224.255,0.0,142.19
2025-04-14,0.8,299.136,97.38,3.9844,189.985,159.485,0.0,81.149
2025-04-13,0.7427,296.5008,96.52,11.2699,213.26,195.917,0.0,122.425
2025-04-12,0.71,295.0024,96.03,10.2342,120.868,163.377,0.0,89.372
2025-04-11,0.79,298.6752,97.23,0.0,103.459,95.202,0.0,27.349
2025-04-10,0.7745,297.9618,96.99,0.0112,90.913,93.841,0.0,19.073
2025-04-09,0.78,298.2148,97.08,0.0417,86.867,86.867,0.0,15.873
2025-04-08,0.78,298.2148,97.08,0.0004,141.227,135.902,0.0,64.915
2025-04-07,0.77,297.7548,96.93,0.0,102.9,81.645,0.0,22.343
2025-04-06,0.73,295.9184,96.33,0.0089,68.134,62.83,0.0,11.082
2025-04-05,0.72,295.4602,96.18,3.1801,80.121,51.769,0.0,0.0
2025-04-04,0.6664,293.0106,95.38,0.1205,53.835,66.304,0.0,10.063
2025-04-03,0.69,294.0879,95.73,0.0232,83.558,93.19,0.0,17.112
2025-04-02,0.7082,294.9201,96.0,1.612,151.534,107.354,0.0,30.4
2025-04-01,0.6245,291.1029,94.76,0.0,177.679,244.033,0.0,189.591
2025-03-31,0.75,296.8359,96.63,0.0,143.848,129.357,0.0,100.871
2025-03-30,0.7227,295.5839,96.22,0.0004,110.456,132.603,0.0,105.323
2025-03-29,0.7644,297.4974,96.84,0.0774,159.856,149.278,0.0,121.141
2025-03-28,0.7445,296.5834,96.54,0.4579,220.569,170.566,0.0,142.661
2025-03-27,0.65,292.2632,95.14,2.3246,106.661,156.664,0.0,128.63
2025-03-26,0.7445,296.5834,96.54,0.0024,89.801,117.904,0.0,89.378
2025-03-25,0.7973,299.0115,97.33,0.0,103.086,77.905,0.0,48.77
2025-03-24,0.75,296.8359,96.63,0.0054,60.112,65.428,0.0,36.289
2025-03-23,0.76,297.2952,96.78,0.0,79.409,87.125,0.0,57.993
2025-03-22,0.7745,297.9618,96.99,0.0,111.99,107.679,0.0,78.568
2025-03-21,0.7664,297.5893,96.87,0.0129,100.956,102.871,0.0,73.556
2025-03-20,0.77,297.7548,96.93,0.0118,111.655,107.77,0.0,78.467
2025-03-19,0.7627,297.4192,96.82,1.267,102.066,115.164,0.0,84.697
2025-03-18,0.7873,298.5509,97.18,0.6444,104.718,99.391,0.0,70.774
2025-03-17,0.7773,298.0906,97.04,0.0265,83.85,77.995,0.0,49.519
2025-03-16,0.7663,297.5847,96.87,1.4407,120.555,80.083,0.0,51.249
2025-03-15,0.69,294.0879,95.73,1.3576,93.664,58.485,0.0,30.431
2025-03-14,0.6233,291.0484,94.74,0.0714,110.841,109.105,0.0,81.317
2025-03-13,0.62,290.8984,94.69,0.0,216.367,216.367,0.0,188.664
2025-03-12,0.62,290.8984,94.69,2.8584,148.911,204.096,0.0,175.339
2025-03-11,0.7245,295.6664,96.25,0.0775,146.429,168.206,0.0,138.999
2025-03-10,0.7655,297.5479,96.86,0.022,109.097,95.545,0.0,66.409
2025-03-09,0.74,296.377,96.48,0.0,112.435,144.368,0.0,115.143
2025-03-08,0.8,299.136,97.38,0.0604,105.306,72.417,0.0,43.302
2025-03-07,0.7382,296.2944,96.45,0.0873,131.049,133.438,0.0,104.301
2025-03-06,0.7427,296.5008,96.52,0.1319,122.354,142.191,0.0,113.061
2025-03-05,0.78,298.2148,97.08,0.2268,213.924,222.665,0.0,193.561
2025-03-04,0.7964,298.9701,97.32,5.2953,161.313,152.572,0.0,123.788
2025-03-03,0.78,298.2148,97.08,13.6089,154.306,154.306,0.0,125.729
2025-03-02,0.78,298.2148,97.08,6.6136,97.617,89.367,0.0,61.076
2025-03-01,0.7645,297.502,96.84,0.2634,83.243,102.155,0.0,73.393
2025-02-28,0.8,299.136,97.38,0.0316,87.74,82.407,0.0,53.92
2025-02-27,0.79,298.6752,97.23,0.0082,78.584,67.931,0.0,39.274
2025-02-26,0.77,297.7548,96.93,0.0004,58.979,66.701,0.0,37.673
2025-02-25,0.7845,298.422,97.14,0.1142,91.527,105.128,0.0,75.891
2025-02-24,0.81,299.5971,97.53,0.0,69.482,54.177,0.0,24.952
2025-02-23,0.7813,298.2747,97.09,0.0562,78.707,51.435,0.0,22.313
2025-02-22,0.73,295.9184,96.33,0.0004,55.614,71.549,0.0,42.416
2025-02-21,0.76,297.2952,96.78,0.0248,75.101,91.074,0.0,61.844
2025-02-20,0.79,298.6752,97.23,0.0,90.447,74.475,0.0,45.329
2025-02-19,0.76,297.2952,96.78,0.0004,47.986,37.359,0.0,8.216
2025-02-18,0.74,296.377,96.48,0.0004,29.302,50.573,0.0,21.442
2025-02-17,0.78,298.2148,97.08,0.0346,52.36,41.716,0.0,12.849
2025-02-16,0.76,297.2952,96.78,0.0143,39.685,50.809,0.0,21.881
2025-02-15,0.7809,298.2563,97.09,0.0146,88.453,98.635,0.0,69.603
2025-02-14,0.8,299.136,97.38,0.0254,86.581,64.319,0.0,35.492
2025-02-13,0.7582,297.2125,96.75,0.0646,98.936,112.935,0.0,84.138
2025-02-12,0.7845,298.422,97.14,5.4463,108.217,115.04,0.0,86.07
2025-02-11,0.7973,299.0115,97.33,0.0,73.08,79.857,0.0,50.495
2025-02-10,0.81,299.5971,97.53,0.0515,76.754,66.084,0.0,36.828
2025-02-09,0.79,298.6752,97.23,0.0054,65.296,65.776,0.0,36.549
2025-02-08,0.7909,298.7167,97.24,0.0561,79.28,89.47,0.0,60.203
2025-02-07,0.81,299.5971,97.53,0.4051,128.077,133.419,0.0,103.984
2025-02-06,0.82,300.0586,97.68,0.0179,80.229,73.927,0.0,44.451
2025-02-05,0.8082,299.5141,97.5,0.0636,28.959,40.606,0.0,11.172
2025-02-04,0.83,300.5204,97.83,0.101,110.878,76.474,0.0,21.772
2025-02-03,0.7655,297.5479,96.86,0.0422,101.69,102.169,0.0,51.491
2025-02-02,0.7664,297.5893,96.87,0.0146,112.934,131.316,0.0,79.954
2025-02-01,0.8009,299.1775,97.39,4.3114,137.651,121.185,0.0,82.533
2025-01-31,0.77,297.7548,96.93,0.0404,100.345,88.274,0.0,59.831
2025-01-30,0.7473,296.7119,96.59,0.0672,80.347,87.098,0.0,58.507
2025-01-29,0.76,297.2952,96.78,0.1339,62.427,62.427,0.0,34.444
2025-01-28,0.76,297.2952,96.78,0.6409,117.583,106.956,0.0,78.16
2025-01-27,0.74,296.377,96.48,3.2747,118.378,144.978,0.0,115.795
2025-01-26,0.79,298.6752,97.23,0.0338,105.604,84.316,0.0,55.183
2025-01-25,0.75,296.8359,96.63,0.0817,97.942,113.902,0.0,84.701
2025-01-24,0.78,298.2148,97.08,0.0103,105.629,84.358,0.0,55.235
2025-01-23,0.74,296.377,96.48,0.0,99.917,110.545,0.0,81.412
2025-01-22,0.76,297.2952,96.78,0.0061,103.317,103.317,0.0,74.242
2025-01-21,0.76,297.2952,96.78,0.0894,87.094,71.637,0.0,42.598
2025-01-20,0.7309,295.9597,96.34,0.0,50.214,60.355,0.0,31.303
2025-01-19,0.75,296.8359,96.63,0.0,104.371,93.752,0.0,64.837
2025-01-18,0.73,295.9184,96.33,0.0,115.258,120.566,0.0,91.649
2025-01-17,0.74,296.377,96.48,0.0,89.807,47.467,0.0,18.779
2025-01-16,0.66,292.7188,95.29,0.0519,91.966,91.966,0.0,63.549
2025-01-15,0.66,292.7188,95.29,0.0004,89.374,84.101,0.0,56.649
2025-01-14,0.65,292.2632,95.14,0.0587,94.369,87.677,0.0,59.729
2025-01-13,0.6373,291.685,94.95,0.0034,112.589,156.283,0.0,127.601
2025-01-12,0.72,295.4602,96.18,0.0101,90.697,102.741,0.0,73.73
2025-01-11,0.7427,296.5008,96.52,0.0,112.869,111.436,0.0,82.305
2025-01-10,0.74,296.377,96.48,0.0004,95.091,111.038,0.0,81.912
2025-01-09,0.77,297.7548,96.93,0.1481,97.233,81.764,0.0,52.615
2025-01-08,0.7409,296.4183,96.49,0.2027,125.381,140.85,0.0,111.722
2025-01-07,0.77,297.7548,96.93,0.1119,123.556,137.141,0.0,108.019
2025-01-06,0.7955,298.9286,97.31,0.7002,120.666,91.134,0.0,62.031
2025-01-05,0.74,296.377,96.48,0.2084,87.157,92.469,0.0,63.57
2025-01-04,0.75,296.8359,96.63,0.0341,126.117,136.753,0.0,107.977
2025-01-03,0.77,297.7548,96.93,0.0,80.776,59.999,0.0,31.424
2025-01-02,0.7309,295.9597,96.34,0.0,109.806,135.907,0.0,107.373
2025-01-01,0.78,298.2148,97.08,0.0095,116.849,98.498,0.0,70.016
2024-12-31,0.7455,296.6293,96.56,0.0019,144.65,141.729,0.0,113.223
2024-12-30,0.74,296.377,96.48,0.0324,74.759,70.406,0.0,41.621
2024-12-29,0.7318,296.0009,96.35,0.0299,96.635,101.944,0.0,72.805
2024-12-28,0.7418,296.4596,96.5,0.0004,136.795,151.786,0.0,122.642
2024-12-27,0.77,297.7548,96.93,0.0274,113.953,103.317,0.0,74.204
2024-12-26,0.75,296.8359,96.63,0.0116,104.016,107.896,0.0,78.772
2024-12-25,0.7573,297.1711,96.74,0.0254,117.656,119.092,0.0,89.984
2024-12-24,0.76,297.2952,96.78,0.0,131.32,88.913,0.0,59.775
2024-12-23,0.68,293.6312,95.58,0.0691,116.02,121.306,0.0,92.908
2024-12-22,0.69,294.0879,95.73,0.0136,118.77,153.977,0.0,124.79
2024-12-21,0.7564,297.1298,96.72,0.6843,130.722,151.542,0.0,122.335
2024-12-20,0.7955,298.9286,97.31,0.0116,119.874,97.088,0.0,68.293
2024-12-19,0.7527,296.9599,96.67,0.0,92.216,100.938,0.0,72.057
2024-12-18,0.7691,297.7134,96.91,0.0071,141.226,132.982,0.0,104.372
2024-12-17,0.7536,297.0012,96.68,0.0472,120.709,115.873,0.0,86.809
2024-12-16,0.7445,296.5834,96.54,0.0933,120.001,133.558,0.0,104.551
2024-12-15,0.77,297.7548,96.93,0.0729,89.861,84.062,0.0,55.012
2024-12-14,0.7591,297.2538,96.76,0.0605,93.854,100.611,0.0,71.542
2024-12-13,0.7718,297.8376,96.95,0.0,140.012,124.063,0.0,95.058
2024-12-12,0.7418,296.4596,96.5,0.0,83.969,93.641,0.0,64.516
2024-12-11,0.76,297.2952,96.78,0.0,126.12,120.804,0.0,91.719
2024-12-10,0.75,296.8359,96.63,0.0,121.792,121.792,0.0,93.075
2024-12-09,0.75,296.8359,96.63,0.0084,107.144,117.78,0.0,88.663
2024-12-08,0.77,297.7548,96.93,0.011,121.437,110.801,0.0,81.682
2024-12-07,0.75,296.8359,96.63,0.0,137.765,143.081,0.0,113.956
2024-12-06,0.76,297.2952,96.78,0.1075,140.247,150.891,0.0,121.776
2024-12-05,0.78,298.2148,97.08,0.1701,145.534,124.263,0.0,95.18
