날짜,저수위(m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),발전방류량(㎥/s),여수로방류량(㎥/s)
2023-09-16,0.9136,304.396,99.09,25.8249,1151.99,1090.523,0.0,985.343
2023-09-15,0.7989,299.0853,97.36,16.1842,588.071,618.386,0.0,511.28
2023-09-14,0.8556,301.7045,98.21,16.2787,621.725,618.35,0.0,506.867
2023-09-13,0.8493,301.4129,98.12,8.6495,318.692,346.117,0.0,231.777
2023-09-12,0.9004,303.7824,98.89,0.1405,288.643,265.879,0.0,146.722
2023-09-11,0.858,301.8156,98.25,0.0116,327.518,328.59,0.0,212.915
2023-09-10,0.86,301.9082,98.28,0.0458,315.339,314.803,0.0,190.049
2023-09-09,0.859,301.8619,98.26,0.0115,345.391,361.33,0.0,219.887
2023-09-08,0.8887,303.239,98.71,0.0314,390.106,363.884,0.0,220.545
2023-09-07,0.8398,300.9734,97.97,0.0093,419.826,434.399,0.0,287.398
2023-09-06,0.867,302.2325,98.38,0.1153,490.622,451.849,0.0,328.143
2023-09-05,0.7945,298.8825,97.29,0.1107,689.983,736.376,0.0,619.514
2023-09-04,0.8812,302.8909,98.6,0.1042,866.487,909.15,0.0,796.314
2023-09-03,0.9604,306.577,99.8,1.7822,1768.269,1788.51,0.0,1720.442
2023-09-02,0.9978,308.3258,100.37,5.7433,3023.241,3150.882,0.0,3065.443
2023-09-01,1.2311,319.3539,103.96,3.1089,5606.203,5664.324,0.0,5534.978
2023-08-31,1.3359,324.3755,105.59,21.5108,5298.12,4962.287,0.0,4833.416
2023-08-30,0.7178,295.3595,96.15,68.3766,2934.555,2712.144,0.0,2657.776
2023-08-29,0.291,276.1432,89.89,17.2007,1151.022,1402.913,0.0,1302.882
2023-08-28,0.7733,297.9066,96.98,0.1869,827.147,796.978,0.0,643.048
2023-08-27,0.7165,295.3,96.13,3.126,866.024,847.132,0.0,708.955
2023-08-26,0.6808,293.6677,95.6,0.0,2001.403,1877.491,0.0,1751.05
2023-08-25,0.4441,282.9617,92.11,4.9391,2869.524,2997.188,0.0,2859.993
2023-08-24,0.6879,293.9919,95.7,55.3892,1338.827,1464.631,0.0,1303.74
2023-08-23,0.9236,304.8614,99.24,7.4783,403.592,383.041,0.0,238.644
2023-08-22,0.8854,303.0858,98.66,0.0215,405.877,422.172,0.0,303.998
2023-08-21,0.9157,304.4937,99.12,0.4204,549.591,509.221,0.0,415.363
2023-08-20,0.8405,301.0058,97.98,5.4682,423.485,432.269,0.0,316.514
2023-08-19,0.8569,301.7647,98.23,4.9316,585.246,552.528,0.0,449.055
2023-08-18,0.7957,298.9378,97.31,6.3609,348.851,370.859,0.0,265.657
2023-08-17,0.8369,300.8393,97.93,2.1097,510.523,530.135,0.0,426.319
2023-08-16,0.8735,302.5338,98.48,3.2973,418.637,432.55,0.0,338.17
2023-08-15,0.8994,303.7359,98.87,0.0038,669.336,598.887,0.0,496.605
2023-08-14,0.7677,297.6491,96.89,0.0,810.721,780.935,0.0,671.931
2023-08-13,0.7116,295.0756,96.05,0.0813,1768.843,1769.161,0.0,1636.311
2023-08-12,0.7122,295.1031,96.06,0.0999,5007.34,5267.452,0.0,5134.859
2023-08-11,1.1938,317.5768,103.38,0.9293,8470.007,8466.76,0.0,8268.625
2023-08-10,1.1879,317.2962,103.29,116.6165,5059.128,4796.969,0.0,4644.932
2023-08-09,0.7022,294.6456,95.91,40.8524,1042.205,1117.907,0.0,978.787
2023-08-08,0.8444,301.1862,98.04,0.1968,472.708,509.16,0.0,380.263
2023-08-07,0.9123,304.3356,99.07,0.8992,287.493,230.247,0.0,151.795
2023-08-06,0.8055,299.3895,97.46,0.5306,241.933,256.413,0.0,163.305
2023-08-05,0.8326,300.6406,97.87,0.0326,249.969,199.772,0.0,102.127
2023-08-04,0.7384,296.3036,96.45,0.0011,189.872,193.537,0.0,73.506
2023-08-03,0.7453,296.6202,96.56,0.2784,203.14,237.168,0.0,127.817
2023-08-02,0.8092,299.5602,97.51,1.117,236.076,195.783,0.0,99.564
2023-08-01,0.7335,296.0789,96.38,0.0161,309.365,325.73,0.0,206.407
2023-07-31,0.7643,297.4928,96.84,0.2688,260.96,292.154,0.0,170.366
2023-07-30,0.8228,300.1879,97.72,0.0283,335.943,307.57,0.0,167.537
2023-07-29,0.7696,297.7364,96.92,0.0069,489.961,469.769,0.0,320.163
2023-07-28,0.7316,295.9918,96.35,0.468,765.903,710.319,0.0,555.919
2023-07-27,0.6264,291.1893,94.79,0.387,1259.475,1318.244,0.0,1176.007
2023-07-26,0.7376,296.2669,96.44,26.332,1562.228,1548.97,0.0,1443.374
2023-07-25,0.7126,295.1214,96.07,9.9203,1941.378,1981.124,0.0,1908.94
2023-07-24,0.7874,298.5555,97.19,16.0593,1831.592,1843.061,0.0,1725.737
2023-07-23,0.8089,299.5464,97.51,4.5597,1728.03,1755.474,0.0,1621.104
2023-07-22,0.8602,301.9175,98.28,0.2805,2198.826,2231.444,0.0,2145.404
2023-07-21,0.9209,304.7357,99.2,1.2158,2707.09,2811.752,0.0,2741.244
2023-07-20,1.1137,313.7785,102.14,0.179,5773.595,5919.117,0.0,5785.417
2023-07-19,1.3769,326.3516,106.23,0.2422,7162.18,7078.757,0.0,6941.439
2023-07-18,1.2267,319.1439,103.89,75.6606,5221.892,5147.167,0.0,5010.486
2023-07-17,1.0906,312.6877,101.79,22.3149,7155.161,7221.666,0.0,7086.703
2023-07-16,1.2118,318.4337,103.66,18.8112,6737.933,6478.613,0.0,6307.29
2023-07-15,0.7324,296.0284,96.36,46.7502,3599.884,3375.318,0.0,3237.825
2023-07-14,0.3019,276.6259,90.05,58.0389,2297.642,2341.996,0.0,2247.01
2023-07-13,0.3881,280.4581,91.3,8.8883,2359.12,2377.526,0.0,2298.622
2023-07-12,0.4237,282.0484,91.81,5.0042,2715.461,2780.607,0.0,2662.027
2023-07-11,0.5489,287.677,93.65,31.0948,1404.31,1474.069,0.0,1331.479
2023-07-10,0.6816,293.7042,95.61,5.1565,1256.228,1281.802,0.0,1154.207
2023-07-09,0.7299,295.9138,96.33,1.9752,2177.372,2261.025,0.0,2147.873
2023-07-08,0.8866,303.1415,98.68,1.1447,2668.927,2735.98,0.0,2624.93
2023-07-07,1.0108,308.9349,100.57,46.2541,1397.128,1422.023,0.0,1340.089
2023-07-06,1.0566,311.0858,101.27,0.0302,1935.261,1937.004,0.0,1874.396
2023-07-05,1.0598,311.2364,101.31,19.4878,1897.918,1801.65,0.0,1688.345
2023-07-04,0.8818,302.9188,98.61,20.6629,578.497,525.012,0.0,408.889
2023-07-03,0.7818,298.2977,97.1,0.002,756.532,753.976,0.0,618.409
2023-07-02,0.777,298.0768,97.03,0.0226,1597.89,1400.582,0.0,1285.416
2023-07-01,0.4009,281.0294,91.48,0.2205,2749.454,2654.079,0.0,2552.33
2023-06-30,0.215,272.789,88.8,33.0197,2094.392,2302.362,0.0,2173.619
2023-06-29,0.6169,290.7576,94.65,26.0666,1395.485,1389.704,0.0,1237.523
2023-06-28,0.6059,290.2581,94.49,17.1693,1669.923,1655.231,0.0,1532.873
2023-06-27,0.5779,288.9887,94.07,23.5061,1311.463,1376.988,0.0,1229.043
2023-06-26,0.7023,294.6501,95.92,48.506,676.258,707.723,0.0,587.553
2023-06-25,0.7616,297.3687,96.8,4.9267,300.873,297.735,0.0,213.431
2023-06-24,0.7557,297.0976,96.71,0.011,213.289,220.469,0.0,136.673
2023-06-23,0.7692,297.718,96.91,0.0358,180.289,190.408,0.0,109.438
2023-06-22,0.7882,298.5923,97.2,0.7896,236.271,235.311,0.0,153.539
2023-06-21,0.7864,298.5094,97.17,14.0676,201.086,197.676,0.0,114.918
2023-06-20,0.78,298.2148,97.08,0.6343,169.383,158.739,0.0,81.836
2023-06-19,0.76,297.2952,96.78,0.0019,146.395,147.352,0.0,77.648
2023-06-18,0.7618,297.3779,96.8,0.0,203.629,183.342,0.0,98.45
2023-06-17,0.7236,295.6251,96.23,0.0,175.493,194.822,0.0,111.579
2023-06-16,0.76,297.2952,96.78,0.0438,240.177,250.821,0.0,138.856
2023-06-15,0.78,298.2148,97.08,1.6801,293.127,280.091,0.0,192.969
2023-06-14,0.7555,297.0885,96.71,12.1567,193.088,198.885,0.0,108.41
2023-06-13,0.7664,297.5893,96.87,1.6499,382.631,354.597,0.0,262.041
2023-06-12,0.7136,295.1672,96.08,6.4032,185.665,189.056,0.0,110.686
2023-06-11,0.72,295.4602,96.18,5.1262,167.338,174.552,0.0,99.551
2023-06-10,0.7336,296.0835,96.38,2.6914,138.127,148.749,0.0,75.629
2023-06-09,0.7536,297.0012,96.68,0.0409,172.064,168.716,0.0,91.243
2023-06-08,0.7473,296.7119,96.59,0.9059,146.97,159.04,0.0,94.885
2023-06-07,0.77,297.7548,96.93,0.0,189.343,190.195,0.0,103.578
2023-06-06,0.7716,297.8284,96.95,0.0004,201.913,177.738,0.0,79.589
2023-06-05,0.7261,295.7397,96.27,0.0007,268.221,297.455,0.0,201.799
2023-06-04,0.7811,298.2655,97.09,0.0,336.35,320.229,0.0,218.171
2023-06-03,0.7508,296.8726,96.64,0.0,405.044,410.786,0.0,300.602
2023-06-02,0.7616,297.3687,96.8,1.2443,501.695,485.864,0.0,366.548
2023-06-01,0.7318,296.0009,96.35,6.3204,397.922,425.463,0.0,305.536
2023-05-31,0.7836,298.3805,97.13,0.0509,613.643,603.475,0.0,493.768
2023-05-30,0.7645,297.502,96.84,0.2676,1793.918,1744.416,0.0,1589.824
2023-05-29,0.6711,293.225,95.45,61.3898,1042.295,1060.961,0.0,932.093
2023-05-28,0.7064,294.8377,95.98,13.808,157.748,171.849,0.0,97.614
2023-05-27,0.733,296.056,96.37,0.1101,117.062,172.639,0.0,108.737
2023-05-26,0.8373,300.8578,97.94,0.0212,91.72,80.973,0.0,28.654
2023-05-25,0.8172,299.9293,97.63,0.0,70.825,77.131,0.0,18.163
2023-05-24,0.829,300.4742,97.81,0.0009,123.503,159.856,0.0,81.857
2023-05-23,0.8968,303.6151,98.83,0.3992,128.226,100.595,0.0,30.844
2023-05-22,0.8453,301.2278,98.06,0.1263,117.488,137.705,0.0,63.803
2023-05-21,0.883,302.9745,98.62,0.0004,177.6,160.758,0.0,84.288
2023-05-20,0.8516,301.5193,98.15,0.0141,164.331,142.831,0.0,66.046
2023-05-19,0.8114,299.6617,97.55,0.4721,174.324,186.509,0.0,121.883
2023-05-18,0.8342,300.7145,97.89,7.4448,92.414,98.461,0.0,39.004
2023-05-17,0.8455,301.237,98.06,0.0126,93.23,100.623,0.0,32.483
2023-05-16,0.8593,301.8758,98.27,0.0,95.84,104.422,0.0,35.235
2023-05-15,0.8753,302.6173,98.51,0.0007,122.711,109.628,0.0,29.591
2023-05-14,0.8509,301.4869,98.14,0.0087,166.758,157.926,0.0,67.521
2023-05-13,0.8344,300.7238,97.89,1.399,178.049,186.989,0.0,84.894
2023-05-12,0.8511,301.4962,98.14,0.0093,213.801,216.426,0.0,115.701
2023-05-11,0.856,301.723,98.22,0.0004,240.749,249.168,0.0,145.604
2023-05-10,0.8717,302.4504,98.45,0.01,285.278,321.81,0.0,235.527
2023-05-09,0.9396,305.6067,99.48,0.3494,457.965,400.916,0.0,292.284
2023-05-08,0.8334,300.6776,97.88,0.0747,821.374,832.295,0.0,731.275
2023-05-07,0.8538,301.6211,98.18,2.1619,2002.52,1976.798,0.0,1918.178
2023-05-06,0.8057,299.3988,97.46,30.6821,2800.559,2772.809,0.0,2680.274
2023-05-05,0.7536,297.0012,96.68,61.2367,289.878,344.582,0.0,270.574
2023-05-04,0.8561,301.7276,98.22,1.0172,53.895,75.096,0.0,24.387
2023-05-03,0.8956,303.5594,98.82,0.0159,55.326,70.611,0.0,0.0
2023-05-02,0.924,304.88,99.25,0.035,61.375,57.281,0.0,4.345
2023-05-01,0.9164,304.5263,99.13,0.0102,75.81,82.059,0.0,28.99
2023-04-30,0.928,305.0662,99.31,0.0112,76.571,70.429,0.0,17.564
2023-04-29,0.9166,304.5356,99.13,6.5118,96.811,83.416,0.0,31.858
2023-04-28,0.8917,303.3783,98.76,0.035,45.579,55.906,0.0,5.389
2023-04-27,0.9109,304.2705,99.05,0.0155,67.126,72.888,0.0,19.825
2023-04-26,0.9216,304.7683,99.21,0.0819,108.049,51.348,0.0,0.0
2023-04-25,0.8159,299.8693,97.61,5.8271,85.409,48.6,0.0,0.0
2023-04-24,0.7468,296.689,96.58,0.0,54.6,48.6,0.0,0.0
2023-04-23,0.7355,296.1706,96.41,0.0,59.423,67.495,0.0,0.0
2023-04-22,0.7507,296.868,96.64,0.0,55.809,73.101,0.0,0.0
2023-04-21,0.7832,298.3621,97.12,0.0,71.545,68.509,0.0,-0.189
2023-04-20,0.7775,298.0998,97.04,0.0,79.31,94.345,0.0,17.981
2023-04-19,0.8057,299.3988,97.46,0.4924,84.686,99.808,0.0,20.644
2023-04-18,0.834,300.7053,97.89,1.9799,61.631,70.892,0.0,19.224
2023-04-17,0.8513,301.5054,98.15,0.0,73.07,66.056,0.0,14.22
2023-04-16,0.8382,300.8994,97.95,0.1485,82.521,93.661,0.0,29.405
2023-04-15,0.859,301.8619,98.26,1.8178,90.185,108.112,0.0,36.168
2023-04-14,0.8924,303.4108,98.77,0.4839,101.807,70.494,0.0,13.927
2023-04-13,0.834,300.7053,97.89,0.0,88.189,77.071,0.0,17.758
2023-04-12,0.8132,299.7447,97.57,0.0233,90.223,116.121,0.0,50.57
2023-04-11,0.8616,301.9823,98.3,0.7443,89.505,110.554,0.0,46.361
2023-04-10,0.9008,303.801,98.89,0.0154,92.345,111.895,0.0,45.153
2023-04-09,0.9371,305.4901,99.44,0.0066,116.762,85.605,0.0,19.258
2023-04-08,0.8792,302.7982,98.57,0.0304,117.338,126.793,0.0,55.367
2023-04-07,0.8968,303.6151,98.83,2.3613,177.889,154.114,0.0,85.907
2023-04-06,0.8525,301.561,98.16,3.2873,167.447,153.907,0.0,94.192
2023-04-05,0.8272,300.3911,97.78,19.2604,109.046,129.662,0.0,78.044
2023-04-04,0.8657,302.1723,98.36,3.5067,60.675,65.826,0.0,13.081
2023-04-03,0.8753,302.6173,98.51,0.0,60.068,58.297,0.0,0.334
2023-04-02,0.872,302.4643,98.46,0.0,52.658,77.278,0.0,24.276
2023-04-01,0.9178,304.5914,99.15,0.0005,78.796,66.367,0.0,13.551
2023-03-31,0.8947,303.5176,98.8,0.0,40.619,44.115,0.0,13.86
2023-03-30,0.9012,303.8196,98.9,0.0,52.966,44.474,0.0,14.201
2023-03-29,0.8854,303.0858,98.66,0.0,44.454,40.588,0.0,10.431
2023-03-28,0.8782,302.7518,98.55,0.007,44.535,43.945,0.0,13.977
2023-03-27,0.8771,302.7008,98.54,0.0,60.117,50.837,0.0,20.849
2023-03-26,0.8598,301.899,98.27,0.0622,46.028,67.074,0.0,37.03
2023-03-25,0.899,303.7173,98.87,0.0645,80.998,63.222,0.0,5.737
2023-03-24,0.8659,302.1815,98.37,0.8612,106.092,94.625,0.0,46.057
2023-03-23,0.8445,301.1908,98.04,22.6496,96.475,96.208,0.0,67.635
2023-03-22,0.844,301.1677,98.04,2.0064,58.881,38.835,0.0,2.646
2023-03-21,0.8065,299.4357,97.47,0.0149,33.112,58.781,0.0,7.934
2023-03-20,0.8545,301.6535,98.19,0.0,51.616,47.384,0.0,2.224
2023-03-19,0.8466,301.2879,98.08,0.0137,28.183,38.525,0.0,0.0
2023-03-18,0.8659,302.1815,98.37,0.0,30.924,29.958,0.0,0.0
2023-03-17,0.8641,302.0981,98.34,0.0,46.687,55.809,0.0,10.87
2023-03-16,0.8811,302.8863,98.6,0.0,42.843,44.83,0.0,14.606
2023-03-15,0.8848,303.058,98.65,0.018,28.616,30.012,0.0,0.0
2023-03-14,0.8874,303.1786,98.69,0.0,41.498,30.011,0.0,0.0
2023-03-13,0.866,302.1862,98.37,0.0228,23.771,46.065,0.0,16.029
2023-03-12,0.9075,304.1124,99.0,7.8245,72.571,37.525,0.0,7.6
2023-03-11,0.8422,301.0844,98.01,0.0,30.403,27.888,0.0,0.0
2023-03-10,0.8375,300.8671,97.94,0.0146,37.648,38.183,0.0,0.0
2023-03-09,0.8385,300.9133,97.95,0.0363,59.525,49.792,0.0,0.0
2023-03-08,0.8203,300.0724,97.68,0.0,58.172,51.71,0.0,0.0
2023-03-07,0.8082,299.5141,97.5,0.0,39.362,59.303,0.0,0.0
2023-03-06,0.8455,301.237,98.06,0.0,49.714,60.378,0.0,4.765
2023-03-05,0.8654,302.1584,98.36,0.0,47.832,48.744,0.0,0.616
2023-03-04,0.8671,302.2372,98.38,0.0,33.681,35.612,0.0,0.0
2023-03-03,0.8707,302.404,98.44,0.0,33.856,38.525,0.0,8.49
2023-03-02,0.8794,302.8074,98.57,0.0062,27.968,48.24,0.0,18.071
2023-03-01,0.9171,304.5589,99.14,0.0095,72.474,61.551,0.0,31.234
2023-02-28,0.8968,303.6151,98.83,0.0137,59.697,61.579,0.0,31.4
2023-02-27,0.9003,303.7777,98.89,0.0137,57.055,38.366,0.0,8.324
2023-02-26,0.8655,302.163,98.36,0.0,19.329,30.009,0.0,0.0
2023-02-25,0.8854,303.0858,98.66,0.0137,26.545,30.038,0.0,0.0
2023-02-24,0.8919,303.3876,98.76,0.0,44.232,54.666,0.0,24.831
2023-02-23,0.9113,304.2891,99.05,0.0327,74.175,46.565,0.0,1.321
2023-02-22,0.8599,301.9036,98.28,0.0002,44.339,55.391,0.0,0.0
2023-02-21,0.8805,302.8585,98.59,0.0092,45.325,51.342,0.0,0.0
2023-02-20,0.8917,303.3783,98.76,0.0174,55.532,63.006,0.0,9.5
2023-02-19,0.9056,304.024,98.97,0.16,56.331,47.298,0.0,9.519
2023-02-18,0.8888,303.2436,98.71,0.4574,56.817,56.387,0.0,29.111
2023-02-17,0.888,303.2065,98.7,0.0104,42.38,43.508,0.0,13.332
2023-02-16,0.8901,303.304,98.73,0.0071,34.928,45.307,0.0,15.528
2023-02-15,0.9094,304.2007,99.02,0.0102,47.098,49.898,0.0,19.323
2023-02-14,0.9146,304.4426,99.1,0.0034,54.932,52.833,0.0,22.448
2023-02-13,0.9107,304.2612,99.04,0.2861,54.863,48.247,0.0,17.884
2023-02-12,0.8984,303.6895,98.86,0.1472,49.641,46.953,0.0,16.694
2023-02-11,0.8934,303.4572,98.78,0.0111,48.704,43.654,0.0,13.498
2023-02-10,0.884,303.0209,98.64,8.1198,52.321,42.822,0.0,12.66
2023-02-09,0.8663,302.2001,98.37,0.5693,61.298,29.409,0.0,0.262
2023-02-08,0.8067,299.4449,97.48,0.0,58.118,32.387,0.0,0.005
2023-02-07,0.7584,297.2217,96.75,0.0,36.446,47.302,0.0,0.06
2023-02-06,0.7788,298.1596,97.06,0.0,43.853,45.451,0.0,0.0
2023-02-05,0.7818,298.2977,97.1,0.0046,31.921,41.89,0.0,0.0
2023-02-04,0.8005,299.159,97.38,0.0,33.075,43.807,0.0,0.0
2023-02-03,0.8206,300.0863,97.68,0.0,25.587,29.65,0.0,0.0
2023-02-02,0.8282,300.4373,97.8,0.0,23.374,30.061,0.0,0.0
2023-02-01,0.8407,301.015,97.99,0.0,39.869,30.349,0.0,0.0
2023-01-31,0.8229,300.1925,97.72,0.0046,18.376,30.198,0.0,0.0
2023-01-30,0.845,301.2139,98.05,0.0213,31.547,30.529,0.0,0.0
2023-01-29,0.8431,301.126,98.02,0.0263,31.022,29.202,0.0,0.0
2023-01-28,0.8397,300.9688,97.97,0.0527,15.8,29.783,0.0,0.0
2023-01-27,0.8658,302.1769,98.37,0.0233,51.5,28.425,0.0,0.0
2023-01-26,0.8227,300.1832,97.72,0.0294,33.759,26.708,0.0,0.0
2023-01-25,0.8095,299.574,97.52,0.0134,27.045,31.157,0.0,0.173
2023-01-24,0.8172,299.9293,97.63,0.0589,41.432,79.47,0.0,50.053
2023-01-23,0.8882,303.2158,98.7,0.0,57.087,56.603,0.0,26.71
2023-01-22,0.8873,303.174,98.69,0.0,74.898,58.801,0.0,29.262
2023-01-21,0.8573,301.7832,98.24,0.0064,43.961,76.303,0.0,46.233
2023-01-20,0.9175,304.5775,99.15,0.0196,61.955,59.371,0.0,21.589
2023-01-19,0.9127,304.3542,99.07,0.0,51.57,42.317,0.0,11.518
2023-01-18,0.8955,303.5547,98.81,0.0,60.439,41.489,0.0,10.948
2023-01-17,0.8602,301.9175,98.28,0.0161,62.585,55.298,0.0,25.164
2023-01-16,0.8466,301.2879,98.08,0.0467,94.13,85.14,0.0,54.907
2023-01-15,0.8298,300.5112,97.82,1.8878,78.498,102.927,0.0,72.665
2023-01-14,0.8754,302.6219,98.51,2.1192,93.594,86.245,0.0,55.992
2023-01-13,0.8617,301.987,98.3,21.2511,130.569,112.045,0.0,81.779
2023-01-12,0.8271,300.3865,97.78,0.2398,39.548,65.26,0.0,34.634
2023-01-11,0.8751,302.608,98.51,0.0,34.719,54.284,0.0,23.442
2023-01-10,0.9115,304.2984,99.06,0.0,68.887,67.757,0.0,20.876
2023-01-09,0.9094,304.2007,99.02,0.013,84.258,60.137,0.0,7.327
2023-01-08,0.8645,302.1167,98.35,0.0148,61.902,51.828,0.0,1.055
2023-01-07,0.8457,301.2463,98.06,0.5362,63.843,55.228,0.0,0.0
2023-01-06,0.8296,300.502,97.82,0.0058,37.935,52.978,0.0,2.764
2023-01-05,0.8577,301.8017,98.24,0.0108,56.288,65.781,0.0,14.062
2023-01-04,0.8754,302.6219,98.51,0.0054,56.34,69.395,0.0,23.589
2023-01-03,0.8997,303.7499,98.88,0.0046,63.452,54.102,0.0,16.706
2023-01-02,0.8823,302.942,98.61,0.0161,76.675,87.155,0.0,35.463
2023-01-01,0.9018,303.8474,98.91,0.0,89.463,97.913,0.0,44.174
2022-12-31,0.9175,304.5775,99.15,0.0,95.646,85.369,0.0,32.312
2022-12-30,0.8984,303.6895,98.86,0.0064,77.241,90.913,0.0,35.648
2022-12-29,0.9238,304.8707,99.24,0.0102,97.478,88.647,0.0,32.504
2022-12-28,0.9074,304.1077,98.99,0.0244,89.132,70.111,0.0,21.637
2022-12-27,0.872,302.4643,98.46,0.0,71.384,33.396,0.0,0.0
2022-12-26,0.801,299.1821,97.39,0.0445,38.53,47.072,0.0,0.0
2022-12-25,0.817,299.9201,97.63,0.0057,64.087,52.824,0.0,0.0
2022-12-24,0.7959,298.947,97.31,0.0058,22.048,62.006,0.0,0.0
2022-12-23,0.8706,302.3994,98.44,0.5096,100.624,118.083,0.0,44.969
2022-12-22,0.9031,303.9078,98.93,0.1086,122.729,99.693,0.0,26.639
2022-12-21,0.8602,301.9175,98.28,2.9666,120.689,146.577,0.0,86.128
2022-12-20,0.9084,304.1542,99.01,0.0,92.343,71.174,0.0,18.76
2022-12-19,0.869,302.3252,98.41,0.0,79.286,78.428,0.0,26.887
2022-12-18,0.8674,302.2511,98.39,0.0062,70.822,82.149,0.0,28.879
2022-12-17,0.8885,303.2297,98.71,0.0431,81.595,83.906,0.0,30.109
2022-12-16,0.8928,303.4294,98.77,0.0,95.193,117.535,0.0,64.827
2022-12-15,0.9343,305.3597,99.4,0.0916,104.094,90.088,0.0,28.943
2022-12-14,0.9083,304.1496,99.01,0.0562,84.912,101.723,0.0,58.369
2022-12-13,0.9395,305.602,99.48,0.6204,131.303,125.102,0.0,92.441
2022-12-12,0.928,305.0662,99.31,0.4851,97.12,75.434,0.0,35.445
2022-12-11,0.8877,303.1926,98.7,0.0,56.187,48.938,0.0,0.0
2022-12-10,0.8742,302.5663,98.49,0.0,47.394,63.083,0.0,12.157
2022-12-09,0.9034,303.9218,98.93,0.0,75.179,79.0,0.0,24.063
2022-12-08,0.9105,304.2519,99.04,0.0867,115.852,94.786,0.0,32.135
2022-12-07,0.8713,302.4318,98.45,0.0361,145.737,125.54,0.0,55.727
2022-12-06,0.8336,300.6868,97.88,0.018,63.452,90.467,0.0,33.883
2022-12-05,0.884,303.0209,98.64,0.0,106.622,121.624,0.0,87.771
2022-12-04,0.9119,304.317,99.06,0.0,132.925,115.078,0.0,89.078
2022-12-03,0.8787,302.775,98.56,0.0429,125.782,133.517,0.0,107.517
2022-12-02,0.8931,303.4433,98.78,0.2718,115.6,102.23,0.0,76.23
2022-12-01,0.8682,302.2881,98.4,0.0584,112.389,146.646,0.0,120.646
2022-11-30,0.9319,305.2479,99.36,0.0398,224.108,211.504,0.0,185.504
2022-11-29,0.9085,304.1589,99.01,17.3068,170.661,175.237,0.0,125.581
2022-11-28,0.917,304.5542,99.14,9.7957,73.915,47.043,0.0,16.244
2022-11-27,0.867,302.2325,98.38,0.0036,77.247,48.88,0.0,9.119
2022-11-26,0.814,299.7816,97.59,0.0,58.858,48.185,0.0,0.0
2022-11-25,0.794,298.8595,97.29,0.015,57.819,48.494,0.0,0.0
2022-11-24,0.7765,298.0538,97.02,0.0,43.904,48.166,0.0,0.0
2022-11-23,0.7845,298.422,97.14,1.5352,54.896,44.248,0.0,0.0
2022-11-22,0.7645,297.502,96.84,1.0815,56.549,35.039,0.0,0.0
2022-11-21,0.724,295.6435,96.24,0.0262,27.008,26.0,0.0,0.0
2022-11-20,0.7221,295.5564,96.21,0.033,0.0,26.0,0.0,0.0
2022-11-19,0.7801,298.2194,97.08,0.0,0.651,26.0,0.0,0.0
2022-11-18,0.8276,300.4096,97.79,0.0161,15.482,32.292,0.0,6.292
2022-11-17,0.859,301.8619,98.26,0.017,131.965,174.336,0.0,146.225
2022-11-16,0.9378,305.5228,99.45,0.3336,216.443,185.391,0.0,154.395
2022-11-15,0.8801,302.8399,98.58,0.1896,102.465,112.567,0.0,81.582
2022-11-14,0.8989,303.7127,98.87,0.0055,91.422,73.968,0.0,43.633
2022-11-13,0.8664,302.2047,98.37,13.779,139.724,133.184,0.0,102.809
2022-11-12,0.8542,301.6397,98.19,1.1235,64.277,45.176,0.0,15.114
2022-11-11,0.8185,299.9893,97.65,0.0,54.077,64.665,0.0,26.093
2022-11-10,0.8383,300.9041,97.95,0.0,75.181,71.757,0.0,23.625
2022-11-09,0.8319,300.6082,97.85,0.0,110.828,154.507,0.0,102.248
2022-11-08,0.9133,304.3821,99.08,0.0275,64.702,83.949,0.0,44.258
2022-11-07,0.949,306.045,99.62,0.0,110.78,63.974,0.0,33.185
2022-11-06,0.862,302.0009,98.31,0.0,56.069,60.36,0.0,30.132
2022-11-05,0.87,302.3716,98.43,0.0079,60.702,81.657,0.0,50.836
2022-11-04,0.909,304.1821,99.02,0.0,83.396,59.758,0.0,28.927
2022-11-03,0.865,302.1398,98.35,0.0,67.106,68.983,0.0,38.03
2022-11-02,0.8685,302.302,98.41,0.0,80.14,55.884,0.0,25.366
2022-11-01,0.8232,300.2063,97.72,0.0111,68.973,51.785,0.0,21.616
2022-10-31,0.791,298.7213,97.24,0.0194,57.34,76.559,0.0,23.901
2022-10-30,0.827,300.3818,97.78,0.0341,78.637,94.321,0.0,41.12
2022-10-29,0.8563,301.7369,98.22,0.0,79.37,85.106,0.0,24.977
2022-10-28,0.867,302.2325,98.38,0.0013,57.928,81.569,0.0,28.848
2022-10-27,0.911,304.2751,99.05,0.0,78.466,64.379,0.0,13.632
2022-10-26,0.8848,303.058,98.65,0.0,103.234,108.554,0.0,24.835
2022-10-25,0.8947,303.5176,98.8,0.0089,90.055,87.905,0.0,16.01
2022-10-24,0.8907,303.3318,98.74,0.0,66.295,87.985,0.0,35.016
2022-10-23,0.931,305.2059,99.35,0.0562,108.954,81.516,0.0,27.952
2022-10-22,0.88,302.8353,98.58,0.049,116.616,77.856,0.0,24.693
2022-10-21,0.8076,299.4864,97.49,0.009,103.405,93.484,0.0,41.232
2022-10-20,0.789,298.6292,97.21,0.0,83.189,87.988,0.0,35.758
