방역관리인원수,해수욕장경찰인원수,해수욕장구분년도,해수욕장보조요원인원수,해수욕장소방서인원수,해수욕장안전관리자인원수,해수욕장이름,해수욕장일일사용자수,해수욕장일일일자,해수욕장자원봉사인원수,해수욕장질서계도인원수,해수욕장해양경찰인원수,해수욕장환경관리인원수
,0.0,2016,,0.0,,38(기사문)해수욕장,16,2016-07-15,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,0,2016-07-16,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,20,2016-07-17,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,68,2016-07-18,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,54,2016-07-19,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,54,2016-07-20,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,56,2016-07-21,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,68,2016-07-22,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,120,2016-07-23,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,150,2016-07-24,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,150,2016-07-25,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,100,2016-07-26,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,120,2016-07-27,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,200,2016-07-28,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,101,2016-07-29,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,430,2016-07-30,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,475,2016-07-31,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,3500,2016-08-01,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,4150,2016-08-02,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,4800,2016-08-03,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,4700,2016-08-04,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,4800,2016-08-05,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,4700,2016-08-06,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,3900,2016-08-07,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,1400,2016-08-08,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,280,2016-08-09,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,110,2016-08-10,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,140,2016-08-11,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,230,2016-08-12,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,500,2016-08-13,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,350,2016-08-14,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,380,2016-08-15,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,150,2016-08-16,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,100,2016-08-17,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,60,2016-08-18,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,45,2016-08-19,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,150,2016-08-20,,,0.0,
,0.0,2016,,0.0,,38(기사문)해수욕장,120,2016-08-21,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,16,2017-07-14,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,50,2017-07-15,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-07-16,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-07-17,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-07-18,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-07-19,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,6,2017-07-20,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-07-21,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,70,2017-07-22,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-07-23,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,20,2017-07-24,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,10,2017-07-25,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,32,2017-07-26,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,120,2017-07-27,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,55,2017-07-28,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,100,2017-07-29,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,270,2017-07-30,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,2100,2017-07-31,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,4160,2017-08-01,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,4300,2017-08-02,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,4500,2017-08-03,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,4900,2017-08-04,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,3800,2017-08-05,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,3000,2017-08-06,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,1400,2017-08-07,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,300,2017-08-08,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,120,2017-08-09,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,140,2017-08-10,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,230,2017-08-11,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,1350,2017-08-12,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,250,2017-08-13,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,40,2017-08-14,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-08-15,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,30,2017-08-16,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,12,2017-08-17,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,0,2017-08-18,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,10,2017-08-19,,,0.0,
,0.0,2017,,0.0,,38(기사문)해수욕장,20,2017-08-20,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,20,2018-07-13,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,0,2018-07-14,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,0,2018-07-15,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,38,2018-07-16,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,10,2018-07-17,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,0,2018-07-18,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,10,2018-07-19,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,13,2018-07-20,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,50,2018-07-21,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,30,2018-07-22,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,30,2018-07-23,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,30,2018-07-24,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,10,2018-07-25,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,30,2018-07-26,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,20,2018-07-27,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,150,2018-07-28,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,250,2018-07-29,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,2200,2018-07-30,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,850,2018-07-31,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,3800,2018-08-01,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,4000,2018-08-02,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,4000,2018-08-03,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,4000,2018-08-04,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,2000,2018-08-05,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,700,2018-08-06,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,100,2018-08-07,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,250,2018-08-08,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,300,2018-08-09,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,600,2018-08-10,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,600,2018-08-11,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,250,2018-08-12,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,80,2018-08-13,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,20,2018-08-14,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,4,2018-08-15,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,15,2018-08-16,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,20,2018-08-17,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,30,2018-08-18,,,0.0,
,0.0,2018,,0.0,,38(기사문)해수욕장,10,2018-08-19,,,0.0,
,,2019,,,,38(기사문)해수욕장,0,2019-06-01,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-02,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-03,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-04,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-05,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-06,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-07,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-08,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-09,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-10,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-11,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-12,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-13,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-14,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-15,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-16,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-17,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-18,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-19,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-20,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-21,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-22,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-23,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-24,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-25,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-26,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-27,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-28,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-29,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-06-30,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-01,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-02,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-03,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-04,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-05,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-06,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-07,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-08,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-09,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-10,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-07-11,,,,
,0.0,2019,,0.0,,38(기사문)해수욕장,60,2019-07-12,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,330,2019-07-13,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,220,2019-07-14,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,15,2019-07-15,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,49,2019-07-16,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,15,2019-07-17,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,15,2019-07-18,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,15,2019-07-19,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,80,2019-07-20,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,180,2019-07-21,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,60,2019-07-22,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,125,2019-07-23,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,20,2019-07-24,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,160,2019-07-25,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,115,2019-07-26,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,198,2019-07-27,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,450,2019-07-28,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,2110,2019-07-29,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,900,2019-07-30,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,3610,2019-07-31,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,3880,2019-08-01,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,3960,2019-08-02,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,4120,2019-08-03,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,2040,2019-08-04,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,721,2019-08-05,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,400,2019-08-06,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,10,2019-08-07,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,300,2019-08-08,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,225,2019-08-09,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,720,2019-08-10,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,360,2019-08-11,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,100,2019-08-12,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,70,2019-08-13,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,280,2019-08-14,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,0,2019-08-15,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,90,2019-08-16,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,200,2019-08-17,,,0.0,
,0.0,2019,,0.0,,38(기사문)해수욕장,342,2019-08-18,,,0.0,
,,2019,,,,38(기사문)해수욕장,0,2019-08-19,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-20,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-21,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-22,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-23,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-24,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-25,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-26,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-27,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-28,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-29,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-30,,,,
,,2019,,,,38(기사문)해수욕장,0,2019-08-31,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-01,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-02,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-03,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-04,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-05,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-06,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-07,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-08,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-09,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-10,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-11,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-12,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-13,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-14,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-15,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-16,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-17,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-18,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-19,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-20,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-21,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-22,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-23,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-24,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-25,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-26,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-27,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-28,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-29,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-06-30,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-01,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-02,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-03,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-04,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-05,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-06,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-07,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-08,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-09,,,,
,,2020,,,,38(기사문)해수욕장,50,2020-07-10,,,,
,,2020,,,,38(기사문)해수욕장,55,2020-07-11,,,,
,,2020,,,,38(기사문)해수욕장,460,2020-07-12,,,,
,,2020,,,,38(기사문)해수욕장,80,2020-07-13,,,,
,,2020,,,,38(기사문)해수욕장,21,2020-07-14,,,,
,,2020,,,,38(기사문)해수욕장,24,2020-07-15,,,,
,,2020,,,,38(기사문)해수욕장,26,2020-07-16,,,,
,,2020,,,,38(기사문)해수욕장,28,2020-07-17,,,,
,,2020,,,,38(기사문)해수욕장,42,2020-07-18,,,,
,,2020,,,,38(기사문)해수욕장,24,2020-07-19,,,,
,,2020,,,,38(기사문)해수욕장,22,2020-07-20,,,,
,,2020,,,,38(기사문)해수욕장,14,2020-07-21,,,,
,,2020,,,,38(기사문)해수욕장,17,2020-07-22,,,,
,,2020,,,,38(기사문)해수욕장,11,2020-07-23,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-07-24,,,,
,,2020,,,,38(기사문)해수욕장,3,2020-07-25,,,,
,,2020,,,,38(기사문)해수욕장,23,2020-07-26,,,,
,,2020,,,,38(기사문)해수욕장,11,2020-07-27,,,,
,,2020,,,,38(기사문)해수욕장,14,2020-07-28,,,,
,,2020,,,,38(기사문)해수욕장,16,2020-07-29,,,,
,,2020,,,,38(기사문)해수욕장,28,2020-07-30,,,,
,,2020,,,,38(기사문)해수욕장,46,2020-07-31,,,,
,,2020,,,,38(기사문)해수욕장,72,2020-08-01,,,,
,,2020,,,,38(기사문)해수욕장,42,2020-08-02,,,,
,,2020,,,,38(기사문)해수욕장,53,2020-08-03,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-04,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-05,,,,
,,2020,,,,38(기사문)해수욕장,20,2020-08-06,,,,
,,2020,,,,38(기사문)해수욕장,137,2020-08-07,,,,
,,2020,,,,38(기사문)해수욕장,97,2020-08-08,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-09,,,,
,,2020,,,,38(기사문)해수욕장,21,2020-08-10,,,,
,,2020,,,,38(기사문)해수욕장,25,2020-08-11,,,,
,,2020,,,,38(기사문)해수욕장,21,2020-08-12,,,,
,,2020,,,,38(기사문)해수욕장,27,2020-08-13,,,,
,,2020,,,,38(기사문)해수욕장,20,2020-08-14,,,,
,,2020,,,,38(기사문)해수욕장,121,2020-08-15,,,,
,,2020,,,,38(기사문)해수욕장,400,2020-08-16,,,,
,,2020,,,,38(기사문)해수욕장,108,2020-08-17,,,,
,,2020,,,,38(기사문)해수욕장,246,2020-08-18,,,,
,,2020,,,,38(기사문)해수욕장,183,2020-08-19,,,,
,,2020,,,,38(기사문)해수욕장,81,2020-08-20,,,,
,,2020,,,,38(기사문)해수욕장,43,2020-08-21,,,,
,,2020,,,,38(기사문)해수욕장,457,2020-08-22,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-23,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-24,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-25,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-26,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-27,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-28,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-29,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-30,,,,
,,2020,,,,38(기사문)해수욕장,0,2020-08-31,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-01,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-02,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-03,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-04,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-05,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-06,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-07,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-08,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-09,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-10,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-11,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-12,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-13,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-14,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-15,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-16,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-17,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-18,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-19,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-20,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-21,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-22,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-23,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-24,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-25,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-26,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-27,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-28,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-29,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-06-30,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-01,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-02,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-03,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-04,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-05,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-06,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-07,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-08,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-09,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-10,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-11,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-12,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-13,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-14,,,,
,,2021,,,,38(기사문)해수욕장,0,2021-07-15,,,,
,0.0,2021,,0.0,,38(기사문)해수욕장,120,2021-07-16,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,721,2021-07-17,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,647,2021-07-18,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,60,2021-07-19,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,27,2021-07-20,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,189,2021-07-21,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,188,2021-07-22,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,78,2021-07-23,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,3691,2021-07-24,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,1848,2021-07-25,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,980,2021-07-26,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,640,2021-07-27,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,3220,2021-07-28,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,4640,2021-07-29,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,6400,2021-07-30,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,5690,2021-07-31,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,5810,2021-08-01,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,1640,2021-08-02,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,990,2021-08-03,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,890,2021-08-04,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,720,2021-08-05,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,3800,2021-08-06,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,4600,2021-08-07,,,0.0,
,0.0,2021,,0.0,,38(기사문)해수욕장,2760,2021-08-08,,,0.0,
,,2021,,,,38(기사문)해수욕장,80,2021-08-09,,,,
,,2021,,,,38(기사문)해수욕장,60,2021-08-10,,,,
,,2021,,,,38(기사문)해수욕장,60,2021-08-11,,,,
