방역관리인원수,해수욕장경찰인원수,해수욕장구분년도,해수욕장보조요원인원수,해수욕장소방서인원수,해수욕장안전관리자인원수,해수욕장이름,해수욕장일일사용자수,해수욕장일일일자,해수욕장자원봉사인원수,해수욕장질서계도인원수,해수욕장해양경찰인원수,해수욕장환경관리인원수
,0.0,2021,,0.0,,봉평해수욕장,80,2021-07-30,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,200,2021-07-31,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,350,2021-08-01,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,100,2021-08-02,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,40,2021-08-03,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,30,2021-08-04,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,35,2021-08-05,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,30,2021-08-06,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,62,2021-08-07,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,100,2021-08-08,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,30,2021-08-09,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,50,2021-08-10,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,10,2021-08-11,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,20,2021-08-12,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,30,2021-08-13,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,25,2021-08-14,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,72,2021-08-15,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,45,2021-08-16,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,20,2021-08-17,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,10,2021-08-18,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,10,2021-08-19,,,0.0,
,0.0,2021,,0.0,,봉평해수욕장,10,2021-08-20,,,0.0,
,,2021,,,,봉평해수욕장,0,2021-08-21,,,,
,,2021,,,,봉평해수욕장,0,2021-08-22,,,,
,,2021,,,,봉평해수욕장,0,2021-08-23,,,,
,,2021,,,,봉평해수욕장,0,2021-08-24,,,,
,,2021,,,,봉평해수욕장,0,2021-08-25,,,,
,,2021,,,,봉평해수욕장,0,2021-08-26,,,,
,,2021,,,,봉평해수욕장,0,2021-08-27,,,,
,,2021,,,,봉평해수욕장,0,2021-08-28,,,,
,,2021,,,,봉평해수욕장,0,2021-08-29,,,,
,,2021,,,,봉평해수욕장,0,2021-08-30,,,,
,,2021,,,,봉평해수욕장,0,2021-08-31,,,,
,0.0,2016,,0.0,,봉포해수욕장,32,2016-07-15,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,400,2016-07-16,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,0,2016-07-17,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,35,2016-07-18,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,50,2016-07-19,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,30,2016-07-20,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,20,2016-07-21,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,50,2016-07-22,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,85,2016-07-23,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,70,2016-07-24,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,100,2016-07-25,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,50,2016-07-26,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,76,2016-07-27,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,60,2016-07-28,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,200,2016-07-29,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,350,2016-07-30,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,400,2016-07-31,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,2500,2016-08-01,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,3500,2016-08-02,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,3800,2016-08-03,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,4000,2016-08-04,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,4500,2016-08-05,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,4300,2016-08-06,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,3600,2016-08-07,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,1200,2016-08-08,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,380,2016-08-09,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,180,2016-08-10,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,180,2016-08-11,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,220,2016-08-12,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,1500,2016-08-13,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,300,2016-08-14,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,320,2016-08-15,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,80,2016-08-16,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,40,2016-08-17,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,21,2016-08-18,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,20,2016-08-19,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,60,2016-08-20,,,0.0,
,0.0,2016,,0.0,,봉포해수욕장,60,2016-08-21,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,37,2017-07-14,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,50,2017-07-15,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,25,2017-07-16,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,8,2017-07-17,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,12,2017-07-18,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,20,2017-07-19,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,13,2017-07-20,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,21,2017-07-21,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,10,2017-07-22,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,6,2017-07-23,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,21,2017-07-24,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,3,2017-07-25,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,60,2017-07-26,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,50,2017-07-27,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,70,2017-07-28,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,51,2017-07-29,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,40,2017-07-30,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,842,2017-07-31,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,3061,2017-08-01,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,530,2017-08-02,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,3200,2017-08-03,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,4600,2017-08-04,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,4100,2017-08-05,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,3550,2017-08-06,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,1200,2017-08-07,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,370,2017-08-08,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,180,2017-08-09,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,180,2017-08-10,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,200,2017-08-11,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,130,2017-08-12,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,320,2017-08-13,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,88,2017-08-14,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,52,2017-08-15,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,35,2017-08-16,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,0,2017-08-17,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,13,2017-08-18,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,68,2017-08-19,,,0.0,
,0.0,2017,,0.0,,봉포해수욕장,5,2017-08-20,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,40,2018-07-13,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-14,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-15,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-16,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,10,2018-07-17,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-18,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-19,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-20,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-21,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-22,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-23,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-24,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,10,2018-07-25,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,0,2018-07-26,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,20,2018-07-27,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,40,2018-07-28,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,120,2018-07-29,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,200,2018-07-30,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,400,2018-07-31,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,380,2018-08-01,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,400,2018-08-02,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,400,2018-08-03,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,500,2018-08-04,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,500,2018-08-05,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,400,2018-08-06,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,50,2018-08-07,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,150,2018-08-08,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,200,2018-08-09,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,200,2018-08-10,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,200,2018-08-11,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,200,2018-08-12,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,100,2018-08-13,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,50,2018-08-14,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,30,2018-08-15,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,5,2018-08-16,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,10,2018-08-17,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,8,2018-08-18,,,0.0,
,0.0,2018,,0.0,,봉포해수욕장,30,2018-08-19,,,0.0,
,,2019,,,,봉포해수욕장,0,2019-06-01,,,,
,,2019,,,,봉포해수욕장,0,2019-06-02,,,,
,,2019,,,,봉포해수욕장,0,2019-06-03,,,,
,,2019,,,,봉포해수욕장,0,2019-06-04,,,,
,,2019,,,,봉포해수욕장,0,2019-06-05,,,,
,,2019,,,,봉포해수욕장,0,2019-06-06,,,,
,,2019,,,,봉포해수욕장,0,2019-06-07,,,,
,,2019,,,,봉포해수욕장,0,2019-06-08,,,,
,,2019,,,,봉포해수욕장,0,2019-06-09,,,,
,,2019,,,,봉포해수욕장,0,2019-06-10,,,,
,,2019,,,,봉포해수욕장,0,2019-06-11,,,,
,,2019,,,,봉포해수욕장,0,2019-06-12,,,,
,,2019,,,,봉포해수욕장,0,2019-06-13,,,,
,,2019,,,,봉포해수욕장,0,2019-06-14,,,,
,,2019,,,,봉포해수욕장,0,2019-06-15,,,,
,,2019,,,,봉포해수욕장,0,2019-06-16,,,,
,,2019,,,,봉포해수욕장,0,2019-06-17,,,,
,,2019,,,,봉포해수욕장,0,2019-06-18,,,,
,,2019,,,,봉포해수욕장,0,2019-06-19,,,,
,,2019,,,,봉포해수욕장,0,2019-06-20,,,,
,,2019,,,,봉포해수욕장,0,2019-06-21,,,,
,,2019,,,,봉포해수욕장,0,2019-06-22,,,,
,,2019,,,,봉포해수욕장,0,2019-06-23,,,,
,,2019,,,,봉포해수욕장,0,2019-06-24,,,,
,,2019,,,,봉포해수욕장,0,2019-06-25,,,,
,,2019,,,,봉포해수욕장,0,2019-06-26,,,,
,,2019,,,,봉포해수욕장,0,2019-06-27,,,,
,,2019,,,,봉포해수욕장,0,2019-06-28,,,,
,,2019,,,,봉포해수욕장,0,2019-06-29,,,,
,,2019,,,,봉포해수욕장,0,2019-06-30,,,,
,,2019,,,,봉포해수욕장,0,2019-07-01,,,,
,,2019,,,,봉포해수욕장,0,2019-07-02,,,,
,,2019,,,,봉포해수욕장,0,2019-07-03,,,,
,,2019,,,,봉포해수욕장,0,2019-07-04,,,,
,,2019,,,,봉포해수욕장,0,2019-07-05,,,,
,,2019,,,,봉포해수욕장,0,2019-07-06,,,,
,,2019,,,,봉포해수욕장,0,2019-07-07,,,,
,,2019,,,,봉포해수욕장,0,2019-07-08,,,,
,,2019,,,,봉포해수욕장,0,2019-07-09,,,,
,,2019,,,,봉포해수욕장,0,2019-07-10,,,,
,,2019,,,,봉포해수욕장,0,2019-07-11,,,,
,0.0,2019,,0.0,,봉포해수욕장,20,2019-07-12,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,20,2019-07-13,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-07-14,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-07-15,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-07-16,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-07-17,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,12,2019-07-18,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,35,2019-07-19,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,15,2019-07-20,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,5,2019-07-21,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,40,2019-07-22,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,25,2019-07-23,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,40,2019-07-24,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,30,2019-07-25,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,50,2019-07-26,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,140,2019-07-27,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,130,2019-07-28,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,250,2019-07-29,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,400,2019-07-30,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,361,2019-07-31,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,388,2019-08-01,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,396,2019-08-02,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,515,2019-08-03,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,510,2019-08-04,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,412,2019-08-05,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,200,2019-08-06,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-08-07,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,300,2019-08-08,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,75,2019-08-09,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,60,2019-08-10,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,25,2019-08-11,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-08-12,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,50,2019-08-13,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,160,2019-08-14,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-08-15,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,40,2019-08-16,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-08-17,,,0.0,
,0.0,2019,,0.0,,봉포해수욕장,0,2019-08-18,,,0.0,
,,2019,,,,봉포해수욕장,0,2019-08-19,,,,
,,2019,,,,봉포해수욕장,0,2019-08-20,,,,
,,2019,,,,봉포해수욕장,0,2019-08-21,,,,
,,2019,,,,봉포해수욕장,0,2019-08-22,,,,
,,2019,,,,봉포해수욕장,0,2019-08-23,,,,
,,2019,,,,봉포해수욕장,0,2019-08-24,,,,
,,2019,,,,봉포해수욕장,0,2019-08-25,,,,
,,2019,,,,봉포해수욕장,0,2019-08-26,,,,
,,2019,,,,봉포해수욕장,0,2019-08-27,,,,
,,2019,,,,봉포해수욕장,0,2019-08-28,,,,
,,2019,,,,봉포해수욕장,0,2019-08-29,,,,
,,2019,,,,봉포해수욕장,0,2019-08-30,,,,
,,2019,,,,봉포해수욕장,0,2019-08-31,,,,
,,2020,,,,봉포해수욕장,0,2020-06-01,,,,
,,2020,,,,봉포해수욕장,0,2020-06-02,,,,
,,2020,,,,봉포해수욕장,0,2020-06-03,,,,
,,2020,,,,봉포해수욕장,0,2020-06-04,,,,
,,2020,,,,봉포해수욕장,0,2020-06-05,,,,
,,2020,,,,봉포해수욕장,0,2020-06-06,,,,
,,2020,,,,봉포해수욕장,0,2020-06-07,,,,
,,2020,,,,봉포해수욕장,0,2020-06-08,,,,
,,2020,,,,봉포해수욕장,0,2020-06-09,,,,
,,2020,,,,봉포해수욕장,0,2020-06-10,,,,
,,2020,,,,봉포해수욕장,0,2020-06-11,,,,
,,2020,,,,봉포해수욕장,0,2020-06-12,,,,
,,2020,,,,봉포해수욕장,0,2020-06-13,,,,
,,2020,,,,봉포해수욕장,0,2020-06-14,,,,
,,2020,,,,봉포해수욕장,0,2020-06-15,,,,
,,2020,,,,봉포해수욕장,0,2020-06-16,,,,
,,2020,,,,봉포해수욕장,0,2020-06-17,,,,
,,2020,,,,봉포해수욕장,0,2020-06-18,,,,
,,2020,,,,봉포해수욕장,0,2020-06-19,,,,
,,2020,,,,봉포해수욕장,0,2020-06-20,,,,
,,2020,,,,봉포해수욕장,0,2020-06-21,,,,
,,2020,,,,봉포해수욕장,0,2020-06-22,,,,
,,2020,,,,봉포해수욕장,0,2020-06-23,,,,
,,2020,,,,봉포해수욕장,0,2020-06-24,,,,
,,2020,,,,봉포해수욕장,0,2020-06-25,,,,
,,2020,,,,봉포해수욕장,0,2020-06-26,,,,
,,2020,,,,봉포해수욕장,0,2020-06-27,,,,
,,2020,,,,봉포해수욕장,0,2020-06-28,,,,
,,2020,,,,봉포해수욕장,0,2020-06-29,,,,
,,2020,,,,봉포해수욕장,0,2020-06-30,,,,
,,2020,,,,봉포해수욕장,0,2020-07-01,,,,
,,2020,,,,봉포해수욕장,0,2020-07-02,,,,
,,2020,,,,봉포해수욕장,0,2020-07-03,,,,
,,2020,,,,봉포해수욕장,0,2020-07-04,,,,
,,2020,,,,봉포해수욕장,0,2020-07-05,,,,
,,2020,,,,봉포해수욕장,0,2020-07-06,,,,
,,2020,,,,봉포해수욕장,0,2020-07-07,,,,
,,2020,,,,봉포해수욕장,0,2020-07-08,,,,
,,2020,,,,봉포해수욕장,0,2020-07-09,,,,
,,2020,,,,봉포해수욕장,0,2020-07-10,,,,
,,2020,,,,봉포해수욕장,12,2020-07-11,,,,
,,2020,,,,봉포해수욕장,80,2020-07-12,,,,
,,2020,,,,봉포해수욕장,20,2020-07-13,,,,
,,2020,,,,봉포해수욕장,20,2020-07-14,,,,
,,2020,,,,봉포해수욕장,100,2020-07-15,,,,
,,2020,,,,봉포해수욕장,70,2020-07-16,,,,
,,2020,,,,봉포해수욕장,85,2020-07-17,,,,
,,2020,,,,봉포해수욕장,50,2020-07-18,,,,
,,2020,,,,봉포해수욕장,5,2020-07-19,,,,
,,2020,,,,봉포해수욕장,20,2020-07-20,,,,
,,2020,,,,봉포해수욕장,45,2020-07-21,,,,
,,2020,,,,봉포해수욕장,0,2020-07-22,,,,
,,2020,,,,봉포해수욕장,5,2020-07-23,,,,
,,2020,,,,봉포해수욕장,0,2020-07-24,,,,
,,2020,,,,봉포해수욕장,0,2020-07-25,,,,
,,2020,,,,봉포해수욕장,10,2020-07-26,,,,
,,2020,,,,봉포해수욕장,12,2020-07-27,,,,
,,2020,,,,봉포해수욕장,10,2020-07-28,,,,
,,2020,,,,봉포해수욕장,7,2020-07-29,,,,
,,2020,,,,봉포해수욕장,50,2020-07-30,,,,
,,2020,,,,봉포해수욕장,67,2020-07-31,,,,
,,2020,,,,봉포해수욕장,91,2020-08-01,,,,
,,2020,,,,봉포해수욕장,60,2020-08-02,,,,
,,2020,,,,봉포해수욕장,55,2020-08-03,,,,
,,2020,,,,봉포해수욕장,15,2020-08-04,,,,
,,2020,,,,봉포해수욕장,0,2020-08-05,,,,
,,2020,,,,봉포해수욕장,15,2020-08-06,,,,
,,2020,,,,봉포해수욕장,40,2020-08-07,,,,
,,2020,,,,봉포해수욕장,32,2020-08-08,,,,
,,2020,,,,봉포해수욕장,7,2020-08-09,,,,
,,2020,,,,봉포해수욕장,50,2020-08-10,,,,
,,2020,,,,봉포해수욕장,300,2020-08-11,,,,
,,2020,,,,봉포해수욕장,150,2020-08-12,,,,
,,2020,,,,봉포해수욕장,160,2020-08-13,,,,
,,2020,,,,봉포해수욕장,160,2020-08-14,,,,
,,2020,,,,봉포해수욕장,100,2020-08-15,,,,
,,2020,,,,봉포해수욕장,50,2020-08-16,,,,
,,2020,,,,봉포해수욕장,75,2020-08-17,,,,
,,2020,,,,봉포해수욕장,100,2020-08-18,,,,
,,2020,,,,봉포해수욕장,70,2020-08-19,,,,
,,2020,,,,봉포해수욕장,40,2020-08-20,,,,
,,2020,,,,봉포해수욕장,60,2020-08-21,,,,
,,2020,,,,봉포해수욕장,50,2020-08-22,,,,
,,2020,,,,봉포해수욕장,0,2020-08-23,,,,
,,2020,,,,봉포해수욕장,0,2020-08-24,,,,
,,2020,,,,봉포해수욕장,0,2020-08-25,,,,
,,2020,,,,봉포해수욕장,0,2020-08-26,,,,
,,2020,,,,봉포해수욕장,0,2020-08-27,,,,
,,2020,,,,봉포해수욕장,0,2020-08-28,,,,
,,2020,,,,봉포해수욕장,0,2020-08-29,,,,
,,2020,,,,봉포해수욕장,0,2020-08-30,,,,
,,2020,,,,봉포해수욕장,0,2020-08-31,,,,
,,2021,,,,봉포해수욕장,0,2021-06-01,,,,
,,2021,,,,봉포해수욕장,0,2021-06-02,,,,
,,2021,,,,봉포해수욕장,0,2021-06-03,,,,
,,2021,,,,봉포해수욕장,0,2021-06-04,,,,
,,2021,,,,봉포해수욕장,0,2021-06-05,,,,
,,2021,,,,봉포해수욕장,0,2021-06-06,,,,
,,2021,,,,봉포해수욕장,0,2021-06-07,,,,
,,2021,,,,봉포해수욕장,0,2021-06-08,,,,
,,2021,,,,봉포해수욕장,0,2021-06-09,,,,
,,2021,,,,봉포해수욕장,0,2021-06-10,,,,
,,2021,,,,봉포해수욕장,0,2021-06-11,,,,
,,2021,,,,봉포해수욕장,0,2021-06-12,,,,
,,2021,,,,봉포해수욕장,0,2021-06-13,,,,
,,2021,,,,봉포해수욕장,0,2021-06-14,,,,
,,2021,,,,봉포해수욕장,0,2021-06-15,,,,
,,2021,,,,봉포해수욕장,0,2021-06-16,,,,
,,2021,,,,봉포해수욕장,0,2021-06-17,,,,
,,2021,,,,봉포해수욕장,0,2021-06-18,,,,
,,2021,,,,봉포해수욕장,0,2021-06-19,,,,
,,2021,,,,봉포해수욕장,0,2021-06-20,,,,
,,2021,,,,봉포해수욕장,0,2021-06-21,,,,
,,2021,,,,봉포해수욕장,0,2021-06-22,,,,
,,2021,,,,봉포해수욕장,0,2021-06-23,,,,
,,2021,,,,봉포해수욕장,0,2021-06-24,,,,
,,2021,,,,봉포해수욕장,0,2021-06-25,,,,
,,2021,,,,봉포해수욕장,0,2021-06-26,,,,
,,2021,,,,봉포해수욕장,0,2021-06-27,,,,
,,2021,,,,봉포해수욕장,0,2021-06-28,,,,
,,2021,,,,봉포해수욕장,0,2021-06-29,,,,
,,2021,,,,봉포해수욕장,0,2021-06-30,,,,
,,2021,,,,봉포해수욕장,0,2021-07-01,,,,
,,2021,,,,봉포해수욕장,0,2021-07-02,,,,
,,2021,,,,봉포해수욕장,0,2021-07-03,,,,
,,2021,,,,봉포해수욕장,0,2021-07-04,,,,
,,2021,,,,봉포해수욕장,0,2021-07-05,,,,
,,2021,,,,봉포해수욕장,0,2021-07-06,,,,
,,2021,,,,봉포해수욕장,0,2021-07-07,,,,
,,2021,,,,봉포해수욕장,0,2021-07-08,,,,
,,2021,,,,봉포해수욕장,0,2021-07-09,,,,
,,2021,,,,봉포해수욕장,0,2021-07-10,,,,
,,2021,,,,봉포해수욕장,0,2021-07-11,,,,
,,2021,,,,봉포해수욕장,0,2021-07-12,,,,
,,2021,,,,봉포해수욕장,0,2021-07-13,,,,
,,2021,,,,봉포해수욕장,0,2021-07-14,,,,
,,2021,,,,봉포해수욕장,0,2021-07-15,,,,
,0.0,2021,,0.0,,봉포해수욕장,118,2021-07-16,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,150,2021-07-17,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,108,2021-07-18,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,120,2021-07-19,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,81,2021-07-20,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,115,2021-07-21,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,78,2021-07-22,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,47,2021-07-23,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,880,2021-07-24,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,264,2021-07-25,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,390,2021-07-26,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,160,2021-07-27,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,105,2021-07-28,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,160,2021-07-29,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,200,2021-07-30,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,1880,2021-07-31,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,1910,2021-08-01,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,770,2021-08-02,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,320,2021-08-03,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,260,2021-08-04,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,280,2021-08-05,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,350,2021-08-06,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,940,2021-08-07,,,0.0,
,0.0,2021,,0.0,,봉포해수욕장,560,2021-08-08,,,0.0,
,,2021,,,,봉포해수욕장,0,2021-08-09,,,,
