2015년,2016년,2017년,2018년,2019년,2020년,2021년,2022년,2023년,2024년,2025년,시군구,시도,해수욕장명
1001159.0,793830.0,634070.0,490873.0,589874.0,509251.0,157929.0,179563.0,227924.0,205727.0,140133.0,완도군,전남,신지명사십리
6550.0,7103.0,7455.0,4036.0,4308.0,4255.0,3083.0,2255.0,2781.0,3415.0,2085.0,완도군,전남,약산가사
1677.0,3543.0,3270.0,1282.0,5426.0,2415.0,2807.0,5255.0,4201.0,2770.0,2269.0,완도군,전남,청산신흥
4321.0,3470.0,2696.0,1606.0,439.0,1211.0,1105.0,4376.0,3172.0,2124.0,1547.0,완도군,전남,청산지리
2625.0,3045.0,4440.0,3180.0,4070.0,,6056.0,6297.0,6879.0,6003.0,6024.0,장흥군,전남,수문
14522.0,36709.0,8890.0,8574.0,48789.0,11146.0,14716.0,12551.0,4428.0,9261.0,10915.0,진도군,전남,가계
3059.0,5144.0,2299.0,3371.0,2671.0,1528.0,778.0,2153.0,485.0,956.0,2200.0,진도군,전남,관매도
3896.0,14078.0,4476.0,3371.0,5596.0,5406.0,5622.0,3419.0,1334.0,1809.0,2520.0,진도군,전남,금갑
2024.0,3914.0,1765.0,1550.0,1940.0,1086.0,663.0,1888.0,559.0,658.0,869.0,진도군,전남,신전
50900.0,46200.0,49160.0,38450.0,43890.0,,,22582.0,16423.0,9590.0,8715.0,함평군,전남,돌머리
1884.0,1414.0,1191.0,857.0,369.0,,,484.0,,,,해남군,전남,사구미
234853.0,32785.0,10665.0,6957.0,10923.0,16996.0,20694.0,14150.0,11107.0,13007.0,17893.0,해남군,전남,송호
2974.0,2583.0,2663.0,2075.0,,,,,,,,해남군,전남,송평
45800.0,38983.0,40822.0,21301.0,49553.0,62045.0,71094.0,41809.0,22171.0,11096.0,14774.0,고창군,전북,구시포
17325.0,16895.0,25790.0,13448.0,28596.0,28372.0,41655.0,24070.0,11023.0,9070.0,8389.0,고창군,전북,고창동호
44303.0,49870.0,27842.0,17467.0,64400.0,54222.0,28457.0,74002.0,52158.0,50702.0,81692.0,군산시,전북,선유도
62208.0,57455.0,30673.0,17188.0,23780.0,51960.0,72684.0,98950.0,35026.0,26892.0,64711.0,부안군,전북,격포
43694.0,73603.0,25870.0,14911.0,24603.0,28033.0,23359.0,15535.0,22320.0,24409.0,30550.0,부안군,전북,고사포
65780.0,74300.0,26470.0,20927.0,30910.0,29538.0,30863.0,19336.0,24721.0,31787.0,27968.0,부안군,전북,모항
,26825.0,27720.0,15253.0,31130.0,56654.0,46290.0,142723.0,98908.0,86527.0,135383.0,부안군,전북,변산
3779.0,7665.0,8873.0,3419.0,6808.0,7135.0,5717.0,6237.0,6107.0,8035.0,4005.0,부안군,전북,위도
15520.0,650.0,5108.0,9480.0,16750.0,18050.0,28010.0,13450.0,10220.0,3913.0,7445.0,서귀포시,제주,신양섭지
340800.0,3850.0,262020.0,154020.0,172200.0,83300.0,105771.0,167400.0,66489.0,126700.0,110880.0,서귀포시,제주,중문색달
112200.0,2800.0,103770.0,42750.0,75820.0,52410.0,45000.0,58720.0,31860.0,47080.0,54950.0,서귀포시,제주,표선
75300.0,900.0,68490.0,11035.0,37670.0,23149.0,23160.0,44660.0,34840.0,14230.0,25370.0,서귀포시,제주,화순금모래
202000.0,257250.0,257200.0,277930.0,235000.0,77087.0,83510.0,98997.0,77260.0,30919.0,66880.0,제주시,제주,곽지
136250.0,232600.0,301800.0,243850.0,213950.0,111900.0,95618.0,117350.0,125350.0,111570.0,110343.0,제주시,제주,금능
69800.0,83450.0,47271.0,71589.0,87169.0,83355.0,56590.0,50100.0,57275.0,56775.0,36026.0,제주시,제주,김녕
166880.0,207210.0,244650.0,211650.0,48551.0,31720.0,41120.0,41400.0,54114.0,68135.0,67960.0,제주시,제주,삼양
,,,,,,28250.0,41180.0,89751.0,32800.0,33650.0,제주시,제주,월정
526000.0,616800.0,438700.0,364090.0,259690.0,64670.0,109414.0,170220.0,114800.0,70627.0,87087.0,제주시,제주,이호테우
643940.0,977900.0,413020.0,717300.0,402869.0,345740.0,223854.0,290280.0,231937.0,425595.0,703064.0,제주시,제주,함덕
646500.0,957140.0,641880.0,414640.0,346910.0,130800.0,105252.0,227900.0,136343.0,145721.0,144845.0,제주시,제주,협재
18444.0,14757.0,12767.0,7565.0,6235.0,8584.0,7728.0,6910.0,4338.0,5389.0,4643.0,당진시,충남,난지섬
71483.0,116183.0,171090.0,43989.0,73414.0,55252.0,104048.0,94156.0,80096.0,88612.0,72275.0,당진시,충남,왜목마을
9113800.0,12477000.0,13507283.0,9491826.0,6630000.0,2945100.0,2811030.0,4838800.0,5744241.0,5641418.0,5352728.0,보령시,충남,대천
1019840.0,1054400.0,941900.0,165600.0,165400.0,240860.0,326126.0,279863.0,343117.0,502755.0,510940.0,보령시,충남,무창포
2175550.0,1952450.0,1613100.0,821000.0,278000.0,371752.0,170063.0,188672.0,194450.0,367314.0,373376.0,서천군,충남,춘장대
27250.0,68190.0,34135.0,33850.0,41385.0,21935.0,8100.0,9360.0,6400.0,3220.0,3715.0,태안군,충남,갈음이
29940.0,53250.0,31260.0,30535.0,24880.0,18605.0,6200.0,7085.0,,,,태안군,충남,곰섬
39805.0,56240.0,32130.0,120.0,39295.0,25180.0,11165.0,12140.0,6845.0,2245.0,2770.0,태안군,충남,구례포
43840.0,58250.0,36000.0,110.0,38705.0,21655.0,5380.0,6560.0,3100.0,2145.0,,태안군,충남,구름포
50830.0,68590.0,37135.0,350.0,46935.0,32635.0,13590.0,14550.0,7470.0,4060.0,3205.0,태안군,충남,기지포
200285.0,260300.0,186280.0,215622.0,258090.0,156700.0,207000.0,291310.0,395070.0,409430.0,431080.0,태안군,충남,꽃지
20970.0,40420.0,32085.0,32085.0,36400.0,19760.0,8695.0,9465.0,5165.0,3720.0,2460.0,태안군,충남,꾸지나무골
40250.0,63610.0,34450.0,46103.0,37770.0,33750.0,9095.0,10382.0,7175.0,6540.0,2395.0,태안군,충남,달산포
51850.0,73630.0,34870.0,53450.0,37885.0,28545.0,12230.0,13325.0,7750.0,6095.0,3280.0,태안군,충남,마검포
356700.0,416100.0,387420.0,386740.0,546350.0,361630.0,427950.0,497435.0,578280.0,695210.0,787630.0,태안군,충남,만리포
220670.0,203150.0,183030.0,202283.0,203180.0,181430.0,168390.0,243170.0,319570.0,215860.0,199850.0,태안군,충남,몽산포
17260.0,51670.0,33575.0,34168.0,33660.0,24280.0,6395.0,6725.0,4440.0,2005.0,2315.0,태안군,충남,바람아래
42800.0,65910.0,30335.0,46348.0,38325.0,36635.0,15705.0,17115.0,5070.0,2155.0,,태안군,충남,밧개
38410.0,43500.0,29965.0,37292.0,33115.0,21975.0,4755.0,5390.0,2180.0,2085.0,,태안군,충남,방주골(백리포)
83440.0,76320.0,36885.0,65548.0,45350.0,32910.0,17370.0,17600.0,13590.0,8475.0,6750.0,태안군,충남,방포
64140.0,80970.0,38080.0,61063.0,48892.0,27210.0,11050.0,13630.0,6900.0,2100.0,,태안군,충남,백사장
142041.0,104612.0,54070.0,100241.0,114905.0,61400.0,33721.0,44210.0,45550.0,32130.0,20730.0,태안군,충남,삼봉
39930.0,66950.0,34270.0,47050.0,37945.0,25940.0,14625.0,17472.0,7620.0,7260.0,4600.0,태안군,충남,샛별
100790.0,127790.0,68255.0,98945.0,90920.0,65730.0,32860.0,39030.0,35310.0,33390.0,17065.0,태안군,충남,신두리
48810.0,69540.0,32635.0,50328.0,39115.0,29275.0,15065.0,17060.0,6970.0,2520.0,,태안군,충남,안면
29540.0,59520.0,34730.0,41263.0,34560.0,22235.0,20450.0,21910.0,16795.0,8640.0,5735.0,태안군,충남,어은돌
84670.0,97110.0,53570.0,78450.0,81530.0,50660.0,17828.0,24625.0,31190.0,48330.0,39060.0,태안군,충남,연포
40140.0,47640.0,31070.0,39617.0,35565.0,23810.0,7765.0,8361.0,3580.0,2245.0,2643.0,태안군,충남,의항
19800.0,52600.0,29910.0,34103.0,35000.0,21255.0,9520.0,10785.0,4385.0,2020.0,2135.0,태안군,충남,장삼포
97130.0,115430.0,50820.0,87793.0,68710.0,44385.0,24400.0,30255.0,15610.0,20955.0,13170.0,태안군,충남,천리포
94690.0,92230.0,50005.0,78975.0,61073.0,46685.0,20560.0,23920.0,19235.0,37770.0,22410.0,태안군,충남,청포대
27710.0,51890.0,33205.0,37602.0,35900.0,26795.0,10950.0,14080.0,9635.0,18060.0,9495.0,태안군,충남,파도리
70970.0,74050.0,55910.0,66977.0,71910.0,52570.0,21410.0,31990.0,36605.0,33030.0,20575.0,태안군,충남,학암포
