date,gijang_discharge_m3_day,jeonggwan_discharge_m3_day,munoseong_discharge_m3_day
2015-12-25,25009.0,20325.0,611
2015-12-26,24808.0,19768.0,649
2015-12-27,24341.0,20887.0,631
2015-12-28,24525.0,20173.0,611
2015-12-29,24261.0,20906.0,484
2015-12-30,24689.0,19321.0,517
2015-12-31,24443.0,20209.0,637
2016-01-01,24534.0,21015.0,678
2016-01-02,24148.0,19649.0,696
2016-01-03,22976.0,21084.0,655
2016-01-04,24626.0,20867.0,568
2016-01-05,23923.0,20618.0,445
2016-01-06,24129.0,20884.0,525
2016-01-07,23919.0,20098.0,575
2016-01-08,23645.0,20721.0,588
2016-01-09,23849.0,21187.0,583
2016-01-10,23661.0,20497.0,627
2016-01-11,23790.0,20697.0,613
2016-01-12,23458.0,20288.0,491
2016-01-13,23123.0,20793.0,502
2016-01-14,22960.0,20555.0,550
2016-01-15,23105.0,20322.0,596
2016-01-16,23082.0,21348.0,567
2016-01-17,22725.0,22255.0,767
2016-01-18,22287.0,20759.0,595
2016-01-19,21471.0,20596.0,524
2016-01-20,21212.0,20492.0,524
2016-01-21,20922.0,20417.0,587
2016-01-22,22791.0,20907.0,606
2016-01-23,21762.0,21260.0,606
2016-01-24,21736.0,20811.0,599
2016-01-25,20350.0,20320.0,638
2016-01-26,21696.0,20405.0,541
2016-01-27,22765.0,21301.0,601
2016-01-28,22145.0,21731.0,729
2016-01-29,22703.0,26727.0,1148
2016-01-30,23102.0,24108.0,613
2016-01-31,23589.0,22437.0,659
2016-02-01,23740.0,22206.0,639
2016-02-02,23502.0,21173.0,540
2016-02-03,23121.0,21140.0,596
2016-02-04,24725.0,21078.0,625
2016-02-05,24506.0,22277.0,565
2016-02-06,23403.0,22681.0,609
2016-02-07,23046.0,20892.0,677
2016-02-08,18472.0,18244.0,655
2016-02-09,20724.0,18022.0,559
2016-02-10,19964.0,21219.0,611
2016-02-11,20706.0,20889.0,649
2016-02-12,23007.0,22041.0,609
2016-02-13,25673.0,28104.0,1053
2016-02-14,26727.0,26232.0,818
2016-02-15,22593.0,22879.0,642
2016-02-16,23174.0,21338.0,577
2016-02-17,23738.0,20515.0,553
2016-02-18,25484.0,20188.0,589
2016-02-19,23500.0,20450.0,584
2016-02-20,21900.0,20661.0,545
2016-02-21,24110.0,21488.0,652
2016-02-22,23855.0,20540.0,571
2016-02-23,23497.0,20594.0,465
2016-02-24,23574.0,20936.0,521
2016-02-25,22698.0,20759.0,573
2016-02-26,23592.0,20330.0,586
2016-02-27,23589.0,20592.0,588
2016-02-28,24012.0,20820.0,603
2016-02-29,22123.0,19967.0,559
2016-03-01,20553.0,20559.0,496
2016-03-02,21170.0,21139.0,571
2016-03-03,23576.0,20585.0,532
2016-03-04,25878.0,22581.0,794
2016-03-05,27676.0,22569.0,635
2016-03-06,26917.0,24374.0,787
2016-03-07,27560.0,24300.0,706
2016-03-08,26831.0,21776.0,557
2016-03-09,28929.0,22369.0,609
2016-03-10,28504.0,22522.0,584
2016-03-11,29106.0,20778.0,551
2016-03-12,29176.0,22053.0,609
2016-03-13,28355.0,21560.0,661
2016-03-14,26644.0,22314.0,553
2016-03-15,25919.0,21401.0,510
2016-03-16,24879.0,20972.0,502
2016-03-17,24653.0,21197.0,555
2016-03-18,24771.0,24697.0,857
2016-03-19,26316.0,23387.0,676
2016-03-20,26686.0,23745.0,668
2016-03-21,25473.0,23448.0,546
2016-03-22,25471.0,21633.0,521
2016-03-23,26555.0,21140.0,552
2016-03-24,24334.0,20151.0,569
2016-03-25,24709.0,21130.0,549
2016-03-26,25704.0,22225.0,575
2016-03-27,26012.0,23095.0,674
2016-03-28,23697.0,22322.0,621
2016-03-29,24936.0,22110.0,523
2016-03-30,23995.0,22595.0,512
2016-03-31,24114.0,22448.0,562
2016-04-01,25391.0,20767.0,527
2016-04-02,23132.0,21437.0,552
2016-04-03,22265.0,21471.0,576
2016-04-04,24502.0,20620.0,578
2016-04-05,23826.0,20786.0,476
2016-04-06,21551.0,22192.0,628
2016-04-07,28149.0,35300.0,1262
2016-04-08,27828.0,25604.0,711
2016-04-09,27654.0,23862.0,715
2016-04-10,26349.0,22541.0,707
2016-04-11,23762.0,22168.0,621
2016-04-12,22945.0,20886.0,555
2016-04-13,23558.0,21318.0,613
2016-04-14,25546.0,21425.0,619
2016-04-15,26065.0,21029.0,613
2016-04-16,25504.0,22397.0,672
2016-04-17,25669.0,31432.0,1318
2016-04-18,23369.0,24774.0,667
2016-04-19,27552.0,22817.0,617
2016-04-20,27829.0,23299.0,574
2016-04-21,26034.0,26100.0,1097
2016-04-22,26849.0,25382.0,758
2016-04-23,25674.0,23591.0,643
2016-04-24,25324.0,22441.0,698
2016-04-25,27257.0,22400.0,616
2016-04-26,24979.0,21221.0,541
2016-04-27,26816.0,24857.0,883
2016-04-28,30106.0,23093.0,868
2016-04-29,31020.0,21833.0,673
2016-04-30,32596.0,22244.0,703
2016-05-01,31395.0,22066.0,734
2016-05-02,29547.0,22061.0,757
2016-05-03,30168.0,35453.0,1087
2016-05-04,32795.0,26491.0,965
2016-05-05,31489.0,23244.0,745
2016-05-06,32024.0,21397.0,759
2016-05-07,29109.0,21328.0,766
2016-05-08,28702.0,21743.0,843
2016-05-09,27633.0,21840.0,590
2016-05-10,28873.0,22749.0,784
2016-05-11,30342.0,22650.0,569
2016-05-12,30487.0,22200.0,538
2016-05-13,29278.0,21961.0,589
2016-05-14,28344.0,21662.0,595
2016-05-15,27557.0,21514.0,750
2016-05-16,32108.0,24725.0,657
2016-05-17,31433.0,23134.0,581
2016-05-18,28749.0,23102.0,572
2016-05-19,27287.0,22160.0,575
2016-05-20,27692.0,22979.0,597
2016-05-21,30580.0,21787.0,559
2016-05-22,29408.0,20524.0,614
2016-05-23,25485.0,21000.0,652
2016-05-24,27184.0,22673.0,646
2016-05-25,30958.0,22067.0,633
2016-05-26,29360.0,21735.0,618
2016-05-27,28526.0,21019.0,580
2016-05-28,27842.0,20326.0,591
2016-05-29,28818.0,21326.0,589
2016-05-30,27931.0,21452.0,608
2016-05-31,26676.0,20411.0,537
2016-06-01,25069.0,19977.0,552
2016-06-02,25256.0,20171.0,557
2016-06-03,24973.0,20195.0,573
2016-06-04,27543.0,20892.0,643
2016-06-05,28598.0,19750.0,631
2016-06-06,27998.0,19998.0,669
2016-06-07,26291.0,20300.0,597
2016-06-08,26416.0,21507.0,569
2016-06-09,24585.0,20529.0,586
2016-06-10,25666.0,22247.0,593
2016-06-11,26456.0,22242.0,601
2016-06-12,27989.0,21199.0,591
2016-06-13,28702.0,21891.0,574
2016-06-14,27522.0,21101.0,565
2016-06-15,25463.0,20683.0,542
2016-06-16,27959.0,22387.0,526
2016-06-17,25774.0,21636.0,589
2016-06-18,26095.0,21100.0,601
2016-06-19,29803.0,21937.0,624
2016-06-20,26623.0,21860.0,680
2016-06-21,32023.0,20724.0,591
2016-06-22,29909.0,21189.0,529
2016-06-23,29234.0,21805.0,655
2016-06-24,29352.0,26819.0,1109
2016-06-25,31288.0,24770.0,760
2016-06-26,28526.0,22165.0,747
2016-06-27,29198.0,22395.0,673
2016-06-28,28331.0,21865.0,519
2016-06-29,28720.0,21600.0,544
2016-06-30,31910.0,23080.0,591
2016-07-01,32053.0,32682.0,872
2016-07-02,32831.0,33769.0,1020
2016-07-03,33232.0,31350.0,1042
2016-07-04,33153.0,36017.0,1220
2016-07-05,33251.0,29505.0,882
2016-07-06,31447.0,28119.0,799
2016-07-07,32853.0,24727.0,673
2016-07-08,32215.0,24170.0,675
2016-07-09,33488.0,24493.0,685
2016-07-10,32623.0,25302.0,752
2016-07-11,31799.0,24131.0,892
2016-07-12,31133.0,23377.0,582
2016-07-13,32275.0,25161.0,633
2016-07-14,32001.0,24076.0,666
2016-07-15,31556.0,22478.0,617
2016-07-16,31198.0,25349.0,844
2016-07-17,33377.0,25233.0,725
2016-07-18,32949.0,24352.0,717
2016-07-19,32355.0,24388.0,581
2016-07-20,30824.0,22905.0,623
2016-07-21,31057.0,23322.0,615
2016-07-22,30424.0,21664.0,613
2016-07-23,29457.0,22636.0,648
2016-07-24,29380.0,24071.0,679
2016-07-25,29253.0,22871.0,692
2016-07-26,29647.0,24414.0,593
2016-07-27,28212.0,24874.0,603
2016-07-28,29761.0,22272.0,619
2016-07-29,29986.0,23768.0,651
2016-07-30,29980.0,23963.0,648
2016-07-31,32895.0,26015.0,742
2016-08-01,29679.0,24935.0,785
2016-08-02,31464.0,24564.0,607
2016-08-03,31792.0,24988.0,556
2016-08-04,28890.0,24421.0,550
2016-08-05,28331.0,23713.0,561
2016-08-06,28823.0,22803.0,567
2016-08-07,29114.0,23893.0,601
2016-08-08,27038.0,23464.0,520
2016-08-09,26785.0,21844.0,428
2016-08-10,26784.0,23074.0,567
2016-08-11,26391.0,23546.0,569
2016-08-12,26255.0,23757.0,579
2016-08-13,27210.0,22943.0,653
2016-08-14,27280.0,22416.0,701
2016-08-15,26890.0,22933.0,710
2016-08-16,25266.0,23258.0,560
2016-08-17,25033.0,22148.0,564
2016-08-18,25689.0,23218.0,602
2016-08-19,25437.0,23130.0,614
2016-08-20,25999.0,22748.0,649
2016-08-21,25790.0,21915.0,696
2016-08-22,25227.0,22659.0,694
2016-08-23,24469.0,21273.0,525
2016-08-24,25712.0,22256.0,545
2016-08-25,25139.0,23062.0,606
2016-08-26,23704.0,22187.0,660
2016-08-27,24570.0,22265.0,646
2016-08-28,27655.0,26708.0,867
2016-08-29,28987.0,24004.0,946
2016-08-30,29354.0,23560.0,742
2016-08-31,27132.0,23369.0,836
2016-09-01,28433.0,22576.0,871
2016-09-02,29650.0,32176.0,863
2016-09-03,28716.0,43883.0,1329
2016-09-04,28281.0,28480.0,1081
2016-09-05,28607.0,25175.0,687
2016-09-06,29124.0,23859.0,708
2016-09-07,29230.0,23459.0,657
2016-09-08,26886.0,26008.0,1034
2016-09-09,28936.0,22837.0,709
2016-09-10,29496.0,22841.0,716
2016-09-11,29474.0,23050.0,727
2016-09-12,33188.0,24813.0,1054
2016-09-13,32092.0,23871.0,693
2016-09-14,31702.0,22177.0,729
2016-09-15,30379.0,18000.0,729
2016-09-16,30275.0,19664.0,912
2016-09-17,34218.0,40706.0,1180
2016-09-18,32962.0,34563.0,1449
2016-09-19,32496.0,27924.0,1168
2016-09-20,32965.0,26074.0,889
2016-09-21,32821.0,24359.0,748
2016-09-22,28632.0,21880.0,717
2016-09-23,30414.0,23138.0,679
2016-09-24,31675.0,23722.0,641
2016-09-25,31007.0,23075.0,647
2016-09-26,30416.0,22468.0,635
2016-09-27,30491.0,23731.0,646
2016-09-28,30822.0,27525.0,837
2016-09-29,33359.0,27089.0,1097
2016-09-30,31649.0,29334.0,1119
2016-10-01,32851.0,27719.0,726
2016-10-02,30795.0,25544.0,865
2016-10-03,29321.0,24723.0,846
2016-10-04,30621.0,25079.0,677
2016-10-05,31089.0,45944.0,1235
2016-10-06,32815.0,32152.0,1085
2016-10-07,32498.0,24394.0,975
2016-10-08,29246.0,34689.0,1102
2016-10-09,31901.0,27488.0,755
2016-10-10,32565.0,26564.0,788
2016-10-11,31744.0,24130.0,656
2016-10-12,33349.0,24233.0,726
2016-10-13,32535.0,23391.0,643
2016-10-14,31372.0,23491.0,683
2016-10-15,31052.0,22718.0,675
2016-10-16,32859.0,25282.0,905
2016-10-17,33290.0,30306.0,1223
2016-10-18,30660.0,26420.0,698
2016-10-19,33100.0,24966.0,631
2016-10-20,32156.0,23098.0,777
2016-10-21,30310.0,22245.0,731
2016-10-22,31111.0,23284.0,651
2016-10-23,31407.0,23022.0,711
2016-10-24,28626.0,22436.0,645
2016-10-25,29217.0,22776.0,699
2016-10-26,29266.0,23300.0,608
2016-10-27,28124.0,23848.0,748
2016-10-28,32907.0,22879.0,758
2016-10-29,28793.0,22622.0,724
2016-10-30,28489.0,24121.0,763
2016-10-31,26011.0,22805.0,764
2016-11-01,25392.0,22948.0,666
2016-11-02,25556.0,22825.0,679
2016-11-03,24878.0,23638.0,748
2016-11-04,25785.0,22446.0,763
2016-11-05,26256.0,23515.0,759
2016-11-06,26645.0,23215.0,724
2016-11-07,25697.0,22914.0,762
2016-11-08,24999.0,23762.0,601
2016-11-09,25243.0,22113.0,664
2016-11-10,27036.0,24543.0,857
2016-11-11,27497.0,23505.0,837
2016-11-12,27313.0,23112.0,711
2016-11-13,31313.0,22095.0,780
2016-11-14,29589.0,22668.0,790
2016-11-15,25485.0,22611.0,676
2016-11-16,24354.0,22012.0,708
2016-11-17,24259.0,21402.0,743
2016-11-18,28151.0,21912.0,735
2016-11-19,31966.0,24964.0,995
2016-11-20,29552.0,21104.0,785
2016-11-21,26885.0,21558.0,799
2016-11-22,25512.0,20596.0,643
2016-11-23,25132.0,21754.0,512
2016-11-24,23036.0,21511.0,699
2016-11-25,23226.0,21320.0,683
2016-11-26,27731.0,20776.0,685
2016-11-27,28430.0,20969.0,762
2016-11-28,26259.0,21405.0,751
2016-11-29,25958.0,20633.0,638
2016-11-30,30145.0,22085.0,692
2016-12-01,30209.0,22981.0,824
2016-12-02,28032.0,22840.0,702
2016-12-03,27916.0,21406.0,776
2016-12-04,28115.0,20962.0,706
2016-12-05,26954.0,22585.0,717
2016-12-06,25791.0,22938.0,653
2016-12-07,26250.0,21571.0,653
2016-12-08,27138.0,21525.0,745
2016-12-09,27538.0,22901.0,645
2016-12-10,27312.0,21988.0,789
2016-12-11,27497.0,20875.0,731
2016-12-12,26518.0,21127.0,816
2016-12-13,24994.0,20912.0,623
2016-12-14,24962.0,21657.0,653
2016-12-15,24685.0,21865.0,770
2016-12-16,24228.0,21069.0,726
2016-12-17,25985.0,22136.0,698
2016-12-18,26026.0,21476.0,773
2016-12-19,27275.0,21609.0,747
2016-12-20,30681.0,23290.0,689
2016-12-21,29599.0,23327.0,727
2016-12-22,30242.0,36903.0,1410
2016-12-23,27921.0,27191.0,925
2016-12-24,29036.0,25179.0,861
2016-12-25,28530.0,23124.0,783
2016-12-26,27896.0,24574.0,891
2016-12-27,29966.0,24585.0,866
2016-12-28,27797.0,23687.0,739
2016-12-29,27755.0,22838.0,842
2016-12-30,26807.0,22487.0,787
2016-12-31,27807.0,23061.0,846
2017-01-01,29828.0,21350.0,880
2017-01-02,29537.0,21888.0,876
2017-01-03,29031.0,22217.0,638
2017-01-04,28930.0,22085.0,741
2017-01-05,29374.0,22492.0,771
2017-01-06,29916.0,22273.0,746
2017-01-07,29353.0,22175.0,756
2017-01-08,31674.0,22886.0,831
2017-01-09,30077.0,21767.0,762
2017-01-10,30092.0,22009.0,631
2017-01-11,26186.0,22004.0,731
2017-01-12,25779.0,21990.0,734
2017-01-13,27245.0,22614.0,749
2017-01-14,27236.0,23048.0,837
2017-01-15,26586.0,22775.0,866
2017-01-16,25738.0,22636.0,861
2017-01-17,25702.0,22101.0,633
2017-01-18,25570.0,22560.0,675
2017-01-19,25058.0,22543.0,762
2017-01-20,25928.0,21887.0,800
2017-01-21,27415.0,22784.0,761
2017-01-22,26307.0,23063.0,795
2017-01-23,27292.0,22978.0,781
2017-01-24,27367.0,22980.0,668
2017-01-25,26568.0,23773.0,741
2017-01-26,27165.0,24273.0,776
2017-01-27,25522.0,22281.0,920
2017-01-28,24097.0,19149.0,754
2017-01-29,24534.0,20369.0,774
2017-01-30,25578.0,23085.0,876
2017-01-31,25172.0,24080.0,650
2017-02-01,23720.0,22323.0,698
2017-02-02,23906.0,22683.0,768
2017-02-03,25029.0,22562.0,797
2017-02-04,25197.0,22939.0,800
2017-02-05,27780.0,21411.0,721
2017-02-06,24520.0,22822.0,776
2017-02-07,24039.0,22574.0,702
2017-02-08,24314.0,22156.0,650
2017-02-09,24418.0,19668.0,831
2017-02-10,24298.0,21824.0,759
2017-02-11,24536.0,23167.0,790
2017-02-12,24060.0,22287.0,706
2017-02-13,24832.0,21886.0,763
2017-02-14,23285.0,21490.0,665
2017-02-15,23757.0,21779.0,620
2017-02-16,24317.0,22264.0,737
2017-02-17,25928.0,22565.0,733
2017-02-18,25319.0,22435.0,715
2017-02-19,25261.0,23956.0,854
2017-02-20,25606.0,23743.0,666
2017-02-21,26594.0,23288.0,683
2017-02-22,27168.0,24322.0,632
2017-02-23,26375.0,27127.0,835
2017-02-24,25296.0,24622.0,823
2017-02-25,25032.0,24602.0,774
2017-02-26,25558.0,25194.0,779
2017-02-27,25369.0,24325.0,744
2017-02-28,24526.0,24133.0,602
2017-03-01,25066.0,23547.0,755
2017-03-02,26239.0,24924.0,847
2017-03-03,24984.0,21231.0,758
2017-03-04,24318.0,19945.0,724
2017-03-05,23653.0,20610.0,748
2017-03-06,24647.0,23459.0,787
2017-03-07,24663.0,25484.0,582
2017-03-08,22918.0,25422.0,606
2017-03-09,22816.0,19770.0,756
2017-03-10,22404.0,21627.0,777
2017-03-11,23643.0,22680.0,755
2017-03-12,24288.0,22640.0,776
2017-03-13,22843.0,21165.0,729
2017-03-14,23522.0,22439.0,656
2017-03-15,23165.0,22258.0,575
2017-03-16,22174.0,21922.0,748
2017-03-17,23709.0,21880.0,709
2017-03-18,24293.0,21859.0,683
2017-03-19,23923.0,23501.0,761
2017-03-20,22846.0,23479.0,723
2017-03-21,25515.0,21710.0,585
2017-03-22,25423.0,21952.0,570
2017-03-23,23765.0,22170.0,684
2017-03-24,23655.0,21232.0,707
2017-03-25,24884.0,21317.0,707
2017-03-26,25813.0,22632.0,726
2017-03-27,23602.0,23189.0,685
2017-03-28,22920.0,21914.0,593
2017-03-29,25242.0,22173.0,589
2017-03-30,26313.0,21372.0,704
2017-03-31,24347.0,21630.0,661
2017-04-01,23587.0,22037.0,686
2017-04-02,24820.0,22121.0,798
2017-04-03,24846.0,23598.0,691
2017-04-04,24048.0,22802.0,596
2017-04-05,23020.0,22527.0,760
2017-04-06,25347.0,31448.0,1248
2017-04-07,25849.0,26364.0,791
2017-04-08,26827.0,24304.0,778
2017-04-09,23630.0,23515.0,764
2017-04-10,25252.0,23812.0,640
2017-04-11,28154.0,24370.0,704
2017-04-12,28657.0,23915.0,664
2017-04-13,27550.0,22811.0,655
2017-04-14,27968.0,22929.0,702
2017-04-15,28109.0,22516.0,753
2017-04-16,27155.0,23374.0,782
2017-04-17,28800.0,26076.0,992
2017-04-18,29388.0,24175.0,838
2017-04-19,27523.0,24620.0,653
2017-04-20,28361.0,23278.0,749
2017-04-21,28848.0,21936.0,717
2017-04-22,28965.0,24586.0,747
2017-04-23,30435.0,24260.0,757
2017-04-24,26778.0,23701.0,754
2017-04-25,24804.0,22039.0,581
2017-04-26,25271.0,20650.0,605
2017-04-27,29181.0,22742.0,617
2017-04-28,27128.0,22252.0,735
2017-04-29,27392.0,22254.0,732
2017-04-30,26448.0,22516.0,717
2017-05-01,27222.0,22544.0,792
2017-05-02,25417.0,22202.0,607
2017-05-03,25626.0,21866.0,630
2017-05-04,28331.0,22241.0,740
2017-05-05,29020.0,22219.0,725
2017-05-06,27144.0,22338.0,826
2017-05-07,25950.0,22335.0,785
2017-05-08,27130.0,23425.0,712
2017-05-09,29682.0,23598.0,685
2017-05-10,27710.0,23978.0,662
2017-05-11,26167.0,22642.0,636
2017-05-12,26993.0,23504.0,697
2017-05-13,28955.0,24376.0,789
2017-05-14,27284.0,23393.0,747
2017-05-15,25048.0,24251.0,668
2017-05-16,24947.0,22304.0,651
2017-05-17,24534.0,22489.0,512
2017-05-18,24973.0,23379.0,580
2017-05-19,25190.0,23255.0,677
2017-05-20,25339.0,23099.0,653
2017-05-21,25654.0,23199.0,700
2017-05-22,25159.0,23182.0,661
2017-05-23,24196.0,22972.0,592
2017-05-24,23996.0,22384.0,573
2017-05-25,25412.0,22237.0,651
2017-05-26,23833.0,22603.0,772
2017-05-27,24273.0,23406.0,633
2017-05-28,24574.0,22120.0,734
2017-05-29,23270.0,22735.0,666
2017-05-30,23813.0,23224.0,542
2017-05-31,22722.0,21822.0,612
2017-06-01,24515.0,22779.0,617
2017-06-02,23790.0,21999.0,600
2017-06-03,24495.0,22206.0,636
2017-06-04,25242.0,20945.0,713
2017-06-05,24597.0,22257.0,609
2017-06-06,26081.0,21721.0,552
2017-06-07,28474.0,23180.0,611
2017-06-08,25558.0,20970.0,581
2017-06-09,24988.0,21429.0,616
2017-06-10,24342.0,22617.0,635
2017-06-11,24495.0,21991.0,650
2017-06-12,22747.0,22001.0,596
2017-06-13,22104.0,22785.0,578
2017-06-14,22309.0,23825.0,462
2017-06-15,23313.0,23485.0,619
2017-06-16,22098.0,23790.0,637
2017-06-17,22704.0,23206.0,659
2017-06-18,23725.0,23651.0,701
2017-06-19,22109.0,24829.0,684
2017-06-20,22752.0,24600.0,574
2017-06-21,25450.0,24945.0,632
2017-06-22,23404.0,23065.0,620
2017-06-23,23741.0,24169.0,642
2017-06-24,22822.0,24106.0,696
2017-06-25,23342.0,24241.0,754
2017-06-26,24464.0,23729.0,705
2017-06-27,21136.0,23747.0,542
2017-06-28,21537.0,24548.0,593
2017-06-29,23258.0,21753.0,640
2017-06-30,26152.0,24407.0,712
2017-07-01,25608.0,24162.0,652
2017-07-02,26227.0,24910.0,654
2017-07-03,24717.0,24252.0,638
2017-07-04,28911.0,25008.0,682
2017-07-05,30382.0,26441.0,964
2017-07-06,24546.0,23832.0,628
2017-07-07,23821.0,23461.0,522
2017-07-08,25468.0,23453.0,664
2017-07-09,26300.0,23872.0,745
2017-07-10,25172.0,23091.0,638
2017-07-11,26919.0,23076.0,531
2017-07-12,24259.0,25175.0,593
2017-07-13,24677.0,23788.0,644
2017-07-14,24626.0,23442.0,677
2017-07-15,25267.0,23111.0,642
2017-07-16,26316.0,23324.0,685
2017-07-17,25187.0,23900.0,719
2017-07-18,26683.0,23526.0,468
2017-07-19,23864.0,24117.0,603
2017-07-20,23882.0,23217.0,719
2017-07-21,23706.0,23466.0,714
2017-07-22,24899.0,23374.0,794
2017-07-23,25615.0,22941.0,794
2017-07-24,25230.0,24214.0,730
2017-07-25,24529.0,23292.0,746
2017-07-26,23325.0,21610.0,614
2017-07-27,22681.0,23157.0,690
2017-07-28,23209.0,23021.0,654
2017-07-29,23651.0,22313.0,619
2017-07-30,24889.0,22525.0,673
2017-07-31,23279.0,23245.0,560
2017-08-01,22966.0,23188.0,594
2017-08-02,24070.0,22610.0,498
2017-08-03,22843.0,23597.0,488
2017-08-04,23227.0,23145.0,464
2017-08-05,23309.0,22962.0,512
2017-08-06,24744.0,23331.0,537
2017-08-07,24275.0,24253.0,488
2017-08-08,23115.0,24001.0,588
2017-08-09,26814.0,24357.0,892
2017-08-10,22891.0,23642.0,763
2017-08-11,23801.0,23133.0,623
2017-08-12,24807.0,23544.0,689
2017-08-13,26592.0,21697.0,642
2017-08-14,29125.0,25572.0,858
2017-08-15,30255.0,23438.0,687
2017-08-16,27590.0,24329.0,533
2017-08-17,26430.0,23391.0,624
2017-08-18,27326.0,24048.0,670
2017-08-19,26617.0,24022.0,538
2017-08-20,27148.0,24176.0,626
2017-08-21,26774.0,23714.0,591
2017-08-22,27176.0,26464.0,509
2017-08-23,26814.0,25117.0,603
2017-08-24,25042.0,24393.0,633
2017-08-25,25445.0,23828.0,691
2017-08-26,27254.0,23700.0,767
2017-08-27,27567.0,23284.0,679
2017-08-28,25506.0,23294.0,570
2017-08-29,25003.0,23452.0,472
2017-08-30,24315.0,23165.0,529
2017-08-31,23874.0,21572.0,632
2017-09-01,23954.0,22740.0,571
2017-09-02,24542.0,23027.0,632
2017-09-03,26241.0,23114.0,731
2017-09-04,22983.0,23278.0,606
2017-09-05,22960.0,22427.0,562
2017-09-06,25480.0,24123.0,632
2017-09-07,30620.0,25135.0,589
2017-09-08,25893.0,23403.0,669
2017-09-09,26143.0,23996.0,685
2017-09-10,27206.0,23376.0,676
2017-09-11,30047.0,36250.0,1015
2017-09-12,29271.0,27732.0,903
2017-09-13,30888.0,23734.0,766
2017-09-14,28196.0,22509.0,623
2017-09-15,26575.0,23435.0,699
2017-09-16,27356.0,21588.0,682
2017-09-17,28893.0,24000.0,908
2017-09-18,27258.0,24547.0,798
2017-09-19,26426.0,23050.0,662
2017-09-20,25867.0,22338.0,720
2017-09-21,24890.0,22663.0,634
2017-09-22,25386.0,23408.0,708
2017-09-23,25545.0,22448.0,828
2017-09-24,25629.0,23455.0,758
2017-09-25,24855.0,22822.0,654
2017-09-26,24947.0,23518.0,719
2017-09-27,28961.0,24902.0,765
2017-09-28,25364.0,22325.0,799
2017-09-29,25607.0,23192.0,716
2017-09-30,25859.0,22931.0,735
2017-10-01,26682.0,21939.0,706
2017-10-02,30579.0,30622.0,1249
2017-10-03,30972.0,22203.0,938
2017-10-04,26924.0,18605.0,813
2017-10-05,27511.0,19113.0,932
2017-10-06,27373.0,21656.0,1030
2017-10-07,28658.0,21640.0,887
2017-10-08,27523.0,21529.0,905
2017-10-09,25653.0,23378.0,816
2017-10-10,24840.0,23286.0,694
2017-10-11,23383.0,21903.0,731
2017-10-12,26204.0,23012.0,822
2017-10-13,26612.0,24881.0,677
2017-10-14,25363.0,24689.0,721
2017-10-15,27129.0,24254.0,774
2017-10-16,24321.0,24077.0,755
2017-10-17,25897.0,24778.0,566
2017-10-18,23192.0,23648.0,705
2017-10-19,24129.0,23414.0,756
2017-10-20,24054.0,24421.0,736
2017-10-21,24939.0,23793.0,789
2017-10-22,24697.0,23524.0,914
2017-10-23,23282.0,24291.0,779
2017-10-24,23199.0,24561.0,690
2017-10-25,23955.0,24424.0,693
2017-10-26,22958.0,24563.0,721
2017-10-27,23326.0,24066.0,796
2017-10-28,24114.0,24229.0,652
2017-10-29,25620.0,24898.0,764
2017-10-30,23113.0,24479.0,773
2017-10-31,22353.0,24271.0,630
2017-11-01,22549.0,24260.0,617
2017-11-02,24107.0,23870.0,679
2017-11-03,23993.0,24502.0,769
2017-11-04,24141.0,23479.0,689
2017-11-05,23448.0,23594.0,789
2017-11-06,22055.0,23367.0,767
2017-11-07,20980.0,23706.0,655
2017-11-08,21763.0,23970.0,632
2017-11-09,21491.0,23991.0,765
2017-11-10,21807.0,23392.0,676
2017-11-11,21553.0,23885.0,796
2017-11-12,22652.0,23192.0,826
2017-11-13,21984.0,22370.0,702
2017-11-14,21443.0,23420.0,607
2017-11-15,20973.0,24441.0,666
2017-11-16,20490.0,25312.0,691
2017-11-17,22030.0,25030.0,713
2017-11-18,22972.0,23630.0,790
2017-11-19,23403.0,24743.0,817
2017-11-20,21243.0,24798.0,669
2017-11-21,20841.0,24670.0,530
2017-11-22,20901.0,24638.0,661
2017-11-23,20540.0,24533.0,718
2017-11-24,20360.0,24213.0,659
2017-11-25,22471.0,23800.0,722
2017-11-26,25197.0,23874.0,784
2017-11-27,23349.0,25045.0,735
2017-11-28,21749.0,23811.0,516
2017-11-29,21245.0,24671.0,641
2017-11-30,21505.0,24290.0,790
2017-12-01,21753.0,25430.0,814
2017-12-02,21500.0,25681.0,668
2017-12-03,23054.0,25734.0,758
2017-12-04,22630.0,24262.0,760
2017-12-05,20695.0,21641.0,605
2017-12-06,20971.0,21083.0,683
2017-12-07,19227.0,21399.0,692
2017-12-08,21938.0,22299.0,725
2017-12-09,22905.0,21718.0,802
2017-12-10,22404.0,21718.0,703
2017-12-11,21210.0,21605.0,743
2017-12-12,21528.0,22328.0,669
2017-12-13,21348.0,22092.0,746
2017-12-14,20866.0,21926.0,803
2017-12-15,22985.0,20608.0,656
2017-12-16,24571.0,21917.0,763
2017-12-17,24426.0,21630.0,842
2017-12-18,22724.0,21139.0,696
2017-12-19,22254.0,21336.0,582
2017-12-20,22869.0,22383.0,651
2017-12-21,22459.0,22320.0,753
2017-12-22,22533.0,20898.0,734
2017-12-23,22395.0,21785.0,690
2017-12-24,22325.0,22782.0,804
2017-12-25,23438.0,22737.0,737
2017-12-26,22359.0,21619.0,526
