date,gijang_discharge_m3_day,jeonggwan_discharge_m3_day
2016-07-09,33488.0,24493
2016-07-10,32623.0,25302
2016-07-11,31799.0,24131
2016-07-12,31133.0,23377
2016-07-13,32275.0,25161
2016-07-14,32001.0,24076
2016-07-15,31556.0,22478
2016-07-16,31198.0,25349
2016-07-17,33377.0,25233
2016-07-18,32949.0,24352
2016-07-19,32355.0,24388
2016-07-20,30824.0,22905
2016-07-21,31057.0,23322
2016-07-22,30424.0,21664
2016-07-23,29457.0,22636
2016-07-24,29380.0,24071
2016-07-25,29253.0,22871
2016-07-26,29647.0,24414
2016-07-27,28212.0,24874
2016-07-28,29761.0,22272
2016-07-29,29986.0,23768
2016-07-30,29980.0,23963
2016-07-31,32895.0,26015
2016-08-01,29679.0,24935
2016-08-02,31464.0,24564
2016-08-03,31792.0,24988
2016-08-04,28890.0,24421
2016-08-05,28331.0,23713
2016-08-06,28823.0,22803
2016-08-07,29114.0,23893
2016-08-08,27038.0,23464
2016-08-09,26785.0,21844
2016-08-10,26784.0,23074
2016-08-11,26391.0,23546
2016-08-12,26255.0,23757
2016-08-13,27210.0,22943
2016-08-14,27280.0,22416
2016-08-15,26890.0,22933
2016-08-16,25266.0,23258
2016-08-17,25033.0,22148
2016-08-18,25689.0,23218
2016-08-19,25437.0,23130
2016-08-20,25999.0,22748
2016-08-21,25790.0,21915
2016-08-22,25227.0,22659
2016-08-23,24469.0,21273
2016-08-24,25712.0,22256
2016-08-25,25139.0,23062
2016-08-26,23704.0,22187
2016-08-27,24570.0,22265
2016-08-28,27655.0,26708
2016-08-29,28987.0,24004
2016-08-30,29354.0,23560
2016-08-31,27132.0,23369
2016-09-01,28433.0,22576
2016-09-02,29650.0,32176
2016-09-03,28716.0,43883
2016-09-04,28281.0,28480
2016-09-05,28607.0,25175
2016-09-06,29124.0,23859
2016-09-07,29230.0,23459
2016-09-08,26886.0,26008
2016-09-09,28936.0,22837
2016-09-10,29496.0,22841
2016-09-11,29474.0,23050
2016-09-12,33188.0,24813
2016-09-13,32092.0,23871
2016-09-14,31702.0,22177
2016-09-15,30379.0,18000
2016-09-16,30275.0,19664
2016-09-17,34218.0,40706
2016-09-18,32962.0,34563
2016-09-19,32496.0,27924
2016-09-20,32965.0,26074
2016-09-21,32821.0,24359
2016-09-22,28632.0,21880
2016-09-23,30414.0,23138
2016-09-24,31675.0,23722
2016-09-25,31007.0,23075
2016-09-26,30416.0,22468
2016-09-27,30491.0,23731
2016-09-28,30822.0,27525
2016-09-29,33359.0,27089
2016-09-30,31649.0,29334
2016-10-01,32851.0,27719
2016-10-02,30795.0,25544
2016-10-03,29321.0,24723
2016-10-04,30621.0,25079
2016-10-05,31089.0,45944
2016-10-06,32815.0,32152
2016-10-07,32498.0,24394
2016-10-08,29246.0,34689
2016-10-09,31901.0,27488
2016-10-10,32565.0,26564
2016-10-11,31744.0,24130
2016-10-12,33349.0,24233
2016-10-13,32535.0,23391
2016-10-14,31372.0,23491
2016-10-15,31052.0,22718
2016-10-16,32859.0,25282
2016-10-17,33290.0,30306
2016-10-18,30660.0,26420
2016-10-19,33100.0,24966
2016-10-20,32156.0,23098
2016-10-21,30310.0,22245
2016-10-22,31111.0,23284
2016-10-23,31407.0,23022
2016-10-24,28626.0,22436
2016-10-25,29217.0,22776
2016-10-26,29266.0,23300
2016-10-27,28124.0,23848
2016-10-28,32907.0,22879
2016-10-29,28793.0,22622
2016-10-30,28489.0,24121
2016-10-31,26011.0,22805
2016-11-01,25392.0,22948
2016-11-02,25556.0,22825
2016-11-03,24878.0,23638
2016-11-04,25785.0,22446
2016-11-05,26256.0,23515
2016-11-06,26645.0,23215
2016-11-07,25697.0,22914
2016-11-08,24999.0,23762
2016-11-09,25243.0,22113
2016-11-10,27036.0,24543
2016-11-11,27497.0,23505
2016-11-12,27313.0,23112
2016-11-13,31313.0,22095
2016-11-14,29589.0,22668
2016-11-15,25485.0,22611
2016-11-16,24354.0,22012
2016-11-17,24259.0,21402
2016-11-18,28151.0,21912
2016-11-19,31966.0,24964
2016-11-20,29552.0,21104
2016-11-21,26885.0,21558
2016-11-22,25512.0,20596
2016-11-23,25132.0,21754
2016-11-24,23036.0,21511
2016-11-25,23226.0,21320
2016-11-26,27731.0,20776
2016-11-27,28430.0,20969
2016-11-28,26259.0,21405
2016-11-29,25958.0,20633
2016-11-30,30145.0,22085
2016-12-01,30209.0,22981
2016-12-02,28032.0,22840
2016-12-03,27916.0,21406
2016-12-04,28115.0,20962
2016-12-05,26954.0,22585
2016-12-06,25791.0,22938
2016-12-07,26250.0,21571
2016-12-08,27138.0,21525
2016-12-09,27538.0,22901
2016-12-10,27312.0,21988
2016-12-11,27497.0,20875
2016-12-12,26518.0,21127
2016-12-13,24994.0,20912
2016-12-14,24962.0,21657
2016-12-15,24685.0,21865
2016-12-16,24228.0,21069
2016-12-17,25985.0,22136
2016-12-18,26026.0,21476
2016-12-19,27275.0,21609
2016-12-20,30681.0,23290
2016-12-21,29599.0,23327
2016-12-22,30242.0,36903
2016-12-23,27921.0,27191
2016-12-24,29036.0,25179
2016-12-25,28530.0,23124
2016-12-26,27896.0,24574
2016-12-27,29966.0,24585
2016-12-28,27797.0,23687
2016-12-29,27755.0,22838
2016-12-30,26807.0,22487
2016-12-31,27807.0,23061
2017-01-01,29828.0,21350
2017-01-02,29537.0,21888
2017-01-03,29031.0,22217
2017-01-04,28930.0,22085
2017-01-05,29374.0,22492
2017-01-06,29916.0,22273
2017-01-07,29353.0,22175
2017-01-08,31674.0,22886
2017-01-09,30077.0,21767
2017-01-10,30092.0,22009
2017-01-11,26186.0,22004
2017-01-12,25779.0,21990
2017-01-13,27245.0,22614
2017-01-14,27236.0,23048
2017-01-15,26586.0,22775
2017-01-16,25738.0,22636
2017-01-17,25702.0,22101
2017-01-18,25570.0,22560
2017-01-19,25058.0,22543
2017-01-20,25928.0,21887
2017-01-21,27415.0,22784
2017-01-22,26307.0,23063
2017-01-23,27292.0,22978
2017-01-24,27367.0,22980
2017-01-25,26568.0,23773
2017-01-26,27165.0,24273
2017-01-27,25522.0,22281
2017-01-28,24097.0,19149
2017-01-29,24534.0,20369
2017-01-30,25578.0,23085
2017-01-31,25172.0,24080
2017-02-01,23720.0,22323
2017-02-02,23906.0,22683
2017-02-03,25029.0,22562
2017-02-04,25197.0,22939
2017-02-05,27780.0,21411
2017-02-06,24520.0,22822
2017-02-07,24039.0,22574
2017-02-08,24314.0,22156
2017-02-09,24418.0,19668
2017-02-10,24298.0,21824
2017-02-11,24536.0,23167
2017-02-12,24060.0,22287
2017-02-13,24832.0,21886
2017-02-14,23285.0,21490
2017-02-15,23757.0,21779
2017-02-16,24317.0,22264
2017-02-17,25928.0,22565
2017-02-18,25319.0,22435
2017-02-19,25261.0,23956
2017-02-20,25606.0,23743
2017-02-21,26594.0,23288
2017-02-22,27168.0,24322
2017-02-23,26375.0,27127
2017-02-24,25296.0,24622
2017-02-25,25032.0,24602
2017-02-26,25558.0,25194
2017-02-27,25369.0,24325
2017-02-28,24526.0,24133
2017-03-01,25066.0,23547
2017-03-02,26239.0,24924
2017-03-03,24984.0,21231
2017-03-04,24318.0,19945
2017-03-05,23653.0,20610
2017-03-06,24647.0,23459
2017-03-07,24663.0,25484
2017-03-08,22918.0,25422
2017-03-09,22816.0,19770
2017-03-10,22404.0,21627
2017-03-11,23643.0,22680
2017-03-12,24288.0,22640
2017-03-13,22843.0,21165
2017-03-14,23522.0,22439
2017-03-15,23165.0,22258
2017-03-16,22174.0,21922
2017-03-17,23709.0,21880
2017-03-18,24293.0,21859
2017-03-19,23923.0,23501
2017-03-20,22846.0,23479
2017-03-21,25515.0,21710
2017-03-22,25423.0,21952
2017-03-23,23765.0,22170
2017-03-24,23655.0,21232
2017-03-25,24884.0,21317
2017-03-26,25813.0,22632
2017-03-27,23602.0,23189
2017-03-28,22920.0,21914
2017-03-29,25242.0,22173
2017-03-30,26313.0,21372
2017-03-31,24347.0,21630
2017-04-01,23587.0,22037
2017-04-02,24820.0,22121
2017-04-03,24846.0,23598
2017-04-04,24048.0,22802
2017-04-05,23020.0,22527
2017-04-06,25347.0,31448
2017-04-07,25849.0,26364
2017-04-08,26827.0,24304
2017-04-09,23630.0,23515
2017-04-10,25252.0,23812
2017-04-11,28154.0,24370
2017-04-12,28657.0,23915
2017-04-13,27550.0,22811
2017-04-14,27968.0,22929
2017-04-15,28109.0,22516
2017-04-16,27155.0,23374
2017-04-17,28800.0,26076
2017-04-18,29388.0,24175
2017-04-19,27523.0,24620
2017-04-20,28361.0,23278
2017-04-21,28848.0,21936
2017-04-22,28965.0,24586
2017-04-23,30435.0,24260
2017-04-24,26778.0,23701
2017-04-25,24804.0,22039
2017-04-26,25271.0,20650
2017-04-27,29181.0,22742
2017-04-28,27128.0,22252
2017-04-29,27392.0,22254
2017-04-30,26448.0,22516
2017-05-01,27222.0,22544
2017-05-02,25417.0,22202
2017-05-03,25626.0,21866
2017-05-04,28331.0,22241
2017-05-05,29020.0,22219
2017-05-06,27144.0,22338
2017-05-07,25950.0,22335
2017-05-08,27130.0,23425
2017-05-09,29682.0,23598
2017-05-10,27710.0,23978
2017-05-11,26167.0,22642
2017-05-12,26993.0,23504
2017-05-13,28955.0,24376
2017-05-14,27284.0,23393
2017-05-15,25048.0,24251
2017-05-16,24947.0,22304
2017-05-17,24534.0,22489
2017-05-18,24973.0,23379
2017-05-19,25190.0,23255
2017-05-20,25339.0,23099
2017-05-21,25654.0,23199
2017-05-22,25159.0,23182
2017-05-23,24196.0,22972
2017-05-24,23996.0,22384
2017-05-25,25412.0,22237
2017-05-26,23833.0,22603
2017-05-27,24273.0,23406
2017-05-28,24574.0,22120
2017-05-29,23270.0,22735
2017-05-30,23813.0,23224
2017-05-31,22722.0,21822
2017-06-01,24515.0,22779
2017-06-02,23790.0,21999
2017-06-03,24495.0,22206
2017-06-04,25242.0,20945
2017-06-05,24597.0,22257
2017-06-06,26081.0,21721
2017-06-07,28474.0,23180
2017-06-08,25558.0,20970
2017-06-09,24988.0,21429
2017-06-10,24342.0,22617
2017-06-11,24495.0,21991
2017-06-12,22747.0,22001
2017-06-13,22104.0,22785
2017-06-14,22309.0,23825
2017-06-15,23313.0,23485
2017-06-16,22098.0,23790
2017-06-17,22704.0,23206
2017-06-18,23725.0,23651
2017-06-19,22109.0,24829
2017-06-20,22752.0,24600
2017-06-21,25450.0,24945
2017-06-22,23404.0,23065
2017-06-23,23741.0,24169
2017-06-24,22822.0,24106
2017-06-25,23342.0,24241
2017-06-26,24464.0,23729
2017-06-27,21136.0,23747
2017-06-28,21537.0,24548
2017-06-29,23258.0,21753
2017-06-30,26152.0,24407
2017-07-01,25608.0,24162
2017-07-02,26227.0,24910
2017-07-03,24717.0,24252
2017-07-04,28911.0,25008
2017-07-05,30382.0,26441
2017-07-06,24546.0,23832
2017-07-07,23821.0,23461
2017-07-08,25468.0,23453
2017-07-09,26300.0,23872
2017-07-10,25172.0,23091
2017-07-11,26919.0,23076
2017-07-12,24259.0,25175
2017-07-13,24677.0,23788
2017-07-14,24626.0,23442
2017-07-15,25267.0,23111
2017-07-16,26316.0,23324
2017-07-17,25187.0,23900
2017-07-18,26683.0,23526
2017-07-19,23864.0,24117
2017-07-20,23882.0,23217
2017-07-21,23706.0,23466
2017-07-22,24899.0,23374
2017-07-23,25615.0,22941
2017-07-24,25230.0,24214
2017-07-25,24529.0,23292
2017-07-26,23325.0,21610
2017-07-27,22681.0,23157
2017-07-28,23209.0,23021
2017-07-29,23651.0,22313
2017-07-30,24889.0,22525
2017-07-31,23279.0,23245
2017-08-01,22966.0,23188
2017-08-02,24070.0,22610
2017-08-03,22843.0,23597
2017-08-04,23227.0,23145
2017-08-05,23309.0,22962
2017-08-06,24744.0,23331
2017-08-07,24275.0,24253
2017-08-08,23115.0,24001
2017-08-09,26814.0,24357
2017-08-10,22891.0,23642
2017-08-11,23801.0,23133
2017-08-12,24807.0,23544
2017-08-13,26592.0,21697
2017-08-14,29125.0,25572
2017-08-15,30255.0,23438
2017-08-16,27590.0,24329
2017-08-17,26430.0,23391
2017-08-18,27326.0,24048
2017-08-19,26617.0,24022
2017-08-20,27148.0,24176
2017-08-21,26774.0,23714
2017-08-22,27176.0,26464
2017-08-23,26814.0,25117
2017-08-24,25042.0,24393
2017-08-25,25445.0,23828
2017-08-26,27254.0,23700
2017-08-27,27567.0,23284
2017-08-28,25506.0,23294
2017-08-29,25003.0,23452
2017-08-30,24315.0,23165
2017-08-31,23874.0,21572
2017-09-01,23954.0,22740
2017-09-02,24542.0,23027
2017-09-03,26241.0,23114
2017-09-04,22983.0,23278
2017-09-05,22960.0,22427
2017-09-06,25480.0,24123
2017-09-07,30620.0,25135
2017-09-08,25893.0,23403
2017-09-09,26143.0,23996
2017-09-10,27206.0,23376
2017-09-11,30047.0,36250
2017-09-12,29271.0,27732
2017-09-13,30888.0,23734
2017-09-14,28196.0,22509
2017-09-15,26575.0,23435
2017-09-16,27356.0,21588
2017-09-17,28893.0,24000
2017-09-18,27258.0,24547
2017-09-19,26426.0,23050
2017-09-20,25867.0,22338
2017-09-21,24890.0,22663
2017-09-22,25386.0,23408
2017-09-23,25545.0,22448
2017-09-24,25629.0,23455
2017-09-25,24855.0,22822
2017-09-26,24947.0,23518
2017-09-27,28961.0,24902
2017-09-28,25364.0,22325
2017-09-29,25607.0,23192
2017-09-30,25859.0,22931
2017-10-01,26682.0,21939
2017-10-02,30579.0,30622
2017-10-03,30972.0,22203
2017-10-04,26924.0,18605
2017-10-05,27511.0,19113
2017-10-06,27373.0,21656
2017-10-07,28658.0,21640
2017-10-08,27523.0,21529
2017-10-09,25653.0,23378
2017-10-10,24840.0,23286
2017-10-11,23383.0,21903
2017-10-12,26204.0,23012
2017-10-13,26612.0,24881
2017-10-14,25363.0,24689
2017-10-15,27129.0,24254
2017-10-16,24321.0,24077
2017-10-17,25897.0,24778
2017-10-18,23192.0,23648
2017-10-19,24129.0,23414
2017-10-20,24054.0,24421
2017-10-21,24939.0,23793
2017-10-22,24697.0,23524
2017-10-23,23282.0,24291
2017-10-24,23199.0,24561
2017-10-25,23955.0,24424
2017-10-26,22958.0,24563
2017-10-27,23326.0,24066
2017-10-28,24114.0,24229
2017-10-29,25620.0,24898
2017-10-30,23113.0,24479
2017-10-31,22353.0,24271
2017-11-01,22549.0,24260
2017-11-02,24107.0,23870
2017-11-03,23993.0,24502
2017-11-04,24141.0,23479
2017-11-05,23448.0,23594
2017-11-06,22055.0,23367
2017-11-07,20980.0,23706
2017-11-08,21763.0,23970
2017-11-09,21491.0,23991
2017-11-10,21807.0,23392
2017-11-11,21553.0,23885
2017-11-12,22652.0,23192
2017-11-13,21984.0,22370
2017-11-14,21443.0,23420
2017-11-15,20973.0,24441
2017-11-16,20490.0,25312
2017-11-17,22030.0,25030
2017-11-18,22972.0,23630
2017-11-19,23403.0,24743
2017-11-20,21243.0,24798
2017-11-21,20841.0,24670
2017-11-22,20901.0,24638
2017-11-23,20540.0,24533
2017-11-24,20360.0,24213
2017-11-25,22471.0,23800
2017-11-26,25197.0,23874
2017-11-27,23349.0,25045
2017-11-28,21749.0,23811
2017-11-29,21245.0,24671
2017-11-30,21505.0,24290
2017-12-01,21753.0,25430
2017-12-02,21500.0,25681
2017-12-03,23054.0,25734
2017-12-04,22630.0,24262
2017-12-05,20695.0,21641
2017-12-06,20971.0,21083
2017-12-07,19227.0,21399
2017-12-08,21938.0,22299
2017-12-09,22905.0,21718
2017-12-10,22404.0,21718
2017-12-11,21210.0,21605
2017-12-12,21528.0,22328
2017-12-13,21348.0,22092
2017-12-14,20866.0,21926
2017-12-15,22985.0,20608
2017-12-16,24571.0,21917
2017-12-17,24426.0,21630
2017-12-18,22724.0,21139
2017-12-19,22254.0,21336
2017-12-20,22869.0,22383
2017-12-21,22459.0,22320
2017-12-22,22533.0,20898
2017-12-23,22395.0,21785
2017-12-24,22325.0,22782
2017-12-25,23438.0,22737
2017-12-26,22359.0,21619
2017-12-27,22619.0,20811
2017-12-28,23965.0,21591
2017-12-29,24854.0,21349
2017-12-30,25299.0,20331
2017-12-31,26108.0,21018
2018-01-01,25230.0,20772
2018-01-02,24592.0,19209
2018-01-03,20986.0,20794
2018-01-04,22125.0,20109
2018-01-05,23876.0,21032
2018-01-06,23169.0,20316
2018-01-07,22663.0,20244
2018-01-08,23298.0,20785
2018-01-09,22074.0,20730
2018-01-10,21193.0,19833
2018-01-11,20916.0,20237
2018-01-12,21703.0,20162
2018-01-13,22615.0,20772
2018-01-14,22298.0,21219
2018-01-15,23859.0,20642
2018-01-16,22967.0,21552
2018-01-17,24110.0,22245
2018-01-18,21138.0,19628
2018-01-19,21450.0,19723
2018-01-20,20626.0,20543
2018-01-21,21146.0,20465
2018-01-22,19232.0,19759
2018-01-23,18635.0,19414
2018-01-24,18768.0,19205
2018-01-25,19335.0,19499
2018-01-26,20285.0,19233
2018-01-27,21850.0,19992
2018-01-28,22625.0,19977
2018-01-29,22866.0,20369
2018-01-30,21864.0,19933
2018-01-31,21863.0,19651
2018-02-01,21908.0,19737
2018-02-02,22133.0,19862
2018-02-03,21606.0,20283
2018-02-04,21590.0,21201
2018-02-05,21739.0,20462
2018-02-06,21770.0,21311
2018-02-07,21230.0,21907
2018-02-08,21766.0,21183
2018-02-09,21972.0,21352
2018-02-10,21835.0,21878
2018-02-11,21694.0,21876
2018-02-12,22199.0,21588
2018-02-13,22572.0,21196
2018-02-14,24137.0,23377
2018-02-15,21682.0,21654
2018-02-16,22403.0,16880
2018-02-17,23958.0,18732
2018-02-18,22731.0,21605
2018-02-19,22605.0,21725
2018-02-20,22260.0,20360
2018-02-21,22227.0,20320
2018-02-22,21040.0,21632
2018-02-23,21778.0,22092
2018-02-24,23367.0,21396
2018-02-25,23764.0,20920
2018-02-26,22517.0,21891
2018-02-27,21995.0,20817
2018-02-28,22779.0,24738
2018-03-01,22748.0,24210
2018-03-02,24729.0,22115
2018-03-03,25175.0,21397
2018-03-04,26739.0,24361
2018-03-05,27801.0,24644
2018-03-06,28690.0,25331
2018-03-07,30403.0,24059
2018-03-08,33204.0,31588
2018-03-09,32477.0,26177
2018-03-10,32057.0,25329
2018-03-11,29712.0,24310
2018-03-12,29017.0,22612
2018-03-13,28082.0,21761
2018-03-14,27952.0,23570
2018-03-15,29300.0,25117
2018-03-16,33042.0,23493
2018-03-17,32198.0,24060
2018-03-18,30386.0,24851
2018-03-19,30216.0,29930
2018-03-20,29505.0,26094
2018-03-21,31093.0,30645
2018-03-22,31340.0,28725
2018-03-23,28471.0,25065
2018-03-24,28351.0,24717
2018-03-25,28901.0,25331
2018-03-26,29646.0,24636
2018-03-27,30602.0,24291
2018-03-28,30311.0,24207
2018-03-29,29626.0,23517
2018-03-30,28315.0,22840
2018-03-31,29716.0,23512
2018-04-01,26598.0,23947
2018-04-02,26025.0,23944
2018-04-03,27316.0,23735
2018-04-04,26979.0,22603
2018-04-05,26177.0,23386
2018-04-06,30629.0,26578
2018-04-07,29454.0,24908
2018-04-08,29774.0,24461
2018-04-09,28461.0,23680
2018-04-10,28969.0,23943
2018-04-11,27748.0,23755
2018-04-12,26499.0,23339
2018-04-13,27101.0,23114
2018-04-14,27382.0,28414
2018-04-15,29190.0,28350
2018-04-16,28824.0,25562
2018-04-17,29068.0,23910
2018-04-18,29237.0,24483
2018-04-19,27858.0,24073
2018-04-20,28725.0,23870
2018-04-21,29434.0,24618
2018-04-22,27191.0,24682
2018-04-23,28034.0,26233
2018-04-24,29947.0,35935
2018-04-25,30861.0,28270
2018-04-26,34860.0,28334
2018-04-27,32639.0,23583
2018-04-28,31690.0,22523
2018-04-29,31582.0,23549
2018-04-30,31611.0,23589
2018-05-01,30741.0,23805
2018-05-02,29776.0,23923
2018-05-03,33500.0,22679
2018-05-04,30236.0,22496
2018-05-05,30667.0,22228
2018-05-06,30404.0,23323
2018-05-07,33508.0,29515
2018-05-08,34860.0,26312
2018-05-09,33363.0,24406
2018-05-10,35342.0,24481
2018-05-11,37889.0,22576
2018-05-12,35078.0,22967
2018-05-13,36229.0,25512
2018-05-14,34006.0,24173
2018-05-15,30673.0,23944
2018-05-16,33061.0,23316
2018-05-17,31047.0,23921
2018-05-18,34818.0,23046
2018-05-19,30386.0,22898
2018-05-20,29806.0,23269
2018-05-21,28508.0,21933
2018-05-22,29012.0,22921
2018-05-23,35050.0,28382
2018-05-24,34421.0,25111
2018-05-25,32826.0,24928
2018-05-26,30921.0,23791
2018-05-27,31292.0,23538
2018-05-28,29799.0,23706
2018-05-29,29480.0,23457
2018-05-30,29740.0,24019
2018-05-31,28465.0,23997
2018-06-01,28629.0,23165
2018-06-02,27713.0,23861
2018-06-03,27813.0,23388
2018-06-04,26335.0,23568
2018-06-05,28316.0,22706
2018-06-06,30199.0,24245
2018-06-07,31338.0,25230
2018-06-08,26779.0,22458
2018-06-09,27118.0,22455
2018-06-10,28992.0,22812
2018-06-11,32281.0,26905
2018-06-12,29750.0,23679
2018-06-13,30342.0,23106
2018-06-14,27218.0,21884
2018-06-15,27952.0,21386
2018-06-16,27154.0,21304
2018-06-17,28459.0,24428
2018-06-18,27379.0,23804
2018-06-19,28351.0,21264
2018-06-20,29010.0,21887
2018-06-21,26803.0,23617
2018-06-22,28481.0,22461
2018-06-23,26721.0,21499
2018-06-24,26559.0,24984
2018-06-25,26228.0,25540
2018-06-26,27790.0,23976
2018-06-27,27695.0,24457
2018-06-28,33030.0,30806
2018-06-29,32716.0,29867
2018-06-30,32938.0,26956
2018-07-01,34845.0,30264
2018-07-02,31781.0,27514
2018-07-03,34178.0,33580
2018-07-04,35483.0,34900
2018-07-05,31440.0,29868
2018-07-06,30608.0,28368
2018-07-07,32525.0,27215
2018-07-08,30543.0,24304
2018-07-09,32014.0,23648
2018-07-10,31900.0,24235
2018-07-11,33477.0,24977
2018-07-12,33904.0,25955
2018-07-13,32687.0,24863
2018-07-14,32825.0,24550
2018-07-15,32423.0,25030
2018-07-16,32704.0,24605
2018-07-17,30602.0,24219
2018-07-18,29635.0,24898
2018-07-19,30222.0,24291
2018-07-20,30741.0,24442
2018-07-21,30909.0,23791
2018-07-22,31068.0,23982
2018-07-23,29097.0,25008
2018-07-24,28507.0,25810
2018-07-25,29250.0,24777
2018-07-26,28053.0,24726
2018-07-27,28706.0,24948
2018-07-28,29311.0,25224
2018-07-29,28267.0,24243
2018-07-30,29131.0,23635
2018-07-31,27573.0,23726
2018-08-01,26492.0,24883
2018-08-02,25595.0,23103
2018-08-03,27762.0,22641
2018-08-04,28660.0,22691
2018-08-05,28533.0,23595
2018-08-06,26953.0,23286
2018-08-07,26310.0,23385
2018-08-08,25942.0,23112
2018-08-09,25622.0,23689
2018-08-10,26500.0,22705
2018-08-11,27751.0,23012
2018-08-12,27731.0,23961
2018-08-13,27605.0,24121
2018-08-14,26612.0,22616
2018-08-15,29043.0,25898
2018-08-16,31368.0,26169
2018-08-17,27415.0,23325
2018-08-18,26717.0,23123
2018-08-19,26293.0,23251
2018-08-20,25749.0,22884
2018-08-21,28145.0,23700
2018-08-22,25791.0,23114
2018-08-23,26354.0,24662
2018-08-24,29711.0,26498
2018-08-25,26772.0,24517
2018-08-26,27130.0,30127
2018-08-27,26871.0,33799
2018-08-28,27939.0,27976
2018-08-29,27022.0,25822
2018-08-30,28958.0,25465
2018-08-31,27426.0,27452
2018-09-01,31255.0,30349
2018-09-02,31055.0,27637
2018-09-03,29535.0,37941
2018-09-04,28738.0,31156
2018-09-05,29612.0,27145
2018-09-06,28423.0,24844
2018-09-07,29772.0,26153
2018-09-08,28943.0,25365
2018-09-09,28651.0,23768
2018-09-10,27008.0,23871
2018-09-11,25662.0,23768
2018-09-12,25257.0,23986
2018-09-13,27038.0,23999
2018-09-14,29373.0,29327
2018-09-15,30537.0,25166
2018-09-16,30135.0,26091
2018-09-17,28582.0,24244
2018-09-18,29572.0,24009
2018-09-19,27726.0,24427
2018-09-20,29412.0,25453
2018-09-21,30029.0,30004
2018-09-22,29942.0,29313
2018-09-23,30272.0,23873
2018-09-24,30678.0,20045
2018-09-25,29788.0,20759
2018-09-26,28405.0,22452
2018-09-27,27294.0,23129
2018-09-28,27644.0,20999
2018-09-29,28062.0,24971
2018-09-30,29813.0,27490
2018-10-01,31381.0,25487
2018-10-02,31271.0,23452
2018-10-03,28973.0,24369
2018-10-04,32531.0,24175
2018-10-05,29718.0,30727
2018-10-06,29654.0,31644
2018-10-07,31522.0,32631
2018-10-08,30702.0,28105
2018-10-09,30349.0,26074
2018-10-10,30695.0,24320
2018-10-11,29843.0,24565
2018-10-12,30777.0,24372
2018-10-13,30328.0,23249
2018-10-14,29565.0,22439
2018-10-15,29373.0,22158
2018-10-16,28561.0,21517
2018-10-17,27895.0,23285
2018-10-18,27226.0,22412
2018-10-19,29437.0,21244
2018-10-20,27582.0,22657
2018-10-21,27762.0,22064
2018-10-22,27130.0,22708
2018-10-23,26404.0,22241
2018-10-24,27228.0,23697
2018-10-25,26191.0,22018
2018-10-26,27738.0,22319
2018-10-27,27370.0,25546
2018-10-28,27296.0,24246
2018-10-29,26878.0,24653
2018-10-30,25380.0,23043
2018-10-31,25071.0,22594
2018-11-01,25160.0,23081
2018-11-02,25905.0,22813
2018-11-03,26272.0,22463
2018-11-04,26490.0,22935
2018-11-05,25993.0,23054
2018-11-06,25097.0,22670
2018-11-07,25334.0,22119
2018-11-08,26901.0,27992
2018-11-09,27513.0,28700
2018-11-10,27575.0,24393
2018-11-11,28557.0,23729
2018-11-12,29080.0,23252
2018-11-13,28495.0,23403
2018-11-14,27560.0,22781
2018-11-15,27085.0,23074
2018-11-16,27469.0,22292
2018-11-17,26978.0,23433
2018-11-18,26617.0,22209
2018-11-19,26564.0,22704
2018-11-20,26319.0,22564
2018-11-21,26466.0,23654
2018-11-22,25670.0,23286
2018-11-23,25748.0,21383
2018-11-24,25250.0,21962
2018-11-25,25465.0,21742
2018-11-26,25666.0,23924
2018-11-27,24676.0,21914
2018-11-28,25166.0,22956
2018-11-29,25390.0,22538
2018-11-30,26064.0,22267
2018-12-01,24727.0,21404
2018-12-02,25062.0,23384
2018-12-03,26235.0,23540
2018-12-04,26529.0,23557
2018-12-05,28060.0,22930
2018-12-06,26834.0,22540
2018-12-07,27228.0,23053
2018-12-08,26257.0,22618
2018-12-09,26453.0,22319
2018-12-10,26302.0,23087
2018-12-11,26928.0,21381
2018-12-12,26668.0,23164
2018-12-13,25744.0,22304
2018-12-14,26864.0,22140
2018-12-15,26892.0,22915
2018-12-16,25492.0,22866
2018-12-17,25698.0,23741
2018-12-18,25882.0,22338
2018-12-19,25619.0,22266
2018-12-20,25367.0,22221
2018-12-21,25953.0,21478
2018-12-22,26022.0,22482
2018-12-23,27118.0,21974
2018-12-24,26091.0,22194
2018-12-25,26655.0,21256
2018-12-26,26239.0,21393
2018-12-27,26100.0,22147
2018-12-28,25387.0,22238
2018-12-29,25535.0,22392
2018-12-30,25741.0,23314
2018-12-31,25685.0,22502
2019-01-01,26342.0,21371
2019-01-02,25685.0,21776
2019-01-03,24956.0,22132
2019-01-04,25167.0,21472
2019-01-05,25122.0,22305
2019-01-06,25594.0,22180
2019-01-07,25235.0,21669
2019-01-08,26501.0,22036
2019-01-09,25697.0,21885
2019-01-10,24123.0,21546
2019-01-11,26199.0,21219
2019-01-12,26110.0,21453
2019-01-13,25809.0,21383
2019-01-14,26301.0,22210
2019-01-15,26924.0,20821
2019-01-16,26199.0,21803
2019-01-17,25800.0,21281
2019-01-18,25598.0,21657
2019-01-19,26063.0,21638
2019-01-20,26061.0,21246
2019-01-21,25828.0,21149
2019-01-22,26278.0,21438
2019-01-23,25501.0,21772
2019-01-24,25279.0,22088
2019-01-25,26121.0,21306
