date,gijang_discharge_m3_day,jeonggwan_discharge_m3_day
2019-01-26,25492.0,20722
2019-01-27,26497.0,22004
2019-01-28,26024.0,22241
2019-01-29,26169.0,22870
2019-01-30,25547.0,22975
2019-01-31,25869.0,22849
2019-02-01,27190.0,23074
2019-02-02,26306.0,23743
2019-02-03,26681.0,23141
2019-02-04,25487.0,21616
2019-02-05,26123.0,18679
2019-02-06,25348.0,21886
2019-02-07,26320.0,23156
2019-02-08,25698.0,20895
2019-02-09,25135.0,22337
2019-02-10,25385.0,21453
2019-02-11,25715.0,21672
2019-02-12,25084.0,21489
2019-02-13,25262.0,21663
2019-02-14,25664.0,20968
2019-02-15,24190.0,21072
2019-02-16,25015.0,21977
2019-02-17,25332.0,23135
2019-02-18,24756.0,22106
2019-02-19,27183.0,24538
2019-02-20,27300.0,23259
2019-02-21,26549.0,22064
2019-02-22,25928.0,22034
2019-02-23,25591.0,22284
2019-02-24,25595.0,22345
2019-02-25,25967.0,22606
2019-02-26,25980.0,21099
2019-02-27,25026.0,21289
2019-02-28,25756.0,21194
2019-03-01,25737.0,21470
2019-03-02,26359.0,21632
2019-03-03,25412.0,22889
2019-03-04,26226.0,22151
2019-03-05,25680.0,23308
2019-03-06,25827.0,22193
2019-03-07,24792.0,21068
2019-03-08,25262.0,21922
2019-03-09,23288.0,21753
2019-03-10,22243.0,26899
2019-03-11,23651.0,24819
2019-03-12,26244.0,22731
2019-03-13,26207.0,22882
2019-03-14,26447.0,21753
2019-03-15,26320.0,21780
2019-03-16,26746.0,22767
2019-03-17,23355.0,22749
2019-03-18,23703.0,22283
2019-03-19,25440.0,22261
2019-03-20,27580.0,22996
2019-03-21,28580.0,25848
2019-03-22,26686.0,22117
2019-03-23,27018.0,22701
2019-03-24,27665.0,23091
2019-03-25,27028.0,21794
2019-03-26,27584.0,21677
2019-03-27,28203.0,21916
2019-03-28,29143.0,21843
2019-03-29,26624.0,22561
2019-03-30,26615.0,21571
2019-03-31,27038.0,21966
2019-04-01,27691.0,21038
2019-04-02,25925.0,20813
2019-04-03,25465.0,21395
2019-04-04,25890.0,21564
2019-04-05,26097.0,20421
2019-04-06,26254.0,22214
2019-04-07,24699.0,22160
2019-04-08,25149.0,21706
2019-04-09,26035.0,21177
2019-04-10,27471.0,22854
2019-04-11,26494.0,21666
2019-04-12,26662.0,21026
2019-04-13,26438.0,21715
2019-04-14,26403.0,22369
2019-04-15,26242.0,21629
2019-04-16,25300.0,21029
2019-04-17,25186.0,21584
2019-04-18,25200.0,21671
2019-04-19,24757.0,20829
2019-04-20,25623.0,22131
2019-04-21,25238.0,22907
2019-04-22,25557.0,22946
2019-04-23,24819.0,21813
2019-04-24,29518.0,22945
2019-04-25,27901.0,22715
2019-04-26,28305.0,21736
2019-04-27,27850.0,22731
2019-04-28,26996.0,22445
2019-04-29,27117.0,24238
2019-04-30,28340.0,23848
2019-05-01,27672.0,23631
2019-05-02,27304.0,22430
2019-05-03,28593.0,22722
2019-05-04,28113.0,22048
2019-05-05,27845.0,21495
2019-05-06,27618.0,23524
2019-05-07,27082.0,23776
2019-05-08,27373.0,23762
2019-05-09,26734.0,23790
2019-05-10,26860.0,24185
2019-05-11,27476.0,23072
2019-05-12,26102.0,22582
2019-05-13,26317.0,23364
2019-05-14,26136.0,23049
2019-05-15,26561.0,22325
2019-05-16,25279.0,23012
2019-05-17,25876.0,22428
2019-05-18,27527.0,23875
2019-05-19,27733.0,26019
2019-05-20,27899.0,25477
2019-05-21,27934.0,23090
2019-05-22,28087.0,22924
2019-05-23,28275.0,22575
2019-05-24,27693.0,22862
2019-05-25,26495.0,22582
2019-05-26,26710.0,23687
2019-05-27,26002.0,29240
2019-05-28,27289.0,27791
2019-05-29,28984.0,23708
2019-05-30,28674.0,22828
2019-05-31,27587.0,21628
2019-06-01,27525.0,23044
2019-06-02,26475.0,22143
2019-06-03,26231.0,22024
2019-06-04,26589.0,22864
2019-06-05,26686.0,21985
2019-06-06,26866.0,23602
2019-06-07,27832.0,31084
2019-06-08,27999.0,26924
2019-06-09,27641.0,23627
2019-06-10,26691.0,25731
2019-06-11,26915.0,22769
2019-06-12,27417.0,23262
2019-06-13,27191.0,22379
2019-06-14,26854.0,24283
2019-06-15,26802.0,24888
2019-06-16,26868.0,26270
2019-06-17,26303.0,24484
2019-06-18,25510.0,23179
2019-06-19,25495.0,23457
2019-06-20,25807.0,23384
2019-06-21,25742.0,23959
2019-06-22,25788.0,23207
2019-06-23,23379.0,22869
2019-06-24,23791.0,22983
2019-06-25,26748.0,22326
2019-06-26,26715.0,27698
2019-06-27,29225.0,39395
2019-06-28,29246.0,31804
2019-06-29,29277.0,31737
2019-06-30,29715.0,34012
2019-07-01,28627.0,29169
2019-07-02,29646.0,26148
2019-07-03,30734.0,26945
2019-07-04,31384.0,26018
2019-07-05,31326.0,23743
2019-07-06,29948.0,24467
2019-07-07,29856.0,23902
2019-07-08,31200.0,22164
2019-07-09,30872.0,21934
2019-07-10,29864.0,26847
2019-07-11,30746.0,30268
2019-07-12,30574.0,26546
2019-07-13,28826.0,23930
2019-07-14,29002.0,25259
2019-07-15,29123.0,24730
2019-07-16,30390.0,23843
2019-07-17,27243.0,25160
2019-07-18,28722.0,28914
2019-07-19,29510.0,31509
2019-07-20,30782.0,42187
2019-07-21,29046.0,36712
2019-07-22,28321.0,35369
2019-07-23,28626.0,33318
2019-07-24,29271.0,29746
2019-07-25,29300.0,28413
2019-07-26,29488.0,26968
2019-07-27,28334.0,27889
2019-07-28,28481.0,26315
2019-07-29,29398.0,25184
2019-07-30,29448.0,25322
2019-07-31,28369.0,26395
2019-08-01,29455.0,24284
2019-08-02,29219.0,24534
2019-08-03,28732.0,24506
2019-08-04,28063.0,25648
2019-08-05,28910.0,27479
2019-08-06,28939.0,29533
2019-08-07,30837.0,32828
2019-08-08,29692.0,31165
2019-08-09,30418.0,26734
2019-08-10,30085.0,26097
2019-08-11,29741.0,27079
2019-08-12,30322.0,26276
2019-08-13,30969.0,25868
2019-08-14,30478.0,25550
2019-08-15,29546.0,26893
2019-08-16,29096.0,26777
2019-08-17,28885.0,25842
2019-08-18,28762.0,26480
2019-08-19,28687.0,25418
2019-08-20,28388.0,25011
2019-08-21,29048.0,24903
2019-08-22,30197.0,33920
2019-08-23,28536.0,30134
2019-08-24,28883.0,27595
2019-08-25,29288.0,25741
2019-08-26,29914.0,25294
2019-08-27,28874.0,25740
2019-08-28,29005.0,26878
2019-08-29,29406.0,23732
2019-08-30,29791.0,24564
2019-08-31,28275.0,25362
2019-09-01,28350.0,24218
2019-09-02,29255.0,25714
2019-09-03,28951.0,26629
2019-09-04,30202.0,25742
2019-09-05,30896.0,25783
2019-09-06,30295.0,24142
2019-09-07,30854.0,26405
2019-09-08,29278.0,26448
2019-09-09,29753.0,25487
2019-09-10,30522.0,25183
2019-09-11,30761.0,25289
2019-09-12,28607.0,23692
2019-09-13,30375.0,20100
2019-09-14,30364.0,21031
2019-09-15,29720.0,23090
2019-09-16,30448.0,23469
2019-09-17,29636.0,22535
2019-09-18,29419.0,22396
2019-09-19,29045.0,23067
2019-09-20,31113.0,22482
2019-09-21,29447.0,25959
2019-09-22,30354.0,35904
2019-09-23,32093.0,35082
2019-09-24,30843.0,30676
2019-09-25,32825.0,26901
2019-09-26,33277.0,24183
2019-09-27,32807.0,24245
2019-09-28,30957.0,24225
2019-09-29,31067.0,25572
2019-09-30,32537.0,23094
2019-10-01,31234.0,23302
2019-10-02,33303.0,29831
2019-10-03,33888.0,38656
2019-10-04,32191.0,29943
2019-10-05,28865.0,26438
2019-10-06,30939.0,25478
2019-10-07,30704.0,24645
2019-10-08,31331.0,24159
2019-10-09,31683.0,25012
2019-10-10,32054.0,23896
2019-10-11,30571.0,22700
2019-10-12,30405.0,22423
2019-10-13,31644.0,22907
2019-10-14,29058.0,23292
2019-10-15,29388.0,21820
2019-10-16,30224.0,24216
2019-10-17,28541.0,21962
2019-10-18,30442.0,27226
2019-10-19,28893.0,26547
2019-10-20,30600.0,26190
2019-10-21,27811.0,23491
2019-10-22,27798.0,23207
2019-10-23,29185.0,23244
2019-10-24,29823.0,23451
2019-10-25,30219.0,23664
2019-10-26,29856.0,24001
2019-10-27,27789.0,24833
2019-10-28,28035.0,22975
2019-10-29,27484.0,23395
2019-10-30,28536.0,22951
2019-10-31,27871.0,23016
2019-11-01,28139.0,22563
2019-11-02,27948.0,22557
2019-11-03,25416.0,23105
2019-11-04,25133.0,23398
2019-11-05,27403.0,22110
2019-11-06,27366.0,23367
2019-11-07,26795.0,22711
2019-11-08,26827.0,23055
2019-11-09,26331.0,22443
2019-11-10,25971.0,24503
2019-11-11,26869.0,23445
2019-11-12,27450.0,23622
2019-11-13,27044.0,22776
2019-11-14,27316.0,23012
2019-11-15,26655.0,23098
2019-11-16,26352.0,22936
2019-11-17,25389.0,23232
2019-11-18,25524.0,26208
2019-11-19,26890.0,22718
2019-11-20,26434.0,23233
2019-11-21,26692.0,22510
2019-11-22,25683.0,22496
2019-11-23,26042.0,23638
2019-11-24,25814.0,23448
2019-11-25,25327.0,23208
2019-11-26,26065.0,22930
2019-11-27,25286.0,22337
2019-11-28,25024.0,22005
2019-11-29,27616.0,23651
2019-11-30,25900.0,23114
2019-12-01,26263.0,26448
2019-12-02,27286.0,29362
2019-12-03,27998.0,23638
2019-12-04,26216.0,23450
2019-12-05,26130.0,23596
2019-12-06,26953.0,22814
2019-12-07,26720.0,23396
2019-12-08,25651.0,23375
2019-12-09,25278.0,22654
2019-12-10,26157.0,22276
2019-12-11,26181.0,23014
2019-12-12,25921.0,22073
2019-12-13,26121.0,22383
2019-12-14,25497.0,22695
2019-12-15,24621.0,23046
2019-12-16,25259.0,22897
2019-12-17,24699.0,21927
2019-12-18,25220.0,22438
2019-12-19,24755.0,22433
2019-12-20,25153.0,21467
2019-12-21,25066.0,22141
2019-12-22,24721.0,21956
2019-12-23,24794.0,22575
2019-12-24,24594.0,21244
2019-12-25,25692.0,22120
2019-12-26,25643.0,21263
2019-12-27,24761.0,22283
2019-12-28,25467.0,22963
2019-12-29,24974.0,22260
2019-12-30,26736.0,22843
2019-12-31,26327.0,22400
2020-01-01,24996.0,22106
2020-01-02,25463.0,22484
2020-01-03,25803.0,21316
2020-01-04,25059.0,22458
2020-01-05,25420.0,23168
2020-01-06,24570.0,23197
2020-01-07,26690.0,30248
2020-01-08,25688.0,29230
2020-01-09,27277.0,23420
2020-01-10,27356.0,22302
2020-01-11,25642.0,22952
2020-01-12,25854.0,23104
2020-01-13,25556.0,22078
2020-01-14,25874.0,21800
2020-01-15,25637.0,22438
2020-01-16,25561.0,21089
2020-01-17,25482.0,21947
2020-01-18,26991.0,22108
2020-01-19,25936.0,23266
2020-01-20,25601.0,22189
2020-01-21,25441.0,22564
2020-01-22,26065.0,23054
2020-01-23,27425.0,27565
2020-01-24,26187.0,23466
2020-01-25,26427.0,18051
2020-01-26,25544.0,21161
2020-01-27,27214.0,31028
2020-01-28,27580.0,33980
2020-01-29,27361.0,25793
2020-01-30,27811.0,25387
2020-01-31,27816.0,24026
2020-02-01,25821.0,23889
2020-02-02,27138.0,23942
2020-02-03,27964.0,23606
2020-02-04,26976.0,23381
2020-02-05,26140.0,23073
2020-02-06,26077.0,23473
2020-02-07,26478.0,23307
2020-02-08,26258.0,24107
2020-02-09,25826.0,23774
2020-02-10,26187.0,24178
2020-02-11,26521.0,22369
2020-02-12,26276.0,25418
2020-02-13,27597.0,24691
2020-02-14,27745.0,23860
2020-02-15,27534.0,24302
2020-02-16,26404.0,24137
2020-02-17,26296.0,23155
2020-02-18,26521.0,22755
2020-02-19,26759.0,23312
2020-02-20,26979.0,23272
2020-02-21,27328.0,23743
2020-02-22,27215.0,24587
2020-02-23,27507.0,25214
2020-02-24,26861.0,23732
2020-02-25,26418.0,25499
2020-02-26,26442.0,24056
2020-02-27,27878.0,22581
2020-02-28,28108.0,20528
2020-02-29,27807.0,20660
2020-03-01,27897.0,20698
2020-03-02,27841.0,20058
2020-03-03,28091.0,21741
2020-03-04,27023.0,22886
2020-03-05,27955.0,22701
2020-03-06,28258.0,22606
2020-03-07,27066.0,23563
2020-03-08,26983.0,23836
2020-03-09,26469.0,23934
2020-03-10,28890.0,25524
2020-03-11,27016.0,23742
2020-03-12,27640.0,22656
2020-03-13,27817.0,21961
2020-03-14,30733.0,23390
2020-03-15,28104.0,23399
2020-03-16,27811.0,23281
2020-03-17,29160.0,22304
2020-03-18,28527.0,22253
2020-03-19,29352.0,22040
2020-03-20,24228.0,22275
2020-03-21,28268.0,24360
2020-03-22,27591.0,24847
2020-03-23,27413.0,24229
2020-03-24,22326.0,22817
2020-03-25,27598.0,22544
2020-03-26,22908.0,23155
2020-03-27,27514.0,24552
2020-03-28,26284.0,24210
2020-03-29,26225.0,24167
2020-03-30,26199.0,25042
2020-03-31,27429.0,22815
2020-04-01,27591.0,22442
2020-04-02,29279.0,23132
2020-04-03,27284.0,22336
2020-04-04,26125.0,23222
2020-04-05,25804.0,23507
2020-04-06,27601.0,23649
2020-04-07,25888.0,23924
2020-04-08,25274.0,22870
2020-04-09,24618.0,22955
2020-04-10,25425.0,22636
2020-04-11,24236.0,22083
2020-04-12,27103.0,21782
2020-04-13,26630.0,22960
2020-04-14,25745.0,21933
2020-04-15,25257.0,22896
2020-04-16,24331.0,22634
2020-04-17,25457.0,25769
2020-04-18,28830.0,25643
2020-04-19,26795.0,26762
2020-04-20,27918.0,29014
2020-04-21,27831.0,25262
2020-04-22,28038.0,25467
2020-04-23,28413.0,23555
2020-04-24,28046.0,23066
2020-04-25,27933.0,23438
2020-04-26,26441.0,24450
2020-04-27,26398.0,23304
2020-04-28,26739.0,24178
2020-04-29,27185.0,23021
2020-04-30,27115.0,23230
2020-05-01,27465.0,24061
2020-05-02,27254.0,23716
2020-05-03,27324.0,23865
2020-05-04,26708.0,25063
2020-05-05,26503.0,23860
2020-05-06,26222.0,24451
2020-05-07,24852.0,23594
2020-05-08,26124.0,23439
2020-05-09,26515.0,28294
2020-05-10,27688.0,27393
2020-05-11,26419.0,27281
2020-05-12,28403.0,24010
2020-05-13,28000.0,24018
2020-05-14,27852.0,23335
2020-05-15,25934.0,23087
2020-05-16,27899.0,24237
2020-05-17,27681.0,25034
2020-05-18,26889.0,24279
2020-05-19,29103.0,24283
2020-05-20,27502.0,24170
2020-05-21,27147.0,22127
2020-05-22,27069.0,22851
2020-05-23,27179.0,24364
2020-05-24,27627.0,24549
2020-05-25,28336.0,25239
2020-05-26,26413.0,23463
2020-05-27,27438.0,24324
2020-05-28,27357.0,23720
2020-05-29,27087.0,24390
2020-05-30,26586.0,23673
2020-05-31,26357.0,24177
2020-06-01,27433.0,24771
2020-06-02,26510.0,24664
2020-06-03,26457.0,24161
2020-06-04,26078.0,25478
2020-06-05,26366.0,25413
2020-06-06,25838.0,23898
2020-06-07,25891.0,24862
2020-06-08,24709.0,26863
2020-06-09,25375.0,27075
2020-06-10,25876.0,25923
2020-06-11,27496.0,26272
2020-06-12,26179.0,25948
2020-06-13,27294.0,30753
2020-06-14,26588.0,26786
2020-06-15,29027.0,28443
2020-06-16,27727.0,27185
2020-06-17,28149.0,24639
2020-06-18,29482.0,27835
2020-06-19,30546.0,28998
2020-06-20,29039.0,26888
2020-06-21,27965.0,26610
2020-06-22,28274.0,26253
2020-06-23,27451.0,27405
2020-06-24,25952.0,29279
2020-06-25,29259.0,30283
2020-06-26,30807.0,28927
2020-06-27,29378.0,29405
2020-06-28,28596.0,28825
2020-06-29,28268.0,28979
2020-06-30,29202.0,30906
2020-07-01,29262.0,26254
2020-07-02,29024.0,26306
2020-07-03,29887.0,28411
2020-07-04,27894.0,27950
2020-07-05,29931.0,29038
2020-07-06,28785.0,28050
2020-07-07,28454.0,27291
2020-07-08,28926.0,26770
2020-07-09,29488.0,26839
2020-07-10,30931.0,34581
2020-07-11,30841.0,31285
2020-07-12,30248.0,28953
2020-07-13,31561.0,40338
2020-07-14,30246.0,34751
2020-07-15,30205.0,28998
2020-07-16,30608.0,29393
2020-07-17,31253.0,27989
2020-07-18,29626.0,27294
2020-07-19,29527.0,26196
2020-07-20,31189.0,27394
2020-07-21,30360.0,27575
2020-07-22,31362.0,35964
2020-07-23,30958.0,32717
2020-07-24,31531.0,38941
2020-07-25,30459.0,32201
2020-07-26,28643.0,30419
2020-07-27,28661.0,30561
2020-07-28,31870.0,37243
2020-07-29,31355.0,33193
2020-07-30,30540.0,34834
2020-07-31,31139.0,31913
2020-08-01,30452.0,29147
2020-08-02,29792.0,29801
2020-08-03,25721.0,29399
2020-08-04,26070.0,28638
2020-08-05,26223.0,28486
2020-08-06,26862.0,28755
2020-08-07,25806.0,27595
2020-08-08,25845.0,39154
2020-08-09,26046.0,34968
2020-08-10,28801.0,34209
2020-08-11,31043.0,36458
2020-08-12,31359.0,35549
2020-08-13,31699.0,32240
2020-08-14,31379.0,29887
2020-08-15,30007.0,28824
2020-08-16,30613.0,28999
2020-08-17,30146.0,27955
2020-08-18,30044.0,27249
2020-08-19,31327.0,26948
2020-08-20,31961.0,27802
2020-08-21,31264.0,25103
2020-08-22,29916.0,27670
2020-08-23,30453.0,27431
2020-08-24,30422.0,25447
2020-08-25,32046.0,26180
2020-08-26,29831.0,25925
2020-08-27,27074.0,25962
2020-08-28,29426.0,26651
2020-08-29,27367.0,26745
2020-08-30,25602.0,27579
2020-08-31,27497.0,26218
2020-09-01,29435.0,25350
2020-09-02,30380.0,29742
2020-09-03,30840.0,34966
2020-09-04,30754.0,28799
2020-09-05,29878.0,28660
2020-09-06,31195.0,31420
2020-09-07,29365.0,38627
2020-09-08,31246.0,34639
2020-09-09,31097.0,30616
2020-09-10,31645.0,29652
2020-09-11,31594.0,27721
2020-09-12,31599.0,27761
2020-09-13,31345.0,27508
2020-09-14,31775.0,27845
2020-09-15,30969.0,28658
2020-09-16,30425.0,26379
2020-09-17,30324.0,27049
2020-09-18,31625.0,27501
2020-09-19,31146.0,27749
2020-09-20,31066.0,27135
2020-09-21,30248.0,27049
2020-09-22,28938.0,25905
2020-09-23,28836.0,25538
2020-09-24,28116.0,25852
2020-09-25,28695.0,26489
2020-09-26,28506.0,25504
2020-09-27,28457.0,25508
2020-09-28,28303.0,25896
2020-09-29,27633.0,26735
2020-09-30,28847.0,24815
2020-10-01,26253.0,22017
2020-10-02,26737.0,24176
2020-10-03,27962.0,25191
2020-10-04,27136.0,25390
2020-10-05,25173.0,24485
2020-10-06,21971.0,24297
2020-10-07,23601.0,24219
2020-10-08,24206.0,24088
2020-10-09,23037.0,21358
2020-10-10,21203.0,22973
2020-10-11,22530.0,24273
2020-10-12,24128.0,25434
2020-10-13,22750.0,24416
2020-10-14,22096.0,23338
2020-10-15,23261.0,24112
2020-10-16,23097.0,24124
2020-10-17,23016.0,25730
2020-10-18,22424.0,25371
2020-10-19,22916.0,25203
2020-10-20,21279.0,24291
2020-10-21,22784.0,23921
2020-10-22,28969.0,28717
2020-10-23,27204.0,26129
2020-10-24,24569.0,25260
2020-10-25,24144.0,25888
2020-10-26,23676.0,25427
2020-10-27,22076.0,25041
2020-10-28,22869.0,24404
2020-10-29,22714.0,24240
2020-10-30,22359.0,24278
2020-10-31,23426.0,24860
2020-11-01,23413.0,24932
2020-11-02,23560.0,24252
2020-11-03,22079.0,24187
2020-11-04,20934.0,24239
2020-11-05,22175.0,23303
2020-11-06,22404.0,23142
2020-11-07,22110.0,23529
2020-11-08,23816.0,23872
2020-11-09,22155.0,24606
2020-11-10,21102.0,23714
2020-11-11,19913.0,23900
2020-11-12,20336.0,24433
2020-11-13,19947.0,24198
2020-11-14,21330.0,24305
2020-11-15,21084.0,24304
2020-11-16,21763.0,25191
2020-11-17,21537.0,23676
2020-11-18,20553.0,25122
2020-11-19,25241.0,30578
2020-11-20,24718.0,27169
2020-11-21,22534.0,24726
2020-11-22,22611.0,24633
2020-11-23,21560.0,25103
2020-11-24,22930.0,23370
2020-11-25,24643.0,24544
2020-11-26,22206.0,23907
2020-11-27,23142.0,24334
2020-11-28,23370.0,25025
2020-11-29,22771.0,25249
2020-11-30,22094.0,24850
2020-12-01,22012.0,23124
2020-12-02,22338.0,23529
2020-12-03,21470.0,23768
2020-12-04,21849.0,23689
2020-12-05,22532.0,24672
2020-12-06,22644.0,25312
2020-12-07,22345.0,24708
2020-12-08,21391.0,23606
2020-12-09,20927.0,23094
2020-12-10,21119.0,23052
2020-12-11,22639.0,23184
2020-12-12,21146.0,23297
2020-12-13,20788.0,24369
2020-12-14,20730.0,24334
2020-12-15,19786.0,23331
2020-12-16,20308.0,22856
2020-12-17,19376.0,22219
2020-12-18,21366.0,22675
2020-12-19,21146.0,23505
2020-12-20,20617.0,23917
2020-12-21,20953.0,23464
2020-12-22,19287.0,23566
2020-12-23,19802.0,22947
2020-12-24,20133.0,22546
2020-12-25,20837.0,22948
2020-12-26,20857.0,22749
2020-12-27,21181.0,23710
2020-12-28,20300.0,23103
2020-12-29,20297.0,22497
2020-12-30,21770.0,23526
2020-12-31,19926.0,22966
2021-01-01,21498.0,22810
2021-01-02,21800.0,23091
2021-01-03,20097.0,23042
2021-01-04,20419.0,23039
2021-01-05,19750.0,22168
2021-01-06,18919.0,22501
2021-01-07,19216.0,22309
2021-01-08,19443.0,22242
2021-01-09,19758.0,23964
2021-01-10,20727.0,24204
2021-01-11,20717.0,22904
2021-01-12,21623.0,24589
2021-01-13,21200.0,22784
2021-01-14,21496.0,22791
2021-01-15,21236.0,23093
2021-01-16,21261.0,23774
2021-01-17,20753.0,24347
2021-01-18,19880.0,22585
2021-01-19,19595.0,22461
2021-01-20,20243.0,22611
2021-01-21,20293.0,22666
2021-01-22,22325.0,22754
2021-01-23,22234.0,24091
2021-01-24,21330.0,23929
2021-01-25,21270.0,23308
2021-01-26,24583.0,24052
2021-01-27,22532.0,22992
2021-01-28,21483.0,22715
2021-01-29,21766.0,22702
2021-01-30,21422.0,23323
2021-01-31,21516.0,24288
2021-02-01,24597.0,26739
2021-02-02,27157.0,23714
2021-02-03,22357.0,23722
2021-02-04,21492.0,23077
2021-02-05,21529.0,23089
2021-02-06,22037.0,23804
2021-02-07,23454.0,24133
2021-02-08,21046.0,23400
2021-02-09,21521.0,23147
2021-02-10,22461.0,22917
2021-02-11,22317.0,23099
2021-02-12,22044.0,20139
2021-02-13,21919.0,21615
2021-02-14,22525.0,23074
2021-02-15,26575.0,24467
2021-02-16,21779.0,22706
2021-02-17,21089.0,23530
2021-02-18,21954.0,22274
2021-02-19,20110.0,22869
2021-02-20,20874.0,22302
2021-02-21,21385.0,22303
2021-02-22,21545.0,22249
2021-02-23,20547.0,21483
2021-02-24,20005.0,22092
2021-02-25,20805.0,21254
2021-02-26,26838.0,23362
2021-02-27,22495.0,22723
2021-02-28,21587.0,22232
2021-03-01,21772.0,25958
2021-03-02,27605.0,32564
2021-03-03,28543.0,25985
2021-03-04,27439.0,24802
2021-03-05,26465.0,24722
2021-03-06,25353.0,24566
2021-03-07,24060.0,24350
2021-03-08,24523.0,23877
2021-03-09,23334.0,23441
2021-03-10,24348.0,23668
2021-03-11,23611.0,23534
2021-03-12,24694.0,28426
2021-03-13,25125.0,26674
2021-03-14,25353.0,25967
2021-03-15,27485.0,24398
2021-03-16,26736.0,25296
2021-03-17,25631.0,24298
2021-03-18,27645.0,24059
2021-03-19,26091.0,23303
2021-03-20,23580.0,24666
2021-03-21,24051.0,25084
2021-03-22,25737.0,25023
2021-03-23,23958.0,25487
2021-03-24,23371.0,25043
2021-03-25,23776.0,24094
2021-03-26,25287.0,23969
2021-03-27,25317.0,25340
2021-03-28,28052.0,33623
2021-03-29,29123.0,27412
2021-03-30,28285.0,25199
2021-03-31,27638.0,25383
2021-04-01,28375.0,24894
2021-04-02,28265.0,23945
2021-04-03,25312.0,27338
2021-04-04,29416.0,38011
2021-04-05,30402.0,29703
2021-04-06,30926.0,27063
2021-04-07,31579.0,26308
2021-04-08,30644.0,25674
2021-04-09,30353.0,24866
2021-04-10,29514.0,25391
2021-04-11,29484.0,25798
2021-04-12,29901.0,27295
2021-04-13,32236.0,33940
2021-04-14,31991.0,28469
2021-04-15,31390.0,26194
2021-04-16,32008.0,26159
2021-04-17,31832.0,24724
2021-04-18,31109.0,25962
2021-04-19,30285.0,25032
2021-04-20,29540.0,24708
2021-04-21,28691.0,24977
2021-04-22,28224.0,25425
2021-04-23,27588.0,24198
2021-04-24,27737.0,25602
2021-04-25,27672.0,24971
2021-04-26,28683.0,25194
2021-04-27,25894.0,24359
2021-04-28,27196.0,24786
2021-04-29,26629.0,24385
2021-04-30,27618.0,24979
2021-05-01,26432.0,24530
2021-05-02,25338.0,25047
2021-05-03,25767.0,24534
2021-05-04,26766.0,24443
2021-05-05,31502.0,28840
2021-05-06,29580.0,25449
2021-05-07,31340.0,24990
2021-05-08,30574.0,24776
2021-05-09,29235.0,25286
2021-05-10,28293.0,23911
2021-05-11,27529.0,24399
2021-05-12,27209.0,24356
2021-05-13,26543.0,24940
2021-05-14,27765.0,24688
2021-05-15,26061.0,26499
2021-05-16,30571.0,28707
2021-05-17,31821.0,27319
2021-05-18,30956.0,24717
2021-05-19,30171.0,26146
2021-05-20,29492.0,27148
2021-05-21,31470.0,25964
2021-05-22,30796.0,26157
2021-05-23,30308.0,26170
2021-05-24,30691.0,25170
2021-05-25,29248.0,24683
2021-05-26,28154.0,24658
2021-05-27,27965.0,24953
2021-05-28,28833.0,25827
2021-05-29,27494.0,23604
2021-05-30,26641.0,25315
2021-05-31,25972.0,26459
2021-06-01,24416.0,24932
2021-06-02,24368.0,24587
2021-06-03,27979.0,28775
2021-06-04,31760.0,25633
2021-06-05,31054.0,25611
2021-06-06,28523.0,25323
2021-06-07,27476.0,24673
2021-06-08,26278.0,24032
2021-06-09,26077.0,24300
2021-06-10,28072.0,24100
2021-06-11,30900.0,29375
2021-06-12,32575.0,33837
2021-06-13,30871.0,29470
2021-06-14,30428.0,26701
2021-06-15,31886.0,26845
2021-06-16,32100.0,32654
2021-06-17,32340.0,27154
2021-06-18,32061.0,27152
2021-06-19,32392.0,26766
2021-06-20,32301.0,25451
2021-06-21,31870.0,25848
2021-06-22,31320.0,26802
2021-06-23,30176.0,24651
2021-06-24,30388.0,25165
2021-06-25,30265.0,25569
2021-06-26,30352.0,24779
2021-06-27,29945.0,25204
2021-06-28,29892.0,24939
2021-06-29,29355.0,25184
2021-06-30,29215.0,25016
2021-07-01,28094.0,25012
2021-07-02,29861.0,24882
2021-07-03,32436.0,27900
2021-07-04,32430.0,42771
2021-07-05,32229.0,31269
2021-07-06,32413.0,42581
2021-07-07,32671.0,37240
2021-07-08,32604.0,37021
2021-07-09,32716.0,35612
2021-07-10,32866.0,32303
2021-07-11,32659.0,30899
2021-07-12,30399.0,29648
2021-07-13,32653.0,27953
2021-07-14,32278.0,27054
2021-07-15,30869.0,26876
2021-07-16,30564.0,25778
2021-07-17,32683.0,24674
2021-07-18,30966.0,24959
2021-07-19,29912.0,25893
2021-07-20,29591.0,25629
2021-07-21,30518.0,25844
2021-07-22,29722.0,25898
2021-07-23,28165.0,26766
2021-07-24,27965.0,27349
2021-07-25,27751.0,26609
2021-07-26,26796.0,25873
2021-07-27,26349.0,26232
2021-07-28,26859.0,25949
2021-07-29,25341.0,26067
2021-07-30,26968.0,25635
2021-07-31,27352.0,25660
2021-08-01,27636.0,26358
2021-08-02,27740.0,25585
2021-08-03,26033.0,24988
2021-08-04,26570.0,25416
2021-08-05,26328.0,25411
2021-08-06,26907.0,25043
2021-08-07,27028.0,25931
2021-08-08,31197.0,26693
2021-08-09,30141.0,25693
2021-08-10,25891.0,25997
2021-08-11,26379.0,24697
2021-08-12,26171.0,25112
2021-08-13,26568.0,24870
