date,ecoli,any_exceed,precipitation_mm,temperature_2m,precip_1d_lag,precip_3d_sum_lag,precip_5d_sum_lag,temp_1d_lag,temp_daily,month,정관사업단_vol,정관사업단_vol_1d_lag,정관사업단_vol_3d_sum_lag
2021-06-08,52.0,0,0.0,22.2,0.0,0.0,13.500000000000007,22.120833333333334,22.2,6.0,24032.0,24673.0,75607.0
2021-07-15,187.0,0,1.5,26.979166666666668,1.7,7.300000000000021,8.800000000000017,27.191666666666666,26.979166666666668,7.0,26876.0,27054.0,84655.0
2021-07-22,1.0,0,0.0,26.554166666666664,0.0,4.90000000000002,24.80000000000002,26.525000000000002,26.554166666666664,7.0,25898.0,25844.0,77366.0
2021-07-29,84.0,0,0.0,26.820833333333336,1.0,1.3000000000000196,1.4000000000000177,26.554166666666664,26.820833333333336,7.0,26067.0,25949.0,78054.0
2021-08-03,98.0,0,0.30000000000000004,27.291666666666668,6.1,33.40000000000002,33.40000000000002,27.9875,27.291666666666668,8.0,24988.0,25585.0,77603.0
2021-08-31,237.0,0,10.6,24.662499999999998,0.8999999999999999,5.2,10.600000000000016,25.708333333333332,24.662499999999998,8.0,26558.0,27520.0,84769.0
2021-09-29,52.0,0,10.7,23.241666666666664,4.7,5.800000000000001,9.200000000000006,21.7,23.241666666666664,9.0,26156.0,24205.0,74110.0
2022-06-13,1.0,0,0.9,18.8125,0.0,0.30000000000000004,1.8000000000000143,19.233333333333334,18.8125,6.0,23844.0,25038.0,73722.0
2022-07-07,1.0,0,0.9,27.258333333333336,4.8999999999999995,10.999999999999998,11.900000000000013,25.629166666666666,27.258333333333336,7.0,26722.0,26102.0,77691.0
2022-07-20,42.0,0,1.0,26.704166666666666,4.2,91.79999999999998,92.9,25.204166666666666,26.704166666666666,7.0,26970.0,30310.0,89826.0
2022-07-26,21.0,0,0.0,24.791666666666668,2.9,18.599999999999984,32.80000000000001,25.020833333333332,24.791666666666668,7.0,26416.0,26886.0,83165.0
2022-08-03,21.0,0,2.4000000000000004,27.575,13.5,25.799999999999986,27.900000000000013,26.704166666666666,27.575,8.0,26788.0,25980.0,76223.0
2022-08-09,20.0,0,0.0,28.166666666666668,0.0,2.499999999999986,7.800000000000014,28.925,28.166666666666668,8.0,25055.0,25156.0,76922.0
2022-08-16,364.0,0,15.6,26.84166666666667,0.6000000000000001,6.899999999999986,15.300000000000013,28.983333333333334,26.84166666666667,8.0,27145.0,25580.0,76558.0
2022-08-30,2254.0,1,7.7,22.900000000000002,0.0,0.0,0.10000000000001422,23.395833333333332,22.900000000000002,8.0,25522.0,26922.0,78519.0
2022-09-26,10.0,0,0.3,20.233333333333334,0.2,0.2,0.20000000000001422,19.775000000000002,20.233333333333334,9.0,26398.0,26609.0,79664.0
2023-06-07,5.0,0,0.0,20.883333333333333,0.0,0.0,6.100000000000029,19.775000000000002,20.883333333333333,6.0,25963.0,25249.0,75253.0
2023-07-04,41.0,0,16.4,23.333333333333332,0.6,0.8999999999999965,26.60000000000003,23.954166666666666,23.333333333333332,7.0,25694.0,26373.0,81559.0
2023-09-12,185.0,0,0.5,24.875,1.5,1.5,3.1000000000000143,24.337500000000002,24.875,9.0,26094.0,26732.0,77924.0
2024-06-07,0.0,0,0.0,21.0,0.0,0.0,3.4000000000000075,19.516666666666666,21.0,6.0,24328.0,23980.0,72890.0
2024-07-04,52.0,0,0.0,25.8,1.4,37.30000000000001,149.8,25.858333333333334,25.8,7.0,29539.0,31204.0,97984.0
2024-07-18,49.0,0,7.7,25.104166666666668,1.2,38.80000000000001,67.9,25.775000000000002,25.104166666666668,7.0,28195.0,29670.0,90634.0
2024-07-31,0.0,0,0.0,29.233333333333334,0.0,0.30000000000001337,8.800000000000015,29.429166666666664,29.233333333333334,7.0,25091.0,25855.0,77685.0
2024-08-14,0.0,0,0.6000000000000001,27.34583333333333,0.0,0.0,2.3000000000000145,27.2625,27.34583333333333,8.0,24587.0,25127.0,75777.0
2024-08-27,10.0,0,6.6000000000000005,25.55,0.0,0.20000000000001777,6.700000000000011,27.4875,25.55,8.0,25715.0,24518.0,75175.0
2024-09-20,20.0,0,24.0,26.729166666666668,0.0,0.20000000000002133,20.50000000000001,27.712500000000002,26.729166666666668,9.0,25597.0,24293.0,70956.0
2025-06-13,10.0,0,5.4,19.837500000000002,0.0,0.0,0.0,21.224999999999998,19.837500000000002,6.0,26490.0,25385.0,75121.0
2025-07-03,10.0,0,0.0,28.816666666666666,0.0,0.0,0.0,28.8,28.816666666666666,7.0,26854.0,26363.0,78182.0
2025-07-17,63.0,0,16.2,25.625,3.0,57.20000000000003,82.70000000000003,24.84166666666667,25.625,7.0,28023.0,27837.0,93683.0
2025-07-31,31.0,0,0.0,27.787499999999998,0.0,0.0,0.0,27.65833333333333,27.787499999999998,7.0,24166.0,24925.0,73866.0
2025-08-13,622.0,1,0.9,26.97083333333333,45.3,148.3,185.60000000000002,22.662499999999998,26.97083333333333,8.0,30429.0,32362.0,90119.0
2025-08-26,31.0,0,1.4,28.433333333333334,0.30000000000000004,1.1000000000000294,1.4000000000000292,28.77916666666667,28.433333333333334,8.0,25249.0,24933.0,76227.0
2025-09-25,20.0,0,11.6,24.2,1.3,2.1000000000000285,10.000000000000028,24.504166666666666,24.2,9.0,24406.0,24130.0,72836.0
2026-06-15,10.0,0,0.0,22.474999999999998,0.0,0.0,1.2000000000000284,21.96666666666667,22.474999999999998,6.0,22325.0,23400.0,68870.0
2026-07-09,10.0,0,0.1,26.191666666666666,0.5,10.500000000000036,32.50000000000003,25.9375,26.191666666666666,7.0,24033.0,24107.0,72107.0
2026-07-29,10.0,0,0.0,33.324999999999996,0.30000000000000004,4.100000000000036,4.100000000000027,31.879166666666666,33.324999999999996,7.0,22424.0,23261.0,70209.0
2026-08-14,1.0,0,0.0,26.96666666666667,4.4,4.5000000000000355,12.000000000000025,25.833333333333332,26.96666666666667,8.0,23030.0,23798.0,69581.0
2026-09-03,31.0,0,,,,,,,,,25475.0,26012.0,83644.0
