date,examinLcDetail,distance_to_outfall,ecoli,any_exceed,precipitation_mm,temperature_2m,wind_speed_m_s,wind_direction_deg,precip_1d_lag,precip_3d_sum_lag,precip_5d_sum_lag,temp_1d_lag,temp_daily,wind_speed_1d_lag,wind_dir_1d_lag,month,is_summer,수영사업단_vol,수영사업단_vol_1d_lag,수영사업단_vol_3d_sum_lag,기장사업소_vol,기장사업소_vol_1d_lag,기장사업소_vol_3d_sum_lag,log_ecoli
2015-09-21,,0.0,10.0,0,0.0,21.2625,2.4502334416666667,50.166666666666664,0.0,2.0,37.9,20.445833333333333,21.2625,1.2650473083333333,141.08333333333334,9,0,367649.0,394172.0,1271249.0,26513.0,25875.0,74936.0,2.3978952727983707
2015-09-21,,0.0,1.0,0,0.0,21.2625,2.4502334416666667,50.166666666666664,0.0,2.0,37.9,20.445833333333333,21.2625,1.2650473083333333,141.08333333333334,9,0,367649.0,394172.0,1271249.0,26513.0,25875.0,74936.0,0.6931471805599453
2015-09-21,,0.0,10.0,0,0.0,21.2625,2.4502334416666667,50.166666666666664,0.0,2.0,37.9,20.445833333333333,21.2625,1.2650473083333333,141.08333333333334,9,0,367649.0,394172.0,1271249.0,26513.0,25875.0,74936.0,2.3978952727983707
2015-09-21,,0.0,10.0,0,0.0,21.2625,2.4502334416666667,50.166666666666664,0.0,2.0,37.9,20.445833333333333,21.2625,1.2650473083333333,141.08333333333334,9,0,367649.0,394172.0,1271249.0,26513.0,25875.0,74936.0,2.3978952727983707
2015-09-21,,0.0,10.0,0,0.0,21.2625,2.4502334416666667,50.166666666666664,0.0,2.0,37.9,20.445833333333333,21.2625,1.2650473083333333,141.08333333333334,9,0,367649.0,394172.0,1271249.0,26513.0,25875.0,74936.0,2.3978952727983707
2015-08-04,,0.0,160.0,0,0.0,26.741666666666664,4.151623691666667,229.79166666666666,0.0,0.0,0.0,26.6125,26.741666666666664,3.498845391666667,228.66666666666666,8,1,336072.0,349735.0,1033668.0,24182.0,24902.0,76861.0,5.081404364984463
2015-08-04,,0.0,120.0,0,0.0,26.741666666666664,4.151623691666667,229.79166666666666,0.0,0.0,0.0,26.6125,26.741666666666664,3.498845391666667,228.66666666666666,8,1,336072.0,349735.0,1033668.0,24182.0,24902.0,76861.0,4.795790545596741
2015-08-04,,0.0,52.0,0,0.0,26.741666666666664,4.151623691666667,229.79166666666666,0.0,0.0,0.0,26.6125,26.741666666666664,3.498845391666667,228.66666666666666,8,1,336072.0,349735.0,1033668.0,24182.0,24902.0,76861.0,3.970291913552122
2015-08-04,,0.0,75.0,0,0.0,26.741666666666664,4.151623691666667,229.79166666666666,0.0,0.0,0.0,26.6125,26.741666666666664,3.498845391666667,228.66666666666666,8,1,336072.0,349735.0,1033668.0,24182.0,24902.0,76861.0,4.330733340286331
2015-08-04,,0.0,230.0,0,0.0,26.741666666666664,4.151623691666667,229.79166666666666,0.0,0.0,0.0,26.6125,26.741666666666664,3.498845391666667,228.66666666666666,8,1,336072.0,349735.0,1033668.0,24182.0,24902.0,76861.0,5.442417710521793
