date,examinLcDetail,ecoli_max,enterococcus_max,ecoli_exceed,enterococcus_exceed,any_exceed,precip_daily,temp_daily,wind_max,wind_dir,solar_radiation_sum,dongbu_discharge_m3_day,haeundae_sewage_discharge_m3_day,송정_정점명,송정_정점코드,송정_유속(cm/s),송정_유향(deg),송정_수온(℃),송정_염분(PSU),송정_유의파고(m),송정_유의파주기(sec),송정_최대파고(m),송정_최대파주기(sec),송정_풍속(m/s),송정_풍향(deg),송정_기온(℃),송정_기압(hPa),송정_시정(m),year,month,is_weekend,precip_1d_lag,precip_2d_sum_lag,precip_3d_sum_lag,precip_5d_sum_lag,CSO_Flag_Rain,dry_days_count,temp_1d_lag,wind_max_1d_lag,solar_radiation_1d_lag,dongbu_discharge_1d_lag,dongbu_discharge_3d_mean,haeundae_sewage_discharge_1d_lag,haeundae_sewage_discharge_3d_mean,송정_유속(cm/s)_1d_lag,송정_수온(℃)_1d_lag,송정_유의파고(m)_1d_lag,송정_유의파주기(sec)_1d_lag,송정_최대파고(m)_1d_lag,송정_최대파주기(sec)_1d_lag,송정_풍속(m/s)_1d_lag,송정_풍향(deg)_1d_lag
2016-08-09,E,10.0,,False,False,0,0.1,27.6,17.1,51,18.69,,39764,,,,,,,,,,,,,,,,2016,8,0,1.0,1.0,1.0000000000000036,1.4,0,0,29.0,6.9,23.25,,,37756.0,37991.666666666664,,,,,,,,
2016-08-17,A,20.0,,False,False,0,0.0,27.6,9.1,56,22.29,,39840,,,,,,,,,,,,,,,,2016,8,0,32.5,36.3,36.300000000000004,36.9,0,1,26.9,17.2,13.45,,,35534.0,40204.0,,,,,,,,
2016-08-17,B,52.0,10.0,False,False,0,0.0,27.6,9.1,56,22.29,,39840,,,,,,,,,,,,,,,,2016,8,0,32.5,36.3,36.300000000000004,36.9,0,1,26.9,17.2,13.45,,,35534.0,40204.0,,,,,,,,
2016-08-17,C,160.0,10.0,False,False,0,0.0,27.6,9.1,56,22.29,,39840,,,,,,,,,,,,,,,,2016,8,0,32.5,36.3,36.300000000000004,36.9,0,1,26.9,17.2,13.45,,,35534.0,40204.0,,,,,,,,
2016-08-17,D,20.0,,False,False,0,0.0,27.6,9.1,56,22.29,,39840,,,,,,,,,,,,,,,,2016,8,0,32.5,36.3,36.300000000000004,36.9,0,1,26.9,17.2,13.45,,,35534.0,40204.0,,,,,,,,
2016-08-17,E,10.0,,False,False,0,0.0,27.6,9.1,56,22.29,,39840,,,,,,,,,,,,,,,,2016,8,0,32.5,36.3,36.300000000000004,36.9,0,1,26.9,17.2,13.45,,,35534.0,40204.0,,,,,,,,
2016-08-22,A,330.0,5.0,False,False,0,0.0,27.3,16.3,40,21.87,,40140,,,,,,,,,,,,,,,,2016,8,0,0.0,0.0,0.0,0.0,0,6,27.5,17.9,20.89,,,40222.0,39994.333333333336,,,,,,,,
2016-08-22,B,280.0,,False,False,0,0.0,27.3,16.3,40,21.87,,40140,,,,,,,,,,,,,,,,2016,8,0,0.0,0.0,0.0,0.0,0,6,27.5,17.9,20.89,,,40222.0,39994.333333333336,,,,,,,,
2016-08-22,C,130.0,,False,False,0,0.0,27.3,16.3,40,21.87,,40140,,,,,,,,,,,,,,,,2016,8,0,0.0,0.0,0.0,0.0,0,6,27.5,17.9,20.89,,,40222.0,39994.333333333336,,,,,,,,
2016-08-22,D,400.0,15.0,False,False,0,0.0,27.3,16.3,40,21.87,,40140,,,,,,,,,,,,,,,,2016,8,0,0.0,0.0,0.0,0.0,0,6,27.5,17.9,20.89,,,40222.0,39994.333333333336,,,,,,,,
2016-08-22,E,400.0,32.0,False,False,0,0.0,27.3,16.3,40,21.87,,40140,,,,,,,,,,,,,,,,2016,8,0,0.0,0.0,0.0,0.0,0,6,27.5,17.9,20.89,,,40222.0,39994.333333333336,,,,,,,,
2016-09-07,A,150.0,5.0,False,False,0,0.1,25.1,6.9,352,12.08,,41652,,,,,,,,,,,,,,,,2016,9,0,0.0,18.5,18.7,207.7,0,0,24.8,6.8,12.0,,,43115.0,44750.333333333336,,,,,,,,
2016-09-07,B,150.0,16.0,False,False,0,0.1,25.1,6.9,352,12.08,,41652,,,,,,,,,,,,,,,,2016,9,0,0.0,18.5,18.7,207.7,0,0,24.8,6.8,12.0,,,43115.0,44750.333333333336,,,,,,,,
2016-09-07,C,160.0,21.0,False,False,0,0.1,25.1,6.9,352,12.08,,41652,,,,,,,,,,,,,,,,2016,9,0,0.0,18.5,18.7,207.7,0,0,24.8,6.8,12.0,,,43115.0,44750.333333333336,,,,,,,,
2016-10-04,A,63.0,,False,False,0,0.3,22.4,26.5,41,14.45,,42046,,,,,,,,,,,,,,,,2016,10,0,0.0,0.5,8.5,55.5,0,0,23.9,18.7,13.45,,,43849.0,45281.333333333336,,,,,,,,
2016-10-04,B,41.0,,False,False,0,0.3,22.4,26.5,41,14.45,,42046,,,,,,,,,,,,,,,,2016,10,0,0.0,0.5,8.5,55.5,0,0,23.9,18.7,13.45,,,43849.0,45281.333333333336,,,,,,,,
2016-10-04,C,52.0,,False,False,0,0.3,22.4,26.5,41,14.45,,42046,,,,,,,,,,,,,,,,2016,10,0,0.0,0.5,8.5,55.5,0,0,23.9,18.7,13.45,,,43849.0,45281.333333333336,,,,,,,,
2016-10-04,D,74.0,5.0,False,False,0,0.3,22.4,26.5,41,14.45,,42046,,,,,,,,,,,,,,,,2016,10,0,0.0,0.5,8.5,55.5,0,0,23.9,18.7,13.45,,,43849.0,45281.333333333336,,,,,,,,
2016-10-04,E,97.0,,False,False,0,0.3,22.4,26.5,41,14.45,,42046,,,,,,,,,,,,,,,,2016,10,0,0.0,0.5,8.5,55.5,0,0,23.9,18.7,13.45,,,43849.0,45281.333333333336,,,,,,,,
2017-05-15,A,10.0,1.0,False,False,0,0.0,17.4,21.1,282,26.65,,35830,,,,,,,,,,,,,,,,2017,5,0,0.0,0.0,19.6,21.6,0,3,17.6,24.7,27.53,,,37428.0,37897.666666666664,,,,,,,,
2017-05-15,B,10.0,5.0,False,False,0,0.0,17.4,21.1,282,26.65,,35830,,,,,,,,,,,,,,,,2017,5,0,0.0,0.0,19.6,21.6,0,3,17.6,24.7,27.53,,,37428.0,37897.666666666664,,,,,,,,
2017-05-15,C,10.0,1.0,False,False,0,0.0,17.4,21.1,282,26.65,,35830,,,,,,,,,,,,,,,,2017,5,0,0.0,0.0,19.6,21.6,0,3,17.6,24.7,27.53,,,37428.0,37897.666666666664,,,,,,,,
2017-05-15,D,1.0,5.0,False,False,0,0.0,17.4,21.1,282,26.65,,35830,,,,,,,,,,,,,,,,2017,5,0,0.0,0.0,19.6,21.6,0,3,17.6,24.7,27.53,,,37428.0,37897.666666666664,,,,,,,,
2017-05-15,E,1.0,1.0,False,False,0,0.0,17.4,21.1,282,26.65,,35830,,,,,,,,,,,,,,,,2017,5,0,0.0,0.0,19.6,21.6,0,3,17.6,24.7,27.53,,,37428.0,37897.666666666664,,,,,,,,
2017-06-09,A,31.0,1.0,False,False,0,0.0,21.6,20.6,243,26.06,,33874,,,,,,,,,,,,,,,,2017,6,0,0.0,16.500000000000014,19.3,19.3,0,2,20.1,17.5,29.25,,,35041.0,35376.0,,,,,,,,
