ctprvnNm,gugunNm,beachKoreanNm,ctprvnCode,gugunCode,stnpntCode,examinOdr,examinLcSeCode,coliDetectCn,entrcccsDetectCn,examinYear,examinDe,examinKnd,examinKndKor,stbltAt,examinLcDetail,la,lo,tempbtn,examinReExamCnt
부산,해운대구,해운대,04,05,002,2,B,51,불검출,2015,2015-06-16,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,2,C,41,불검출,2015,2015-06-16,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,2,D,63,5,2015,2015-06-16,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,2,E,41,10,2015,2015-06-16,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,1,A,63,1미만,2016,2016-10-04,3,폐장후,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,1,B,41,1미만,2016,2016-10-04,3,폐장후,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,1,C,52,1미만,2016,2016-10-04,3,폐장후,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,1,D,74,5,2016,2016-10-04,3,폐장후,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,1,E,97,1미만,2016,2016-10-04,3,폐장후,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,1,A,52,1미만,2016,2016-10-04,3,폐장후,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,1,B,41,1미만,2016,2016-10-04,3,폐장후,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,1,C,63,1미만,2016,2016-10-04,3,폐장후,적합,,35.1587500000,129.1616290000,상세보기,0
