관리구군명,관리기관명,방문객수(명),방문일,연번,연도
부산광역시 해운대구,관광시설관리사업소,33652,2024-06-12,12,2024
부산광역시 해운대구,관광시설관리사업소,35851,2024-06-13,13,2024
부산광역시 해운대구,관광시설관리사업소,41483,2024-06-14,14,2024
부산광역시 해운대구,관광시설관리사업소,60953,2024-06-15,15,2024
부산광역시 해운대구,관광시설관리사업소,53697,2024-06-16,16,2024
부산광역시 해운대구,관광시설관리사업소,39828,2024-06-17,17,2024
부산광역시 해운대구,관광시설관리사업소,37516,2024-06-18,18,2024
부산광역시 해운대구,관광시설관리사업소,38098,2024-06-19,19,2024
부산광역시 해운대구,관광시설관리사업소,38978,2024-06-20,20,2024
부산광역시 해운대구,관광시설관리사업소,47234,2024-06-21,21,2024
부산광역시 해운대구,관광시설관리사업소,46736,2024-06-22,22,2024
부산광역시 해운대구,관광시설관리사업소,54291,2024-06-23,23,2024
부산광역시 해운대구,관광시설관리사업소,40850,2024-06-24,24,2024
부산광역시 해운대구,관광시설관리사업소,40859,2024-06-25,25,2024
부산광역시 해운대구,관광시설관리사업소,43187,2024-06-26,26,2024
부산광역시 해운대구,관광시설관리사업소,39269,2024-06-27,27,2024
부산광역시 해운대구,관광시설관리사업소,47110,2024-06-28,28,2024
부산광역시 해운대구,관광시설관리사업소,49646,2024-06-29,29,2024
부산광역시 해운대구,관광시설관리사업소,42972,2024-06-30,30,2024
부산광역시 해운대구,관광시설관리사업소,38828,2024-07-01,31,2024
부산광역시 해운대구,관광시설관리사업소,31112,2024-07-02,32,2024
부산광역시 해운대구,관광시설관리사업소,37483,2024-07-03,33,2024
부산광역시 해운대구,관광시설관리사업소,38323,2024-07-04,34,2024
부산광역시 해운대구,관광시설관리사업소,46502,2024-07-05,35,2024
부산광역시 해운대구,관광시설관리사업소,62519,2024-07-06,36,2024
부산광역시 해운대구,관광시설관리사업소,54828,2024-07-07,37,2024
부산광역시 해운대구,관광시설관리사업소,37773,2024-07-08,38,2024
부산광역시 해운대구,관광시설관리사업소,35568,2024-07-09,39,2024
부산광역시 해운대구,관광시설관리사업소,36136,2024-07-10,40,2024
부산광역시 해운대구,관광시설관리사업소,42230,2024-07-11,41,2024
부산광역시 해운대구,관광시설관리사업소,47925,2024-07-12,42,2024
부산광역시 해운대구,관광시설관리사업소,72519,2024-07-13,43,2024
부산광역시 해운대구,관광시설관리사업소,44752,2024-07-14,44,2024
부산광역시 해운대구,관광시설관리사업소,72445,2024-07-15,45,2024
부산광역시 해운대구,관광시설관리사업소,68070,2024-07-16,46,2024
부산광역시 해운대구,관광시설관리사업소,75571,2024-07-17,47,2024
부산광역시 해운대구,관광시설관리사업소,72599,2024-07-18,48,2024
부산광역시 해운대구,관광시설관리사업소,89198,2024-07-19,49,2024
부산광역시 해운대구,관광시설관리사업소,106925,2024-07-20,50,2024
부산광역시 해운대구,관광시설관리사업소,100248,2024-07-21,51,2024
부산광역시 해운대구,관광시설관리사업소,82298,2024-07-22,52,2024
부산광역시 해운대구,관광시설관리사업소,80943,2024-07-23,53,2024
부산광역시 해운대구,관광시설관리사업소,81152,2024-07-24,54,2024
부산광역시 해운대구,관광시설관리사업소,88568,2024-07-25,55,2024
부산광역시 해운대구,관광시설관리사업소,95354,2024-07-26,56,2024
부산광역시 해운대구,관광시설관리사업소,117558,2024-07-27,57,2024
부산광역시 해운대구,관광시설관리사업소,260696,2024-07-28,58,2024
부산광역시 해운대구,관광시설관리사업소,259791,2024-07-29,59,2024
부산광역시 해운대구,관광시설관리사업소,257462,2024-07-30,60,2024
부산광역시 해운대구,관광시설관리사업소,258122,2024-07-31,61,2024
부산광역시 해운대구,관광시설관리사업소,270358,2024-08-01,62,2024
부산광역시 해운대구,관광시설관리사업소,279756,2024-08-02,63,2024
부산광역시 해운대구,관광시설관리사업소,283857,2024-08-03,64,2024
부산광역시 해운대구,관광시설관리사업소,262816,2024-08-04,65,2024
부산광역시 해운대구,관광시설관리사업소,244829,2024-08-05,66,2024
부산광역시 해운대구,관광시설관리사업소,240399,2024-08-06,67,2024
부산광역시 해운대구,관광시설관리사업소,236721,2024-08-07,68,2024
부산광역시 해운대구,관광시설관리사업소,236450,2024-08-08,69,2024
부산광역시 해운대구,관광시설관리사업소,248624,2024-08-09,70,2024
부산광역시 해운대구,관광시설관리사업소,274999,2024-08-10,71,2024
부산광역시 해운대구,관광시설관리사업소,254437,2024-08-11,72,2024
부산광역시 해운대구,관광시설관리사업소,239392,2024-08-12,73,2024
부산광역시 해운대구,관광시설관리사업소,238611,2024-08-13,74,2024
부산광역시 해운대구,관광시설관리사업소,246142,2024-08-14,75,2024
부산광역시 해운대구,관광시설관리사업소,261154,2024-08-15,76,2024
부산광역시 해운대구,관광시설관리사업소,118970,2024-08-16,77,2024
부산광역시 해운대구,관광시설관리사업소,130928,2024-08-17,78,2024
부산광역시 해운대구,관광시설관리사업소,111139,2024-08-18,79,2024
부산광역시 해운대구,관광시설관리사업소,91117,2024-08-19,80,2024
부산광역시 해운대구,관광시설관리사업소,85050,2024-08-20,81,2024
부산광역시 해운대구,관광시설관리사업소,50977,2024-08-21,82,2024
부산광역시 해운대구,관광시설관리사업소,50034,2024-08-22,83,2024
부산광역시 해운대구,관광시설관리사업소,59390,2024-08-23,84,2024
부산광역시 해운대구,관광시설관리사업소,78305,2024-08-24,85,2024
부산광역시 해운대구,관광시설관리사업소,73104,2024-08-25,86,2024
부산광역시 해운대구,관광시설관리사업소,53113,2024-08-26,87,2024
부산광역시 해운대구,관광시설관리사업소,50482,2024-08-27,88,2024
부산광역시 해운대구,관광시설관리사업소,49804,2024-08-28,89,2024
부산광역시 해운대구,관광시설관리사업소,49591,2024-08-29,90,2024
부산광역시 해운대구,관광시설관리사업소,15414,2024-08-30,91,2024
부산광역시 해운대구,관광시설관리사업소,66289,2024-08-31,92,2024
부산광역시 해운대구,관광시설관리사업소,59540,2025-06-21,1,2025
부산광역시 해운대구,관광시설관리사업소,68944,2025-06-22,2,2025
부산광역시 해운대구,관광시설관리사업소,52284,2025-06-23,3,2025
부산광역시 해운대구,관광시설관리사업소,43566,2025-06-24,4,2025
부산광역시 해운대구,관광시설관리사업소,53035,2025-06-25,5,2025
부산광역시 해운대구,관광시설관리사업소,55334,2025-06-26,6,2025
부산광역시 해운대구,관광시설관리사업소,62811,2025-06-27,7,2025
부산광역시 해운대구,관광시설관리사업소,82182,2025-06-28,8,2025
부산광역시 해운대구,관광시설관리사업소,74179,2025-06-29,9,2025
부산광역시 해운대구,관광시설관리사업소,51299,2025-06-30,10,2025
부산광역시 해운대구,관광시설관리사업소,49630,2025-07-01,11,2025
부산광역시 해운대구,관광시설관리사업소,51237,2025-07-02,12,2025
부산광역시 해운대구,관광시설관리사업소,52555,2025-07-03,13,2025
부산광역시 해운대구,관광시설관리사업소,64568,2025-07-04,14,2025
부산광역시 해운대구,관광시설관리사업소,85827,2025-07-05,15,2025
부산광역시 해운대구,관광시설관리사업소,76248,2025-07-06,16,2025
부산광역시 해운대구,관광시설관리사업소,52373,2025-07-07,17,2025
부산광역시 해운대구,관광시설관리사업소,50827,2025-07-08,18,2025
부산광역시 해운대구,관광시설관리사업소,52775,2025-07-09,19,2025
부산광역시 해운대구,관광시설관리사업소,53871,2025-07-10,20,2025
부산광역시 해운대구,관광시설관리사업소,63064,2025-07-11,21,2025
부산광역시 해운대구,관광시설관리사업소,118371,2025-07-12,22,2025
부산광역시 해운대구,관광시설관리사업소,95630,2025-07-13,23,2025
부산광역시 해운대구,관광시설관리사업소,76235,2025-07-14,24,2025
부산광역시 해운대구,관광시설관리사업소,77075,2025-07-15,25,2025
부산광역시 해운대구,관광시설관리사업소,77897,2025-07-16,26,2025
부산광역시 해운대구,관광시설관리사업소,76247,2025-07-17,27,2025
부산광역시 해운대구,관광시설관리사업소,80120,2025-07-18,28,2025
부산광역시 해운대구,관광시설관리사업소,96620,2025-07-19,29,2025
부산광역시 해운대구,관광시설관리사업소,99224,2025-07-20,30,2025
부산광역시 해운대구,관광시설관리사업소,81008,2025-07-21,31,2025
부산광역시 해운대구,관광시설관리사업소,81374,2025-07-22,32,2025
부산광역시 해운대구,관광시설관리사업소,83261,2025-07-23,33,2025
부산광역시 해운대구,관광시설관리사업소,87197,2025-07-24,34,2025
부산광역시 해운대구,관광시설관리사업소,231794,2025-07-25,35,2025
부산광역시 해운대구,관광시설관리사업소,254699,2025-07-26,36,2025
부산광역시 해운대구,관광시설관리사업소,247493,2025-07-27,37,2025
부산광역시 해운대구,관광시설관리사업소,238685,2025-07-28,38,2025
부산광역시 해운대구,관광시설관리사업소,238077,2025-07-29,39,2025
부산광역시 해운대구,관광시설관리사업소,245330,2025-07-30,40,2025
부산광역시 해운대구,관광시설관리사업소,248068,2025-07-31,41,2025
부산광역시 해운대구,관광시설관리사업소,263483,2025-08-01,42,2025
부산광역시 해운대구,관광시설관리사업소,275564,2025-08-02,43,2025
부산광역시 해운대구,관광시설관리사업소,254135,2025-08-03,44,2025
부산광역시 해운대구,관광시설관리사업소,230177,2025-08-04,45,2025
부산광역시 해운대구,관광시설관리사업소,230540,2025-08-05,46,2025
부산광역시 해운대구,관광시설관리사업소,222879,2025-08-06,47,2025
부산광역시 해운대구,관광시설관리사업소,227667,2025-08-07,48,2025
부산광역시 해운대구,관광시설관리사업소,239947,2025-08-08,49,2025
부산광역시 해운대구,관광시설관리사업소,247053,2025-08-09,50,2025
부산광역시 해운대구,관광시설관리사업소,228836,2025-08-10,51,2025
부산광역시 해운대구,관광시설관리사업소,213181,2025-08-11,52,2025
부산광역시 해운대구,관광시설관리사업소,144878,2025-08-12,53,2025
부산광역시 해운대구,관광시설관리사업소,221893,2025-08-13,54,2025
부산광역시 해운대구,관광시설관리사업소,239882,2025-08-14,55,2025
부산광역시 해운대구,관광시설관리사업소,270637,2025-08-15,56,2025
부산광역시 해운대구,관광시설관리사업소,271111,2025-08-16,57,2025
부산광역시 해운대구,관광시설관리사업소,240851,2025-08-17,58,2025
부산광역시 해운대구,관광시설관리사업소,84573,2025-08-18,59,2025
부산광역시 해운대구,관광시설관리사업소,82604,2025-08-19,60,2025
부산광역시 해운대구,관광시설관리사업소,80145,2025-08-20,61,2025
부산광역시 해운대구,관광시설관리사업소,79291,2025-08-21,62,2025
부산광역시 해운대구,관광시설관리사업소,89522,2025-08-22,63,2025
부산광역시 해운대구,관광시설관리사업소,110049,2025-08-23,64,2025
부산광역시 해운대구,관광시설관리사업소,99901,2025-08-24,65,2025
부산광역시 해운대구,관광시설관리사업소,56508,2025-08-25,66,2025
부산광역시 해운대구,관광시설관리사업소,54758,2025-08-26,67,2025
부산광역시 해운대구,관광시설관리사업소,57475,2025-08-27,68,2025
부산광역시 해운대구,관광시설관리사업소,58281,2025-08-28,69,2025
부산광역시 해운대구,관광시설관리사업소,66449,2025-08-29,70,2025
부산광역시 해운대구,관광시설관리사업소,86132,2025-08-30,71,2025
부산광역시 해운대구,관광시설관리사업소,66751,2025-08-31,72,2025
부산광역시 해운대구,관광시설관리사업소,46400,2025-09-01,73,2025
부산광역시 해운대구,관광시설관리사업소,44552,2025-09-02,74,2025
부산광역시 해운대구,관광시설관리사업소,47188,2025-09-03,75,2025
부산광역시 해운대구,관광시설관리사업소,48981,2025-09-04,76,2025
부산광역시 해운대구,관광시설관리사업소,58062,2025-09-05,77,2025
부산광역시 해운대구,관광시설관리사업소,79519,2025-09-06,78,2025
부산광역시 해운대구,관광시설관리사업소,66717,2025-09-07,79,2025
부산광역시 해운대구,관광시설관리사업소,48345,2025-09-08,80,2025
부산광역시 해운대구,관광시설관리사업소,48668,2025-09-09,81,2025
부산광역시 해운대구,관광시설관리사업소,52270,2025-09-10,82,2025
부산광역시 해운대구,관광시설관리사업소,56504,2025-09-11,83,2025
부산광역시 해운대구,관광시설관리사업소,65214,2025-09-12,84,2025
부산광역시 해운대구,관광시설관리사업소,81336,2025-09-13,85,2025
부산광역시 해운대구,관광시설관리사업소,65452,2025-09-14,86,2025
