date,examinLcDetail,ecoli_max,enterococcus_max
2022-08-30,엘시티 더 샵,1.0,1.0
2022-08-30,조선비치호텔,1.0,1.0
2022-08-30,파라다이스호텔,1.0,1.0
2022-09-26,그린나래호텔,1.0,5.0
2022-09-26,부산아쿠아리움,20.0,1.0
2022-09-26,엘시티 더 샵,262.0,148.0
2022-09-26,조선비치호텔,1.0,1.0
2022-09-26,파라다이스호텔,86.0,16.0
2023-05-12,그린나래 호텔,1.0,1.0
2023-05-12,부산 아쿠아리움,10.0,1.0
2023-05-12,엘시티 더 샵,1.0,1.0
2023-05-12,조선비치 호텔,1.0,5.0
2023-05-12,파라다이스호텔,10.0,1.0
2023-06-07,그린나래호텔,1.0,1.0
2023-06-07,부산아쿠아리움,31.0,1.0
2023-06-07,엘시티 더 샵,20.0,1.0
2023-06-07,조선비치호텔,10.0,5.0
2023-06-07,파라다이스호텔,20.0,5.0
2023-06-20,그린나래호텔,1.0,1.0
2023-06-20,부산아쿠아리움,1.0,1.0
2023-06-20,엘시티 더 샵,1.0,1.0
2023-06-20,조선비치호텔,41.0,26.0
2023-06-20,파라다이스호텔,1.0,1.0
2023-07-04,그린나래호텔,1.0,10.0
2023-07-04,부산 아쿠아리움 ,1.0,1.0
2023-07-04,엘시티 더 샵,10.0,10.0
2023-07-04,조선비치호텔,10.0,1.0
2023-07-04,파라다이스 호텔,20.0,16.0
2023-07-27,그린나래호텔,253.0,5.0
2023-07-27,부산아쿠아리움,86.0,10.0
2023-07-27,엘시티 더 샵,108.0,5.0
2023-07-27,조선비치호텔,160.0,10.0
2023-07-27,파라다이스호텔,108.0,5.0
2023-08-01,그린나래호텔,1.0,5.0
2023-08-01,부산아쿠아리움,1.0,5.0
2023-08-01,엘시티 더 샵,1.0,1.0
2023-08-01,조선비치호텔,10.0,21.0
2023-08-01,파라다이스호텔,1.0,1.0
2023-08-08,그린나래호텔,1.0,1.0
2023-08-08,부산아쿠아리움,10.0,1.0
2023-08-08,엘시티 더 샵,1.0,1.0
2023-08-08,조선비치호텔,10.0,1.0
2023-08-08,파라다이스호텔,1.0,1.0
2024-05-03,그린나래호텔,1.0,1.0
2024-05-03,부산아쿠아리움,1.0,1.0
2024-05-03,엘시티 더 샵,1.0,73.0
2024-05-03,조선비치호텔,1.0,1.0
2024-05-03,파라다이스호텔,1.0,5.0
2024-06-03,LCT 앞,1.0,1.0
2024-06-03,그린나래 호텔 앞,1.0,16.0
2024-06-03,아쿠아리움 앞,1.0,5.0
2024-06-03,조선비치 호텔 앞,1.0,1.0
2024-06-03,파라다이스 호텔 앞,1.0,1.0
2024-06-17,LCT 더 샾,1.0,1.0
2024-06-17,그린나래 호텔,110.0,5.0
2024-06-17,부산 아쿠아리움,1.0,1.0
2024-06-17,조선비치 호텔,122.0,1.0
2024-06-26,LCT 더 샵,1.0,1.0
2024-06-26,그린나래 호텔,20.0,1.0
2024-06-26,부산 아쿠아리움,10.0,1.0
2024-06-26,조선비치 호텔,52.0,1.0
2024-06-26,파라다이스 호텔,10.0,1.0
2024-07-08,LCT 더 샵,20.0,5.0
2024-07-08,그린나래 호텔,30.0,10.0
2024-07-08,부산 아쿠아리움,20.0,1.0
2024-07-08,조선비치 호텔,41.0,10.0
2024-07-08,파라다이스 호텔,86.0,5.0
2024-07-22,LCT 더 샵,10.0,5.0
2024-07-22,그린나래 호텔,1.0,1.0
2024-07-22,부산 아쿠아리움,10.0,1.0
2024-07-22,조선비치 호텔,1.0,
2024-07-22,파라다이스 호텔,20.0,1.0
2024-08-05,LCT 더 샵,1.0,1.0
2024-08-05,그린나래 호텔,1.0,1.0
2024-08-05,부산 아쿠아리움,1.0,16.0
2024-08-05,조선비치 호텔,1.0,1.0
2024-08-05,파라다이스 호텔,1.0,1.0
2024-08-19,LCT 더 샵,1.0,1.0
2024-08-19,그린나래 호텔,1.0,1.0
2024-08-19,부산 아쿠아리움,1.0,1.0
2024-08-19,조선비치 호텔,1.0,10.0
2024-08-19,파라다이스 호텔,1.0,5.0
2024-09-06,LCT 더 샵,1.0,1.0
2024-09-06,그린나래 호텔,1.0,1.0
2024-09-06,부산 아쿠아리움,1.0,1.0
2024-09-06,조선비치 호텔,1.0,1.0
2024-09-06,파라다이스 호텔,10.0,1.0
2025-06-11,LCT 더 샵,10.0,5.0
2025-06-11,그린나래 호텔,1.0,1.0
2025-06-11,부산 아쿠아리움,10.0,5.0
2025-06-11,조선비치 호텔,1.0,1.0
2025-06-11,파라다이스 호텔,1.0,5.0
2025-06-30,"A1,A2",171.0,1.0
2025-06-30,"B1,B2",122.0,1.0
2025-06-30,"C1,C2",63.0,1.0
2025-06-30,"D1,D2",295.0,1.0
2025-06-30,"E1,E2",238.0,5.0
2025-07-14,"A1,A2",1.0,1.0
2025-07-14,"B1,B2",1.0,5.0
2025-07-14,"C1,C2",10.0,5.0
2025-07-14,"D1,D2",1.0,5.0
2025-07-14,"E1,E2",1.0,5.0
2025-07-28,"A1,A2",1.0,5.0
2025-07-28,"B1,B2",10.0,10.0
2025-07-28,"C1,C2",10.0,5.0
2025-07-28,"D1,D2",1.0,1.0
2025-07-28,"E1,E2",1.0,1.0
2025-08-11,"A1,A2",20.0,5.0
2025-08-11,"B1,B2",20.0,5.0
2025-08-11,"C1,C2",1.0,1.0
